代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2382,廣達,368.0,1.0,0.27,06/30,-6,-14738,-17.4,-0.38,28,310641,24.9,8.04,3,653,1.5,0.02,3,5899,13.6,0.15
2377,微星,146.0,7.0,5.04,06/30,-1,-2311,-5.77,-0.27,23,24905,3.88,2.95,-7,-1590,-1.3,-0.19,9,23496,16.4,2.78
50,元大台灣50,107.8,3.35,3.21,06/30,1,20819,19.3,0.1,19,69424,2.03,0.34,1,6328,5.88,0.03,1,32497,30.2,0.16
2408,南亞科,452.5,-0.5,-0.11,06/30,-6,-75608,-10.4,-2.44,16,82974,4.34,2.68,-3,-6639,-2.02,-0.21,-2,-20924,-11.2,-0.68
8926,台汽電,76.3,-0.6,-0.78,06/30,-5,-16672,-36.6,-2.01,14,11980,7.05,1.44,2,19,0.13,0.0,-1,-2365,-31.1,-0.28
2633,台灣高鐵,26.5,0.0,0.0,06/30,-9,-67937,-44.4,-1.21,13,80877,42.8,1.44,1,277,1.94,0.0,-1,-2600,-18.2,-0.05
4915,致伸,66.0,1.0,1.54,06/30,-11,-25410,-35.8,-5.38,13,7482,9.19,1.59,1,154,2.51,0.03,1,73,1.19,0.02
6670,復盛應用,255.5,6.0,2.4,06/30,-4,-659,-14.5,-0.47,13,3791,22.5,2.72,-1,-6,-0.47,0.0,5,851,10.3,0.61
2903,遠百,23.0,-0.45,-1.92,06/30,-4,-10382,-45.3,-0.73,12,11405,22.7,0.8,-3,-250,-1.3,-0.02,-1,-1262,-16.2,-0.09
2886,兆豐金,46.1,-0.1,-0.22,06/30,-9,-218340,-47.9,-1.47,11,252167,49.7,1.7,8,4852,1.15,0.03,6,17503,5.91,0.12
3189,景碩,891.0,81.0,10.0,06/30,-2,-8397,-13.4,-1.59,11,15139,4.18,2.87,2,629,1.01,0.12,-2,-4095,-6.56,-0.78
1513,中興電,177.0,1.5,0.85,06/30,-3,-4760,-19.5,-0.95,10,18289,14.4,3.64,-6,-1190,-1.53,-0.24,-3,-3165,-13.0,-0.63
2504,國產,33.25,0.5,1.53,06/30,-2,-5366,-50.7,-0.45,10,23293,31.7,1.97,-1,-5,-0.09,0.0,1,17,0.32,0.0
2845,遠東銀,13.0,-0.1,-0.76,06/30,-8,-64662,-33.7,-1.33,10,87194,34.8,1.79,-3,-102,-0.2,0.0,-1,-2265,-15.9,-0.05
