排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (萬張),超過 600張 增減 (張),超過 600張 增減 (%),持股 超過 800張 (萬張),超過 800張 增減 (張),超過 800張 增減 (%),持股 超過 1千張 (萬張),超過 1千張 增減 (張),超過 1千張 增減 (%)
67,00983B,大華優利美公債20,15.53,-0.06,-0.38,26W23,06/05,1.63,695.0,4.45,1.63,1389.0,9.32,1.63,1389.0,9.32
68,00663L,國泰臺灣加權正2,97.65,-9.0,-8.44,26W23,06/05,2.46,2007.0,8.89,2.16,1815.0,9.17,1.8,-965.0,-5.1
69,3011,今皓,14.55,-0.25,-1.69,26W23,06/05,3.99,2397.0,6.39,3.79,3118.0,8.97,3.41,3161.0,10.2
70,3289,宜特,172.0,-10.5,-5.75,26W23,06/05,1.85,56.6,0.31,1.7,1370.0,8.76,1.04,1399.0,15.6
71,00989B,台新美國非投等債,10.01,0.0,0.0,26W23,06/05,2.51,1940.0,8.39,2.44,1940.0,8.65,2.24,2846.0,14.6
72,6194,育富,32.4,-1.85,-5.4,26W23,06/05,2.19,100.0,0.46,2.04,1623.0,8.65,1.6,-26.0,-0.16
73,00972,野村日本動能高息,19.07,-0.17,-0.88,26W23,06/05,0.59,468.0,8.61,0.59,468.0,8.61,0.59,468.0,8.61
74,00958B,永豐ESG銀行債15+,9.25,-0.03,-0.32,26W23,06/05,4.03,2325.0,6.13,3.89,3054.0,8.53,3.62,2097.0,6.15
75,2342,茂矽,38.9,-2.5,-6.04,26W23,06/05,6.69,4956.0,8.01,6.48,5057.0,8.47,5.96,2627.0,4.61
76,5351,鈺創,83.7,-2.5,-2.9,26W23,06/05,11.0,8119.0,7.98,10.5,8150.0,8.42,9.77,7004.0,7.72
77,8043,蜜望實,175.0,15.5,9.72,26W23,06/05,4.57,2735.0,6.36,4.5,3483.0,8.39,4.42,2657.0,6.4
78,00690,兆豐藍籌30,76.55,-2.45,-3.1,26W23,06/05,0.8,463.0,6.11,0.57,431.0,8.19,0.41,-376.0,-8.46
79,3615,安可,54.2,-6.0,-9.97,26W23,06/05,2.12,2795.0,15.2,1.91,1436.0,8.13,1.91,2254.0,13.4
80,6658,聯策,188.5,1.5,0.8,26W23,06/05,1.39,191.0,1.4,1.24,914.0,7.95,1.16,111.0,0.97
81,00995A,主動中信台灣卓越,17.09,-0.53,-3.01,26W23,06/05,4.5,2985.0,7.1,4.09,3008.0,7.94,3.8,2960.0,8.44
82,6712,長聖,139.0,-1.0,-0.71,26W23,06/05,3.88,2560.0,7.07,3.53,2523.0,7.7,3.16,1447.0,4.8
83,1563,巧新,60.5,-4.8,-7.35,26W23,06/05,9.45,5431.0,6.1,8.69,6183.0,7.66,7.82,4641.0,6.31
84,00864B,中信美國公債0-1,45.91,0.15,0.33,26W23,06/05,3.18,1922.0,6.44,2.91,2062.0,7.63,2.73,2876.0,11.8
85,1528,恩德,26.0,-1.8,-6.47,26W23,06/05,6.09,3087.0,5.34,6.01,4241.0,7.59,5.92,6120.0,11.5
86,6148,驊宏資,38.5,3.5,10.0,26W23,06/05,1.82,1219.0,7.16,1.69,1186.0,7.55,1.69,1186.0,7.55
87,6151,晉倫,42.8,-1.9,-4.25,26W23,06/05,1.64,-252.0,-1.51,1.48,1007.0,7.27,1.24,1007.0,8.87
88,00966B,統一ESG投等債15+,13.93,-0.07,-0.5,26W23,06/05,4.71,3051.0,6.93,4.56,3051.0,7.17,4.36,3051.0,7.52
89,2457,飛宏,28.25,-1.9,-6.3,26W23,06/05,12.5,6494.0,5.47,12.0,7952.0,7.11,11.5,6917.0,6.39
90,009800,中信NASDAQ,12.76,-0.41,-3.11,26W23,06/05,6.02,3035.0,5.31,5.79,3736.0,6.89,5.61,4561.0,8.85
91,8101,華冠,15.3,-0.9,-5.56,26W23,06/05,4.2,2700.0,6.88,4.2,2700.0,6.88,4.2,2700.0,6.88
92,6806,森崴能源,5.3,-0.34,-6.03,26W23,06/05,16.2,10321.0,6.78,16.2,10321.0,6.81,16.1,11143.0,7.44
93,00697B,元大美債7-10,35.38,-0.15,-0.42,26W23,06/05,1.64,994.0,6.46,1.57,996.0,6.77,1.39,33.1,0.24
94,3376,新日興,236.5,-0.5,-0.21,26W23,06/05,9.68,2231.0,2.36,9.21,5803.0,6.73,8.59,3151.0,3.81
95,3706,神達,87.3,-5.1,-5.52,26W23,06/05,72.1,45371.0,6.72,71.0,44401.0,6.67,69.7,40596.0,6.19
96,0051,元大中型100,137.25,-6.0,-4.19,26W23,06/05,0.33,77.0,2.38,0.11,70.4,6.57,0.11,70.4,6.57
97,009816,凱基台灣TOP50,14.68,-0.51,-3.36,26W23,06/05,127.0,88919.0,7.52,114.0,69955.0,6.57,104.0,67734.0,6.94
98,00932,兆豐永續高息等權,17.3,-0.65,-3.62,26W23,06/05,2.01,1197.0,6.33,2.01,1197.0,6.33,1.83,1255.0,7.37
99,009811,統一美國50,12.74,-0.26,-2.0,26W23,06/05,6.0,3165.0,5.57,5.35,3090.0,6.13,4.55,3090.0,7.29
100,3406,玉晶光,654.0,-11.0,-1.65,26W23,06/05,5.73,1066.0,1.9,5.37,3094.0,6.11,4.65,2050.0,4.62
101,6805,富世達,1895.0,-55.0,-2.82,26W23,06/05,3.77,2513.0,7.14,3.43,1959.0,6.06,3.35,3978.0,13.5
102,3362,先進光,141.5,-6.5,-4.39,26W23,06/05,8.41,5792.0,7.4,7.72,4402.0,6.05,7.44,5496.0,7.98
103,4953,緯軟,141.0,-2.0,-1.4,26W23,06/05,3.14,76.0,0.24,2.94,1676.0,6.04,2.77,-88.0,-0.32
104,6190,萬泰科,76.8,-4.5,-5.54,26W23,06/05,6.58,784.0,1.21,6.16,3493.0,6.01,5.55,-751.0,-1.34
105,4741,泓瀚,69.1,6.2,9.86,26W23,06/05,1.54,839.0,5.75,1.48,839.0,6.01,1.4,0.0,0.0
106,00935,野村臺灣新科技50,57.5,-2.4,-4.01,26W23,06/05,13.8,7499.0,5.73,13.5,7600.0,5.96,13.0,4862.0,3.89
107,3231,緯創,163.5,-7.5,-4.39,26W23,06/05,204.0,108124.0,5.6,200.0,109221.0,5.79,196.0,111042.0,6.0
108,6657,華安,37.25,-1.45,-3.75,26W23,06/05,2.63,1255.0,5.0,2.28,1228.0,5.68,1.99,1228.0,6.59
109,1708,東鹼,44.2,-4.9,-9.98,26W23,06/05,11.8,5162.0,4.56,11.2,6003.0,5.65,10.6,5110.0,5.07
110,00996A,主動兆豐台灣豐收,14.44,-0.55,-3.67,26W23,06/05,4.12,2599.0,6.73,3.72,1956.0,5.55,3.14,2781.0,9.71
111,4303,信立,46.3,-2.0,-4.14,26W23,06/05,1.61,62.2,0.39,1.54,799.0,5.47,1.18,0.0,0.0
112,00730,富邦臺灣優質高息,28.06,-1.35,-4.59,26W23,06/05,1.41,1468.0,11.6,1.33,687.0,5.45,1.33,687.0,5.45
113,00981D,主動中信非投等債,10.32,0.0,0.0,26W23,06/05,24.8,8237.0,3.44,22.6,11579.0,5.41,20.7,10660.0,5.43
114,00652,富邦印度,31.57,-0.08,-0.25,26W23,06/05,1.73,229.0,1.34,1.66,850.0,5.4,1.66,850.0,5.4
115,3312,弘憶股,60.8,-6.7,-9.93,26W23,06/05,8.87,5205.0,6.24,8.65,4403.0,5.36,8.56,6039.0,7.59
116,2727,王品,241.5,-4.5,-1.83,26W23,06/05,2.35,1017.0,4.52,2.06,1044.0,5.33,1.45,221.0,1.55
117,3290,東浦,49.15,-1.05,-2.09,26W23,06/05,5.03,2148.0,4.46,4.47,2259.0,5.32,4.39,3210.0,7.9
118,2468,華經,44.95,4.05,9.9,26W23,06/05,3.69,1242.0,3.49,3.69,1861.0,5.32,3.69,1861.0,5.32
119,6870,騰雲,274.5,-11.0,-3.85,26W23,06/05,1.42,70.0,0.49,1.36,685.0,5.31,1.36,685.0,5.31
120,2348A,海悅甲特,37.8,0.05,0.13,26W23,06/05,1.91,883.0,4.85,1.76,883.0,5.28,1.67,0.0,0.0
121,3360,尚立,14.25,-0.3,-2.06,26W23,06/05,1.82,-661.0,-3.51,1.62,802.0,5.22,1.36,0.0,0.0
122,2421,建準,157.0,-4.5,-2.79,26W23,06/05,15.4,5854.0,3.95,14.6,7263.0,5.22,13.8,6406.0,4.86
123,4919,新唐,160.5,-17.5,-9.83,26W23,06/05,29.5,15971.0,5.72,28.7,14168.0,5.19,28.3,15005.0,5.59
124,00661,元大日經225,82.05,-3.9,-4.54,26W23,06/05,0.37,149.0,4.16,0.31,149.0,5.05,0.14,149.0,12.1
125,00963,中信全球高股息,12.51,-0.05,-0.4,26W23,06/05,2.44,467.0,1.95,2.3,1106.0,5.05,2.11,1106.0,5.52
126,4534,慶騰,31.85,-1.3,-3.92,26W23,06/05,2.76,2651.0,10.6,2.49,1176.0,4.96,2.4,1176.0,5.14
127,6104,創惟,99.0,-4.0,-3.88,26W23,06/05,1.5,614.0,4.26,1.3,609.0,4.91,0.96,1489.0,18.3
128,1809,中釉,53.7,-5.9,-9.9,26W23,06/05,8.49,2934.0,3.58,8.14,3785.0,4.88,7.89,2157.0,2.81
129,00894,中信小資高價30,47.22,-1.77,-3.61,26W23,06/05,2.58,408.0,1.61,2.44,1106.0,4.74,2.35,1081.0,4.82
130,4541,晟田,46.5,-0.75,-1.59,26W23,06/05,2.04,91.0,0.45,1.97,891.0,4.73,1.71,-14.0,-0.08
131,1513,中興電,169.5,-1.0,-0.59,26W23,06/05,20.9,6415.0,3.17,20.3,8974.0,4.63,19.7,8735.0,4.63
132,4746,台耀,52.5,-0.7,-1.32,26W23,06/05,4.46,1835.0,4.29,4.16,1835.0,4.61,3.73,161.0,0.43
133,4526,東台,40.1,-2.05,-4.86,26W23,06/05,12.3,3242.0,2.71,11.6,5105.0,4.61,11.1,4278.0,4.03
134,4729,熒茂,23.05,-1.25,-5.14,26W23,06/05,4.17,1748.0,4.38,4.03,1748.0,4.54,3.86,1745.0,4.73
135,2444,兆勁,13.1,-0.4,-2.96,26W23,06/05,2.4,2059.0,9.37,1.99,846.0,4.44,1.81,1020.0,5.97
136,009809,富邦淨零ESG50,16.47,-0.71,-4.13,26W23,06/05,0.99,370.0,3.9,0.91,370.0,4.23,0.82,1243.0,17.8
137,00695B,富邦美債7-10,34.88,-0.11,-0.31,26W23,06/05,2.75,326.0,1.2,2.75,1106.0,4.2,2.57,224.0,0.88
138,3533,嘉澤,2290.0,-75.0,-3.17,26W23,06/05,6.18,1716.0,2.86,5.73,2303.0,4.19,5.11,-438.0,-0.85
139,3147,大綜,284.5,0.0,0.0,26W23,06/05,2.41,1651.0,7.35,2.27,909.0,4.17,2.19,1024.0,4.91
140,00984A,主動安聯台灣高息,15.64,-0.69,-4.23,26W23,06/05,7.12,1147.0,1.64,6.44,2561.0,4.14,5.6,1552.0,2.85
141,3322,建舜電,14.25,0.0,0.0,26W23,06/05,4.6,2370.0,5.43,4.4,1746.0,4.13,4.21,-152.0,-0.36
142,6456,GIS-KY,78.9,-3.6,-4.36,26W23,06/05,17.0,5806.0,3.53,16.6,6471.0,4.05,15.9,6839.0,4.48
143,009802,富邦旗艦50,19.14,-0.96,-4.78,26W23,06/05,6.71,1032.0,1.56,6.41,2474.0,4.01,5.26,2700.0,5.41
144,3704,合勤控,46.7,-1.0,-2.1,26W23,06/05,25.8,7304.0,2.91,25.0,9611.0,3.99,24.5,8631.0,3.65
145,4979,華星光,537.0,-59.0,-9.9,26W23,06/05,5.19,2367.0,4.78,4.86,1840.0,3.93,4.4,-14.4,-0.03
146,5490,同亨,28.25,-0.9,-3.09,26W23,06/05,2.94,1717.0,6.2,2.74,1025.0,3.89,2.47,1079.0,4.58
147,009803,玉山市值動能50,21.78,-0.15,-0.68,26W23,06/05,2.16,808.0,3.88,2.08,779.0,3.88,1.82,-1900.0,-9.47
148,00900,富邦特選高股息30,18.7,-1.08,-5.46,26W23,06/05,25.7,8994.0,3.63,24.4,9029.0,3.83,23.7,9887.0,4.35
149,8222,寶一,35.7,-1.15,-3.12,26W23,06/05,2.45,98.0,0.4,2.38,877.0,3.82,2.3,19.0,0.08
150,2478,大毅,152.0,2.0,1.33,26W23,06/05,8.54,3421.0,4.18,7.88,2870.0,3.78,7.61,2924.0,4.0
151,7823,奧義賽博-KY創,90.0,-4.1,-4.36,26W23,06/05,2.36,35.0,0.15,2.23,802.0,3.73,1.96,0.0,0.0
152,4972,湯石照明,16.65,-0.3,-1.77,26W23,06/05,2.54,65.0,0.26,2.32,833.0,3.73,2.06,6.0,0.03
153,8011,台通,18.05,-0.85,-4.5,26W23,06/05,4.75,895.0,1.92,4.6,1654.0,3.73,4.24,2568.0,6.46
154,8936,國統,57.7,-5.1,-8.12,26W23,06/05,7.92,4141.0,5.52,7.28,2599.0,3.7,6.66,3675.0,5.84
155,3306,鼎天,46.95,-2.05,-4.18,26W23,06/05,2.33,29.6,0.13,2.26,800.0,3.67,2.18,0.0,0.0
156,1714,和桐,12.65,1.15,10.0,26W23,06/05,61.5,17794.0,2.98,59.8,20868.0,3.62,57.9,20393.0,3.65
157,3236,千如,53.0,-0.9,-1.67,26W23,06/05,3.73,1209.0,3.35,3.59,1253.0,3.62,3.25,422.0,1.32
158,1570,力肯,43.8,-4.85,-9.97,26W23,06/05,2.49,65.0,0.26,2.42,838.0,3.59,2.33,12.0,0.05
159,00897,富邦基因免疫生技,9.74,-0.08,-0.81,26W23,06/05,2.51,1363.0,5.75,1.96,678.0,3.57,1.78,1591.0,9.81
160,6026,福邦證,17.5,-1.65,-8.62,26W23,06/05,19.0,8570.0,4.72,18.1,6232.0,3.56,17.4,8775.0,5.32
161,5315,光聯,22.25,-0.25,-1.11,26W23,06/05,3.19,188.0,0.59,2.84,970.0,3.53,2.51,1016.0,4.21
162,6477,安集,31.7,-2.0,-5.93,26W23,06/05,5.21,286.0,0.55,4.99,1695.0,3.51,4.64,-995.0,-2.1
163,3481,群創,48.35,-5.35,-9.96,26W23,06/05,348.0,109552.0,3.25,336.0,113907.0,3.51,329.0,128588.0,4.07
164,2493,揚博,164.0,-14.0,-7.87,26W23,06/05,6.32,2612.0,4.31,6.04,2019.0,3.46,5.78,-555.0,-0.95
165,4924,欣厚-KY,12.0,-0.75,-5.88,26W23,06/05,2.48,-28.0,-0.11,2.28,757.0,3.43,2.09,757.0,3.75
166,5309,系統電,74.0,-0.3,-0.4,26W23,06/05,10.0,3870.0,4.02,9.72,3206.0,3.41,9.45,4154.0,4.6
167,00753L,中信中國50正2,9.35,-0.4,-4.1,26W23,06/05,33.5,8467.0,2.59,29.6,9780.0,3.41,27.4,14994.0,5.8
168,3625,西勝,15.1,-0.6,-3.82,26W23,06/05,4.79,606.0,1.28,4.38,1366.0,3.22,4.22,1357.0,3.33
169,00912,中信臺灣智慧50,32.05,-0.78,-2.38,26W23,06/05,1.37,397.0,2.98,1.3,402.0,3.2,1.3,402.0,3.2
170,3293,鈊象,780.0,-10.0,-1.27,26W23,06/05,13.7,2174.0,1.61,13.0,4028.0,3.19,12.1,2300.0,1.93
171,2337,旺宏,143.5,-6.5,-4.33,26W23,06/05,99.2,29266.0,3.04,96.0,29568.0,3.18,94.1,29585.0,3.25
172,00989A,主動摩根美國科技,17.22,-0.91,-5.02,26W23,06/05,1.23,-92.8,-0.75,1.0,304.0,3.13,1.0,304.0,3.13
173,009812,野村日本東證,11.89,-0.29,-2.38,26W23,06/05,3.74,1078.0,2.97,3.59,1078.0,3.1,3.31,942.0,2.93
174,3357,臺慶科,283.0,-13.0,-4.39,26W23,06/05,6.82,896.0,1.33,5.79,1673.0,2.97,5.34,626.0,1.19
175,6015,宏遠證,20.35,-2.25,-9.96,26W23,06/05,20.0,4444.0,2.28,19.4,5596.0,2.97,18.8,4043.0,2.2
176,2031,新光鋼,41.45,-1.9,-4.38,26W23,06/05,17.1,4309.0,2.58,16.6,4777.0,2.97,16.1,4643.0,2.96
177,2103,台橡,21.15,-0.55,-2.53,26W23,06/05,42.4,11447.0,2.77,41.7,11966.0,2.95,40.4,12837.0,3.28
178,3437,榮創,21.5,-1.9,-8.12,26W23,06/05,3.15,675.0,2.19,2.95,844.0,2.94,2.77,0.0,0.0
179,9958,世紀鋼,115.0,-6.0,-4.96,26W23,06/05,12.8,3685.0,2.97,11.8,3356.0,2.93,11.4,4246.0,3.86
180,00980B,台新特選IG債10+,9.5,0.0,0.0,26W23,06/05,2.07,-146.0,-0.7,2.07,582.0,2.89,1.97,1581.0,8.73
181,2474,可成,220.0,-10.5,-4.56,26W23,06/05,41.4,10364.0,2.57,40.3,11282.0,2.88,39.4,14084.0,3.71
182,1718,中纖,10.0,0.15,1.52,26W23,06/05,91.5,23920.0,2.68,88.8,24744.0,2.87,86.6,27448.0,3.27
183,3041,揚智,23.3,-1.35,-5.48,26W23,06/05,3.39,-478.0,-1.39,3.32,921.0,2.85,3.05,-838.0,-2.67
