排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
301,1616,億泰,21.8,-0.55,-2.46,26W26,06/26,59.1,0.13,58.1,0.5,56.3,0.5
302,1308,亞聚,13.75,-0.3,-2.14,26W26,06/26,50.4,0.23,49.6,0.47,49.0,0.5
303,00969B,元大零息超長美債,8.75,0.01,0.11,26W26,06/26,68.6,0.59,66.2,0.17,62.3,0.5
304,00996A,主動兆豐台灣豐收,15.21,-0.76,-4.76,26W26,06/26,17.4,0.0,16.3,-0.07,14.8,0.5
305,2486,一詮,225.0,-23.5,-9.46,26W26,06/26,37.2,-0.05,35.7,0.48,34.0,0.49
306,3321,同泰,24.35,-2.5,-9.31,26W26,06/26,43.1,0.61,40.5,1.43,37.4,0.49
307,4523,永彰,29.85,0.05,0.17,26W26,06/26,54.6,0.49,54.6,0.49,51.8,0.49
308,8097,常珵,58.1,-1.0,-1.69,26W26,06/26,67.9,0.49,65.7,0.49,60.0,0.49
309,2017,官田鋼,9.0,-0.11,-1.21,26W26,06/26,59.2,0.06,58.2,0.06,58.0,0.48
310,8027,鈦昇,210.0,-23.0,-9.87,26W26,06/26,24.9,0.57,20.4,0.43,18.0,0.48
311,2634,漢翔,49.2,0.8,1.65,26W26,06/26,48.6,0.61,47.6,0.39,47.3,0.48
312,6727,亞泰金屬,397.5,-30.0,-7.02,26W26,06/26,12.3,0.48,9.71,0.48,6.39,0.48
313,1402,遠東新,28.5,-0.1,-0.35,26W26,06/26,87.6,0.48,87.1,0.47,86.4,0.47
314,3088,艾訊,136.0,-6.5,-4.56,26W26,06/26,46.1,2.15,43.6,2.08,38.7,0.47
315,9136,巨騰-DR,14.65,-1.25,-7.86,26W26,06/26,65.1,1.0,63.2,0.53,61.8,0.47
316,00981B,第一金優選非投債,9.22,0.0,0.0,26W26,06/26,43.3,0.46,39.2,0.71,35.3,0.47
317,00717,富邦美國特別股,14.78,-0.13,-0.87,26W26,06/26,23.5,0.46,22.3,0.46,19.9,0.46
318,5434,崇越,490.0,-15.0,-2.97,26W26,06/26,49.2,-0.49,44.3,-0.47,39.9,0.46
319,00972,野村日本動能高息,19.19,0.09,0.47,26W26,06/26,31.4,0.46,31.4,0.46,31.4,0.46
320,00902,中信電池及儲能,14.62,-0.73,-4.76,26W26,06/26,15.0,0.89,13.2,0.88,12.4,0.45
321,6547,高端疫苗,45.45,-0.2,-0.44,26W26,06/26,30.5,0.16,29.2,0.18,28.4,0.45
322,00894,中信小資高價30,46.6,-2.46,-5.01,26W26,06/26,16.2,1.4,15.3,0.45,14.6,0.44
323,2527,宏璟,40.35,0.2,0.5,26W26,06/26,77.6,0.39,75.9,0.14,74.9,0.44
324,00636,國泰中國A50,28.56,-0.59,-2.02,26W26,06/26,18.4,0.45,17.1,0.45,16.2,0.44
325,00696B,富邦美債20年,29.92,0.06,0.2,26W26,06/26,84.0,0.47,83.9,0.46,83.5,0.44
326,4306,炎洲,15.9,0.0,0.0,26W26,06/26,54.2,0.64,52.6,0.57,51.5,0.44
327,3033,威健,49.0,-0.25,-0.51,26W26,06/26,38.6,0.24,36.3,0.09,34.8,0.44
328,00780B,國泰A級金融債,37.76,0.14,0.37,26W26,06/26,97.6,0.02,97.3,-0.22,97.0,0.43
329,6199,天品,99.5,-0.5,-0.5,26W26,06/26,78.4,1.26,75.0,0.43,75.0,0.43
330,3290,東浦,66.6,-4.7,-6.59,26W26,06/26,54.8,0.41,48.4,-0.61,48.4,0.42
331,00945B,凱基美國非投等債,14.5,0.01,0.07,26W26,06/26,36.2,0.8,33.7,0.62,31.1,0.42
332,00632R,元大台灣50反1,10.45,0.41,4.08,26W26,06/26,36.8,0.83,31.7,0.46,28.3,0.41
333,00962,台新AI優息動能,14.28,-0.63,-4.23,26W26,06/26,24.5,0.44,24.5,0.44,21.0,0.41
334,1710,東聯,14.1,0.15,1.08,26W26,06/26,59.4,0.09,57.9,0.09,56.4,0.41
335,5203,訊連,67.0,0.0,0.0,26W26,06/26,41.2,0.49,36.4,0.24,34.2,0.41
336,4707,磐亞,27.55,2.05,8.04,26W26,06/26,69.0,0.55,66.7,-0.03,65.4,0.4
