代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,100.25,-3.25,-3.14,26W24,06/10,-7,-763882,-16.9,-3.79,19,144317,1.15,0.72,-9,-550104,-9.87,-2.73,-7,-1203843,-26.7,-5.97
2330,台積電,2255.0,-50.0,-2.17,26W24,06/10,-2,-83136,-23.6,-0.32,8,65439,4.06,0.25,-1,-2199,-1.51,-0.01,-2,-74245,-21.0,-0.29
3026,禾伸堂,642.0,-19.0,-2.87,26W24,06/10,6,8093,4.98,4.88,8,12817,5.8,7.73,-2,-571,-3.76,-0.34,6,20002,12.3,12.1
2327,國巨*,819.0,-7.0,-0.85,26W24,06/10,-5,-81469,-7.1,-3.93,7,71551,4.52,3.45,-1,-1844,-1.03,-0.09,-3,-33009,-6.87,-1.59
0056,元大高股息,49.62,-1.63,-3.18,26W24,06/10,-1,-28718,-11.1,-0.21,6,6175,0.32,0.05,-1,-18664,-7.22,-0.14,-1,-46992,-18.2,-0.35
00646,元大S&P500,73.15,-0.55,-0.75,26W24,06/10,3,380,0.76,0.07,6,1559,1.3,0.28,1,9734,42.2,1.73,1,10045,43.5,1.79
00935,野村臺灣新科技50,57.1,-3.1,-5.15,26W24,06/10,-2,-23902,-12.9,-3.36,6,6184,1.12,0.87,-9,-173303,-24.6,-24.3,-9,-196026,-27.8,-27.5
2412,中華電,144.0,2.0,1.41,26W24,06/10,-4,-50839,-15.2,-0.66,6,41640,9.46,0.54,6,7011,1.59,0.09,2,13173,9.62,0.17
2542,興富發,45.45,2.25,5.21,26W24,06/10,-3,-68261,-26.8,-3.14,6,71697,16.1,3.3,2,1363,0.71,0.06,2,14654,7.62,0.67
6196,帆宣,500.0,-20.0,-3.85,26W24,06/10,4,2594,5.68,1.18,6,2695,3.11,1.22,-3,-112,-0.33,-0.05,4,4844,10.6,2.2
6202,盛群,50.5,-2.4,-4.54,26W24,06/10,-2,-2833,-15.5,-1.23,6,988,0.91,0.43,-2,-135,-0.73,-0.06,-2,-2927,-16.0,-1.27
6831,邁科,731.0,-45.0,-5.8,26W24,06/10,1,480,12.2,0.71,6,1945,4.25,2.88,-1,-17,-0.42,-0.02,1,691,17.5,1.02
00713,元大台灣高息低波,58.95,-0.55,-0.92,26W24,06/10,7,22955,4.6,1.29,5,3097,0.91,0.17,45,955588,40.6,53.7,28,836326,53.8,47.0
2376,技嘉,344.5,-14.5,-4.04,26W24,06/10,1,393,0.91,0.06,5,16727,3.65,2.5,-2,-1553,-0.91,-0.23,3,16960,6.54,2.53
2489,瑞軒,40.8,-3.45,-7.8,26W24,06/10,-3,-31946,-5.56,-5.24,5,1499,0.16,0.25,-7,-11378,-0.75,-1.87,-3,-33772,-5.88,-5.54
2492,華新科,407.5,-32.5,-7.39,26W24,06/10,6,63022,15.0,13.0,5,8314,2.87,1.71,-1,-437,-3.45,-0.09,6,75039,17.9,15.5
4938,和碩,94.8,-0.3,-0.32,26W24,06/10,-5,-124756,-21.1,-4.65,5,103647,17.6,3.86,-2,-2316,-0.65,-0.09,-1,-823,-0.73,-0.03
5536,聖暉*,1090.0,-15.0,-1.36,26W24,06/10,2,1938,14.9,1.56,5,3178,6.54,2.56,-2,-69,-0.53,-0.06,5,6802,14.0,5.48
6770,力積電,64.4,-7.1,-9.93,26W24,06/10,-2,-193655,-13.6,-4.56,5,5112,0.09,0.12,-2,-26996,-1.9,-0.64,-2,-220292,-15.5,-5.19
7734,印能科技,3320.0,135.0,4.24,26W24,06/10,1,49,6.07,0.17,5,300,3.65,1.07,1,19,2.35,0.07,1,90,11.2,0.32
00850,元大臺灣ESG永續,86.2,-3.3,-3.69,26W24,06/10,-1,-667,-18.7,-0.16,4,2466,9.74,0.59,-1,-45,-1.26,-0.01,-1,-684,-19.1,-0.16
1101,台泥,23.9,-0.05,-0.21,26W24,06/10,-11,-307887,-19.8,-4.09,4,2227,0.37,0.03,-1,-1537,-1.38,-0.02,-11,-307768,-19.8,-4.09
1723,中碳,83.9,0.1,0.12,26W24,06/10,3,1333,10.6,0.56,4,562,3.54,0.24,-1,-101,-4.09,-0.04,6,2653,11.3,1.12
2002,中鋼,18.7,-0.05,-0.27,26W24,06/10,-8,-466518,-20.0,-2.96,4,3622,0.24,0.02,-1,-989,-0.46,-0.01,-8,-466234,-19.9,-2.96
2323,中環,10.9,-0.4,-3.54,26W24,06/10,-1,-1374,-3.02,-0.13,4,4289,1.33,0.39,-1,-1373,-3.02,-0.13,-1,-2677,-5.88,-0.25
2328,廣宇,51.3,-1.6,-3.02,26W24,06/10,1,195,0.78,0.04,4,874,0.3,0.17,-2,-2017,-1.1,-0.39,-2,-6131,-3.34,-1.18
2329,華泰,52.7,-3.5,-6.23,26W24,06/10,-2,-4511,-4.91,-0.68,4,223,0.08,0.03,-2,-3348,-3.65,-0.51,-2,-7829,-8.53,-1.19
2351,順德,175.0,-17.5,-9.09,26W24,06/10,1,3606,18.0,1.98,4,2365,1.66,1.3,-11,-2582,-0.56,-1.42,1,3787,18.9,2.08
2352,佳世達,30.1,-0.55,-1.79,26W24,06/10,1,1637,4.88,0.1,4,4319,1.39,0.27,-1,-588,-1.75,-0.04,1,1336,3.98,0.08
2356,英業達,66.2,-4.4,-6.23,26W24,06/10,-3,-54969,-2.85,-1.53,4,82372,3.74,2.3,-2,-5456,-0.47,-0.15,-1,-8124,-4.52,-0.23
2382,廣達,380.5,5.5,1.47,26W24,06/10,-5,-252350,-20.6,-6.53,4,261448,23.9,6.77,-2,-1928,-0.3,-0.05,2,44334,6.9,1.15
