證券代號,證券名稱,交易別,成交價,成交股數,成交金額
0050,元大台灣50,配對交易,97.60,"15,000,000","1,464,000,000"
2303,聯電,配對交易,125.00,"12,838,000","1,604,750,000"
2308,台達電,配對交易,"2,160.00","23,000","49,680,000"
2308,台達電,配對交易,"2,091.80","20,000","41,836,000"
2317,鴻海,配對交易,259.75,"60,000","15,585,000"
2317,鴻海,配對交易,258.50,"6,086,000","1,573,231,000"
2327,國巨*,配對交易,842.00,"3,882,000","3,268,644,000"
2330,台積電,配對交易,"2,250.00","5,212,000","11,727,000,000"
2330,台積電,配對交易,"2,241.69","435,000","975,135,150"
2330,台積電,配對交易,"2,241.59","96,040","215,282,304"
2330,台積電,配對交易,"2,241.58","53,960","120,955,657"
2330,台積電,配對交易,"2,238.57","433,000","969,300,810"
2330,台積電,配對交易,"2,230.00","281,000","626,630,000"
2345,智邦,配對交易,"2,225.00","15,000","33,375,000"
2360,致茂,配對交易,"2,185.60","8,000","17,484,800"
2360,致茂,配對交易,"2,178.09","8,000","17,424,720"
2360,致茂,配對交易,"2,131.55","8,000","17,052,400"
2360,致茂,配對交易,"2,063.82","26,000","53,659,320"
2382,廣達,配對交易,387.61,"44,000","17,054,840"
2385,群光,配對交易,150.00,"898,000","134,700,000"
2454,聯發科,配對交易,"4,085.00","622,000","2,540,870,000"
2454,聯發科,配對交易,"4,031.38","42,000","169,317,960"
2454,聯發科,配對交易,"4,031.37","21,000","84,658,770"
2454,聯發科,配對交易,"4,011.87","4,000","16,047,480"
3017,奇鋐,配對交易,"2,308.84","10,000","23,088,400"
3036,文曄,配對交易,239.50,"2,500,000","598,750,000"
3661,世芯-KY,配對交易,"3,925.00","75,000","294,375,000"
3711,日月光投控,配對交易,537.00,"36,000","19,332,000"
7769,鴻勁,配對交易,"6,823.33","3,000","20,469,990"
總計,,,,"48,740,000","26,709,690,600"
