代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
1216,統一,74.2,0.5,0.68,06/02,-1,-10590,-41.0,-0.19,11,55323,24.7,0.97,-3,-290,-0.32,-0.01,-1,-4,-0.02,0.0
2618,長榮航,37.25,-0.45,-1.19,06/02,-8,-184465,-29.7,-3.42,11,208392,29.0,3.86,-1,-238,-0.28,0.0,4,46371,12.3,0.86
2912,統一超,233.0,5.5,2.42,06/02,-10,-46141,-39.6,-4.44,11,36504,30.6,3.51,-2,-12,-0.04,0.0,3,8567,17.5,0.82
3045,台灣大,115.5,1.5,1.32,06/02,-1,-2332,-12.6,-0.06,11,44016,22.0,1.18,-3,-469,-0.85,-0.01,2,7721,22.8,0.21
3293,鈊象,799.0,30.0,3.9,06/02,-1,-13,-0.21,0.0,11,5384,18.4,1.91,3,212,1.95,0.08,3,3560,32.8,1.26
4904,遠傳,99.5,2.4,2.47,06/02,-9,-32150,-32.5,-0.89,10,22707,21.4,0.63,-1,-94,-0.66,0.0,2,5726,23.5,0.16
5269,祥碩,1590.0,70.0,4.61,06/02,2,216,3.9,0.29,10,915,4.29,1.23,3,101,1.53,0.14,2,517,9.33,0.7
5871,中租-KY,114.5,6.0,5.53,06/02,-10,-22356,-18.2,-1.31,10,25599,20.8,1.5,5,170,0.23,0.01,2,10436,29.5,0.61
2382,廣達,400.5,28.0,7.52,06/02,-2,-17195,-7.53,-0.45,9,129725,22.7,3.36,-1,-712,-0.47,-0.02,3,45205,14.3,1.17
2603,長榮,231.0,7.0,3.12,06/02,-1,-7856,-21.9,-0.36,9,77467,28.1,3.58,12,5968,1.66,0.28,4,29658,22.4,1.37
2880,華南金,34.05,1.2,3.65,06/02,-10,-276606,-36.8,-1.99,9,236596,32.8,1.7,-10,-3238,-0.43,-0.02,2,30816,14.8,0.22
2886,兆豐金,41.7,0.25,0.6,06/02,-1,-6836,-9.82,-0.05,9,106321,24.9,0.72,-2,-527,-0.44,0.0,5,61495,20.1,0.41
