排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,9105,泰金寶-DR,10.5,0.82,8.47,271642,06/02,22977,24857,26668,28085,30151,30059.0,30094.0,30103.0,29983.0,30024.0
2,2887,台新新光金,26.1,1.5,6.1,254724,06/02,16676,16751,16753,16732,16786,17757.0,17371.0,16499.0,-12814.0,8463.0
3,6116,彩晶,20.65,1.85,9.84,200560,06/02,82,620,2117,3464,10070,10789.0,10110.0,10755.0,10799.0,10625.0
4,6770,力積電,85.9,-1.1,-1.26,106203,06/02,-1873,-3111,1543,2466,3890,3974.0,2535.0,-8489.0,5672.0,-10673.0
5,2344,華邦電,184.5,16.5,9.82,270430,06/02,2010,1482,2923,1817,3317,4542.0,-7386.0,-12318.0,4604.0,-22776.0
6,2408,南亞科,419.5,38.0,9.96,171632,06/02,509,1186,1306,1381,1014,1840.0,-4628.0,-14165.0,-14075.0,-13648.0
7,3717,聯嘉投控,22.4,0.0,0.0,1655,06/02,200,200,203,1189,313,1046.0,838.0,1181.0,,1183.0
8,6127,九豪,81.4,7.4,10.0,55155,06/02,-451,490,1027,1086,1351,1409.0,1172.0,1420.0,1402.0,1218.0
9,2324,仁寶,44.35,4.0,9.91,177995,06/02,290,645,1113,1059,1486,1353.0,1277.0,1105.0,1284.0,1168.0
10,1303,南亞,112.5,5.0,4.65,151715,06/02,-205,407,1038,982,794,698.0,-957.0,-5854.0,3036.0,-2001.0
11,2486,一詮,253.5,-13.0,-4.88,10774,06/02,-79,-47,326,626,662,77.0,-206.0,-633.0,-335.0,-299.0
12,1301,台塑,50.9,0.9,1.8,52270,06/02,331,460,592,599,543,358.0,-845.0,-577.0,676.0,128.0
13,00637L,元大滬深300正2,22.56,0.81,3.72,34418,06/02,493,142,502,507,265,-370.0,3145.0,-1739.0,9505.0,-2391.0
14,3260,威剛,469.5,42.5,9.95,60149,06/02,297,349,408,471,427,-1070.0,108.0,-177.0,505.0,-2122.0
15,8473,山林水,56.0,0.6,1.08,12715,06/02,123,241,420,465,485,483.0,483.0,465.0,485.0,485.0
16,2337,旺宏,175.5,8.0,4.78,247732,06/02,505,471,513,436,-855,-1596.0,-9122.0,-3240.0,-1268.0,-4580.0
17,2317,鴻海,301.5,8.0,2.73,113076,06/02,70,-33,285,423,397,786.0,-72.0,-1019.0,-946.0,-884.0
18,2382,廣達,400.5,28.0,7.52,151608,06/02,124,343,425,419,407,230.0,680.0,586.0,-977.0,764.0
19,5464,霖宏,76.3,-4.2,-5.22,3963,06/02,5,57,86,392,634,1597.0,1597.0,1597.0,1595.0,1595.0
20,3231,緯創,191.0,17.0,9.77,282188,06/02,243,361,418,384,447,324.0,17.0,-871.0,837.0,-884.0
21,4967,十銓,304.5,15.5,5.36,28824,06/02,421,525,515,383,71,-336.0,169.0,7.0,789.0,-1205.0
22,5328,華容,40.2,0.4,1.01,24552,06/02,-53,-187,129,350,532,512.0,-56.0,-20.0,562.0,32.0
23,2405,輔信,20.2,1.8,9.78,33872,06/02,306,325,344,344,354,355.0,338.0,316.0,342.0,332.0
24,6120,達運,15.45,0.55,3.69,8346,06/02,21,79,267,337,332,335.0,279.0,306.0,310.0,262.0
25,00991A,主動復華未來50,19.81,-0.14,-0.7,134214,06/02,58,275,316,315,15,346.0,474.0,,,565.0
26,2641,正德,19.7,0.35,1.81,15379,06/02,300,310,309,309,309,302.0,-1127.0,-1921.0,122.0,-1568.0
27,1312,國喬,13.25,1.2,9.96,11633,06/02,28,4,290,298,294,283.0,30.0,102.0,221.0,115.0
28,6548,長科*,81.1,6.1,8.13,34160,06/02,120,173,282,296,353,349.0,352.0,322.0,349.0,313.0
29,2409,友達,26.15,2.35,9.87,720567,06/02,2768,2793,2314,294,-2444,-6127.0,-916.0,12543.0,12138.0,11615.0
30,5392,能率,47.1,-1.8,-3.68,15516,06/02,129,200,284,290,289,263.0,264.0,111.0,284.0,108.0
31,1718,中纖,8.0,0.72,9.89,48985,06/02,230,273,273,281,276,281.0,246.0,248.0,261.0,250.0
32,8110,華東,61.6,-3.6,-5.52,38328,06/02,-218,-310,-306,276,1637,1669.0,-2270.0,-4730.0,1809.0,-5291.0
33,6197,佳必琪,311.0,2.0,0.65,5369,06/02,-28,124,182,260,415,412.0,445.0,449.0,355.0,446.0
