排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,6757,台灣虎航,52.7,0.5,0.96,06/09,63.5,57.4,57.3,56.5,46.0,34.2,17.7,13.6,11.0,,,10.7
2,2609,陽明,51.6,-0.1,-0.19,06/09,46.8,45.0,41.9,44.9,34.9,23.6,11.8,7.27,9.0,2.68,1.12,6.6
3,3036,文曄,250.0,0.0,0.0,06/09,42.7,33.0,37.2,41.0,37.3,18.9,14.8,12.0,10.5,6.59,5.05,12.1
4,6176,瑞儀,91.8,-2.3,-2.44,06/09,32.2,35.4,35.5,40.1,30.8,19.2,10.3,14.3,13.0,10.8,4.13,11.7
5,1215,卜蜂,115.0,0.0,0.0,06/09,56.0,46.6,43.2,38.2,24.3,18.8,12.3,7.81,7.92,5.92,3.58,9.73
6,6412,群電,88.9,-1.4,-1.55,06/09,28.5,34.0,35.4,37.6,28.8,14.9,10.3,10.8,9.08,7.09,3.99,9.73
7,6239,力成,321.0,12.0,3.88,06/09,40.0,35.6,32.6,31.7,11.2,6.89,5.96,6.56,7.06,6.94,4.56,5.17
8,3702,大聯大,110.5,2.5,2.31,06/09,38.2,26.6,28.6,31.4,26.8,16.1,11.9,11.5,14.6,13.5,7.76,12.0
9,2027,大成鋼,42.9,1.1,2.63,06/09,33.8,29.1,31.8,30.7,19.8,9.51,4.59,2.76,3.09,4.61,2.59,3.09
10,6121,新普,415.0,9.0,2.22,06/09,32.2,33.4,28.9,30.3,21.9,16.7,12.0,18.9,15.2,11.8,5.3,17.8
11,2303,聯電,127.5,6.5,5.37,06/09,20.2,21.6,21.1,28.7,22.3,13.6,8.96,7.78,8.49,6.3,2.49,7.02
12,5347,世界,161.0,4.5,2.88,06/09,31.5,26.9,29.0,28.0,17.9,7.71,6.56,7.54,8.14,7.65,5.12,6.99
13,2404,漢唐,1190.0,80.0,7.21,06/09,27.2,26.3,23.3,25.8,18.6,9.07,7.42,6.81,8.67,9.21,4.78,6.82
14,2451,創見,306.0,11.5,3.9,06/09,31.0,35.8,26.6,25.7,16.6,8.82,4.29,4.41,4.89,5.16,4.39,3.52
15,2637,慧洋-KY,80.9,2.4,3.06,06/09,24.3,24.2,20.8,25.2,19.9,14.4,8.17,6.94,3.89,4.28,1.84,7.81
16,8422,可寧衛*,29.6,2.65,9.83,06/09,15.3,19.9,22.8,22.3,18.7,11.3,5.23,1.06,0.64,0.63,0.58,1.86
17,6640,均華,1075.0,-75.0,-6.52,06/09,0.9,1.35,0.95,19.2,15.7,7.43,1.8,1.39,1.27,1.38,,1.44
18,8070,長華*,59.4,0.1,0.17,06/09,27.1,27.1,24.5,17.1,14.4,12.2,9.7,6.79,2.89,1.08,0.61,7.83
19,2882,國泰金,104.0,9.0,9.47,06/09,2.89,1.61,2.22,16.8,25.4,28.7,19.5,19.2,13.2,6.09,2.86,16.8
20,7717,萊德光電-KY,595.0,35.0,6.25,06/09,0.0,16.3,23.6,15.4,6.73,2.72,1.35,0.73,,,,0.86
21,2881,富邦金,125.0,9.0,7.76,06/09,0.75,0.38,0.78,15.0,22.7,23.2,17.9,18.1,10.8,5.96,2.69,17.0
22,6005,群益證,40.65,0.1,0.25,06/09,15.6,11.2,11.8,13.3,11.2,9.59,10.9,10.2,14.3,9.25,4.5,9.83
23,3189,景碩,714.0,16.0,2.29,06/09,6.46,14.0,11.4,13.2,4.66,2.49,2.07,1.09,1.01,1.49,1.92,1.08
24,3010,華立,132.0,0.5,0.38,06/09,34.5,19.3,18.2,12.7,7.13,4.72,3.61,2.77,5.21,4.62,2.46,3.19
25,4551,智伸科,144.0,4.5,3.23,06/09,0.0,15.6,15.2,12.6,10.9,5.19,3.11,2.91,2.76,3.17,5.32,2.21
26,3044,健鼎,500.0,22.0,4.6,06/09,18.6,9.39,6.72,12.4,9.85,5.55,5.37,8.23,10.2,8.15,5.73,6.58
27,2885,元大金,64.8,2.8,4.52,06/09,2.8,1.3,5.57,12.4,16.7,18.5,11.4,16.0,11.8,6.98,2.44,12.5
28,4958,臻鼎-KY,545.0,33.0,6.45,06/09,3.73,1.94,1.44,11.9,11.2,3.1,1.2,2.55,2.85,3.85,3.22,1.39
29,6592B,和潤企業乙特,97.6,0.0,0.0,06/09,0.0,0.0,0.0,11.9,6.28,5.52,3.64,7.97,11.0,,,7.81
