排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,6890,來億-KY,230.5,-25.5,-9.96,06/15,10.7,6.63,54.2,58.0,36.3,31.0,18.4,11.5,4.86,,,11.7
2,1210,大成,55.8,0.5,0.9,06/15,48.1,42.4,50.8,52.0,51.3,39.7,15.4,9.2,3.06,3.44,0.93,9.57
3,8454,富邦媒,321.0,-35.5,-9.96,06/15,3.36,2.13,29.5,44.5,29.2,19.9,14.5,11.3,7.7,2.69,1.18,12.1
4,2347,聯強,90.7,1.6,1.8,06/15,-27.3,-23.8,21.0,37.9,44.8,31.4,14.8,-2.47,-1.71,-0.5,0.75,5.31
5,1402,遠東新,27.55,0.55,2.04,06/15,0.53,0.14,25.3,36.9,23.0,-1.51,-1.22,-3.2,-2.99,-2.51,0.47,-3.08
6,9941,裕融,83.0,-1.3,-1.54,06/15,4.92,2.32,27.8,36.7,41.7,33.4,10.4,12.5,7.81,3.31,1.55,11.4
7,2597,潤弘,190.5,0.0,0.0,06/15,4.64,2.0,21.7,33.8,41.8,33.9,18.7,14.4,3.76,4.08,2.26,15.0
8,2105,正新,33.9,-0.35,-1.02,06/15,1.01,0.37,19.1,32.6,37.4,25.8,13.4,-2.91,-5.22,2.75,1.0,-2.51
9,2883,凱基金,28.8,1.35,4.92,06/15,3.23,-0.78,22.7,32.2,34.6,24.3,13.5,9.29,9.4,2.34,1.44,9.33
10,5871,中租-KY,118.5,-3.0,-2.47,06/15,4.3,2.27,19.3,31.6,37.1,27.4,10.7,-3.28,-2.84,2.09,0.95,3.75
11,2382,廣達,370.0,-2.0,-0.54,06/15,1.81,17.3,27.5,29.3,30.0,24.2,13.7,8.85,4.24,0.74,0.86,9.5
12,2379,瑞昱,634.0,16.0,2.59,06/15,3.46,1.02,17.5,27.4,31.3,21.2,3.52,1.29,-0.09,1.25,0.8,0.86
13,2855,統一證,51.4,0.9,1.78,06/15,2.82,1.33,18.9,26.9,28.1,20.3,11.3,7.2,4.76,2.93,1.31,7.35
14,9910,豐泰,79.1,-8.7,-9.91,06/15,0.48,0.09,19.4,24.4,29.3,23.3,17.5,11.0,7.81,3.46,1.23,10.3
15,2881,富邦金,127.5,5.5,4.51,06/15,9.78,7.81,18.8,24.2,10.4,-6.09,-6.87,-9.18,2.18,4.55,1.79,-7.43
16,1319,東陽,105.0,5.5,5.53,06/15,-2.95,-2.1,12.1,21.2,26.3,16.0,7.56,2.47,-0.16,1.74,0.61,3.28
17,3293,鈊象,751.0,-4.0,-0.53,06/15,-5.35,-2.17,12.5,21.0,29.9,23.5,10.1,5.23,5.19,1.41,0.27,5.48
18,2206,三陽工業,62.7,-0.3,-0.48,06/15,18.6,45.4,34.0,20.3,7.9,3.35,-3.29,-6.49,-8.46,0.63,0.23,-5.74
19,4938,和碩,83.5,-5.6,-6.29,06/15,0.08,-0.2,9.33,19.2,25.0,18.3,9.99,0.17,-2.46,1.31,0.51,3.62
20,9917,中保科,119.0,-3.0,-2.46,06/15,9.38,29.3,24.1,18.8,9.87,6.55,-0.47,-1.06,-3.15,0.26,0.09,0.01
21,006201,元大富櫃50,47.75,0.65,1.38,06/15,8.64,25.2,18.4,17.8,11.7,6.14,1.47,-0.25,-2.18,-1.66,-5.81,-0.1
22,2542,興富發,45.45,0.5,1.11,06/15,1.5,0.73,11.8,17.2,29.2,20.4,8.48,4.6,4.22,0.09,-0.06,5.84
23,3131,弘塑,3215.0,-15.0,-0.46,06/15,10.8,16.2,14.0,16.7,7.1,4.64,0.55,-0.36,-0.78,-0.15,-0.08,-0.6
24,2015,豐興,64.0,0.7,1.11,06/15,21.6,27.5,21.6,16.1,7.04,3.0,-3.59,-3.6,10.1,1.67,0.81,-4.64
25,00850,元大臺灣ESG永續,90.35,2.55,2.9,06/15,0.0,0.0,24.5,14.7,8.17,11.2,3.13,1.39,0.11,0.39,,1.51
26,2903,遠百,24.2,0.35,1.47,06/15,22.6,25.7,22.2,14.3,5.5,2.06,-3.0,4.76,2.71,-0.25,0.44,-5.33
27,4915,致伸,77.5,1.0,1.31,06/15,32.2,30.8,22.7,14.2,4.59,1.59,-2.51,-1.13,-2.9,2.52,0.64,-0.97
28,8210,勤誠,1430.0,-45.0,-3.05,06/15,8.25,18.3,18.3,13.5,7.01,6.3,2.41,2.91,1.13,0.35,0.16,1.89
29,6515,穎崴,9925.0,335.0,3.49,06/15,23.2,19.8,17.0,13.4,4.1,-3.14,-1.06,2.0,1.49,0.02,,1.41
30,2006,東和鋼鐵,69.0,0.5,0.73,06/15,12.4,26.2,20.3,13.2,6.0,0.78,-2.77,-3.48,-5.92,-0.31,0.28,-3.66
31,2912,統一超,228.0,-2.0,-0.87,06/15,21.5,21.9,19.2,13.1,36.7,30.6,12.5,5.46,5.56,5.67,1.94,6.2
32,7828,創新服務,2080.0,160.0,8.33,06/15,6.2,3.46,9.06,12.9,10.4,8.11,,,,,,
