代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
50,元大台灣50,111.15,3.85,3.59,26W26,06/22,2,41892,8.99,0.2,21,171790,1.28,0.84,1,11765,10.1,0.06,2,66179,14.2,0.32
3026,禾伸堂,897.0,1.0,0.11,26W26,06/22,1,57,3.48,0.03,10,15761,5.88,9.5,1,22,1.36,0.01,1,89,5.43,0.05
2327,國巨*,1065.0,-15.0,-1.39,26W26,06/22,-7,-106572,-6.29,-5.14,9,97508,4.58,4.71,1,521,0.84,0.03,-1,-4183,-6.71,-0.2
935,野村臺灣新科技50,64.2,1.95,3.13,26W26,06/22,1,1571,13.6,0.22,8,6322,0.97,0.87,-1,-184,-1.6,-0.03,2,2948,4.57,0.4
2542,興富發,42.7,-2.05,-4.58,26W26,06/22,-1,-10021,-40.2,-0.46,8,83291,14.0,3.83,-1,-350,-1.41,-0.02,-1,-10334,-41.5,-0.48
2492,華新科,617.0,56.0,9.98,26W26,06/22,1,3197,15.8,0.66,7,18016,4.48,3.71,-1,-127,-0.63,-0.03,1,5884,29.0,1.21
5536,聖暉*,1280.0,15.0,1.19,26W26,06/22,4,3371,17.2,2.72,7,3243,5.86,2.61,-4,-102,-0.52,-0.08,7,8268,14.9,6.66
1216,統一,74.3,-0.2,-0.27,26W26,06/22,-2,-23180,-29.8,-0.41,6,79402,18.7,1.4,1,40,0.27,0.0,1,280,1.88,0.0
2351,順德,214.5,19.5,10.0,26W26,06/22,-2,-2891,-9.94,-1.59,6,3486,1.95,1.91,2,343,1.18,0.19,-2,-1714,-5.89,-0.94
2382,廣達,380.0,4.0,1.06,26W26,06/22,1,1270,6.34,0.03,6,292385,22.9,7.57,-1,-131,-0.65,0.0,4,59950,7.29,1.55
2886,兆豐金,44.75,-0.75,-1.65,26W26,06/22,-2,-80136,-37.9,-0.54,6,219770,20.2,1.48,3,3198,0.79,0.02,-1,-24,-0.05,0.0
2892,第一金,32.3,-0.3,-0.92,26W26,06/22,-1,-12555,-26.8,-0.09,6,119252,7.22,0.83,8,4922,0.24,0.03,4,315429,33.9,2.19
2912,統一超,221.0,-2.5,-1.12,26W26,06/22,-6,-65776,-34.7,-6.33,6,56517,29.8,5.44,2,56,0.3,0.01,-3,-8390,-22.7,-0.81
3045,台灣大,118.5,-0.5,-0.42,26W26,06/22,-1,-1089,-9.72,-0.03,6,49057,13.4,1.32,1,634,5.66,0.02,-1,-214,-1.92,-0.01
5871,中租-KY,118.0,4.0,3.51,26W26,06/22,1,4237,32.6,0.25,6,88416,24.2,5.17,2,160,0.27,0.01,1,4283,32.9,0.25
8926,台汽電,79.0,0.0,0.0,26W26,06/22,-1,-644,-8.27,-0.08,6,5167,1.49,0.62,-1,-2,-0.02,0.0,8,29015,6.58,3.49
1303,南亞,152.5,13.5,9.71,26W26,06/22,-1,-5342,-9.4,-0.07,5,23830,1.4,0.3,2,977,0.21,0.01,-1,-1315,-2.31,-0.02
2377,微星,137.0,-1.5,-1.08,26W26,06/22,-2,-1661,-2.41,-0.2,5,5585,0.83,0.66,-1,-98,-0.75,-0.01,4,9068,1.95,1.07
2379,瑞昱,900.0,81.0,9.89,26W26,06/22,2,4777,17.9,0.93,5,27869,21.6,5.41,2,328,1.23,0.06,15,34622,10.8,6.72
2633,台灣高鐵,25.95,-0.2,-0.76,26W26,06/22,-10,-115725,-18.6,-2.06,5,32605,6.87,0.58,-1,-2582,-13.9,-0.05,-1,-2238,-12.1,-0.04
2880,華南金,37.6,-0.75,-1.96,26W26,06/22,-1,-18882,-43.2,-0.14,5,347218,28.0,2.49,-1,-99,-0.23,0.0,-1,-2823,-6.46,-0.02
2890,永豐金,39.8,0.0,0.0,26W26,06/22,-1,-1130,-1.2,-0.01,5,59024,4.93,0.41,-2,-657,-0.16,0.0,5,357889,29.9,2.47
4961,天鈺,177.5,3.5,2.01,26W26,06/22,3,1660,17.4,1.37,5,772,3.68,0.64,2,34,0.65,0.03,3,1747,18.3,1.44
6274,台燿,1900.0,65.0,3.54,26W26,06/22,2,2877,10.1,0.99,5,10425,7.27,3.58,-1,-137,-1.79,-0.05,2,5071,17.8,1.74
1210,大成,54.7,0.0,0.0,26W26,06/22,-8,-41895,-28.9,-4.68,4,46176,45.6,5.16,2,79,0.49,0.01,-1,-86,-5.27,-0.01
1402,遠東新,28.8,-0.05,-0.17,26W26,06/22,-1,-11917,-36.7,-0.22,4,148171,17.6,2.77,-1,-352,-1.08,-0.01,2,49174,30.7,0.92
2408,南亞科,505.0,45.5,9.9,26W26,06/22,5,157812,5.73,5.09,4,38341,2.05,1.24,2,2716,0.4,0.09,5,182140,6.62,5.88
2812,台中銀,19.65,-0.15,-0.76,26W26,06/22,-1,-5005,-34.0,-0.08,4,1486,0.45,0.02,3,180,0.09,0.0,-1,-4943,-33.6,-0.08
2855,統一證,52.0,-0.2,-0.38,26W26,06/22,-4,-105645,-33.5,-6.6,4,72357,22.9,4.52,0,0,0.0,0.0,-4,-33288,-10.5,-2.08
2884,玉山金,35.8,0.4,1.13,26W26,06/22,-1,-7896,-7.44,-0.05,4,42533,4.22,0.26,-1,-917,-0.86,-0.01,4,204108,20.3,1.26
3357,臺慶科,346.5,-1.5,-0.43,26W26,06/22,-1,-948,-7.83,-0.82,4,622,0.32,0.54,-1,-21,-0.18,-0.02,-1,-711,-5.87,-0.62
3481,群創,66.0,1.6,2.48,26W26,06/22,-2,-172925,-7.53,-2.16,4,93735,1.6,1.17,-1,-677,-0.07,-0.01,-2,-121614,-5.3,-1.52
6670,復盛應用,291.0,3.5,1.22,26W26,06/22,-2,-2256,-34.1,-1.62,4,1484,12.0,1.06,-2,-153,-2.32,-0.11,1,37,2.65,0.03
8016,矽創,315.0,14.5,4.83,26W26,06/22,4,2571,7.78,2.14,4,417,1.26,0.35,2,102,0.74,0.08,4,3044,9.22,2.53
8454,富邦媒,335.0,-6.0,-1.76,26W26,06/22,-2,-608,-8.63,-0.23,4,11989,22.8,4.52,2,337,4.79,0.13,-2,-223,-3.17,-0.08
1476,儒鴻,317.0,-10.0,-3.06,26W26,06/22,-4,-7644,-24.0,-2.79,3,1301,6.19,0.47,-1,-87,-3.38,-0.03,-4,-6417,-20.2,-2.34
1560,中砂,713.0,13.0,1.86,26W26,06/22,2,449,6.17,0.3,3,686,4.54,0.46,-1,-18,-0.98,-0.01,-1,-16,-0.86,-0.01
2206,三陽工業,60.6,-1.0,-1.62,26W26,06/22,-3,-3639,-24.9,-0.46,3,1723,11.8,0.22,0,0,0.0,0.0,-3,-1855,-12.7,-0.24
