證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2101,南港,逐筆交易,33.00,"1,545,000","50,985,000"
6994,富威電力,逐筆交易,51.40,"2,000,000","102,800,000"
2059,川湖,配對交易,"6,986.54","60,000","419,192,400"
2301,光寶科,配對交易,211.44,"575,000","121,578,000"
2301,光寶科,配對交易,210.34,"159,000","33,444,060"
2301,光寶科,配對交易,210.33,"1,604,000","337,369,320"
2301,光寶科,配對交易,207.79,"77,000","15,999,830"
2308,台達電,配對交易,"2,221.25","10,000","22,212,500"
2308,台達電,配對交易,"2,216.83","15,000","33,252,450"
2330,台積電,配對交易,"2,386.85","40,000","95,474,000"
2330,台積電,配對交易,"2,375.00","1,011,000","2,401,125,000"
2330,台積電,配對交易,"2,366.95","154,000","364,510,300"
2330,台積電,配對交易,"2,366.94","546,000","1,292,349,240"
2330,台積電,配對交易,"2,363.69","467,000","1,103,843,230"
2360,致茂,配對交易,"2,248.67","8,000","17,989,360"
2454,聯發科,配對交易,"4,470.00","53,000","236,910,000"
2454,聯發科,配對交易,"4,355.00","290,000","1,262,950,000"
2534,宏盛,配對交易,20.40,"1,128,000","23,011,200"
2816,旺旺保,配對交易,29.90,"507,000","15,159,300"
2886,兆豐金,配對交易,44.21,"643,000","28,427,030"
2886,兆豐金,配對交易,44.19,"378,000","16,703,820"
2886,兆豐金,配對交易,44.17,"438,000","19,346,460"
2890,永豐金,配對交易,37.00,"410,000","15,170,000"
3017,奇鋐,配對交易,"2,475.00","92,000","227,700,000"
3017,奇鋐,配對交易,"2,382.83","7,000","16,679,810"
3036,文曄,配對交易,228.50,"2,700,000","616,950,000"
3037,欣興,配對交易,955.84,"18,000","17,205,120"
3037,欣興,配對交易,954.81,"18,000","17,186,580"
6805,富世達,配對交易,"1,742.12","18,000","31,358,160"
總計,,,,"14,971,000","8,956,882,170"
