排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2618,長榮航,41.2,0.0,0.0,07/20,120,-2926,-20100,-65246,-80605,-158003,-62648.0,-13392.0,-31245.0,-83507.0
2,2891,中信金,61.5,-0.6,-0.97,07/20,-3111,-314,-39441,-43074,-10582,-12556,-79463.0,195221.0,14370.0,138018.0
3,00919,群益台灣精選高息,28.55,-0.38,-1.31,07/20,1602,4835,2044,-32834,-31692,-67761,-17037.0,32780.0,-78232.0,-74997.0
4,2884,玉山金,35.85,0.75,2.14,07/20,992,3592,-24724,-21912,-60708,-67686,-98679.0,-101403.0,150382.0,-27074.0
5,1402,遠東新,27.3,-0.4,-1.44,07/20,-4728,-12614,-22630,-21179,22805,29271,-99070.0,52929.0,55203.0,49570.0
6,2882,國泰金,94.0,-0.3,-0.32,07/20,0,-1905,-18891,-18735,-27348,-63197,-166626.0,-67065.0,-434399.0,-115729.0
7,2105,正新,33.2,-0.4,-1.19,07/20,-3337,-3950,-15050,-17162,-43334,-51633,3430.0,-61894.0,-14383.0,-52938.0
8,3045,台灣大,112.0,1.0,0.9,07/20,-2632,-2977,-4781,-17057,-8439,-6776,-2511.0,-30056.0,36326.0,-17116.0
9,2353,宏碁,29.25,-0.35,-1.18,07/20,-3682,-2651,-12519,-12834,-12571,-12217,-13208.0,34612.0,105517.0,109295.0
10,2603,長榮,196.0,-2.0,-1.01,07/20,-1790,-5956,-8516,-12482,-21620,-35193,-2153.0,-15885.0,16081.0,-24618.0
11,2347,聯強,84.0,-1.3,-1.52,07/20,-1834,-2587,-10075,-12128,-2047,-4930,5607.0,7621.0,-8359.0,4411.0
12,2027,大成鋼,40.45,-0.2,-0.49,07/20,237,88,-6749,-11114,-9723,-29096,-113657.0,-54574.0,3318.0,-34554.0
13,2609,陽明,49.0,-0.2,-0.41,07/20,1327,-2787,-6077,-9531,-5015,-3650,-118828.0,-57698.0,-76503.0,-103299.0
14,2377,微星,141.5,0.0,0.0,07/20,965,-102,402,-8756,-6606,3110,26792.0,46452.0,61474.0,50706.0
15,2610,華航,20.95,0.2,0.96,07/20,379,-6455,-8864,-8535,-6016,-9503,-203431.0,-80274.0,-179164.0,-132123.0
16,9904,寶成,24.35,-0.25,-1.02,07/20,2785,2542,-1748,-8090,-13775,4648,129510.0,161187.0,66512.0,151023.0
17,2303,聯電,130.0,-14.0,-9.72,07/20,-267,2013,-8328,-8023,-20194,-94981,-514346.0,-401250.0,-878016.0,-464631.0
18,4958,臻鼎-KY,478.5,-42.5,-8.16,07/20,-1365,-1796,-1982,-7519,-5820,-11967,-3123.0,8819.0,-11031.0,2598.0
19,3036,文曄,187.0,-1.5,-0.8,07/20,-1274,-2033,-2599,-7279,-9173,-12624,27597.0,51641.0,59077.0,45951.0
20,5880,合庫金,25.5,0.15,0.59,07/20,305,-3025,-4819,-7019,-11598,-64103,1041.0,28253.0,6201.0,35023.0
21,1326,台化,64.2,-1.9,-2.87,07/20,58,1202,-9449,-6931,9668,-29493,-67840.0,-73091.0,-127716.0,-100053.0
22,4938,和碩,80.0,-2.2,-2.68,07/20,-2252,-4017,-3895,-6391,-16237,-19101,98372.0,99006.0,113633.0,80604.0
23,2371,大同,25.9,-0.15,-0.58,07/20,532,-1334,-3523,-5919,-8826,3780,56472.0,79264.0,118597.0,107216.0
24,6147,頎邦,164.0,-14.5,-8.12,07/20,-195,-1074,-3273,-5842,-11553,-22716,-10164.0,17439.0,9203.0,17173.0
25,2845,遠東銀,13.3,-0.1,-0.75,07/20,-1346,-1258,-4103,-5631,-6984,-9615,41866.0,56195.0,50843.0,56837.0
26,2357,華碩,688.0,-12.0,-1.71,07/20,-628,-985,-1765,-5372,-8773,-13472,-16177.0,-2787.0,30673.0,7733.0
27,2324,仁寶,34.4,-1.6,-4.44,07/20,141,2562,-6680,-5364,-7228,-47183,-302213.0,-200336.0,90803.0,-177484.0
28,2889,國票金,15.7,0.0,0.0,07/20,333,806,-3625,-5340,-6639,-12790,-5989.0,4241.0,-39630.0,4798.0
29,00632R,元大台灣50反1,10.9,0.07,0.65,07/20,-2911,-3054,-3854,-5234,-2984,-7503,12285.0,24574.0,53092.0,44871.0
