單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,381,726,498","8,430,164,554","2,951,561,944"
自營商(避險),"39,333,229,103","39,688,024,805","-354,795,702"
投信,"67,609,302,240","62,057,732,108","5,551,570,132"
外資及陸資(不含外資自營商),"560,041,420,553","516,645,084,906","43,396,335,647"
外資自營商,0,0,0
合計,"678,365,678,394","626,821,006,373","51,544,672,021"
