"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔發行張數","2日買賣超佔發行張數","3日買賣超佔發行張數","5日買賣超佔發行張數","10日買賣超佔發行張數","1個月買賣超佔發行張數","3個月買賣超佔發行張數","半年買賣超佔發行張數","1年買賣超佔發行張數","3年買賣超佔發行張數","10年買賣超佔發行張數","今年買賣超佔發行張數"
"34","3189","景碩","522","+24.5","+4.92","05/14","+1.27","+1.42","+1.22","+2.73","+2.44","+2.93","+2.77","+4.22","+8.91","+10.6","-1.53","-1.29"
"35","5351","鈺創","91.5","+4.5","+5.17","05/14","-1.02","+1.07","+1.78","+2.66","+5.49","+3.39","+3.43","+3.14","+9.94","+13.2","+7.49","+6.74"
"36","00971","野村美國研發龍頭","16.79","+0.14","+0.84","05/14","+0.87","+0.87","+2.05","+2.6","+3.44","+6.03","+8.56","+8.89","+26.7","","","+8.84"
"37","8016","矽創","294.5","+26.5","+9.89","05/14","+1.85","+1.79","+2.36","+2.55","+3.81","+5.72","+6.54","+4.71","+4.59","+6","+7.56","+8.19"
"38","009812","野村日本東證","12.18","-0.09","-0.73","05/14","+0.22","+1.84","+2.48","+2.48","+2.11","+2.83","+3.18","+2.07","","","","+2.67"
"39","6285","啟碁","262","-8.5","-3.14","05/14","-0.43","-0.07","+1.31","+2.46","+4.59","+6.04","+4.5","+3.79","+1.81","+0.32","+5.11","+7.41"
"40","00731","復華富時高息低波","74.95","+0.25","+0.33","05/14","+0.62","+0.72","+1.27","+2.46","+4.98","+7.02","+8.97","+21.1","+44.8","+60.9","","+19.1"
"41","4991","環宇-KY","708","+8","+1.14","05/14","+0.2","+0.36","+1.18","+2.46","+1.98","+1.69","+2.96","+5.22","+9.26","+9.17","-0.48","+1.25"
"42","4571","鈞興-KY","204.5","+13.5","+7.07","05/14","+0.97","+1.19","+1.53","+2.42","+2.43","+2.45","+2.7","+3.13","-6.13","-4.6","","+2.75"
"43","00970B","新光BBB投等債20+","9.36","+0.02","+0.21","05/14","+0.62","+1.06","+1.28","+2.42","+2.76","+4.86","+7.23","+21","+58.7","","","+13.8"
"44","8358","金居","427","-29","-6.36","05/14","-0.19","-0.43","+0.64","+2.37","+4.63","+6.62","+12.9","+8.95","+11.3","+9.6","+11.5","+11.3"
"45","00401A","主動摩根台灣鑫收","12.78","-0.03","-0.23","05/14","+0.52","+0.5","+1.91","+2.37","+6.09","+1.07","","","","","",""
"46","3135","凌航","220.5","+9.5","+4.5","05/14","-0.59","-0.2","+1.95","+2.34","+1.65","+2.79","+3.31","+1.58","","","","-0.12"
"47","5439","高技","411","+37","+9.89","05/14","+4.25","+4.22","+3.93","+2.32","+0.94","-0.86","+6.6","+2.92","+4.88","+4.11","+15.1","+12.5"
"48","6831","邁科","722","+34","+4.94","05/14","+0.87","+1.4","+1.55","+2.31","+0.47","+1.5","+2.29","","","","","+2.1"
"49","4906","正文","39.15","+1.15","+3.03","05/14","+0.5","+0.1","-0.97","+2.27","+4.26","+2.03","-4.44","-4.73","-12.1","-7.81","-0.93","-4.42"
"50","00909","國泰數位支付服務","48.62","-0.4","-0.82","05/14","+0.14","+0.37","+0.88","+2.26","+9.39","+23.3","+25.9","+31.6","+44.5","+36.8","","+38.7"
"51","4912","聯德控股-KY","104.5","0","0","05/14","+0.42","+1.35","+1.3","+2.25","+1.89","+2.47","+2.89","-1.63","-7.1","-2.46","-3.05","-1.52"
"52","2409","友達","19.55","-0.65","-3.22","05/14","-0.32","+0.43","+1.9","+2.23","+1.71","-2.16","+2.3","-8.36","-12","-16.7","-30.9","-3.57"
"53","2356","英業達","53.2","+0.4","+0.76","05/14","+0.39","+2.08","+1.88","+2.2","+3.35","+5.23","+5.9","+5.16","+7.4","-9.26","-16.2","+5.69"
"54","2606","裕民","64.6","+0.3","+0.47","05/14","+0.79","+1.22","+1.63","+2.18","+3.12","+2.93","+4.3","+6.3","+6.37","+3.15","+10.7","+7.66"
"55","2355","敬鵬","53.9","+2.6","+5.07","05/14","+3.28","+3.15","+2.63","+2.16","+4.83","+4.71","+9.72","+10.1","+8.55","+1.84","-9.77","+9.98"
"56","6414","樺漢","355","+7.5","+2.16","05/14","+0.47","+0.14","+0.6","+2.11","+4.41","+10.4","+11.9","+8.96","+14","+15.6","+11.3","+11.9"
"57","2027","大成鋼","39.8","+1.7","+4.46","05/14","+1.34","+0.85","+1.19","+2.08","+3.55","+3.03","+1.19","-5.32","-8.79","+3.87","+2.52","+0.92"
"58","00714","群益道瓊美國地產","21.43","-0.23","-1.06","05/14","0","+0.39","+1.71","+2.07","+2.61","+3.97","+7.48","+13.1","+11","+12.7","","+10.9"
"59","2367","燿華","65","+3.8","+6.21","05/14","+2.81","+1.49","+2.08","+2.03","+1.64","+2.16","-0.48","-1.53","-1.66","+0.15","-11.1","+3.13"
"60","1708","東鹼","40.5","-1.1","-2.64","05/14","+0.07","+0.24","+0.98","+2.03","+1.46","+2.53","+5.28","+8.99","+3.63","+13.9","+10.3","+7.7"
"61","3088","艾訊","129","-4.5","-3.37","05/14","+0.32","+0.56","+1.22","+2.03","+3.67","+5.52","+5.31","+4.87","-2.04","+2.45","-4.74","+5.7"
"62","00793B","群益AAA-A醫療債","30.61","-0.01","-0.03","05/14","+2.01","+2.01","+2.01","+2.01","+2.04","+2.04","-1.84","-4.37","-2.72","-3.74","","-4.51"
"63","6165","浪凡","48.95","-0.25","-0.51","05/14","+0.08","-0.09","-0.54","+2","+5.01","+13.8","+12.9","+7.57","+9.92","+14.7","+15","+11.6"
"64","6830","汎銓","727","-19","-2.55","05/14","+0.55","+1.22","+1.06","+2","+2.31","+0.81","+5.9","+2.45","+2.03","+2.9","","+3.33"
"65","2451","創見","344.5","+17.5","+5.35","05/14","+0.59","+0.04","-0.02","+2","+2","+1.56","+0.11","-1.44","+4.54","+1.86","-17.9","+0.63"
"66","3227","原相","228","+5","+2.24","05/14","+0.18","-0.01","+0.18","+1.97","+2.63","+4.16","+4.59","+1.15","-10.8","+2.56","+6.16","+0.81"
"67","00717","富邦美國特別股","15.22","+0.02","+0.13","05/14","+0.21","+0.84","+1.1","+1.93","+3.11","+4.85","+7.77","+11.9","+15.4","+51.9","","+9.7"
"68","2337","旺宏","169","+1","+0.6","05/14","-0.09","+1.94","+1.28","+1.92","-0.82","+1.62","-0.14","+8.17","+16.2","+10.4","+37.7","+9.51"
"69","6806","森崴能源","17.3","-1.9","-9.9","05/14","+1.81","+1.81","+1.93","+1.9","+2.08","+1.93","+2.34","+1.84","-0.54","+0.64","","+1.9"
"70","2467","志聖","610","-16","-2.56","05/14","-0.19","-0.18","+0.86","+1.89","+0.77","+1.12","+4.34","+12.4","+9.44","+13.5","+12.8","+6"
"71","3034","聯詠","493","+6.5","+1.34","05/14","+0.5","+0.55","+1.11","+1.88","+2.38","+2.39","+6.61","+8.35","+7.66","-11.8","-21.8","+7.62"
"72","00981D","主動中信非投等債","10.36","0","0","05/14","+0.11","+1.35","+1.73","+1.87","+3.45","+4.26","+6.67","+0.95","","","","+2.09"
"73","2485","兆赫","70.7","+3.5","+5.21","05/14","+2.26","+2.27","+2.34","+1.84","+0.68","+1.06","-0.64","-1.98","-3.96","-6.65","-7.73","+0.7"
"74","2376","技嘉","327","+13.5","+4.31","05/14","+0.16","+0.55","+1.02","+1.83","+3.16","+6.57","+11.1","+3.45","+8.73","-5.91","-11.5","+7.36"
"75","1809","中釉","39.25","+0.25","+0.64","05/14","+0.06","+0.15","+0.94","+1.75","+3.82","+3.18","+4.82","+2.58","+2.53","+3.69","+1.91","+3.43"
"76","2428","興勤","212","+9","+4.43","05/14","+0.19","+0.44","+1.14","+1.73","+2.46","+3.28","+4.93","+4.76","+1.28","+4.32","+3.34","+5.59"
"77","00875","國泰網路資安","42.9","+0.07","+0.16","05/14","+1.15","+1.15","+1.43","+1.72","+1.58","+2.27","+9.23","+13.9","+42.8","+168","","+12.6"
"78","00737","國泰AI機器人","36.93","-0.03","-0.08","05/14","+0.67","+0.72","+1.38","+1.72","+6.37","+9.34","+9.71","+11.2","+19.7","+67.3","","+11.4"
"79","6284","佳邦","85.7","+1.6","+1.9","05/14","+0.64","+0.93","+1.34","+1.71","+1.41","+1.31","+1.13","+2.5","-0.07","+2.52","+2.09","+4.32"
"80","4576","大銀微系統","241.5","-7","-2.82","05/14","-0.21","-0.34","+0.24","+1.71","-0.64","+0.45","+6.72","+7.26","+2.75","+5.57","","+6.36"
"81","2316","楠梓電","134","-8.5","-5.96","05/14","-0.23","+0.9","+1.37","+1.7","+2.92","+0.16","+6.53","+9.42","+7.24","+8.65","+29.4","+4.15"
"82","6282","康舒","50.4","-1.3","-2.51","05/14","-0.24","-3.01","-2.82","+1.7","+2.13","+1.73","+1.06","+3.24","+6.33","+7.02","+1.33","+6.94"
"83","2301","光寶科","207","-4.5","-2.13","05/14","+0.2","-0.36","+0.81","+1.66","+4.19","+7.73","+6.07","+12.9","+12.9","-5.45","-7.83","+8.06"
"84","3526","凡甲","386","-3","-0.77","05/14","+0.51","+0.91","+1.16","+1.66","+1.61","+1.63","+4.22","+6.3","-1.83","+13.8","+17.2","+5.98"
"85","5536","聖暉*","1010","+60","+6.32","05/14","+0.98","+1.79","+1.47","+1.63","+1.28","+9.74","+14.1","+8.34","+0.28","+14.7","+22.7","+12"
"86","1714","和桐","10","+0.11","+1.11","05/14","+0.19","+0.18","+1.25","+1.62","+1.16","+0.71","+2.88","+4.37","+4.29","+2.93","+4.93","+4.24"
"87","6215","和椿","119","-1.5","-1.24","05/14","+0.41","+0.29","+1.24","+1.62","+1.7","+1.63","+1.99","+2.73","-3.29","-3.79","-2.06","+2.56"
"88","2049","上銀","374.5","+10","+2.74","05/14","+0.08","-0.08","+0.28","+1.62","+2.41","+5.19","+10.4","+11.6","+6.28","+3.87","+12.7","+12.8"
"89","6449","鈺邦","239.5","+21.5","+9.86","05/14","+0.53","+0.52","+1.24","+1.62","+2.72","+3.28","+3.47","+1.73","+2.16","+3.54","+5.72","+3.02"
"90","00915","凱基優選高股息30","26.77","+0.41","+1.56","05/14","+0.38","+0.28","+0.82","+1.61","+5.33","+8.21","+8.96","+12.1","+22.6","-1.37","","+12.4"
"91","00955","中信日本商社","16.61","-0.07","-0.42","05/14","-0.04","+0.65","+1.48","+1.6","+5.38","+5.13","+4.84","+3.51","+4.16","","","+4.4"
"92","2458","義隆","149.5","+7","+4.91","05/14","+0.66","+0.66","+0.76","+1.6","+2.61","+7.23","+12.5","+9.42","-4.67","-0.99","+31.4","+12.5"
"93","8039","台虹","149.5","+11.5","+8.33","05/14","+2.06","+1.68","+1.59","+1.6","+0.92","-3.41","+0.41","+2.9","-1.65","-1.92","-1.7","-3.98"
"94","6166","凌華","111.5","0","0","05/14","+0.96","+1.17","+1.49","+1.59","+2.26","+4.29","+4.9","+6.24","+2.74","+8.25","-1.41","+4.71"
"95","4977","眾達-KY","235.5","-8","-3.29","05/14","-0.06","-0.64","-0.12","+1.59","+1.92","+1.5","+7.2","+3.8","-13.3","-17.3","-40.3","+3.56"
"96","8043","蜜望實","103","+4.1","+4.15","05/14","+1.15","+1.12","+1.61","+1.58","+1.37","+1.61","-2.08","+6.13","-0.06","-0.04","-0.12","+1.14"
"97","3209","全科","63.5","+0.8","+1.28","05/14","-0.07","-0.09","+0.32","+1.58","+1.84","+4.08","+11.7","+15.6","+14.4","+15.7","+16.8","+14.8"
"98","3537","堡達","51.5","+2.8","+5.75","05/14","+0.71","+0.86","+1.09","+1.55","+1.65","+1.86","+2.48","+2.25","+1.74","+0.75","+1.46","+3.42"
"99","6419","京晨科","177","+11.5","+6.95","05/14","+0.1","+2.24","+2.46","+1.54","-0.62","+0.07","+2.48","+2.51","+2.37","+0.53","-1.21","+2.83"
"100","8261","富鼎","136","+4","+3.03","05/14","+3.63","+4.22","+3.83","+1.53","+0.42","+1.98","+6.04","+1.71","+4.38","+4.52","+3.74","+4.4"
"101","2727","王品","237","+1","+0.42","05/14","+0.11","+0.31","+0.45","+1.5","+1.92","+1.34","+6.1","+4.75","+3.46","-9.02","+15.9","+5.86"
"102","3026","禾伸堂","357.5","+32.5","+10","05/14","+0.36","+0.44","+0.66","+1.47","-0.68","-5.81","-0.65","-1.23","+1.84","+3.67","+5.84","+0.96"
"103","7788","松川精密","206","+18.5","+9.87","05/14","+0.76","+1.08","+1.23","+1.45","+2.02","+2.06","+2.28","+2.33","","","","+2.35"
"104","00958B","永豐ESG銀行債15+","9.26","+0.01","+0.11","05/14","+0.06","+0.24","+0.66","+1.45","+1.85","+5.75","+9.27","+10.1","+11.1","","","+9.25"
"105","3479","安勤","104","+7.7","+8","05/14","+1.05","+1.28","+1.32","+1.44","+2.17","+2.44","-0.45","-5.95","-5.93","-6.19","-2.27","-2.79"
"106","6227","茂綸","113.5","+6.5","+6.07","05/14","+0.58","+0.84","+1.13","+1.42","+2.22","+3.04","+3.25","+3.55","-3","+0.84","+1.92","+3.43"
"107","6462","神盾","131.5","+1","+0.77","05/14","+0.34","+0.41","+0.72","+1.4","+1.4","-0.33","+2","-0.86","-7.21","-2.97","-29.4","+0.83"
"108","4722","國精化","258","+10","+4.03","05/14","+0.38","+0.31","+1.02","+1.39","+1.46","+1.2","+3.91","+1.52","-1.87","+1.16","-1.41","+3.76"
"109","6695","芯鼎","50.3","-0.6","-1.18","05/14","+0.08","+0.29","+0.35","+1.38","+1.06","+0.72","+1.81","+2.96","-0.91","-1.06","","+2.1"
"110","6138","茂達","306.5","+19","+6.61","05/14","+0.88","+1.07","+0.81","+1.37","+2.77","+3.42","+0.74","+1.59","+12.7","+21.2","+30.1","+1.98"
"111","00830","國泰費城半導體","84.3","+0.85","+1.02","05/14","-0.25","+0.43","+0.48","+1.36","+1.18","+8.08","+18.9","+17.2","+60.4","+68.5","","+15.2"
"112","3019","亞光","147","+6.5","+4.63","05/14","+0.78","+0.98","+0.87","+1.36","+2.07","+0.78","-0.1","-1.71","-14.2","-5.33","-4.85","-1.88"
"113","3529","力旺","3920","0","0","05/14","+0.05","+0.89","+1","+1.33","+1.55","+2.72","+8.12","+8.37","-1.97","-2.56","+5.85","+11.4"
"114","2302","麗正","25.25","-0.75","-2.88","05/14","+0.75","+0.61","+0.61","+1.31","+1.53","+1.72","+1.49","+3.2","-0.22","+1.9","-3.21","+2.96"
"115","4961","天鈺","174.5","+1","+0.58","05/14","+0.02","-0.25","-0.17","+1.3","+1.76","+0.62","+0.69","+2.39","-2.21","+2.07","","-0.03"
"116","3481","群創","35.4","-2.1","-5.6","05/14","-2.57","-0.98","+0.04","+1.3","+6.72","+5.05","+8.2","+2.54","+1.45","-0.03","-23.6","+4.22"
"117","5285","界霖","73.1","+0.3","+0.41","05/14","-0.1","+0.28","+0.91","+1.3","+1.64","+2.18","+2.31","+3.35","+3.95","+3.71","+3.93","+3.39"
"118","3680","家登","580","-8","-1.36","05/14","-0.13","-0.09","-0.41","+1.29","+3.91","+4.18","+3.23","+8.59","-5.68","+7.26","+17.7","+8.16"
"119","2344","華邦電","134","+12","+9.84","05/14","+0.53","+0.63","+1.24","+1.28","+3.53","+5.34","+1.75","-1.15","+10.9","+0.93","+1.47","+0.21"
"120","3236","千如","40.2","+1.35","+3.47","05/14","-0.39","-0.6","-0.51","+1.27","+2.6","+1.55","-0.73","+2.39","+0.93","-2.01","+1.12","+1.85"
"121","00982B","FT投資級債20+","9.81","0","0","05/14","+0.59","+0.65","+0.72","+1.26","+2.13","+2.81","+4.57","+5.37","+5.45","","","+5.38"
"122","3413","京鼎","321","+10","+3.22","05/14","+1.17","+1.41","+1.57","+1.24","-0.64","-1.42","+2.04","-7.54","-13.1","-7.02","+1.97","-1.79"
"123","8040","九暘","87.9","+5.5","+6.67","05/14","+1.11","+1.59","+1.72","+1.24","+1.71","+0.92","+1.1","+0.78","+0.71","+0.37","+0.63","+0.77"
"124","00888","永豐台灣ESG","31.12","+0.81","+2.67","05/14","-0.02","-0.16","+1.08","+1.24","+6.16","+8.48","+8.12","+8.75","+11.3","+24.5","","+8.58"
"125","00996A","主動兆豐台灣豐收","14.15","+0.09","+0.64","05/14","+0.28","+0.52","+0.84","+1.23","+0.08","+1.9","","","","","",""
"126","00900","富邦特選高股息30","17.07","+0.07","+0.41","05/14","+0.09","+0.21","+0.54","+1.22","+3.81","+7.04","+8.62","+15.6","+15.1","+22.8","","+13.8"
"127","00949","復華日本龍頭","20.22","-0.09","-0.44","05/14","+0.24","+0.99","+1.14","+1.21","+1.34","+1.32","+1.65","+3.08","+17","","","+2.28"
"128","2351","順德","182","0","0","05/14","-0.49","+0.19","+0.16","+1.21","+3.27","+1.97","+5.25","+9.79","+3.96","-4.99","+4.19","+10.9"
"129","00943","兆豐電子高息等權","19.36","+0.16","+0.83","05/14","+0.24","+0.39","+0.84","+1.21","+4.02","+11.7","+26.8","+27.7","+38.8","","","+28.3"
"130","00763U","期街口道瓊銅","35.24","-0.43","-1.21","05/14","+0.22","+0.26","+0.7","+1.2","+1.73","+5.66","+12.7","+18","+21.3","+30.9","","+17.4"
"131","3615","安可","36.15","+0.05","+0.14","05/14","-0.36","+0.27","+0.44","+1.16","+0.51","-0.07","+0.66","-1.83","-1.48","-0.71","-2.95","-2.24"
"132","00757","統一FANG+","129.05","+0.85","+0.66","05/14","+0.06","+0.49","+0.45","+1.15","+1.93","+4.12","+5.57","+9.97","+24.9","+24.8","","+8.49"
"133","8926","台汽電","57.6","+0.9","+1.59","05/14","+0.31","+0.85","+0.89","+1.13","+1.71","+1.99","+2.11","+0.75","+2.03","+1.94","+1.73","+1.55"
"134","3217","優群","187","+7.5","+4.18","05/14","+1.35","+1.27","+1.03","+1.13","+1.26","+0.06","-3.64","-10.8","-6.21","+1.03","+2.15","-6.74"
"135","2357","華碩","679","+16","+2.41","05/14","+0.2","+0.39","+0.29","+1.12","+0.95","+0.08","-1.36","-13.4","-12.3","-9.84","-26.8","-4.79"
"136","6432","今展科","49.6","+1.8","+3.77","05/14","+0.03","+0.68","-0.84","+1.11","-1.55","-2.32","-0.44","+0.88","+0.61","+0.1","+0.65","-0.09"
"137","00857B","永豐20年美公債","22.99","-0.04","-0.17","05/14","+0.39","+0.59","+0.62","+1.11","+2.24","+4.19","+12.7","+24.1","+34.8","+56.7","","+19.6"
"138","6451","訊芯-KY","525","+47","+9.83","05/14","+1.09","+1.89","+1.31","+1.1","+0.73","+1.01","+2.71","+4.61","-0.47","+3.57","-2.06","+3.77"
"139","6192","巨路","133.5","+5","+3.89","05/14","+0.16","+0.12","+0.34","+1.09","+1.4","+1.06","+1.37","+5.14","+5.16","+6.16","+10.2","+3.85"
"140","2542","興富發","43.15","+0.45","+1.05","05/14","+0.12","+0.47","+0.44","+1.08","+1","+1.57","+1.34","+2.63","-0.76","+0.32","-9.96","+1.96"
"141","3312","弘憶股","48.7","+1.55","+3.29","05/14","+0.75","+0.37","+0.63","+1.08","+1.7","+2.55","+3.5","+1.38","+2.01","-1.81","-15.7","+1.64"
"142","6805","富世達","1780","-50","-2.73","05/14","+0.81","+1.25","+0.84","+1.07","+0.75","+3.46","+1.37","-0.83","+2.56","","","+0.75"
"143","2408","南亞科","341","+20","+6.23","05/14","+0.01","-0.18","+0.65","+1.07","+2.12","+3.45","-0.03","-1.34","+4.28","-3.23","-6.91","-1.02"
"144","00918","大華優利高填息30","25.87","+0.39","+1.53","05/14","+0.29","+0.42","+0.64","+1.05","+3","+5.24","+4.78","+7.43","+8.38","+2.43","","+8.18"
"145","00995A","主動中信台灣卓越","17.06","+0.03","+0.18","05/14","+0.26","+0.67","-0.04","+1.05","+0.65","-1.73","+0.74","","","","",""
"146","3356","奇偶","62.7","+2.4","+3.98","05/14","+0.55","+0.66","+0.51","+1.03","+1.3","+1.11","+2.63","+5.42","+4.79","+12.5","-2.03","+3.64"
"147","6259","百徽","24.35","-1.9","-7.24","05/14","+0.24","+0.44","+0.2","+1.02","+0.95","+0.91","+0.92","+0.92","+0.96","+1.01","-1.57","+0.92"
"148","5464","霖宏","59.5","-2.5","-4.03","05/14","+0.14","+0.28","+0.26","+1.02","+1.86","+2.22","+2.38","+2.43","+2.52","+3.42","+2.8","+2.42"
"149","6207","雷科","70.2","+1.9","+2.78","05/14","-0.21","+0.63","-0.33","+1.01","+1.07","+0.66","+2.23","+0.42","-2.92","-1.94","-2","-1.29"
"150","2478","大毅","82.1","+1.2","+1.48","05/14","-0.16","+0.09","+0.78","+1","+1.14","+3.85","+2.72","+6.7","+8.9","+9.97","+13.2","+5.97"
"151","3665","貿聯-KY","2250","-250","-10","05/14","+0.43","+0.39","+0.6","+1","+2.86","+3.7","+4.46","+8.41","+10.9","+5.54","-12.4","+9.28"
"152","4577","達航科技","132.5","-10.5","-7.34","05/14","+0.44","+0.23","+0.31","+1","-0.53","-0.77","+1.45","+0.8","+0.48","+1","","+1.77"
"153","00968B","元大優息投等債","9.25","+0.01","+0.11","05/14","+0.19","+0.39","+0.62","+0.99","+0.65","+2.77","+3.27","+5.97","+59.5","","","+3.39"
"154","00910","第一金太空衛星","73.25","-0.05","-0.07","05/14","+0.1","+0.19","+0.61","+0.99","+0.65","+1.21","+0.53","+10.9","+11.2","+7.1","","+4.45"
"155","2103","台橡","22","+0.4","+1.85","05/14","+0.17","+0.14","+0.35","+0.98","+1.04","+0.86","-1.33","-1.13","-3.79","-5.8","-7.91","+0.65"
"156","3357","臺慶科","231.5","+18.5","+8.69","05/14","-0.23","+0.18","+0.42","+0.98","-0.13","+2.73","+1.77","+1.06","+0.22","+1.56","","+2.13"
"157","3455","由田","285.5","-0.5","-0.17","05/14","+0.12","+0.32","+0.67","+0.97","-0.73","-2.05","+7.36","+6.77","+3.61","+7.24","+10","+2.4"
