單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"14,340,443,785","10,999,521,532","3,340,922,253"
自營商(避險),"49,694,557,686","40,931,710,609","8,762,847,077"
投信,"46,421,503,466","56,939,411,858","-10,517,908,392"
外資及陸資(不含外資自營商),"536,227,696,924","467,770,113,547","68,457,583,377"
外資自營商,0,0,0
合計,"646,684,201,861","576,640,757,546","70,043,444,315"
