證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2101,南港,逐筆交易,31.00,"1,930,000","59,830,000"
3016,嘉晶,逐筆交易,115.50,"14,500,000","1,674,750,000"
01010T,京城樂富R1,配對交易,10.02,"22,104,000","221,482,080"
1519,華城,配對交易,783.00,"188,000","147,204,000"
2308,台達電,配對交易,"1,917.89","9,900","18,987,111"
2308,台達電,配對交易,"1,917.86","12,100","23,206,106"
2330,台積電,配對交易,"2,375.30","8,265","19,631,854"
2330,台積電,配對交易,"2,375.28","10,735","25,498,631"
2330,台積電,配對交易,"2,374.91","89,000","211,366,990"
2330,台積電,配對交易,"2,374.88","175,000","415,604,000"
2330,台積電,配對交易,"2,374.29","57,000","135,334,530"
2330,台積電,配對交易,"2,374.27","115,000","273,041,050"
2330,台積電,配對交易,"2,370.77","66,000","156,470,820"
2330,台積電,配對交易,"2,370.00","2,685,100","6,363,687,000"
2330,台積電,配對交易,"2,368.34","50,160","118,795,934"
2330,台積電,配對交易,"2,368.31","25,840","61,197,130"
2330,台積電,配對交易,"2,356.33","25,000","58,908,250"
2360,致茂,配對交易,"2,052.50","180,000","369,450,000"
2383,台光電,配對交易,"5,472.96","5,000","27,364,800"
2395,研華,配對交易,478.74,"255,170","122,160,086"
2395,研華,配對交易,478.73,"67,830","32,472,256"
2395,研華,配對交易,471.00,"270,000","127,170,000"
2408,南亞科,配對交易,454.44,"264,000","119,972,160"
2454,聯發科,配對交易,"3,910.00","729,200","2,851,172,000"
2506,太設,配對交易,8.79,"873,000","7,673,670"
2834,臺企銀,配對交易,16.30,"500,000","8,150,000"
2882,國泰金,配對交易,101.50,"20,000,000","2,030,000,000"
2882A,國泰特,配對交易,61.70,"405,000","24,988,500"
2883,凱基金,配對交易,31.19,"2,600,000","81,094,000"
2891,中信金,配對交易,70.15,"1,776,000","124,586,400"
3017,奇鋐,配對交易,"2,277.50","56,000","127,540,000"
3034,聯詠,配對交易,458.50,"748,000","342,958,000"
3044,健鼎,配對交易,499.58,"35,000","17,485,300"
3661,世芯-KY,配對交易,"3,931.63","164,000","644,787,320"
3665,貿聯-KY,配對交易,"1,880.00","33,000","62,040,000"
6285,啟碁,配對交易,237.50,"82,000","19,475,000"
總計,,,,"71,094,300","17,125,534,979"
