排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,2472,立隆電,453.5,41.0,9.94,06/30,0.75,1.6,2.7,2.79,4.04,4.2,6.29,4.41,5.65,7.31,7.33,4.41
2,4722,國精化,287.5,-18.0,-5.89,06/30,0.0,0.88,1.83,2.36,5.05,5.22,4.51,4.21,4.78,5.3,0.19,4.21
3,2377,微星,146.0,7.0,5.04,06/30,1.21,1.69,2.06,2.29,2.78,2.95,2.18,2.57,-2.77,-4.31,-5.1,2.56
4,3189,景碩,891.0,81.0,10.0,06/30,0.04,0.7,1.35,2.22,2.79,1.72,1.19,7.03,7.0,2.83,6.21,7.03
5,2344,華邦電,207.5,4.5,2.22,06/30,-0.11,0.15,0.33,1.9,4.25,4.61,6.2,8.94,12.1,11.7,12.4,8.94
6,6182,合晶,123.0,11.0,9.82,06/30,0.0,0.46,1.12,1.71,3.35,3.35,4.35,4.35,4.33,2.18,3.25,4.35
7,8112,至上,92.4,0.3,0.33,06/30,0.74,1.29,1.71,1.7,1.73,2.0,-0.14,-0.19,-2.74,0.76,-0.11,-2.4
8,5347,世界,216.0,7.5,3.6,06/30,0.2,0.43,0.98,1.65,2.49,-0.33,-0.84,-5.24,-7.81,8.82,10.0,-4.94
9,6191,精成科,106.5,0.5,0.47,06/30,0.58,1.14,1.56,1.56,1.45,1.59,1.33,-0.8,-0.99,1.9,2.69,-0.82
10,4904,遠傳,105.0,-1.0,-0.94,06/30,0.24,0.43,0.52,1.47,3.28,3.59,3.8,3.19,0.38,7.59,11.2,3.18
11,6670,復盛應用,255.5,6.0,2.4,06/30,0.36,0.58,0.88,1.41,2.6,2.77,2.28,2.06,-1.7,8.64,,2.06
12,1513,中興電,177.0,1.5,0.85,06/30,0.14,0.29,0.44,1.36,3.64,3.78,4.24,3.21,4.87,-1.96,6.88,3.23
13,3023,信邦,328.5,3.5,1.08,06/30,0.54,0.98,1.35,1.35,1.19,1.2,-0.5,-1.62,2.31,6.09,3.73,-1.62
14,2481,強茂,182.5,16.5,9.94,06/30,0.0,-0.28,-0.79,1.19,1.36,3.34,9.42,4.75,10.5,12.4,11.0,4.75
15,2408,南亞科,452.5,-0.5,-0.11,06/30,0.02,0.13,0.25,1.19,2.52,2.93,3.14,1.72,3.81,1.97,5.09,1.72
16,3596,智易,192.0,4.0,2.13,06/30,0.2,0.4,0.67,1.16,2.11,2.11,2.05,1.67,-1.21,-3.1,-3.44,1.67
17,5469,瀚宇博,89.3,0.0,0.0,06/30,0.45,0.87,1.15,1.15,1.15,1.14,0.61,-0.02,2.29,0.14,2.5,-0.02
18,6409,旭隼,1085.0,65.0,6.37,06/30,0.26,0.78,1.15,1.14,1.13,1.98,2.38,2.86,3.21,2.9,2.77,2.69
19,2504,國產,33.25,0.5,1.53,06/30,0.2,0.42,0.66,1.13,1.97,1.81,1.35,1.48,-3.46,11.9,13.4,1.38
20,1402,遠東新,28.5,-0.55,-1.89,06/30,-0.02,0.29,0.58,1.06,2.07,4.05,1.59,0.5,-0.16,-2.09,4.07,0.51
21,5269,祥碩,1470.0,-5.0,-0.34,06/30,0.35,0.72,1.01,1.03,0.98,1.21,2.39,2.64,-4.86,-0.22,2.77,2.64
22,6691,洋基工程,761.0,-34.0,-4.28,06/30,0.29,0.68,1.0,1.0,1.01,1.05,0.29,-0.09,-0.93,-0.51,,-0.17
23,8046,南電,1185.0,105.0,9.72,06/30,0.02,0.31,0.82,0.98,1.0,0.76,1.82,1.83,4.16,1.04,1.82,4.7
24,3231,緯創,158.5,4.0,2.59,06/30,0.19,0.32,0.44,0.92,1.52,2.4,2.61,2.08,-1.64,-3.39,3.21,1.92
25,2845,遠東銀,13.0,-0.1,-0.76,06/30,0.09,0.27,0.52,0.92,1.79,1.79,1.78,1.78,1.2,0.53,1.65,1.78
26,8926,台汽電,76.3,-0.6,-0.78,06/30,0.19,0.39,0.65,0.91,1.42,1.5,1.64,1.64,1.67,1.58,1.64,1.64
27,3706,神達,87.3,0.9,1.04,06/30,0.32,0.63,0.89,0.89,0.96,0.95,2.16,2.02,1.8,2.19,0.9,2.02
28,2886,兆豐金,46.1,-0.1,-0.22,06/30,0.28,0.31,0.35,0.84,1.64,2.06,2.22,2.08,0.85,3.58,4.8,2.08
29,2352,佳世達,34.1,3.1,10.0,06/30,0.25,0.61,0.84,0.84,0.83,0.91,1.02,1.02,0.8,0.58,-0.14,1.02
30,6139,亞翔,923.0,-32.0,-3.35,06/30,0.27,0.58,0.74,0.83,0.86,0.9,0.93,2.13,-0.05,4.93,5.06,2.11
31,5434,崇越,549.0,10.0,1.86,06/30,0.5,0.67,0.93,0.82,0.6,0.49,0.38,-0.45,-2.22,1.82,3.45,-0.43
32,3227,原相,238.0,4.5,1.93,06/30,0.41,0.75,0.8,0.82,0.88,1.77,0.76,-0.19,2.81,9.56,9.62,-0.25
33,2633,台灣高鐵,26.5,0.0,0.0,06/30,0.1,0.24,0.44,0.79,1.43,1.45,1.52,1.5,1.5,1.52,,1.5
34,4915,致伸,66.0,1.0,1.54,06/30,0.25,0.28,0.71,0.77,1.23,1.34,-0.27,0.36,-2.13,13.1,14.4,-0.04
35,2890,永豐金,39.9,0.4,1.01,06/30,0.25,0.29,0.34,0.76,1.29,1.33,0.67,0.86,2.23,0.2,4.7,0.86
36,3131,弘塑,3630.0,70.0,1.97,06/30,0.25,0.57,0.66,0.73,2.41,3.42,1.08,0.48,-6.54,-0.39,-0.79,0.39
37,6213,聯茂,370.5,26.5,7.7,06/30,0.08,0.08,0.35,0.72,0.86,0.88,0.91,0.75,0.49,1.13,0.75,0.75
38,5483,中美晶,180.0,16.0,9.76,06/30,0.52,0.55,0.56,0.72,1.66,0.48,1.88,1.74,3.35,8.89,9.08,1.57
39,2376,技嘉,344.0,19.0,5.85,06/30,0.2,0.41,0.53,0.71,0.63,2.07,2.76,3.26,2.54,-2.35,0.35,2.7
40,5876,上海商銀,42.7,-0.1,-0.23,06/30,0.08,0.23,0.44,0.71,1.29,1.6,2.2,1.53,-1.48,5.95,,1.55
41,2892,第一金,32.75,-0.25,-0.76,06/30,0.21,0.31,0.46,0.71,1.35,1.5,1.54,1.49,-1.01,0.56,1.99,1.49
42,2404,漢唐,1320.0,-40.0,-2.94,06/30,-0.16,-0.09,0.13,0.69,0.95,-2.64,-5.44,-7.3,-7.54,5.77,4.26,-7.25
43,3037,欣興,1070.0,94.0,9.63,06/30,0.12,0.21,0.51,0.69,0.73,0.2,2.77,6.58,10.0,5.08,10.2,6.59
44,6831,邁科,873.0,79.0,9.95,06/30,0.0,0.15,0.17,0.67,0.9,2.24,3.73,3.73,,,,2.93
45,2458,義隆,189.0,9.0,5.0,06/30,0.34,0.7,0.91,0.65,0.51,0.9,-1.66,-4.21,1.31,14.0,10.4,-4.07
46,2351,順德,212.5,15.0,7.59,06/30,0.27,0.27,0.27,0.61,1.06,1.66,2.67,2.67,2.67,-0.33,1.93,2.67
47,8464,億豐,346.0,-0.5,-0.14,06/30,0.09,0.18,0.35,0.59,1.13,1.13,1.16,1.16,1.22,1.19,0.89,1.36
48,3702,大聯大,107.0,2.5,2.39,06/30,0.5,0.58,0.56,0.58,0.54,-2.54,-6.23,-6.54,-12.0,-10.2,-4.44,-6.5
49,2618,長榮航,44.9,1.0,2.28,06/30,0.5,0.57,0.56,0.56,0.22,2.09,4.63,2.46,-1.31,17.0,18.1,2.46
50,1303,南亞,166.5,15.0,9.9,06/30,0.04,0.14,0.18,0.55,1.11,1.32,0.95,1.2,1.59,-1.64,0.6,1.24
51,2379,瑞昱,806.0,23.0,2.94,06/30,0.16,0.32,0.5,0.52,0.62,5.39,4.75,1.38,1.22,6.41,12.5,1.4
52,2903,遠百,23.0,-0.45,-1.92,06/30,0.23,0.39,0.44,0.52,0.62,0.73,0.45,-0.38,1.88,0.19,2.15,-0.38
53,3293,鈊象,789.0,20.0,2.6,06/30,0.41,0.44,0.45,0.49,0.5,4.96,5.47,4.67,8.99,7.35,3.96,4.62
54,2884,玉山金,34.45,-0.05,-0.14,06/30,0.14,0.16,0.19,0.48,0.68,0.81,-0.59,-0.22,2.86,4.64,4.9,-0.44
55,2474,可成,209.0,6.0,2.96,06/30,0.38,0.59,0.64,0.47,0.05,-2.0,-8.51,-13.7,-16.5,-0.75,8.89,-13.2
56,3443,創意,4845.0,425.0,9.62,06/30,0.02,0.03,0.06,0.47,1.97,2.3,3.45,5.03,5.97,1.36,10.2,4.97
57,1216,統一,74.5,-1.2,-1.59,06/30,0.03,0.06,0.09,0.46,0.92,1.34,1.17,0.32,3.45,9.83,10.7,0.28
58,2880,華南金,38.0,0.7,1.88,06/30,0.02,0.05,0.05,0.42,0.8,2.24,2.45,2.71,4.38,7.49,7.8,2.71
59,8069,元太,214.5,0.0,0.0,06/30,0.31,0.33,0.45,0.42,0.08,-0.2,1.17,1.47,0.88,0.28,1.31,1.51
60,6271,同欣電,267.0,24.0,9.88,06/30,0.0,0.0,0.03,0.41,2.0,2.66,3.19,3.66,3.87,3.31,-2.69,3.66
61,3045,台灣大,116.5,-1.5,-1.27,06/30,0.13,0.27,0.37,0.4,0.41,0.79,1.6,1.04,2.73,8.92,11.4,0.95
62,2610,華航,23.7,0.6,2.6,06/30,0.39,0.39,0.39,0.39,0.44,0.46,-0.19,-1.53,-0.43,5.72,5.97,-1.47
63,3090,日電貿,322.5,18.5,6.09,06/30,0.03,0.14,0.39,0.39,2.86,5.46,8.31,5.84,10.4,11.8,11.8,5.65
64,6121,新普,417.5,-0.5,-0.12,06/30,-0.04,0.24,0.39,0.38,0.21,-2.34,-3.16,-7.59,-9.25,8.6,10.5,-7.09
65,8422,可寧衛*,27.9,0.25,0.9,06/30,0.09,0.08,0.36,0.35,0.33,-1.98,-2.48,-2.92,-2.49,-2.47,-2.43,-2.77
66,2356,英業達,66.6,2.3,3.58,06/30,0.13,0.26,0.36,0.35,0.23,1.12,2.27,2.08,1.17,-1.81,1.28,2.07
67,2542,興富發,43.05,-0.05,-0.12,06/30,0.33,0.33,0.34,0.34,0.43,4.0,3.45,3.0,4.08,0.6,0.2,3.0
68,8081,致新,313.0,2.5,0.81,06/30,0.0,0.06,0.09,0.34,0.89,1.67,1.4,1.45,1.29,2.42,2.3,2.0
69,2801,彰銀,24.0,0.45,1.91,06/30,0.34,0.34,0.34,0.34,0.35,0.48,0.45,-0.52,-0.15,-0.44,0.53,-0.44
70,2382,廣達,368.0,1.0,0.27,06/30,0.05,0.12,0.19,0.33,0.51,5.84,7.82,7.75,6.16,5.55,9.3,7.72
71,1476,儒鴻,312.5,-13.0,-3.99,06/30,-0.06,0.02,0.12,0.33,0.92,0.92,1.48,1.31,2.88,2.18,2.09,1.31
72,6531,愛普*,998.0,18.0,1.84,06/30,0.01,0.04,0.11,0.32,0.14,-0.19,6.5,5.21,6.36,4.74,6.81,5.2
73,6274,台燿,1680.0,125.0,8.04,06/30,0.13,0.12,0.14,0.31,0.99,2.59,6.14,-4.3,6.32,13.5,7.8,-4.66
74,6223,旺矽,6090.0,30.0,0.5,06/30,-0.01,-0.07,0.0,0.3,0.38,0.92,1.95,0.94,3.69,16.3,14.2,0.92
75,6757,台灣虎航,62.3,1.0,1.63,06/30,0.0,0.0,0.0,0.28,0.44,-5.42,-5.42,-5.47,-7.27,,,-5.47
76,6138,茂達,368.0,2.5,0.68,06/30,0.09,0.09,0.09,0.28,0.42,0.64,1.2,1.26,-1.75,-6.21,2.31,1.3
77,1560,中砂,762.0,24.0,3.25,06/30,0.06,0.18,0.23,0.26,0.33,0.74,-0.21,-2.9,-7.05,2.04,3.28,-3.11
78,6584,南俊國際,734.0,49.0,7.15,06/30,0.0,0.06,0.13,0.26,-0.03,1.25,1.6,1.77,3.09,4.61,,1.7
79,3592,瑞鼎,278.5,10.5,3.92,06/30,0.15,0.18,0.21,0.24,-0.02,0.61,2.33,1.08,-10.6,0.8,,1.42
80,8028,昇陽半導體,317.0,28.5,9.88,06/30,0.0,0.14,0.14,0.22,0.2,0.37,3.78,4.09,3.55,2.35,,4.21
81,3034,聯詠,535.0,12.0,2.29,06/30,0.05,0.12,0.19,0.21,-0.35,0.36,0.7,-4.38,-8.94,10.2,13.4,-3.76
82,8070,長華*,53.6,0.6,1.13,06/30,0.05,0.05,0.21,0.21,0.2,-5.41,-5.81,-5.95,-2.58,-5.81,-5.7,-6.96
83,3376,新日興,199.0,4.5,2.31,06/30,0.13,0.2,0.2,0.2,0.21,0.34,0.92,1.83,-2.68,0.89,-6.66,1.8
84,2912,統一超,223.0,-1.0,-0.45,06/30,0.02,0.01,0.06,0.2,0.58,3.72,5.38,3.1,3.42,7.47,7.3,3.12
85,00991A,主動復華未來50,20.66,1.01,5.14,06/30,0.19,0.19,0.19,0.19,0.25,0.28,0.27,0.36,,,,0.36
86,2027,大成鋼,40.35,-0.05,-0.12,06/30,0.09,0.19,0.19,0.19,0.06,-2.29,-2.9,-1.53,1.05,-1.88,-0.93,-1.85
87,3529,力旺,2925.0,25.0,0.86,06/30,0.01,0.03,0.09,0.18,0.25,-0.36,-1.04,0.44,-0.95,-3.75,4.81,0.56
88,3014,聯陽,159.0,1.5,0.95,06/30,0.03,0.1,0.13,0.18,0.34,1.05,0.96,0.17,-1.88,1.99,3.19,0.19
89,3017,奇鋐,2525.0,225.0,9.78,06/30,0.07,0.12,0.16,0.18,-0.51,-0.53,0.37,-0.87,-0.44,-8.01,4.26,-0.87
90,2347,聯強,91.1,-0.4,-0.44,06/30,0.23,0.35,0.42,0.17,-0.27,3.73,3.8,1.78,-3.2,-1.32,4.89,2.07
91,2327,國巨*,1140.0,100.0,9.62,06/30,-0.2,-0.12,-0.07,0.17,0.91,2.07,4.95,6.55,6.72,6.96,6.84,6.19
92,2412,中華電,141.5,-0.5,-0.35,06/30,0.05,0.1,0.14,0.16,0.17,0.43,0.6,0.66,0.5,1.67,1.85,0.66
93,6805,富世達,1680.0,55.0,3.38,06/30,0.0,-0.04,0.06,0.16,-0.47,2.37,-7.54,-9.45,-8.91,,,-9.73
94,009803,玉山市值動能50,21.88,0.7,3.31,06/30,0.0,0.0,0.09,0.15,0.15,0.61,1.72,1.72,1.72,,,1.72
95,6683,雍智科技,1725.0,55.0,3.29,06/30,0.0,0.0,0.0,0.15,1.46,1.42,0.18,3.52,1.97,2.49,,3.52
96,2387,精元,40.2,1.3,3.34,06/30,0.07,0.15,0.15,0.15,0.15,0.15,0.14,0.06,-0.1,-0.02,0.13,0.11
97,6143,振曜,94.0,0.1,0.11,06/30,0.07,0.15,0.15,0.15,0.15,0.15,0.39,0.41,-1.78,-2.32,-14.1,0.41
98,3622,洋華,58.1,2.3,4.12,06/30,0.06,0.13,0.13,0.13,0.13,0.13,0.1,0.13,0.13,0.13,0.17,0.13
99,8227,巨有科技,214.5,9.0,4.38,06/30,0.13,0.13,0.13,0.13,0.13,0.13,-0.36,-0.36,-0.25,-0.36,,-0.38
100,1590,亞德客-KY,1335.0,-20.0,-1.48,06/30,0.0,0.02,0.06,0.12,0.14,0.12,0.5,0.61,0.56,-0.34,-1.43,0.61
101,6548,長科*,83.9,-1.1,-1.29,06/30,0.0,0.03,0.11,0.12,-0.44,0.51,0.3,1.8,2.55,2.53,,1.5
102,6446,藥華藥,1340.0,70.0,5.51,06/30,0.0,0.0,0.03,0.12,0.2,0.33,-0.17,-0.07,-1.92,-0.25,,0.06
103,3402,漢科,148.0,5.0,3.5,06/30,0.06,0.12,0.12,0.12,0.12,0.12,0.12,0.05,-0.15,0.12,0.12,0.12
104,4953,緯軟,123.0,3.0,2.5,06/30,0.05,0.11,0.11,0.11,0.11,0.11,0.12,-0.18,-0.02,-0.24,-0.96,-0.11
105,6669,緯穎,4635.0,55.0,1.2,06/30,0.21,0.16,0.17,0.11,-0.22,-0.36,3.41,0.92,0.9,1.63,,0.9
106,4961,天鈺,165.0,0.0,0.0,06/30,0.0,0.05,0.08,0.1,0.12,0.69,0.6,-0.7,-8.29,1.46,,-0.2
107,6526,達發,670.0,34.0,5.35,06/30,0.0,0.03,0.05,0.1,0.14,0.5,0.68,0.95,0.6,,,0.95
108,0050,元大台灣50,107.8,3.35,3.21,06/30,0.03,0.06,0.08,0.1,0.17,0.35,0.54,1.03,1.07,1.45,1.8,1.03
109,9917,中保科,105.5,-0.5,-0.47,06/30,0.0,0.0,0.0,0.08,0.11,0.26,0.24,0.24,-0.18,0.23,0.28,0.07
110,6890,來億-KY,197.0,-4.5,-2.23,06/30,0.04,0.04,0.08,0.08,0.08,5.37,5.37,5.28,4.2,,,5.01
111,6491,晶碩,345.0,14.0,4.23,06/30,0.02,0.08,0.08,0.08,0.14,0.14,0.27,0.25,0.17,0.11,,0.25
112,2421,建準,142.0,4.0,2.9,06/30,0.08,0.08,0.08,0.08,0.08,0.13,1.03,0.98,0.3,-2.06,1.8,0.98
113,1210,大成,55.5,0.3,0.54,06/30,-0.09,-0.01,0.03,0.07,0.25,5.25,4.07,3.23,2.44,6.56,5.31,3.23
114,3028,增你強,83.1,1.7,2.09,06/30,0.03,0.07,0.07,0.07,0.07,0.07,0.2,0.2,0.2,0.18,0.18,0.2
115,6770,力積電,79.7,0.8,1.01,06/30,0.0,0.0,0.02,0.07,0.12,0.13,0.14,0.09,0.41,-0.49,,0.09
116,9945,潤泰新,26.8,-0.15,-0.56,06/30,0.03,0.03,0.03,0.07,0.14,0.13,0.13,-0.17,1.18,0.13,0.13,-0.55
117,00646,元大S&P500,74.65,0.45,0.61,06/30,0.02,0.04,0.07,0.07,0.04,0.0,0.32,0.77,0.43,0.43,0.43,0.77
118,2395,研華,492.0,19.5,4.13,06/30,0.0,0.01,0.03,0.06,0.04,0.11,-0.13,0.25,-0.43,0.26,0.54,0.25
119,2883,凱基金,28.7,0.05,0.17,06/30,0.0,-0.02,-0.02,0.06,0.06,4.29,3.69,3.78,3.96,4.89,8.21,3.8
120,3357,臺慶科,319.0,29.0,10.0,06/30,0.0,0.0,0.0,0.06,0.32,0.64,0.49,0.14,-0.58,0.67,,0.18
