"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(萬張)","超過600張增減(張)","超過600張增減(%)","持股超過800張(萬張)","超過800張增減(張)","超過800張增減(%)","持股超過1千張(萬張)","超過1千張增減(張)","超過1千張增減(%)"
"601","3164","景岳","16.3","-0.2","-1.21","26W20","05/15","4.43","-8","-0.02","4.01","-2","0","3.42","+53","+0.16"
"602","3265","台星科","172","-8","-4.44","26W20","05/15","8.29","+768","+0.94","7.98","-1,084","-1.34","7.63","-1,168","-1.51"
"603","9912","偉聯","12.55","0","0","26W20","05/15","3.19","+286","+0.9","3.06","+286","+0.94","3.06","+286","+0.94"
"604","1233","天仁","27.4","-0.3","-1.08","26W20","05/15","6.33","+77","+0.12","6.19","+77","+0.12","6.09","+77","+0.13"
"605","2542","興富發","41.9","-1.1","-2.56","26W20","05/15","131","+15,022","+1.16","128","+12,900","+1.02","126","+15,822","+1.27"
"606","2538","基泰","10","-0.1","-0.99","26W20","05/15","32.2","+50","+0.02","30.5","-564","-0.18","29.8","-562","-0.19"
"607","1472","三洋實業","89.1","-1","-1.11","26W20","05/15","3.89","+9","+0.02","3.73","+9","+0.02","3.63","+9","+0.02"
"608","1709","和益","20","-0.2","-0.99","26W20","05/15","27.7","+69","+0.02","26.1","+127","+0.05","24.9","+127","+0.05"
"609","4183","福永生技","13.75","-0.05","-0.36","26W20","05/15","1.23","0","0","1.1","0","0","1.01","0","0"
"610","8935","邦泰","23.8","+0.05","+0.21","26W20","05/15","5.38","+139","+0.26","5.17","+22","+0.04","4.73","0","0"
"611","7768","頌勝科技","399","-7.5","-1.85","26W20","05/15","4.26","-132","-0.31","4.13","+629","+1.55","3.85","+629","+1.66"
"612","6965","中傑-KY","81.7","0","0","26W20","05/15","14.3","+99","+0.07","14.1","+94","+0.07","14.1","+94","+0.07"
"613","6534","正瀚-創","88.7","-2","-2.21","26W20","05/15","8.09","+310","+0.38","7.81","+310","+0.4","7.72","+1,119","+1.47"
"614","2911","麗嬰房","8.51","-0.29","-3.3","26W20","05/15","4.49","+69","+0.15","4.43","+69","+0.16","4.26","+10","+0.02"
"615","8255","朋程","163","-12","-6.86","26W20","05/15","5.31","+145","+0.27","5.17","+129","+0.25","5.09","+129","+0.25"
"616","1536","和大","48.65","-1.85","-3.66","26W20","05/15","9.07","+1,214","+1.36","8.47","-653","-0.77","8.12","-1,485","-1.8"
"617","2646","星宇航空","20.05","-0.45","-2.2","26W20","05/15","192","-677","-0.04","191","+1,160","+0.06","189","-502","-0.03"
"618","2201","裕隆","27.4","-1.3","-4.53","26W20","05/15","66.1","+3,633","+0.55","65","+1,706","+0.26","63.3","-123","-0.02"
"619","6469","大樹","74","-1.7","-2.25","26W20","05/15","6.73","-151","-0.22","6.48","-99.2","-0.15","6.39","-99.2","-0.16"
"620","6461","益得","15.8","-0.4","-2.47","26W20","05/15","10.6","+1,255","+1.2","9.94","+1","0","9.59","+1","0"
"621","1229","聯華","40.95","-1.05","-2.5","26W20","05/15","115","-5,651","-0.49","113","-4,053","-0.36","112","-3,948","-0.35"
"622","6949","沛爾生醫-創","677","+19","+2.89","26W20","05/15","4.56","+115","+0.25","4.36","+124","+0.29","4.18","+1,044","+2.56"
"623","6508","惠光","23.45","-0.6","-2.49","26W20","05/15","5.2","+73","+0.14","5.13","+73","+0.14","5.13","+73","+0.14"
"624","9935","慶豐富","19","-0.3","-1.55","26W20","05/15","10.1","-251","-0.25","9.33","-219","-0.23","8.91","-219","-0.25"
"625","6464","台數科","78.1","+0.1","+0.13","26W20","05/15","10.6","+109","+0.1","10.2","+105","+0.1","9.96","+67","+0.07"
"626","006207","復華滬深","32.53","-0.9","-2.69","26W20","05/15","0.27","-663","-19.8","0.21","+73.2","+3.66","0.21","+1,050","+103"
"627","1414","東和","17.35","+0.45","+2.66","26W20","05/15","17.2","+733","+0.43","16.7","+43.5","+0.03","16.4","+111","+0.07"
"628","2107","厚生","25.5","-0.5","-1.92","26W20","05/15","17.6","+896","+0.51","17.2","+888","+0.52","16.9","+888","+0.53"
"629","00924","復華S&P500成長","31.89","-0.71","-2.18","26W20","05/15","10.5","-165","-0.16","9.98","-176","-0.18","9.68","-1,176","-1.2"
"630","2605","新興","31","-1.1","-3.43","26W20","05/15","30.4","-3,617","-1.18","29.7","-2,199","-0.73","29","-1,160","-0.4"
"631","00764B","群益25年美債","27.76","-0.11","-0.39","26W20","05/15","147","+2,523","+0.17","147","+2,523","+0.17","147","+3,499","+0.24"
"632","6669","緯穎","5275","-385","-6.8","26W20","05/15","11.1","-728","-0.65","10.4","-3,398","-3.17","9.93","-3,651","-3.55"
"633","2606","裕民","68.2","-2.6","-3.67","26W20","05/15","62.3","+6,604","+1.07","61.7","+6,669","+1.09","61.1","+5,943","+0.98"
"634","3630","新鉅科","27.85","-1.75","-5.91","26W20","05/15","10.8","+199","+0.18","10.6","+44","+0.04","10.4","0","0"
"635","4564","元翎","15.6","-0.4","-2.5","26W20","05/15","9.05","-290","-0.32","8.63","-1,711","-1.94","8.17","+955","+1.18"
"636","4129","聯合","89.7","-0.6","-0.66","26W20","05/15","4.65","-501","-1.06","4.43","+250","+0.57","4.34","+252","+0.58"
"637","00739","元大MSCI A股","27.87","-1.04","-3.6","26W20","05/15","0.83","+120","+1.47","0.69","+120","+1.77","0.5","+120","+2.46"
