"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(萬張)","超過600張增減(張)","超過600張增減(%)","持股超過800張(萬張)","超過800張增減(張)","超過800張增減(%)","持股超過1千張(萬張)","超過1千張增減(張)","超過1千張增減(%)"
"601","3164","景岳","16.3","-0.2","-1.21","26W22","05/29","4.35","-44","-0.1","4.01","+42","+0.1","3.42","+40","+0.12"
"602","3265","台星科","172","-8","-4.44","26W22","05/29","8.55","+3,655","+4.47","8.22","+3,049","+3.85","7.96","+2,186","+2.82"
"603","9912","偉聯","12.55","0","0","26W22","05/29","3.21","+73","+0.23","3.08","+73","+0.24","3.08","+73","+0.24"
"604","1233","天仁","27.4","-0.3","-1.08","26W22","05/29","6.34","+65","+0.1","6.2","+65","+0.1","6.1","+65","+0.11"
"605","2542","興富發","41.9","-1.1","-2.56","26W22","05/29","131","+500","+0.04","128","-454","-0.04","126","+482","+0.04"
"606","2538","基泰","10","-0.1","-0.99","26W22","05/29","32","-1,646","-0.51","30.6","-444","-0.14","29.7","-480","-0.16"
"607","1472","三洋實業","89.1","-1","-1.11","26W22","05/29","3.89","+1.57","0","3.73","+1.57","0","3.63","+1.57","0"
"608","1709","和益","20","-0.2","-0.99","26W22","05/29","28","+2,462","+0.89","26.4","+1,821","+0.69","25.1","+1,819","+0.73"
"609","4183","福永生技","13.75","-0.05","-0.36","26W22","05/29","1.24","+34","+0.28","1.1","+34","+0.31","1.02","+34","+0.34"
"610","8935","邦泰","23.8","+0.05","+0.21","26W22","05/29","5.45","+318","+0.59","5.31","+318","+0.6","4.87","+314","+0.65"
"611","7768","頌勝科技","399","-7.5","-1.85","26W22","05/29","4.4","+738","+1.71","4.14","+49","+0.12","3.86","+49","+0.13"
"612","6965","中傑-KY","81.7","0","0","26W22","05/29","14.3","+58","+0.04","14.1","+58","+0.04","14.1","+58","+0.04"
"613","6534","正瀚-創","88.7","-2","-2.21","26W22","05/29","8.17","+625","+0.77","7.89","+625","+0.8","7.8","+632","+0.82"
"614","2911","麗嬰房","8.51","-0.29","-3.3","26W22","05/29","4.41","-908","-2.02","4.35","-908","-2.05","4.27","+7","+0.02"
"615","8255","朋程","163","-12","-6.86","26W22","05/29","5.46","+2,004","+3.81","5.04","-799","-1.56","4.87","-1,705","-3.38"
"616","1536","和大","48.65","-1.85","-3.66","26W22","05/29","8.77","-709","-0.8","8.23","-1,182","-1.42","7.97","-312","-0.39"
"617","2646","星宇航空","20.05","-0.45","-2.2","26W22","05/29","193","+4,345","+0.23","192","+5,799","+0.3","190","+3,015","+0.16"
"618","2201","裕隆","27.4","-1.3","-4.53","26W22","05/29","66.3","+2,361","+0.36","64.9","+2,662","+0.41","63.5","+2,159","+0.34"
"619","6469","大樹","74","-1.7","-2.25","26W22","05/29","6.71","-436","-0.65","6.39","-442","-0.69","6.3","-442","-0.7"
"620","6461","益得","15.8","-0.4","-2.47","26W22","05/29","10.6","+652","+0.62","9.94","0","0","9.59","0","0"
"621","1229","聯華","40.95","-1.05","-2.5","26W22","05/29","114","-2,492","-0.22","113","+142","+0.01","112","+2,064","+0.19"
"622","6949","沛爾生醫-創","677","+19","+2.89","26W22","05/29","4.56","-66.9","-0.15","4.36","-20","-0.05","4.18","-20","-0.05"
"623","6508","惠光","23.45","-0.6","-2.49","26W22","05/29","5.22","+86","+0.17","5.14","+65","+0.13","5.14","+65","+0.13"
"624","9935","慶豐富","19","-0.3","-1.55","26W22","05/29","10.1","+57","+0.06","9.32","-57","-0.06","8.9","-57","-0.06"
"625","6464","台數科","78.1","+0.1","+0.13","26W22","05/29","10.6","+675","+0.64","10.2","+59","+0.06","10","+59","+0.06"
