代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,100.5,-2.05,-2.0,26W22,05/28,-5,-424703,-16.7,-2.22,17,115772,1.1,0.61,-7,-262630,-7.3,-1.38,-5,-605735,-23.9,-3.17
6679,鈺太,316.5,-13.5,-4.09,26W22,05/28,2,454,7.13,0.83,8,232,0.89,0.42,-1,-113,-4.13,-0.21,2,439,6.9,0.8
3711,日月光投控,627.0,-15.0,-2.34,26W22,05/28,-7,-45077,-5.14,-1.02,7,25520,2.91,0.58,-2,-567,-0.21,-0.01,-2,-9235,-3.4,-0.21
6531,愛普*,1095.0,15.0,1.39,26W22,05/28,1,684,1.88,0.42,7,8215,3.05,5.04,-1,-106,-0.29,-0.06,3,2543,2.0,1.56
8210,勤誠,1325.0,-70.0,-5.02,26W22,05/28,-5,-6983,-10.5,-5.57,7,7917,7.57,6.32,-3,-239,-0.83,-0.19,-2,-1672,-13.3,-1.33
009803,玉山市值動能50,21.31,-0.61,-2.78,26W22,05/28,1,962,11.0,0.72,6,1855,3.06,1.38,-1,-1939,-22.2,-1.44,-1,-507,-5.8,-0.38
2330,台積電,2295.0,-5.0,-0.22,26W22,05/28,-5,-158565,-16.5,-0.61,6,57227,4.97,0.22,2,1652,0.53,0.01,1,3060,2.13,0.01
3026,禾伸堂,605.0,-3.0,-0.49,26W22,05/28,4,5898,4.04,3.56,6,11956,5.86,7.21,3,482,0.77,0.29,4,17549,12.0,10.6
2327,國巨*,742.0,41.0,5.85,26W22,05/28,-3,-39927,-4.9,-1.93,5,59281,4.74,2.86,5,7746,0.62,0.37,-1,-3229,-2.2,-0.16
2344,華邦電,144.0,-11.0,-7.1,26W22,05/28,1,82005,5.48,1.82,5,122343,2.15,2.72,1,2224,0.15,0.05,1,109371,7.31,2.43
3706,神達,83.1,-1.1,-1.31,26W22,05/28,-1,-6920,-7.96,-0.52,5,16147,4.19,1.22,-1,-260,-0.3,-0.02,-1,-2387,-2.75,-0.18
5269,祥碩,1440.0,-55.0,-3.68,26W22,05/28,-3,-2029,-5.02,-2.71,5,924,1.6,1.24,-1,-88,-1.0,-0.12,-1,-80,-0.91,-0.11
6223,旺矽,5915.0,-475.0,-7.43,26W22,05/28,-2,-153,-1.45,-0.16,5,872,2.81,0.89,-3,-119,-0.61,-0.12,1,8,0.2,0.01
8028,昇陽半導體,334.5,26.5,8.6,26W22,05/28,3,11937,5.25,6.65,5,5528,1.45,3.08,-2,-1167,-0.93,-0.65,3,14606,6.42,8.14
0056,元大高股息,48.83,-0.81,-1.63,26W22,05/28,2,75214,15.4,0.55,4,5555,0.43,0.04,5,376011,23.6,2.76,5,684945,42.9,5.02
00646,元大S&P500,74.1,-0.25,-0.34,26W22,05/28,1,6,0.05,0.0,4,1439,1.76,0.26,-2,-20213,-56.3,-3.63,-2,-19907,-55.5,-3.57
00935,野村臺灣新科技50,59.95,-2.15,-3.46,26W22,05/28,1,6083,4.52,0.95,4,2910,0.83,0.45,-7,-129834,-25.8,-20.2,-7,-131350,-26.1,-20.4
2393,億光,62.3,-0.4,-0.64,26W22,05/28,-3,-17245,-30.9,-3.89,4,2827,3.82,0.64,3,1250,2.24,0.28,-3,-15459,-27.7,-3.49
2412,中華電,136.5,-0.5,-0.36,26W22,05/28,-2,-34063,-20.2,-0.44,4,16660,6.06,0.21,4,2582,0.94,0.03,-1,-23198,-37.3,-0.3
2542,興富發,42.0,-1.1,-2.55,26W22,05/28,-1,-9693,-19.4,-0.45,4,3959,1.65,0.18,-1,-23,-0.05,0.0,-1,-6457,-12.9,-0.3
3374,精材,255.0,4.5,1.8,26W22,05/28,1,1603,2.04,0.59,4,858,0.23,0.32,-2,-2297,-1.5,-0.85,1,1104,1.41,0.41
4919,新唐,188.5,-18.0,-8.72,26W22,05/28,2,3834,1.15,0.91,4,8160,1.3,1.94,-1,-430,-0.26,-0.1,2,12834,3.85,3.06
5314,世紀*,61.2,-1.1,-1.77,26W22,05/28,-5,-5629,-5.41,-1.93,4,19,0.02,0.01,-5,-214,-0.21,-0.07,-5,-5828,-5.6,-2.0
5904,寶雅,557.0,0.0,0.0,26W22,05/28,-3,-625,-10.7,-0.59,4,389,4.89,0.37,3,116,2.0,0.11,1,84,5.64,0.08
6196,帆宣,496.0,-4.0,-0.8,26W22,05/28,2,1479,5.49,0.67,4,2458,3.61,1.12,-1,-71,-0.47,-0.03,2,3532,13.1,1.6
