代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.16,-0.32,-1.09,26W28,07/08,60,704268,44.5,107.0,0,0,0.0,0.0,-4,-17024,-18.1,-2.58,-1,-360,-5.85,-0.05
00717,富邦美國特別股,14.97,-0.01,-0.07,26W28,07/08,54,26155,60.0,20.7,0,0,0.0,0.0,-1,-46,-14.0,-0.04,19,15792,75.3,12.5
00857B,永豐20年美公債,23.14,-0.25,-1.07,26W28,07/08,35,188438,43.8,34.6,0,0,0.0,0.0,-1,-315,-6.62,-0.06,35,199771,46.5,36.7
00931B,統一美債20年,13.53,-0.15,-1.1,26W28,07/08,25,329042,53.1,15.6,0,0,0.0,0.0,-1,-1955,-22.4,-0.09,25,378754,61.1,17.9
00915,凱基優選高股息30,32.17,0.24,0.75,26W28,07/08,16,82489,14.1,15.6,0,0,0.0,0.0,70,1010393,43.2,191.0,70,1185990,50.7,224.0
00740B,富邦全球投等債,38.73,-0.43,-1.1,26W28,07/08,15,88884,45.4,4.11,0,0,0.0,0.0,-19,-122704,-38.7,-5.67,-1,-318,-4.33,-0.01
00772B,中信高評級公司債,33.68,-0.38,-1.12,26W28,07/08,15,115854,49.8,3.44,0,0,0.0,0.0,-1,-473,-6.13,-0.01,46,251226,41.0,7.45
00773B,中信優先金融債,36.06,-0.36,-0.99,26W28,07/08,15,28797,33.9,1.13,0,0,0.0,0.0,-4,-2335,-11.1,-0.09,36,50428,23.8,1.98
00950B,凱基A級公司債,14.1,-0.13,-0.91,26W28,07/08,15,220478,46.0,5.49,0,0,0.0,0.0,-2,-17862,-35.7,-0.44,-2,-12173,-24.3,-0.3
00757,統一FANG+,130.45,1.2,0.93,26W28,07/08,14,30708,19.2,11.0,0,0,0.0,0.0,2,3915,23.6,1.4,5,13484,27.9,4.82
00770,國泰北美科技,66.7,-0.6,-0.89,26W28,07/08,14,7588,20.2,9.55,0,0,0.0,0.0,4,1154,22.0,1.45,4,1443,27.5,1.82
00900,富邦特選高股息30,19.07,0.0,0.0,26W28,07/08,14,217174,26.0,13.1,0,0,0.0,0.0,14,310581,37.2,18.8,14,536255,64.2,32.5
00983A,主動中信ARK創新,12.34,-0.19,-1.52,26W28,07/08,14,75887,26.1,71.1,0,0,0.0,0.0,14,108271,37.3,101.0,14,184157,63.4,173.0
00983B,大華優利美公債20,15.64,-0.15,-0.95,26W28,07/08,12,1819,9.92,6.03,0,0,0.0,0.0,1,168,37.0,0.56,1,197,43.4,0.65
