排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,2426,鼎元,94.7,4.8,5.34,06/23,2.33,5.47,9.6,8.81,8.11,3.94,0.02,3.0,2.73,1.51,4.12,3.73
2,3715,定穎投控,180.0,-14.5,-7.46,06/23,-0.31,5.09,5.84,7.31,8.63,9.63,0.52,3.35,9.04,-6.02,,2.49
3,3060,銘異,39.45,-2.2,-5.28,06/23,0.88,3.23,5.06,6.68,9.88,12.0,11.2,14.0,10.6,11.5,8.78,14.1
4,8054,安國,124.5,11.0,9.69,06/23,4.02,6.16,6.79,6.63,6.64,6.12,5.77,3.85,5.39,5.52,5.67,2.84
5,00678,群益那斯達克生技,36.87,0.38,1.04,06/23,-0.09,1.35,2.59,5.65,2.08,3.4,7.23,4.75,19.2,20.3,,3.88
6,6213,聯茂,281.0,-27.0,-8.77,06/23,-0.02,3.58,4.77,5.56,6.98,7.51,-0.38,9.58,3.29,9.05,5.32,9.76
7,2449,京元電子,329.5,-9.5,-2.8,06/23,2.58,4.22,5.65,5.51,3.72,9.64,4.36,2.55,9.9,-5.76,-13.2,0.47
8,3374,精材,303.5,27.5,9.96,06/23,4.21,4.89,5.25,5.38,6.3,4.21,0.8,7.53,7.93,6.42,9.58,7.01
9,2369,菱生,44.55,4.05,10.0,06/23,1.56,3.86,4.99,4.97,4.92,5.8,8.85,8.63,9.81,7.32,7.37,9.27
10,3707,漢磊,100.5,9.0,9.84,06/23,2.32,4.81,4.76,4.48,5.47,0.64,7.88,9.8,11.4,9.91,7.71,9.93
11,6168,宏齊,34.2,3.1,9.97,06/23,2.49,5.94,6.63,4.45,4.8,1.68,4.5,3.4,2.91,0.13,0.46,3.77
12,8150,南茂,106.5,-7.5,-6.58,06/23,1.7,2.93,5.18,4.37,2.55,1.78,1.69,0.45,1.35,1.16,1.22,4.09
13,8261,富鼎,260.0,23.5,9.94,06/23,2.95,2.86,2.8,4.3,-0.71,-4.39,-1.83,-0.54,-0.57,-0.74,-0.77,-0.1
14,5425,台半,134.0,4.0,3.08,06/23,3.77,3.68,3.46,4.17,3.6,0.91,2.18,7.67,4.59,5.26,-2.3,8.06
15,1727,中華化,96.5,-5.5,-5.39,06/23,-0.43,2.5,1.35,3.81,4.27,-1.86,-2.2,-2.07,3.2,3.21,0.28,0.72
16,3035,智原,233.0,3.5,1.53,06/23,0.59,2.74,3.76,3.78,6.44,3.63,8.23,7.93,-1.6,-11.0,3.74,7.77
17,2316,楠梓電,217.5,-8.5,-3.76,06/23,2.32,1.87,2.21,3.56,4.58,4.83,9.17,6.72,10.6,11.5,30.9,7.11
18,2388,威盛,79.6,-4.8,-5.69,06/23,1.33,1.9,3.16,3.41,3.49,0.05,3.08,2.26,1.72,-6.22,-3.68,3.04
19,2340,台亞,43.55,0.75,1.75,06/23,0.9,1.81,2.84,3.36,3.7,2.97,2.46,4.1,2.49,-1.37,-2.94,4.34
20,00983A,主動中信ARK創新,11.79,-0.26,-2.16,06/23,0.38,0.81,1.96,3.33,16.4,21.7,42.5,42.9,38.4,,,42.1
21,6127,九豪,81.0,-4.3,-5.04,06/23,0.02,0.7,1.32,3.3,2.61,1.16,-1.73,6.47,4.75,4.56,5.28,6.41
22,2478,大毅,223.5,-12.0,-5.1,06/23,0.38,1.16,-0.99,3.29,1.99,2.14,6.85,8.46,11.6,12.3,15.5,8.43
23,2481,強茂,193.5,17.5,9.94,06/23,3.66,3.63,3.53,3.24,3.15,0.32,0.05,18.8,13.2,13.4,-2.84,19.1
24,4541,晟田,48.5,-2.5,-4.9,06/23,0.02,-0.36,0.61,3.05,4.4,4.36,6.48,8.34,7.0,8.52,7.2,9.11
25,4551,智伸科,245.0,19.0,8.41,06/23,0.35,1.66,2.62,3.02,4.25,5.71,7.63,8.38,8.11,8.52,10.7,8.28
