"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"601","1907","永豐餘","25.7","-0.4","-1.53","26W18","04/30","82.7","+0.03","81.5","-0.1","80.4","0"
"602","6492","生華科","43.4","+0.3","+0.7","26W18","04/30","26.1","+0.16","26.1","+0.16","25.1","+0.16"
"603","6672","騰輝電子-KY","213.5","-5","-2.29","26W18","04/30","23.1","+1.99","17.5","-0.71","17.5","-0.71"
"604","4119","旭富","42.3","-0.65","-1.51","26W18","04/30","44.1","0","42.4","0","41.5","0"
"605","6461","益得","15.65","-0.25","-1.57","26W18","04/30","58.5","-0.36","55.7","-0.02","53.8","-0.02"
"606","4538","大詠城","18.45","+0.05","+0.27","26W18","04/30","76.6","-0.01","72.9","-0.01","71.2","-0.01"
"607","2107","厚生","25.85","0","0","26W18","04/30","57.1","+0.17","55.8","+0.17","55.2","+0.17"
"608","5523","豐謙","30.4","0","0","26W18","04/30","89.6","+0.04","88.7","+0.04","87.5","+0.04"
"609","1104","環泥","29","0","0","26W18","04/30","70.9","+0.11","69.3","0","68.1","0"
"610","3062","建漢","24.9","-0.4","-1.58","26W18","04/30","24.6","-0.72","20.8","-1.11","19.7","-0.85"
"611","8040","九暘","96.5","+1.6","+1.69","26W18","04/30","48.5","-0.11","46.6","0","44.6","0"
"612","5263","智崴","102","+0.5","+0.49","26W18","04/30","48.4","+0.11","45.6","+0.04","45.6","+0.04"
"613","4108","懷特","12.2","-0.05","-0.41","26W18","04/30","26.9","0","25.5","0","23.6","0"
"614","1584","精剛","19.5","-0.05","-0.26","26W18","04/30","37.8","+0.06","37.2","+0.34","35.7","-0.01"
"615","6661","威健生技","16","-0.5","-3.03","26W18","04/30","61.5","+0.03","61.5","+0.03","61.5","+0.03"
"616","2231","為升","92.4","-0.6","-0.65","26W18","04/30","64.1","+0.14","62.5","+0.12","61.9","+0.12"
"617","9935","慶豐富","19.2","+0.3","+1.59","26W18","04/30","56.7","+0.16","52.5","+0.12","50.1","+0.12"
"618","4171","瑞基","17.3","-0.2","-1.14","26W18","04/30","31.1","+0.15","28.7","+0.15","25.7","-0.02"
"619","4178","永笙-KY","17.95","-0.25","-1.37","26W18","04/30","72.6","-7.17","69.3","-6.79","68.9","-6.75"
"620","8404","百和興業-KY","17.25","-0.2","-1.15","26W18","04/30","75.7","-0.31","74.2","-0.35","73.3","+0.08"
"621","6283","淳安","23.15","-1.25","-5.12","26W18","04/30","59.1","0","57.6","+0.04","55.9","0"
"622","8255","朋程","159.5","-3","-1.85","26W18","04/30","52.2","+0.62","50.9","-0.01","50.1","-0.01"
"623","5439","高技","346","-9.5","-2.67","26W18","04/30","48.5","-0.34","42.3","-0.94","37.5","-1"
"624","2605","新興","30.4","+0.1","+0.33","26W18","04/30","52.6","-0.24","51.2","-0.34","49.6","-0.36"
"625","4706","大恭","31.95","+0.55","+1.75","26W18","04/30","78.7","+0.02","77.8","-0.86","76.6","-0.86"
"626","2230","泰茂","26","-1","-3.7","26W18","04/30","41.3","+0.28","35.2","+1.4","27.2","+0.01"
