排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,8464,億豐,346.0,-0.5,-0.14,06/30,91.3,92.5,91.4,84.6,84.9,86.1,75.7,34.2,23.0,9.22,3.09,43.6
2,00870B,元大15年EM主權債,29.11,0.03,0.1,06/30,99.9,100.0,89.4,60.0,67.9,40.8,42.4,1.1,1.67,3.44,,1.07
3,2704,國賓,44.65,0.35,0.79,06/30,88.8,85.4,89.2,69.6,53.4,43.7,43.9,48.2,55.3,35.0,24.7,48.2
4,1590,亞德客-KY,1335.0,-20.0,-1.48,06/30,89.0,88.7,87.7,84.8,82.7,82.6,75.8,72.9,73.5,72.5,54.6,72.8
5,910322,康師傅-DR,20.2,-0.6,-2.88,06/30,88.2,85.7,84.6,77.7,67.4,71.1,56.1,31.7,17.8,2.9,1.14,32.8
6,2633,台灣高鐵,26.5,0.0,0.0,06/30,82.6,79.6,79.9,69.4,69.4,68.2,77.3,75.2,70.4,58.2,,75.3
7,2886,兆豐金,46.1,-0.1,-0.22,06/30,76.6,76.6,77.3,79.7,77.7,68.3,62.8,58.0,53.7,51.2,48.7,57.9
8,2360,致茂,2160.0,80.0,3.85,06/30,79.4,81.3,75.2,69.4,57.4,59.2,59.8,57.3,60.9,62.9,54.6,57.4
9,5871,中租-KY,117.5,2.5,2.17,06/30,76.5,73.0,75.0,73.1,73.3,61.8,59.8,54.3,52.2,58.9,55.7,54.8
10,2010,春源,23.7,0.05,0.21,06/30,69.5,72.5,74.4,60.2,52.7,42.0,40.4,34.3,32.6,32.0,20.7,34.4
11,5876,上海商銀,42.7,-0.1,-0.23,06/30,84.4,81.0,74.2,72.5,76.9,61.0,61.7,60.8,58.6,57.2,,60.9
12,2892,第一金,32.75,-0.25,-0.76,06/30,79.3,74.1,73.8,67.9,60.4,45.0,58.4,58.5,53.8,53.1,45.9,58.5
13,2412,中華電,141.5,-0.5,-0.35,06/30,83.0,73.6,73.6,69.4,66.7,58.8,53.6,49.4,46.8,42.4,40.4,49.4
14,2762,世界健身-KY,82.5,0.8,0.98,06/30,82.3,68.2,72.7,67.5,60.0,37.3,33.7,32.0,23.2,,,32.0
15,3045,台灣大,116.5,-1.5,-1.27,06/30,75.8,74.3,70.6,59.4,51.3,40.7,38.2,37.8,44.6,43.4,47.3,37.6
16,2891,中信金,71.0,0.7,1.0,06/30,74.8,66.1,70.3,68.2,60.4,56.7,55.7,58.2,53.1,50.5,48.8,58.2
17,2330,台積電,2410.0,40.0,1.69,06/30,68.8,71.2,70.2,75.0,68.1,67.7,62.7,63.4,58.0,57.4,60.1,63.5
18,2637,慧洋-KY,72.6,0.0,0.0,06/30,78.8,73.8,70.2,61.4,58.4,32.8,36.1,35.5,33.7,33.6,24.4,35.6
19,2207,和泰車,465.5,-13.0,-2.72,06/30,81.6,79.6,70.2,72.9,32.0,44.7,55.7,59.7,62.9,66.8,60.6,59.6
20,2347,聯強,91.1,-0.4,-0.44,06/30,86.0,76.1,70.0,59.4,54.3,65.3,60.2,50.9,57.4,53.8,49.3,51.2
21,2912,統一超,223.0,-1.0,-0.45,06/30,74.4,67.9,69.0,60.1,64.6,56.3,65.8,61.0,61.9,63.8,67.5,61.0
22,1216,統一,74.5,-1.2,-1.59,06/30,83.9,69.2,68.7,69.3,73.3,64.6,61.6,61.0,62.3,62.5,65.8,61.0
23,8415,大國鋼,34.8,-0.2,-0.57,06/30,90.2,70.8,68.2,48.2,49.4,39.3,28.8,18.4,12.5,3.96,,21.7
24,2383,台光電,5390.0,-60.0,-1.1,06/30,65.1,67.6,68.1,67.1,50.8,49.4,49.6,48.9,46.3,39.4,33.0,48.9
25,6605,帝寶,136.0,-3.0,-2.16,06/30,82.0,70.0,67.8,56.5,54.2,40.7,39.1,37.8,37.6,36.6,28.3,37.7
26,2881,富邦金,129.5,1.0,0.78,06/30,72.5,67.9,67.4,68.8,58.9,49.3,46.4,49.1,52.2,51.0,48.1,49.1
27,2890,永豐金,39.9,0.4,1.01,06/30,65.2,68.2,67.1,71.4,63.6,50.3,49.7,52.3,51.3,50.8,45.6,52.3
28,3034,聯詠,535.0,12.0,2.29,06/30,67.6,66.2,67.0,63.2,48.3,52.0,46.8,46.0,48.7,49.4,43.8,46.3
29,2903,遠百,23.0,-0.45,-1.92,06/30,65.9,61.7,66.0,63.2,60.6,43.0,49.8,43.0,43.8,40.4,32.7,42.8
30,2845,遠東銀,13.0,-0.1,-0.76,06/30,67.4,65.6,65.4,62.1,57.0,43.2,40.6,41.0,37.7,36.5,30.0,41.0
31,2538,基泰,9.86,0.0,0.0,06/30,86.5,73.2,65.2,47.0,33.2,24.8,22.1,22.7,28.5,26.8,19.9,22.7
32,2884,玉山金,34.45,-0.05,-0.14,06/30,55.3,62.9,65.0,70.7,63.6,53.5,53.2,55.3,56.3,51.9,49.9,55.3
33,1101,台泥,24.05,-0.1,-0.41,06/30,70.3,72.2,64.9,55.9,63.8,58.2,55.8,49.7,46.5,48.2,45.7,49.7
34,3702,大聯大,107.0,2.5,2.39,06/30,73.0,74.5,64.8,66.3,58.7,39.9,39.2,36.5,46.9,48.6,46.1,36.5
35,1726,永記,78.2,0.0,0.0,06/30,33.3,31.2,64.4,53.8,47.5,42.0,41.6,36.8,29.6,39.2,38.1,36.8
36,2362,藍天,41.65,0.45,1.09,06/30,62.1,67.1,64.4,59.2,46.7,36.6,35.6,36.2,35.7,26.2,26.2,36.2
37,2317,鴻海,251.0,4.5,1.83,06/30,49.6,62.0,63.9,62.5,62.7,50.8,39.9,43.0,38.3,39.7,40.7,43.1
38,9910,豐泰,70.0,-0.6,-0.85,06/30,69.2,67.1,63.6,58.5,36.4,44.7,52.2,31.9,27.3,13.2,4.47,37.2
39,9911,櫻花,82.8,-0.8,-0.96,06/30,81.7,70.8,63.4,53.4,52.8,47.5,41.6,21.3,17.5,3.9,1.6,25.4
40,4904,遠傳,105.0,-1.0,-0.94,06/30,72.5,66.5,63.0,65.7,67.3,65.6,66.8,63.4,57.6,56.1,56.6,63.5
41,2607,榮運,48.6,-0.05,-0.1,06/30,63.4,57.4,62.9,51.3,51.3,50.3,52.6,50.1,40.1,35.8,18.9,50.1
42,1307,三芳,34.3,-0.35,-1.01,06/30,79.0,69.4,62.8,56.3,43.3,28.2,34.0,33.2,40.9,32.1,26.7,33.1
43,2002,中鋼,18.8,-0.25,-1.31,06/30,82.2,72.1,62.6,55.6,32.7,38.4,39.8,40.4,43.4,46.1,36.4,40.4
44,1442,名軒,26.9,0.05,0.19,06/30,41.2,30.8,62.5,56.4,46.2,40.0,51.3,54.3,53.9,42.3,30.8,53.9
45,6121,新普,417.5,-0.5,-0.12,06/30,47.2,58.5,62.5,65.0,62.5,38.8,40.3,41.4,44.4,42.2,34.4,41.9
46,2597,潤弘,163.5,0.0,0.0,06/30,65.9,65.0,62.2,59.1,43.5,36.0,40.8,44.3,43.0,36.9,26.0,44.3
47,2395,研華,492.0,19.5,4.13,06/30,47.7,60.4,62.1,62.9,63.8,59.7,51.4,50.2,57.4,65.6,68.4,50.2
48,9917,中保科,105.5,-0.5,-0.47,06/30,72.4,59.6,61.8,52.4,54.8,47.8,44.0,23.7,16.5,4.7,2.35,30.4
49,9802,鈺齊-KY,72.7,-0.9,-1.22,06/30,65.9,62.5,61.6,57.9,54.2,40.9,42.4,22.9,13.4,4.15,1.03,32.4
50,2059,川湖,7360.0,250.0,3.52,06/30,66.0,62.8,61.6,54.9,49.6,48.5,46.8,44.6,46.4,36.1,34.6,44.6
51,9927,泰銘,68.8,0.5,0.73,06/30,54.6,43.6,61.6,46.4,35.2,32.6,34.5,18.2,7.12,1.32,0.27,22.3
52,1402,遠東新,28.5,-0.55,-1.89,06/30,56.7,57.4,61.3,61.4,54.9,52.6,59.7,57.4,57.4,54.5,47.5,57.4
53,2838,聯邦銀,22.65,0.4,1.8,06/30,66.7,66.2,61.2,55.4,60.4,47.5,49.7,42.4,45.1,44.3,34.6,42.4
54,2820,華票,17.65,-0.05,-0.28,06/30,59.0,56.7,61.1,49.6,36.0,27.9,29.8,31.4,28.6,25.6,24.9,31.4
55,2031,新光鋼,37.85,-0.45,-1.17,06/30,70.1,68.2,61.0,55.2,49.7,41.4,37.7,36.9,42.6,33.7,18.7,36.8
56,2034,允強,20.1,-0.05,-0.25,06/30,75.4,62.6,60.9,55.0,41.8,32.3,32.4,34.0,35.4,31.3,20.8,33.8
57,2423,固緯,71.7,-0.3,-0.42,06/30,71.1,60.4,60.8,56.8,40.4,34.8,32.2,34.2,31.8,26.5,15.6,34.3
58,1215,卜蜂,113.5,-2.0,-1.73,06/30,81.5,68.9,60.6,59.4,47.4,35.4,44.2,45.0,46.6,40.3,23.0,44.9
59,2379,瑞昱,806.0,23.0,2.94,06/30,64.2,61.9,60.4,61.9,49.4,56.6,54.4,54.9,56.5,53.8,47.9,54.8
60,3023,信邦,328.5,3.5,1.08,06/30,62.4,55.3,60.3,59.5,57.9,53.6,43.5,45.6,50.2,56.0,43.8,45.7
61,6146,耕興,191.0,-0.5,-0.26,06/30,77.5,70.1,60.3,47.6,28.6,40.5,35.8,35.9,39.4,39.2,42.2,35.8
62,2354,鴻準,55.3,0.5,0.91,06/30,47.9,57.6,59.9,47.8,49.2,36.6,33.8,34.3,32.0,26.2,29.1,34.4
63,9941,裕融,80.0,0.5,0.63,06/30,63.5,56.5,59.8,54.3,57.2,48.8,48.9,28.4,21.4,8.42,3.67,34.6
64,8938,明安,52.9,-0.2,-0.38,06/30,61.8,64.5,59.6,36.3,35.2,34.3,28.7,15.0,9.85,4.09,0.37,18.2
65,3057,喬鼎,19.3,-0.15,-0.77,06/30,51.3,53.7,59.2,44.9,38.2,29.0,19.0,17.7,14.4,11.9,7.04,17.8
66,6944,兆聯實業,977.0,-7.0,-0.71,06/30,69.8,65.0,59.0,55.5,52.0,42.4,38.1,18.8,11.1,,,23.9
67,2885,元大金,65.7,0.0,0.0,06/30,81.0,66.3,59.0,53.7,50.9,49.5,53.4,55.5,52.3,53.0,48.1,56.3
