排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,3481,群創,49.1,4.45,9.97,68443,05/25,-636,1566,5310,3192,1151.0,11430.0,10059.0,20249.0,21152.0,12630.0
2,9105,泰金寶-DR,7.42,0.67,9.93,19564,05/25,160,1051,1860,1860,1809.0,1853.0,1798.0,1811.0,1093.0,1733.0
3,3033,威健,49.2,-4.7,-8.72,43031,05/25,-587,-719,-411,1442,2308.0,2720.0,2605.0,2640.0,2321.0,2638.0
4,1802,台玻,73.9,3.4,4.82,185285,05/25,167,1376,1521,1414,649.0,1853.0,-6545.0,-4635.0,3150.0,-4752.0
5,6770,力積電,67.6,3.8,5.96,321963,05/25,588,1078,1172,1089,1442.0,1554.0,1975.0,-12635.0,3045.0,-13252.0
6,6282,康舒,63.1,5.7,9.93,83985,05/25,694,828,970,987,751.0,1003.0,631.0,469.0,1083.0,684.0
7,00631L,元大台灣50正2,34.56,2.0,6.14,203870,05/25,986,782,2163,985,1954.0,1285.0,15021.0,13924.0,12940.0,15462.0
8,3090,日電貿,236.5,21.5,10.0,4254,05/25,109,-155,191,971,1031.0,1048.0,1004.0,1018.0,971.0,971.0
9,4919,新唐,219.0,19.5,9.77,55368,05/25,-261,-756,-64,905,3154.0,3342.0,5100.0,5144.0,5098.0,5197.0
10,2436,偉詮電,80.5,2.9,3.74,18748,05/25,302,613,646,778,699.0,1090.0,2912.0,2995.0,2464.0,2998.0
11,6207,雷科,98.8,8.9,9.9,10084,05/25,-275,-549,94,758,2069.0,2358.0,2316.0,2348.0,2448.0,2363.0
12,2484,希華,54.2,4.9,9.94,41230,05/25,298,590,665,757,778.0,805.0,816.0,821.0,813.0,821.0
13,2312,金寶,36.4,3.3,9.97,66663,05/25,111,573,834,721,737.0,961.0,941.0,908.0,728.0,870.0
14,8021,尖點,464.0,42.0,9.95,9062,05/25,158,45,220,705,591.0,-433.0,839.0,-2919.0,1018.0,-1926.0
15,2356,英業達,65.4,5.9,9.92,135284,05/25,192,680,711,669,721.0,758.0,513.0,-593.0,-1256.0,496.0
16,2489,瑞軒,56.5,5.1,9.92,6707,05/25,49,207,477,631,127.0,495.0,371.0,897.0,832.0,897.0
17,6509,聚和,51.8,1.7,3.39,5477,05/25,6,222,588,630,700.0,731.0,711.0,700.0,727.0,735.0
18,6116,彩晶,13.0,1.15,9.7,43725,05/25,108,715,1072,562,1463.0,1716.0,1162.0,1712.0,1697.0,1562.0
19,2324,仁寶,34.65,3.15,10.0,279874,05/25,64,185,524,518,596.0,353.0,372.0,105.0,17.0,256.0
20,2002,中鋼,19.95,1.8,9.92,209932,05/25,504,504,507,489,495.0,454.0,314.0,369.0,434.0,305.0
21,4916,事欣科,101.5,3.2,3.26,25271,05/25,237,-197,202,480,720.0,715.0,464.0,534.0,-1021.0,457.0
22,8110,華東,50.1,0.95,1.93,12880,05/25,20,444,409,435,199.0,150.0,-4149.0,-4016.0,550.0,-6540.0
