"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"1","00715L","期街口布蘭特正2","53.6","+2.4","+4.69","26W23","06/05","47.8","+18.9","44.8","+20.6","43.4","+20.9"
"2","8093","保銳","18.7","+0.4","+2.19","26W23","06/05","65.7","+18.8","65.7","+18.8","64","+19.7"
"3","4513","福裕","15.5","-0.9","-5.49","26W23","06/05","50.8","+8.6","50.8","+8.6","50.2","+8.72"
"4","4967","十銓","277.5","+8.5","+3.16","26W23","06/05","27.2","+9.55","23.3","+7.33","21.5","+8.13"
"5","00962","台新AI優息動能","14.43","-0.03","-0.21","26W23","06/05","32.6","+6.53","32.6","+6.53","29.3","+7.43"
"6","4939","亞電","60.2","+0.1","+0.17","26W23","06/05","28.6","+4.91","28","+7.12","25.3","+6.97"
"7","1514","亞力","118","-1","-0.84","26W23","06/05","47.6","+5.2","44.5","+6.3","43.5","+6.96"
"8","3234","光環","109","-4","-3.54","26W23","06/05","33.1","+6.97","28.2","+6.92","25.7","+6.85"
"9","00916","國泰全球品牌50","27.28","-0.27","-0.98","26W23","06/05","24.9","+5.77","24.9","+5.77","21.7","+6.79"
"10","00920","富邦ESG綠色電力","25.05","-0.38","-1.49","26W23","06/05","15.6","+3.73","15.6","+6.78","5.85","+5.85"
"11","6805","富世達","1750","-5","-0.28","26W23","06/05","55","+3.67","50","+2.86","48.8","+5.8"
"12","00907","永豐優息存股","16.15","-0.01","-0.06","26W23","06/05","16.2","+5.46","15.8","+5.09","15.3","+5.61"
"13","00988A","主動統一全球創新","19.85","+0.03","+0.15","26W23","06/05","20.1","+4.59","18.5","+5.06","17.2","+5.26"
"14","00989B","台新美國非投等債","10.06","+0.03","+0.3","26W23","06/05","42.5","+3.29","41.3","+3.29","38","+4.83"
"15","6282","康舒","57.2","-1.3","-2.22","26W23","06/05","54.5","+5.08","53.2","+5.02","52.3","+4.59"
"16","3324","雙鴻","998","-12","-1.19","26W23","06/05","44.3","+2.65","39.1","+4.3","32.3","+4.52"
"17","6225","天瀚","23.1","-0.45","-1.91","26W23","06/05","57.5","+1.07","55.2","+1.07","55.2","+4.51"
