"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"1","5274","信驊","櫃","05/13","","17820","-185","-1.03","320","5,664","18005","17815","18100","17390","3.94","151","113.01","","","","",""
"2","6515","穎崴","市","05/13","","9875","-75","-0.75","393","3,848","9950","9900","10150","9580","5.73","201","54.78","","","","",""
"3","7769","鴻勁","市","05/13","","7440","+570","+8.3","2,412","17,535","6870","6840","7555","6840","10.4","98.3","23.06","","","","",""
"4","6223","旺矽","櫃","05/13","","5720","+240","+4.38","3,023","16,757","5480","5490","5820","5315","9.22","171","38.44","","","","",""
"5","6669","緯穎","市","05/13","","5580","-210","-3.63","2,876","16,138","5790","5555","5800","5500","5.18","18.7","7.4","","","","",""
"6","3443","創意","市","05/13","","5330","-240","-4.31","2,748","14,424","5570","5405","5455","5050","7.27","160","48.98","","","","",""
"7","2059","川湖","市","05/13","","5250","-195","-3.58","419","2,173","5445","5350","5350","5005","6.34","46.3","15.87","","","","",""
"8","2383","台光電","市","05/13","","4930","+30","+0.61","1,934","9,491","4900","4880","5000","4800","4.08","107","36.85","","","","",""
"9","3661","世芯-KY","市","05/13","","4780","-530","-9.98","3,610","17,549","5310","5115","5135","4780","6.69","69.9","9.03","","","","",""
"10","7734","印能科技","櫃","05/13","","4375","+395","+9.92","965","4,038","3980","3900","4375","3740","16","110","17.73","","","","",""
"11","3529","力旺","櫃","05/13","","3920","-195","-4.74","1,558","6,094","4115","3990","4115","3800","7.65","143","65.96","","","","",""
"12","6510","精測","櫃","05/13","","3775","-85","-2.2","803","3,000","3860","3800","3855","3660","5.05","111","12.62","","","","",""
"13","3653","健策","市","05/13","","3530","-390","-9.95","1,282","4,566","3920","3800","3800","3530","6.89","97.6","24.45","","","","",""
"14","2454","聯發科","市","05/13","","3495","-205","-5.54","9,694","34,292","3700","3625","3680","3400","7.57","52.8","13.93","","","","",""
"15","3131","弘塑","櫃","05/13","","3025","-115","-3.66","407","1,230","3140","3120","3120","2940","5.73","66.5","18.33","","","","",""
"16","3008","大立光","市","05/13","","2850","+55","+1.97","4,370","12,315","2795","2870","2870","2735","4.83","17.9","2.02","","","","",""
"17","3081","聯亞","櫃","05/13","","2835","-220","-7.2","2,959","8,470","3055","2965","3050","2750","9.82","372","61.87","","","","",""
"18","7750","新代","市","05/13","","2765","-305","-9.93","1,115","3,181","3070","2950","3050","2765","9.28","78.7","17.44","","","","",""
"19","8299","群聯","櫃","05/13","","2620","-105","-3.85","8,872","23,171","2725","2645","2660","2565","3.49","25.4","7.82","","","","",""
"20","3533","嘉澤","市","05/13","","2595","-205","-7.32","4,275","11,174","2800","2700","2745","2545","7.14","37","7.56","","","","",""
"21","3017","奇鋐","市","05/13","","2585","+65","+2.58","6,259","16,048","2520","2545","2625","2500","4.96","52.6","22.73","","","","",""
"22","3665","貿聯-KY","市","05/13","","2500","-275","-9.91","1,079","2,699","2775","2500","2500","2500","0","53.7","10.45","","","","",""
"23","2345","智邦","市","05/13","","2435","-90","-3.56","3,870","9,581","2525","2510","2555","2435","4.75","46.1","20.84","","","","",""
"24","2360","致茂","市","05/13","","2405","-35","-1.43","2,559","6,135","2440","2465","2465","2345","4.92","86.8","31.94","","","","",""
