單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,641,564,657","8,674,174,285","2,967,390,372"
自營商(避險),"26,616,576,338","25,390,061,942","1,226,514,396"
投信,"26,027,075,350","20,690,125,434","5,336,949,916"
外資及陸資(不含外資自營商),"357,394,498,961","350,436,585,686","6,957,913,275"
外資自營商,0,0,0
合計,"421,679,715,306","405,190,947,347","16,488,767,959"
