"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"216","3594","磐儀","49.7","-5.5","-9.96","2,839","05/15","+4","+17","+16","+17","+18","-6","+19","+18","+20","+19"
"217","6290","良維","271","-6","-2.17","6,149","05/15","-4","+33","+27","+17","-12","+41","-277","-620","-544","-288"
"218","6742","澤米","44","+1.55","+3.65","3,992","05/15","+17","+17","+16","+17","+17","+12","-8","-60","+9","-11"
"219","2610","華航","18.5","-0.05","-0.27","23,304","05/15","0","+1","+7","+16","-371","-1,451","+2","-213","-113","-530"
"220","5469","瀚宇博","79.6","-1.6","-1.97","3,361","05/15","+13","+12","+4","+16","+21","+74","-18","-535","-18","-281"
"221","6202","盛群","53.3","-1.9","-3.44","2,490","05/15","+32","+32","+15","+16","+18","+37","-138","+2","+20","+13"
"222","00637L","元大滬深300正2","21.75","-0.58","-2.6","32,274","05/15","-83","-225","-180","+15","+217","+2,567","+3,912","-3,404","+7,552","-1,804"
"223","00999A","主動野村臺灣高息","10.26","-0.29","-2.75","97,928","05/15","+15","+15","-19","+15","+17","","","","",""
"224","1582","信錦","99.4","+1.6","+1.64","12,706","05/15","-1","+13","+15","+15","+14","-28","+26","-59","+22","+26"
"225","3017","奇鋐","2455","-100","-3.91","6,647","05/15","+1","-6","+2","+15","-23","+6","-341","-304","-717","-387"
"226","3484","崧騰","42.35","-0.35","-0.82","325","05/15","0","0","0","+15","+15","+23","+12","+12","+18","+12"
"227","4977","眾達-KY","226.5","-9","-3.82","7,830","05/15","+24","-147","-159","+15","+29","+56","-834","-2","+4","-199"
"228","6227","茂綸","124.5","+11","+9.69","2,633","05/15","+13","+11","+14","+15","+17","+15","+19","+9","-362","+18"
"229","6485","點序","98.2","+8.9","+9.97","1,408","05/15","+7","+15","+13","+15","+9","+24","-42","-84","+20","-39"
"230","6499","益安","83.6","-0.1","-0.12","610","05/15","0","0","+2","+15","+18","+18","+2","-16","-809","-24"
"231","00955","中信日本商社","16.49","-0.12","-0.72","9,968","05/15","+3","+4","+11","+14","+6","+10","-1,250","+15","+24","+14"
"232","2365","昆盈","36.65","+1.35","+3.82","12,153","05/15","+24","+32","+17","+14","-29","+47","-123","-231","-974","-181"
"233","2369","菱生","29.7","-0.55","-1.82","7,721","05/15","+22","+20","+10","+14","+10","-5","-116","-253","+28","-195"
"234","2419","仲琦","28.65","-0.7","-2.39","2,091","05/15","-9","-5","+13","+14","+9","-56","-30","-6","+18","-5"
"235","3032","偉訓","80.4","+0.3","+0.37","2,522","05/15","-6","-8","+2","+14","+16","+15","-23","-77","-40","-12"
"236","3289","宜特","167","-1","-0.6","3,923","05/15","+11","+10","+2","+14","+13","-63","+21","+24","+24","+18"
"237","6188","廣明","84.3","+1.2","+1.44","5,072","05/15","0","-1","+9","+14","+10","+11","+1","-81","-109","-6"
"238","6472","保瑞","353","-10","-2.75","4,213","05/15","-423","-8","+10","+14","+19","+17","+21","-78","-16","-29"
"239","7788","松川精密","206","0","0","3,463","05/15","+5","+12","+12","+14","+16","","","","",""
"240","8044","網家","25.55","+2.3","+9.89","3,549","05/15","+5","+7","+7","+14","+46","+53","-50","-47","+20","-47"
"241","00935","野村臺灣新科技50","53.2","-1.5","-2.74","13,500","05/15","+12","+12","+4","+13","+15","+36","+52","+68","+47","+64"
"242","009802","富邦旗艦50","17.3","-0.3","-1.7","13,303","05/15","+7","-1","+9","+13","+14","+14","+13","+14","-24","+14"
"243","2385","群光","123.5","-3","-2.37","4,622","05/15","-2","-2","-27","+13","+17","+17","+7","+1","-4","+14"
"244","3008","大立光","3445","+310","+9.89","3,089","05/15","+7","+12","+11","+13","+11","+7","+2","+9","+8","-14"
"245","3339","泰谷","48.05","-0.7","-1.44","3,098","05/15","+10","+16","-18","+13","+24","+43","-45","-56","-12","-15"
"246","3630","新鉅科","25.6","+0.45","+1.79","1,842","05/15","+1","+3","+3","+13","+11","+30","+10","+2","+3","+27"
"247","5225","東科-KY","70.3","-0.5","-0.71","357","05/15","0","0","+14","+13","+13","+12","+8","-23","-49","-19"
"248","3276","宇環","14.75","-0.65","-4.22","509","05/15","0","0","0","+12","+13","+13","+13","+13","+12","+12"
"249","3360","尚立","14.9","-0.85","-5.4","1,339","05/15","-30","-1","-7","+12","+12","+9","-14","-7","+13","+8"
"250","5443","均豪","131","+5","+3.97","15,708","05/15","+11","-37","-3","+12","-52","+4","+38","-33","-70","+34"
"251","6237","驊訊","45.7","-2.05","-4.29","8,190","05/15","+2","+8","+8","+12","+14","+14","+7","-30","-31","-11"
"252","8096","擎亞","95.9","-1.2","-1.24","11,235","05/15","-22","-1","-19","+12","+57","-481","-233","-379","-4,080","-2"
"253","1227","佳格","28.5","-0.05","-0.18","899","05/15","+11","+11","+11","+11","+11","+11","+11","+11","+11","+11"
"254","1305","華夏","12.5","-0.15","-1.19","3,002","05/15","+3","0","+2","+11","+196","-510","-61","+253","+242","-21"
"255","2374","佳能","82.2","+1.9","+2.37","33,320","05/15","+7","+7","-3","+11","-23","+38","-82","-795","-679","-107"
"256","4414","如興","9.35","-1","-9.66","2,724","05/15","+11","+11","+11","+11","+11","+11","+1","-34","+11","-34"
"257","5536","聖暉*","1025","+15","+1.49","2,778","05/15","+1","+10","+11","+11","+9","+4","+22","-6","0","-21"
"258","00635U","期元大S&P黃金","48.05","-1.17","-2.38","6,026","05/15","0","+1","+1","+10","-337","-351","-372","+45","+42","+54"
"259","1616","億泰","20.7","-0.85","-3.94","1,106","05/15","+7","+10","+10","+10","+10","+10","-17","-91","-36","+2"
"260","1904","正隆","20.35","+0.4","+2.01","8,051","05/15","+2","+7","+10","+10","+9","+5","+7","+9","+4","+9"
"261","3483","力致","87.7","+0.7","+0.8","1,123","05/15","+5","+8","+8","+10","-5","+9","-5","-195","-535","-8"
"262","3687","歐買尬","62.5","-0.5","-0.79","91","05/15","+10","+10","+10","+10","+11","+11","-77","-146","-8","-156"
"263","6418","詠昇","30","-1","-3.23","243","05/15","+5","+11","+11","+10","+4","+5","-23","-140","+10","-48"
"264","6516","勤崴國際","56.7","+0.5","+0.89","109","05/15","0","0","+10","+10","+10","+10","+10","+9","+5","+10"
"265","6533","晶心科","227","-6.5","-2.78","978","05/15","+13","+9","+4","+10","-2","+21","+22","-766","-13","+14"
"266","6657","華安","39.05","-0.75","-1.88","193","05/15","+10","+10","+10","+10","+9","+10","+10","-7","+10","+4"
"267","8050","廣積","47","-2.05","-4.18","1,644","05/15","+4","+8","+10","+10","+10","+4","+4","-11","+8","-36"
"268","00995A","主動中信台灣卓越","16.33","-0.73","-4.28","13,384","05/15","+7","+7","+6","+9","+9","+18","+20","","",""
"269","1477","聚陽","218","-5","-2.24","3,267","05/15","+1","+6","+9","+9","+4","+4","+6","+5","-25","+6"
"270","2241","艾姆勒","34.3","+1.45","+4.41","3,589","05/15","+1","+3","+4","+9","+8","+10","+6","-76","+3","-54"
"271","2323","中環","9.76","-0.24","-2.4","12,266","05/15","+1","+21","+12","+9","+10","+13","-65","-28","-64","-171"
"272","3413","京鼎","325.5","+4.5","+1.4","6,509","05/15","+9","+9","+9","+9","+9","+7","0","-8","-163","-1"
"273","3447","展達","36.25","-0.05","-0.14","274","05/15","+9","+9","+9","+9","-1","+8","-35","-41","-11","+1"
"274","3535","晶彩科","122.5","+0.5","+0.41","5,113","05/15","+39","+18","-3","+9","+10","-111","-1,203","-1,590","-2","-1,858"
"275","5321","美而快","24.25","+1","+4.3","314","05/15","0","+9","+9","+9","+7","+14","-16","+12","-9","-19"
"276","6275","元山","46.85","-0.2","-0.43","458","05/15","0","-7","+2","+9","+8","+26","+14","+24","+17","+8"
"277","6913","鴻呈","138","+7","+5.34","1,238","05/15","+9","+9","+8","+9","+9","+2","+9","+8","+9","0"
"278","7402","邑錡","101","-0.5","-0.49","496","05/15","+4","+6","-7","+9","+26","+29","-14","-145","-11","-32"
"279","7722","LINEPAY","259","-4","-1.52","164","05/15","+2","+7","+7","+9","+7","+6","+10","+10","","+10"
"280","8261","富鼎","134.5","-1.5","-1.1","8,270","05/15","+2","+1","+1","+9","+17","+22","+11","+21","+19","-12"
"281","00994A","主動第一金台股優","16.93","-0.77","-4.35","18,746","05/15","+8","+8","+8","+8","+8","+8","+9","","",""
"282","1310","台苯","7.9","-0.14","-1.74","3,379","05/15","-8","+8","-349","+8","+8","-74","+4","-5","+8","0"
"283","1316","上曜","10.6","-0.55","-4.93","4,401","05/15","+9","+9","+9","+8","+11","+1","+4","-210","-265","-698"
"284","2439","美律","83.7","-0.5","-0.59","1,430","05/15","+7","+6","+7","+8","+3","+10","+9","-23","-49","-6"
"285","2461","光群雷","15.5","-0.6","-3.73","761","05/15","+5","+7","+10","+8","+8","+1","+10","+10","+10","+7"
"286","2467","志聖","587","-23","-3.77","2,794","05/15","-15","-19","-35","+8","-157","-805","-42","+15","-41","-114"
"287","2642","宅配通","20.55","-0.5","-2.38","171","05/15","+8","+8","+8","+8","+8","+5","+8","+5","+6","+8"
"288","3219","倚強科","89.2","+8.1","+9.99","2,248","05/15","+5","+5","+2","+8","+8","+11","-27","-7","-28","-67"
"289","4909","新復興","49.2","-2.5","-4.84","1,595","05/15","+4","-1","-3","+8","+109","-52","-2,062","-2,343","-4,976","-2,845"
"290","4912","聯德控股-KY","105.5","+1","+0.96","2,228","05/15","-4","+2","+7","+8","+14","+15","+14","+14","+14","+13"
"291","6020","大展證","21","-0.5","-2.33","65","05/15","+1","+1","+1","+8","+8","+8","+8","+8","+8","+8"
"292","6269","台郡","57","-2","-3.39","3,899","05/15","+3","+18","-4","+8","+13","-9","-74","-145","-354","-148"
"293","6756","威鋒電子","98.8","-3.2","-3.14","817","05/15","+1","+1","+1","+8","+7","+9","+6","-28","+8","+3"
"294","8071","能率網通","19","+0.7","+3.83","3,467","05/15","+3","+13","+13","+8","+13","+10","+8","-3","+8","-2"
"295","9906","欣巴巴","31.9","-1.05","-3.19","303","05/15","0","0","+8","+8","+8","+8","+6","-31","+8","-39"
"296","1325","恆大","26.45","-0.55","-2.04","257","05/15","0","0","-1","+7","+13","-6","-117","-268","-167","-141"
"297","1439","雋揚","24.95","-0.65","-2.54","38","05/15","+7","+7","+7","+7","+7","+7","+7","+7","+7","+7"
"298","1762","中化生","35.85","-1.15","-3.11","763","05/15","+1","-1","+7","+7","+12","+9","+12","-16","+11","+2"
"299","2331","精英","19.35","-0.55","-2.76","3,134","05/15","+1","-4","+5","+7","+10","-2","-318","-50","-136","-107"
"300","3138","耀登","148.5","-4.5","-2.94","1,235","05/15","+7","+8","+5","+7","-13","-9","-1,334","+12","+12","-21"
