代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.5,-0.41,-1.37,26W27,07/01,59,702373,44.6,107.0,0,0,0.0,0.0,-3,-14267,-17.0,-2.17,25,336501,45.9,51.2
00717,富邦美國特別股,14.77,-0.02,-0.14,26W27,07/01,53,25769,60.0,20.4,0,0,0.0,0.0,2,272,24.7,0.21,18,15469,75.9,12.2
00857B,永豐20年美公債,23.39,-0.34,-1.43,26W27,07/01,34,185171,43.8,34.0,0,0,0.0,0.0,7,13949,17.4,2.56,34,196990,46.6,36.2
00931B,統一美債20年,13.7,-0.19,-1.37,26W27,07/01,24,323515,53.3,15.3,0,0,0.0,0.0,1,2269,22.5,0.11,24,375924,61.9,17.8
00984B,大華優利美A債15,16.54,-0.17,-1.02,26W27,07/01,16,102686,42.5,76.7,0,0,0.0,0.0,-1,-267,-6.66,-0.2,-1,-226,-5.64,-0.17
00915,凱基優選高股息30,32.32,-0.16,-0.49,26W27,07/01,15,82219,14.6,15.4,0,0,0.0,0.0,69,1007298,43.5,189.0,69,1182626,51.1,222.0
00740B,富邦全球投等債,38.98,-0.42,-1.07,26W27,07/01,14,82575,45.0,3.83,0,0,0.0,0.0,-18,-116324,-38.2,-5.39,1,571,6.6,0.03
00772B,中信高評級公司債,33.96,-0.41,-1.19,26W27,07/01,14,111743,50.6,3.29,0,0,0.0,0.0,5,7862,9.88,0.23,45,247907,41.2,7.29
00773B,中信優先金融債,36.26,-0.34,-0.93,26W27,07/01,14,27493,34.0,1.08,0,0,0.0,0.0,-3,-1427,-8.41,-0.06,35,50033,24.1,1.96
00862B,中信投資級公司債,31.93,-0.39,-1.21,26W27,07/01,14,8497,26.9,0.96,0,0,0.0,0.0,1,34,4.13,0.0,28,4984,8.11,0.56
00948B,中信優息投資級債,9.57,-0.12,-1.24,26W27,07/01,14,450515,55.9,11.2,0,0,0.0,0.0,7,47106,9.38,1.17,49,1797957,58.2,44.8
00959B,大華投等美債15Y+,9.51,-0.1,-1.04,26W27,07/01,14,59338,44.0,11.5,0,0,0.0,0.0,-1,-349,-8.04,-0.07,9,55830,60.8,10.8
00966B,統一ESG投等債15+,14.16,-0.14,-0.98,26W27,07/01,14,20304,27.5,17.0,0,0,0.0,0.0,-2,-670,-7.06,-0.56,-1,-364,-9.67,-0.3
00757,統一FANG+,126.5,-0.5,-0.39,26W27,07/01,13,27765,18.7,9.67,0,0,0.0,0.0,1,716,15.4,0.25,4,7340,20.2,2.56
00770,國泰北美科技,69.1,0.95,1.39,26W27,07/01,13,7514,20.6,9.4,0,0,0.0,0.0,3,1196,28.2,1.5,3,1411,33.2,1.76
00900,富邦特選高股息30,19.32,0.11,0.57,26W27,07/01,13,214890,26.6,12.9,0,0,0.0,0.0,13,299027,37.0,18.0,13,522417,64.6,31.5
00909,國泰數位支付服務,48.09,-1.01,-2.06,26W27,07/01,13,52931,22.9,49.4,0,0,0.0,0.0,13,47129,20.4,44.0,13,100060,43.3,93.3
00983A,主動中信ARK創新,12.35,0.01,0.08,26W27,07/01,13,71851,26.0,57.2,0,0,0.0,0.0,13,101807,36.9,81.0,13,173658,62.9,138.0
00636,國泰中國A50,28.88,-0.15,-0.52,26W27,07/01,11,4666,11.5,4.67,0,0,0.0,0.0,-1,-11,-0.42,-0.01,22,37383,33.1,37.4
00795B,中信美國公債20年,27.24,-0.38,-1.38,26W27,07/01,11,151047,37.2,9.47,5,350,0.2,0.02,1,7954,35.9,0.5,15,221546,37.9,13.9
00933B,國泰10Y+金融債,16.19,-0.14,-0.86,26W27,07/01,11,175307,28.0,2.7,0,0,0.0,0.0,7,78722,18.9,1.21,14,339877,45.2,5.24
00853B,統一美債10年Aa-A,27.86,-0.35,-1.24,26W27,07/01,10,2675,5.11,1.46,0,0,0.0,0.0,1,295,8.59,0.16,40,28248,12.5,15.5
00401A,主動摩根台灣鑫收,13.69,0.09,0.66,26W27,07/01,9,42511,10.2,17.6,0,0,0.0,0.0,1,2628,18.3,1.09,5,16610,10.2,6.87
00731,復華富時高息低波,88.35,-0.55,-0.62,26W27,07/01,9,3562,10.1,16.1,0,0,0.0,0.0,10,2247,5.84,10.2,73,49105,17.9,222.0
