單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,836,616,605","8,003,013,085","2,833,603,520"
自營商(避險),"36,314,156,170","42,407,347,946","-6,093,191,776"
投信,"36,661,548,225","29,065,340,923","7,596,207,302"
外資及陸資(不含外資自營商),"344,107,789,450","421,890,402,065","-77,782,612,615"
外資自營商,0,0,0
合計,"427,920,110,450","501,366,104,019","-73,445,993,569"
