排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00657,國泰日經225,78.15,-1.1,-1.39,26W28,07/09,19.1,4.03,19.1,4.03,19.1,19.1
2,00681R,元大美債20反1,21.39,0.06,0.28,26W28,07/09,85.1,0.11,75.8,0.11,75.8,12.8
3,009807,台新標普科技精選,16.76,0.12,0.72,26W28,07/09,43.9,0.26,43.9,0.26,37.1,6.98
4,3663,鑫科,78.4,-0.1,-0.13,26W28,07/09,64.3,5.72,64.3,5.72,64.3,6.49
5,00633L,富邦上証正2,48.41,-1.94,-3.85,26W28,07/09,27.1,5.74,24.2,5.92,20.3,6.03
6,00951,台新日本半導體,19.65,-0.04,-0.2,26W28,07/09,19.8,6.15,18.8,6.26,16.6,5.99
7,2243,宏旭-KY,49.9,-1.1,-2.16,26W28,07/09,64.0,4.92,60.6,8.8,53.7,5.94
8,4989,榮科,82.7,-9.1,-9.91,26W28,07/09,31.9,3.91,30.4,4.84,29.0,5.42
9,00859B,群益0-1年美債,41.18,-0.04,-0.1,26W28,07/09,29.1,4.81,29.1,4.81,29.1,4.81
10,00877,復華中國5G,41.88,-2.0,-4.56,26W28,07/09,17.5,5.4,14.3,5.17,11.9,4.6
11,00637L,元大滬深300正2,20.1,-0.75,-3.6,26W28,07/09,51.2,4.13,46.6,4.25,42.4,4.5
12,00997A,主動群益美國增長,12.07,-0.08,-0.66,26W28,07/09,18.7,4.33,17.5,4.25,15.8,4.33
13,00700,富邦恒生國企,16.58,0.13,0.79,26W28,07/09,8.33,1.47,4.31,1.52,4.31,4.31
14,6877,鏵友益,130.0,-2.5,-1.89,26W28,07/09,69.2,0.17,60.4,0.17,56.6,4.16
15,00984D,主動聯博全球非投,10.15,-0.01,-0.1,26W28,07/09,35.2,3.59,31.2,3.19,27.2,3.99
16,4127,天良,72.0,-2.0,-2.7,26W28,07/09,67.9,-1.44,60.3,0.0,58.6,3.59
17,5425,台半,117.5,-13.0,-9.96,26W28,07/09,43.2,2.52,41.7,3.15,40.2,3.56
18,00715L,期街口布蘭特正2,39.3,0.52,1.34,26W28,07/09,35.0,3.87,32.7,3.19,32.0,3.27
19,6593,台灣銘板,34.0,0.15,0.44,26W28,07/09,36.7,1.94,32.4,0.05,29.8,3.19
20,5351,鈺創,100.0,1.8,1.83,26W28,07/09,32.9,3.76,30.8,3.41,28.7,3.18
21,00988B,玉山嚴選非投債,19.97,-0.03,-0.15,26W28,07/09,17.5,2.87,17.5,2.87,13.7,3.15
22,8033,雷虎,249.5,22.5,9.91,26W28,07/09,37.8,3.28,36.2,3.64,33.5,3.07
23,4931,新盛力,237.0,-18.0,-7.06,26W28,07/09,28.3,4.24,25.2,4.22,21.1,2.9
24,6727,亞泰金屬,465.5,-51.5,-9.96,26W28,07/09,18.1,3.34,12.7,2.87,9.41,2.87
25,00404A,主動聯博動能50,9.82,-0.07,-0.71,26W28,07/09,18.5,3.23,18.2,3.04,17.3,2.82
26,5371,中光電,95.3,2.1,2.25,26W28,07/09,43.5,1.72,42.9,2.51,42.2,2.78
27,00763U,期街口道瓊銅,33.0,0.41,1.26,26W28,07/09,43.6,1.45,42.1,2.76,40.1,2.76
28,00998A,主動復華金融股息,17.16,0.04,0.23,26W28,07/09,35.9,1.98,35.0,2.34,35.0,2.73
