排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,00755B,群益投資級公用債,31.9,-0.18,-0.56,05/20,40.6,28.3,36.9,42.2,43.4,28.7,12.8,6.98,3.52,0.64,,8.86
2,2606,裕民,64.5,1.0,1.57,05/20,0.3,2.64,2.66,35.6,30.2,23.1,12.5,8.26,7.94,5.05,2.85,13.0
3,2882,國泰金,77.9,0.1,0.13,05/20,3.49,25.7,28.6,32.0,24.5,21.0,12.5,15.7,8.73,5.05,2.47,12.7
4,3665,貿聯-KY,1965.0,-25.0,-1.26,05/20,26.8,24.4,19.0,24.6,19.7,14.0,9.04,8.7,6.53,5.24,3.86,10.4
5,2887,台新新光金,23.9,0.3,1.27,05/20,7.18,21.1,18.0,24.6,38.1,35.8,15.6,9.06,5.65,4.05,2.2,12.2
6,2881,富邦金,95.8,-1.4,-1.44,05/20,1.56,7.01,11.0,24.5,19.3,17.2,11.7,12.4,7.43,4.54,2.15,13.3
7,2880,華南金,32.05,-0.15,-0.47,05/20,0.85,21.9,23.5,21.4,13.5,18.2,10.0,8.66,10.4,5.65,2.25,8.91
8,2062,橋椿,18.55,-0.25,-1.33,05/20,25.1,25.5,19.6,18.8,13.9,7.0,4.09,2.88,2.43,0.32,0.56,2.56
9,9938,百和,43.4,-0.6,-1.36,05/20,25.2,15.2,11.2,18.8,9.52,4.21,2.67,1.36,0.65,0.16,0.1,3.57
10,7402,邑錡,93.2,-0.5,-0.53,05/20,19.2,27.6,21.4,17.6,9.13,4.98,1.6,0.51,0.18,0.06,0.06,0.84
11,2439,美律,85.3,0.1,0.12,05/20,29.4,31.5,23.8,17.4,10.4,16.4,9.35,13.2,10.6,4.39,2.5,7.92
12,5274,信驊,15560.0,-365.0,-2.29,05/20,11.0,21.3,22.6,16.6,9.88,7.08,4.46,2.74,3.71,4.18,4.62,3.45
13,2890,永豐金,29.8,-0.3,-1.0,05/20,0.22,19.4,18.5,15.8,8.47,11.3,7.67,6.0,10.3,8.51,3.71,6.71
14,2891,中信金,57.8,2.4,4.33,05/20,3.39,11.1,11.2,15.6,14.0,18.0,11.2,15.9,12.1,6.52,3.1,12.0
15,2885,元大金,55.1,0.4,0.73,05/20,9.18,23.0,21.9,15.5,9.94,8.13,6.87,14.7,10.9,6.4,2.23,10.5
16,3163,波若威,952.0,52.0,5.78,05/20,5.19,7.4,22.4,14.6,13.1,4.88,2.33,0.51,0.36,0.3,0.3,1.2
17,3264,欣銓,206.5,-8.0,-3.73,05/20,13.6,13.2,12.9,14.5,8.15,4.16,3.51,2.58,4.51,5.42,4.05,2.9
18,2324,仁寶,27.6,-0.2,-0.72,05/20,11.9,23.4,27.6,14.2,7.31,6.28,7.71,8.25,7.81,5.61,3.94,6.97
19,2474,可成,183.0,-1.0,-0.54,05/20,16.3,20.4,24.1,13.5,9.23,12.9,10.7,15.8,13.6,13.4,4.14,14.2
20,4441,振大環球,200.5,1.0,0.5,05/20,11.2,23.6,20.2,12.9,4.64,2.68,1.06,0.78,,,,0.94
21,6274,台燿,1205.0,-20.0,-1.63,05/20,3.79,6.73,5.13,12.5,6.55,3.54,5.89,4.51,2.71,2.37,3.4,5.71
22,6805,富世達,1720.0,-50.0,-2.82,05/20,4.96,2.43,2.03,12.5,13.1,13.1,9.12,7.49,4.99,,,9.55
23,2883,凱基金,21.6,-0.05,-0.23,05/20,0.21,17.8,14.7,12.2,8.4,9.09,4.33,3.85,3.28,4.08,2.48,4.07
24,6188,廣明,80.7,-1.2,-1.47,05/20,33.4,25.4,18.7,10.8,7.73,7.17,6.9,2.9,1.11,0.28,0.67,3.87
25,3653,健策,3030.0,-60.0,-1.94,05/20,12.6,12.7,9.53,10.8,14.7,11.6,6.58,5.92,6.73,7.39,4.46,6.68
26,3702,大聯大,119.0,10.5,9.68,05/20,12.2,17.0,12.6,10.5,9.72,16.7,9.63,11.9,15.8,13.2,7.54,10.8
27,2360,致茂,2065.0,10.0,0.49,05/20,13.6,14.3,11.9,10.4,6.24,6.01,3.47,4.01,3.34,3.97,3.1,3.81
28,6121,新普,376.0,1.5,0.4,05/20,2.57,2.29,4.73,10.4,9.26,9.25,8.02,17.2,15.4,11.4,5.18,17.2
29,2385,群光,128.5,4.0,3.21,05/20,5.75,8.33,8.73,9.97,7.53,11.1,7.04,13.3,13.0,10.7,6.57,10.9
30,3030,德律,347.0,-14.0,-3.88,05/20,19.7,17.3,14.2,9.87,3.75,1.17,0.53,2.58,1.77,1.46,1.0,0.5
31,6526,達發,657.0,10.0,1.55,05/20,14.9,21.1,15.3,9.21,2.4,1.39,1.23,1.26,2.16,,,1.28
32,6187,萬潤,1085.0,-30.0,-2.69,05/20,7.86,3.78,2.51,9.16,6.92,6.9,2.34,1.97,1.52,1.49,1.95,1.97
33,2347,聯強,83.7,1.2,1.45,05/20,8.88,11.3,10.0,9.06,10.2,10.7,6.63,13.4,12.9,14.1,7.32,10.0
34,3443,創意,4605.0,140.0,3.14,05/20,0.94,1.88,2.99,8.86,5.26,4.0,3.14,2.28,2.35,2.33,2.07,2.68
35,1590,亞德客-KY,1405.0,-25.0,-1.75,05/20,1.01,1.23,0.83,8.59,4.36,1.92,1.65,1.11,1.22,2.17,2.08,1.28
36,1402,遠東新,26.75,0.5,1.9,05/20,0.25,11.0,15.7,8.57,5.55,4.11,4.15,6.45,10.4,11.2,5.43,6.02
37,3005,神基,98.5,0.0,0.0,05/20,34.7,30.5,20.6,8.23,6.91,9.27,6.43,8.56,7.53,5.25,3.96,7.75
38,6605,帝寶,129.5,-0.5,-0.38,05/20,0.0,0.0,0.0,8.19,6.58,4.36,1.79,8.23,5.18,2.93,1.64,1.04
39,3010,華立,129.0,6.0,4.88,05/20,13.8,13.1,8.84,8.04,4.33,5.02,3.55,2.41,4.99,4.6,2.43,2.97
40,4915,致伸,71.6,-0.4,-0.56,05/20,25.7,17.0,12.0,7.82,6.39,11.3,9.46,9.87,12.3,9.37,3.75,8.91
41,3450,聯鈞,413.5,21.0,5.35,05/20,0.0,0.0,13.2,7.78,1.56,1.52,0.6,0.7,0.99,0.75,0.87,0.6
42,2368,金像電,1235.0,-50.0,-3.89,05/20,21.4,10.5,7.13,7.66,8.38,5.67,3.31,3.74,3.34,3.79,2.09,4.7
43,3131,弘塑,2580.0,0.0,0.0,05/20,3.84,4.77,3.89,7.18,10.2,8.31,4.01,3.6,4.23,4.4,4.1,4.28
44,6257,矽格,207.0,-3.5,-1.66,05/20,22.9,17.3,12.4,7.15,4.01,3.86,2.9,4.19,5.07,4.33,2.2,2.96
45,3036,文曄,279.0,14.0,5.28,05/20,3.79,7.51,6.23,7.05,5.18,7.05,7.63,8.41,8.4,5.76,4.5,8.31
46,3211,順達,347.0,-12.0,-3.34,05/20,25.4,17.2,11.4,6.96,3.86,6.32,4.14,4.57,4.6,2.59,1.96,4.73
47,5371,中光電,70.5,2.1,3.07,05/20,0.0,11.9,8.11,6.79,4.51,1.8,1.51,0.53,0.34,1.3,0.93,0.65
48,3529,力旺,3385.0,75.0,2.27,05/20,0.0,9.76,8.09,6.79,5.34,7.31,3.97,3.99,4.87,4.97,4.11,3.72
49,2603,長榮,212.5,15.5,7.87,05/20,5.74,10.8,8.65,6.57,6.96,6.66,4.66,5.57,7.73,3.74,1.05,6.12
50,3533,嘉澤,2360.0,35.0,1.51,05/20,8.13,7.01,5.53,6.52,8.11,6.61,4.14,3.7,4.34,5.53,5.9,3.31
51,1560,中砂,609.0,-35.0,-5.43,05/20,25.1,17.2,13.2,6.51,3.05,3.36,3.9,2.97,3.62,2.57,1.8,3.91
52,5457,宣德,27.75,-0.35,-1.25,05/20,12.5,8.16,5.64,6.49,4.77,2.45,0.93,1.48,0.9,0.58,1.39,0.95
53,6005,群益證,30.6,-0.05,-0.16,05/20,7.97,8.88,7.39,6.46,9.77,16.4,9.95,9.93,17.0,9.05,4.35,9.65
