證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1109,信大,配對交易,16.02,"511,000","8,186,220"
1590,亞德客-KY,配對交易,"1,297.50","16,000","20,760,000"
1603,華電,配對交易,35.15,"432,000","15,184,800"
1603,華電,配對交易,35.10,"552,000","19,375,200"
2303,聯電,配對交易,154.66,"255,000","39,438,300"
2303,聯電,配對交易,154.65,"351,000","54,282,150"
2308,台達電,配對交易,"1,929.67","25,800","49,785,486"
2308,台達電,配對交易,"1,929.66","17,200","33,190,152"
2327,國巨*,配對交易,834.94,"196,000","163,648,240"
2330,台積電,配對交易,"2,482.57","10,000","24,825,700"
2330,台積電,配對交易,"2,462.50","70,000","172,375,000"
2330,台積電,配對交易,"2,462.41","7,000","17,236,870"
2330,台積電,配對交易,"2,455.22","95,600","234,719,032"
2330,台積電,配對交易,"2,455.21","254,400","624,605,424"
2330,台積電,配對交易,"2,455.20","81,600","200,344,320"
2330,台積電,配對交易,"2,455.19","89,400","219,493,986"
2330,台積電,配對交易,"2,453.66","14,000","34,351,240"
2330,台積電,配對交易,"2,450.51","16,000","39,208,160"
2330,台積電,配對交易,"2,422.86","7,000","16,960,020"
2360,致茂,配對交易,"1,887.50","200,000","377,500,000"
2360,致茂,配對交易,"1,877.50","200,000","375,500,000"
2360,致茂,配對交易,"1,852.20","102,060","189,035,532"
2360,致茂,配對交易,"1,852.19","140,940","261,047,659"
2360,致茂,配對交易,"1,837.50","300,000","551,250,000"
2382,廣達,配對交易,378.73,"111,630","42,277,630"
2382,廣達,配對交易,378.71,"71,370","27,028,533"
2382,廣達,配對交易,378.63,"69,120","26,170,906"
2382,廣達,配對交易,378.62,"218,880","82,872,346"
2382,廣達,配對交易,378.13,"246,500","93,209,045"
2382,廣達,配對交易,378.12,"246,500","93,206,580"
2382,廣達,配對交易,378.00,"1,400,000","529,200,000"
2885,元大金,配對交易,69.91,"245,000","17,127,950"
3481,群創,配對交易,61.00,"6,000,000","366,000,000"
3533,嘉澤,配對交易,"1,987.50","10,000","19,875,000"
3661,世芯-KY,配對交易,"4,135.00","16,700","69,054,500"
3661,世芯-KY,配對交易,"3,790.00","10,000","37,900,000"
總計,,,,"12,589,700","5,146,225,979"
