排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00780B,國泰A級金融債,37.74,0.11,0.29,07/17,13.2,13.2,13.2,13.0,13.0,13.0,12.9,25.8,45.8,54.8,,25.8
2,00785B,富邦金融投等債,35.02,0.14,0.4,07/17,0.0,0.0,3.53,9.25,14.9,14.9,14.9,22.9,28.2,86.2,,22.9
3,2493,揚博,211.5,-23.0,-9.81,07/17,2.66,3.05,2.77,5.05,3.1,4.18,5.48,6.49,4.28,2.24,2.69,7.71
4,3090,日電貿,194.5,-14.5,-6.94,07/17,1.85,2.73,2.87,4.56,4.87,4.63,4.07,8.84,5.25,7.88,11.7,9.05
5,2375,凱美,148.5,-16.0,-9.73,07/17,1.98,2.41,0.9,4.47,0.41,-2.96,3.43,-2.69,5.88,8.22,8.42,6.15
6,8039,台虹,192.5,-7.0,-3.51,07/17,-0.14,0.12,0.36,4.27,5.44,5.8,4.06,8.21,3.92,4.95,4.79,2.72
7,4979,華星光,356.0,-36.0,-9.18,07/17,1.48,2.48,2.55,3.76,1.79,4.01,-0.07,1.62,6.5,4.91,8.14,-7.54
8,4991,環宇-KY,360.0,-40.0,-10.0,07/17,1.6,2.3,2.06,3.76,2.32,3.29,5.48,11.8,6.29,13.0,1.13,5.04
9,8043,蜜望實,141.0,-12.0,-7.84,07/17,2.25,1.19,-0.08,3.57,1.26,-1.06,2.5,-1.66,0.55,0.81,0.73,1.97
10,00714,群益道瓊美國地產,22.79,0.6,2.7,07/17,1.62,3.55,3.55,3.55,3.47,4.2,16.1,23.0,26.7,25.4,,24.3
11,2472,立隆電,288.0,-32.0,-10.0,07/17,1.27,1.33,0.77,3.39,3.17,1.4,-4.9,-0.67,-4.56,4.01,3.74,-1.35
12,00657,國泰日經225,74.65,-3.75,-4.78,07/17,0.0,0.2,-0.39,3.36,3.85,4.76,5.85,5.67,7.32,52.7,82.2,6.5
13,00864B,中信美國公債0-1,47.09,0.23,0.49,07/17,1.24,1.42,1.51,3.3,4.36,8.17,7.62,13.2,35.8,47.4,,14.8
14,5289,宜鼎,1275.0,-120.0,-8.6,07/17,1.24,2.0,1.77,3.22,3.4,2.1,-1.12,-9.96,-2.31,-7.78,12.5,-8.99
15,4760,勤凱,250.0,-25.5,-9.26,07/17,1.74,1.81,1.6,3.1,1.06,0.53,-11.5,1.91,1.37,1.8,,4.31
16,8028,昇陽半導體,315.0,-35.0,-10.0,07/17,1.09,3.42,4.05,3.09,4.84,4.82,13.2,8.84,8.15,12.1,,9.34
17,6141,柏承,40.7,-3.05,-6.97,07/17,1.24,3.49,3.62,3.03,2.97,3.48,3.37,4.13,4.19,2.44,4.89,4.05
18,8383,千附,89.0,1.9,2.18,07/17,-0.06,0.92,0.85,3.02,3.38,3.79,2.53,6.33,5.74,5.94,2.92,6.76
19,6706,惠特,110.5,-11.5,-9.43,07/17,1.15,1.45,1.5,2.97,2.4,1.66,-6.6,4.35,-4.13,-4.89,,5.91
20,4939,亞電,60.2,-6.6,-9.88,07/17,2.42,2.32,2.69,2.95,2.75,2.14,-2.18,2.83,-0.6,-0.95,-0.39,3.3
21,7402,邑錡,117.0,-10.5,-8.24,07/17,1.47,1.8,1.69,2.92,2.95,2.99,3.07,2.77,4.26,3.36,2.95,1.84
