"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"301","8076","伍豐","26.9","+0.3","+1.13","26W19","05/08","31.2","+0.29","29.5","+0.29","26.8","0"
"302","1416","廣豐","11.05","+0.15","+1.38","26W19","05/08","52.7","-0.33","50.2","+0.01","48.8","0"
"303","2637","慧洋-KY","78.3","+2.3","+3.03","26W19","05/08","79.2","+0.89","77.1","+0.61","75.9","+0.59"
"304","1442","名軒","26.9","-1.1","-3.93","26W19","05/08","84.1","-0.39","81.1","-0.03","78.1","-0.05"
"305","6213","聯茂","248","-6","-2.36","26W19","05/08","58.8","+1.09","56.4","+0.36","54.9","+0.8"
"306","5530","龍巖","49.15","-0.25","-0.51","26W19","05/08","80.7","+0.06","79.2","+0.2","78.5","-0.01"
"307","1618","合機","42.15","-1.25","-2.88","26W19","05/08","55.3","-0.03","53.6","-0.01","53.2","0"
"308","00695B","富邦美債7-10","35.04","+0.08","+0.23","26W19","05/08","71.7","+1.27","68.2","-0.46","65.8","-0.46"
"309","2880","華南金","35.65","+0.3","+0.85","26W19","05/08","79.7","-0.1","79","-0.09","78.4","-0.08"
"310","2887H","台新新光庚特二","40.9","0","0","26W19","05/08","67.2","+0.04","64.7","+0.04","63.1","+0.04"
"311","6024","群益期","60.4","-0.2","-0.33","26W19","05/08","66","+0.5","64.9","+0.81","63.9","+0.07"
"312","2892","第一金","30.65","+0.1","+0.33","26W19","05/08","68.3","+0.27","67.1","+0.29","66.2","+0.3"
"313","00895","富邦未來車","49.03","-0.43","-0.87","26W19","05/08","9.88","+0.53","9.08","+0.61","8.56","+0.67"
"314","00948B","中信優息投資級債","9.49","+0.01","+0.11","26W19","05/08","73.6","+0.16","72.5","+0.17","71.6","+0.12"
"315","3029","零壹","105","0","0","26W19","05/08","38","-0.96","37.6","-0.59","34.6","-0.08"
"316","5014","建錩","10.95","0","0","26W19","05/08","33.2","+0.04","30.1","+0.02","26.7","0"
"317","3380","明泰","34.15","+0.85","+2.55","26W19","05/08","66.1","-0.79","65.7","-0.65","65.1","-0.17"
"318","1733","五鼎","29.1","+0.4","+1.39","26W19","05/08","37.4","+0.03","35.2","+0.83","30.5","-0.09"
"319","3058","立德","9.11","-0.21","-2.25","26W19","05/08","19.4","+0.09","17.7","+0.05","16.3","+0.01"
"320","00936","台新永續高息中小","20.37","-0.05","-0.24","26W19","05/08","13.9","+0.73","13.7","+0.72","13.7","+0.97"
"321","1904","正隆","22.75","-0.4","-1.73","26W19","05/08","62.9","-0.11","61.3","-0.11","60.3","-0.1"
"322","4707","磐亞","19.85","+0.85","+4.47","26W19","05/08","66.6","+0.48","64.2","+0.37","62.9","+0.62"
"323","2027","大成鋼","42.55","+0.05","+0.12","26W19","05/08","66.9","+1.18","65.9","+1.16","65","+1.08"
"324","2528","皇普","22.05","-0.3","-1.34","26W19","05/08","80.9","+0.09","79.5","+0.07","78.5","+0.49"
"325","2408","南亞科","340","+7","+2.1","26W19","05/08","81.4","+1.79","80.8","+1.59","80.2","+1.61"
"326","6113","亞矽","27.15","+0.9","+3.43","26W19","05/08","48.3","0","48.3","0","48.3","0"
"327","8044","網家","29.55","-0.65","-2.15","26W19","05/08","59.5","-0.17","57.8","-0.17","55.5","-1.1"
"328","2038","海光","13.35","-0.2","-1.48","26W19","05/08","52.2","-0.1","51.1","-0.1","50.2","-0.06"
"329","9103","美德醫療-DR","5.75","-0.13","-2.21","26W19","05/08","7.05","+0.05","5.02","+0.05","3.69","+0.08"
"330","6271","同欣電","217","-8","-3.56","26W19","05/08","43.1","-2.92","40.7","-3.28","38.5","-1.18"
"331","2017","官田鋼","9.18","-0.04","-0.43","26W19","05/08","58.2","+0.09","56.9","-0.07","56.7","-0.07"
"332","00959B","大華投等美債15Y+","9.36","+0.01","+0.11","26W19","05/08","46.5","+0.13","44","+0.24","42.6","+0.09"
"333","6197","佳必琪","317.5","-8","-2.46","26W19","05/08","48","+0.83","45.7","+0.91","40.6","+0.93"
"334","3592","瑞鼎","268","+11.5","+4.48","26W19","05/08","31.8","-1.21","28","-1.45","24.5","-1.27"
"335","6703","軒郁","110","-0.5","-0.45","26W19","05/08","43.4","0","41.5","0","38.6","0"
"336","6432","今展科","72.9","-3","-3.95","26W19","05/08","30.5","+0.15","26.2","+0.15","15.6","0"
"337","2317","鴻海","258.5","-4.5","-1.71","26W19","05/08","68","+1.63","67.2","+1.6","66.5","+1.61"
"338","5011","久陽","18","+0.5","+2.86","26W19","05/08","40.5","+0.14","33.5","+0.17","29.6","+1.02"
"339","00733","富邦臺灣中小","68.5","-0.1","-0.15","26W19","05/08","16.4","-0.17","13.8","-1.11","13.8","-1.11"
"340","00931B","統一美債20年","13.43","+0.02","+0.15","26W19","05/08","70.9","+0.15","70.4","+0.14","69.8","+0.14"
"341","00646","元大S&P500","72.75","-0.4","-0.55","26W19","05/08","38.8","+0.15","37.1","+0.05","36.2","-0.12"
"342","009802","富邦旗艦50","19","-0.22","-1.14","26W19","05/08","12.5","+0.46","11.7","+0.6","10.2","+0.64"
"343","2104","國際中橡","10.35","-0.2","-1.9","26W19","05/08","42.3","+0.27","39.3","-0.02","37.7","+0.34"
"344","2597","潤弘","204","+9","+4.62","26W19","05/08","76.7","-0.22","75.6","-0.02","74.5","+0.59"
"345","1722","台肥","47.65","+0.35","+0.74","26W19","05/08","62","-1.15","60.3","-1.13","59","-1.07"
"346","00725B","國泰投資級公司債","35.21","+0.07","+0.2","26W19","05/08","79.4","+0.2","78.9","+0.18","78.4","+0.15"
"347","00401A","主動摩根台灣鑫收","13.26","+0.05","+0.38","26W19","05/08","25.2","+1.18","24.3","+0.24","23","+0.7"
"348","1101","台泥","24.25","+0.35","+1.46","26W19","05/08","52.9","+0.16","51.6","+0.21","50.6","+0.11"
"349","1586","和勤","21.2","-0.35","-1.62","26W19","05/08","67.9","+0.56","67.2","-0.12","63.7","-0.17"
"350","1301","台塑","43.8","-0.6","-1.35","26W19","05/08","72.6","+0.01","71.8","+0.06","71.2","+0.03"
