排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00981A,主動統一台股增長,31.5,0.62,2.01,06/18,-19755,-70676,-190294,-222821,-242711.0,-108537.0,-31399.0,54240.0,110168.0,73816.0
2,3481,群創,64.4,5.8,9.9,06/18,-5117,-10389,-14434,-116409,-192520.0,-143555.0,-178792.0,278159.0,305754.0,164043.0
3,2891,中信金,71.9,0.9,1.27,06/18,9663,-27007,-31776,-54684,-28316.0,-21970.0,104437.0,95145.0,-52487.0,150574.0
4,00403A,主動統一升級50,11.03,0.28,2.6,06/18,-20000,-20039,-25419,-46911,80457.0,61707.0,,,,
5,2303,聯電,145.5,5.5,3.93,06/18,2870,-39154,-34581,-43220,-191973.0,-370539.0,-301334.0,-520257.0,-893840.0,-369650.0
6,2618,長榮航,42.55,0.0,0.0,06/18,-7725,-18070,-19557,-34300,-28655.0,52654.0,117166.0,61161.0,127324.0,74496.0
7,00992A,主動群益科技創新,18.98,0.33,1.77,06/18,-14366,-15508,-24779,-29225,-29948.0,-7053.0,30211.0,,,37846.0
8,00991A,主動復華未來50,20.68,0.66,3.3,06/18,-2357,-10108,-18703,-24228,-30512.0,-48790.0,32239.0,69658.0,,62881.0
9,2609,陽明,51.3,-0.3,-0.58,06/18,642,-11619,-11927,-22931,-109027.0,-137570.0,-69707.0,-153310.0,-110253.0,-99649.0
10,5880,合庫金,24.75,0.0,0.0,06/18,-6583,-11838,-18039,-19455,-37454.0,-4325.0,65221.0,99015.0,68373.0,99126.0
11,2887,台新新光金,32.45,-0.15,-0.46,06/18,2534,-2168,-9951,-15757,-20893.0,39773.0,76525.0,144759.0,-1045055.0,32315.0
12,0056,元大高股息,52.8,0.85,1.64,06/18,-3456,-8692,-13128,-15494,-6267.0,-40135.0,8909.0,-61954.0,-13363.0,-55391.0
13,00631L,元大台灣50正2,38.33,0.82,2.19,06/18,2779,65939,73456,-14368,34327.0,23295.0,366406.0,364159.0,356576.0,364680.0
14,009816,凱基台灣TOP50,15.68,0.13,0.84,06/18,30,-51,-13898,-12847,59094.0,42950.0,104148.0,,,
15,2489,瑞軒,48.15,-0.45,-0.93,06/18,-4719,-9587,-9596,-12788,-11563.0,-12188.0,30036.0,34949.0,32999.0,34871.0
