"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(萬張)","超過600張增減(張)","超過600張增減(%)","持股超過800張(萬張)","超過800張增減(張)","超過800張增減(%)","持股超過1千張(萬張)","超過1千張增減(張)","超過1千張增減(%)"
"301","3339","泰谷","45.4","-3.45","-7.06","26W22","05/29","1.59","-191","-1.18","1.25","-108","-0.86","1.16","-1,030","-8.19"
"302","00741B","富邦全球非投等債","37.15","+0.02","+0.05","26W22","05/29","0.66","+53","+0.81","0.66","+53","+0.81","0.66","+53","+0.81"
"303","6120","達運","14.35","-0.95","-6.21","26W22","05/29","35.1","+5,829","+1.69","34.4","+5,151","+1.52","33.7","+5,081","+1.53"
"304","2108","南帝","29.3","-2.85","-8.86","26W22","05/29","33.5","-811","-0.24","32.8","+773","+0.24","31.7","-169","-0.05"
"305","00752","中信中國50","22.66","-0.35","-1.52","26W22","05/29","11.1","-5,975","-5.12","10.8","-3,693","-3.31","10.4","-4,667","-4.28"
"306","2104","國際中橡","10.55","-0.35","-3.21","26W22","05/29","41.3","+211","+0.05","38.2","-1,658","-0.43","36.2","-2,303","-0.63"
"307","3515","華擎","243.5","-6","-2.4","26W22","05/29","8.28","-54.4","-0.07","8.14","-75","-0.09","7.76","0","0"
"308","6703","軒郁","108","-2","-1.82","26W22","05/29","1.43","-8","-0.06","1.37","-8","-0.06","1.27","0","0"
"309","1326","台化","48.75","-4.05","-7.67","26W22","05/29","470","-9,710","-0.21","466","-5,404","-0.12","462","-9,855","-0.21"
"310","2462","良得電","24.2","-0.75","-3.01","26W22","05/29","7.94","-493","-0.62","7.75","+154","+0.2","7.56","0","0"
"311","3236","千如","53","-0.9","-1.67","26W22","05/29","3.61","-731","-1.99","3.47","-2,154","-5.85","3.2","+697","+2.22"
"312","00651R","復華香港反1","5.41","+0.1","+1.88","26W22","05/29","1.98","+254","+1.29","1.77","+254","+1.45","1.68","+1,234","+7.93"
"313","5902","德記","35.3","-0.15","-0.42","26W22","05/29","7.84","+391","+0.5","7.78","+379","+0.49","7.58","+1,174","+1.57"
"314","2382","廣達","376.5","-14","-3.59","26W22","05/29","323","-13,371","-0.41","317","-18,251","-0.57","312","-17,767","-0.57"
"315","5488","松普","12.55","-0.45","-3.46","26W22","05/29","3.59","+1,038","+2.98","3.38","+1,009","+3.08","3.3","+1,009","+3.16"
"316","2887","台新新光金","27.75","-0.85","-2.97","26W22","05/29","1,764","-40,487","-0.23","1,730","-37,576","-0.22","1,704","-40,246","-0.24"
"317","1314","中石化","7.94","-0.15","-1.85","26W22","05/29","133","+6,651","+0.5","123","+5,266","+0.43","116","+4,250","+0.37"
"318","8444","綠河-KY","4.56","-0.34","-6.94","26W22","05/29","8.65","+92","+0.11","8.36","0","0","8.28","0","0"
"319","3622","洋華","56.1","-3","-5.08","26W22","05/29","8.69","+159","+0.18","8.49","+895","+1.07","8.12","-25","-0.03"
"320","4532","瑞智","24.2","-0.35","-1.43","26W22","05/29","33.2","+1,401","+0.42","32.2","+1,321","+0.41","31.5","+498","+0.16"
"321","5469","瀚宇博","80.1","-3.9","-4.64","26W22","05/29","33.6","+2,262","+0.68","32.6","+1,593","+0.49","31.9","-1,262","-0.39"
"322","1416","廣豐","11.65","-0.05","-0.43","26W22","05/29","9.63","-542","-0.56","9.3","+54.8","+0.06","9.02","-7.2","-0.01"
