排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00785B,富邦金融投等債,34.88,0.23,0.66,07/16,0.0,3.46,6.26,11.8,14.6,14.6,17.5,22.4,27.6,84.4,,22.4
2,00689R,國泰20年美債反1,22.43,-0.07,-0.31,07/16,0.07,-0.06,0.67,7.61,8.72,10.2,23.5,36.8,39.1,42.0,,36.8
3,00657,國泰日經225,78.4,-1.95,-2.43,07/16,0.2,-0.39,-1.67,6.35,3.85,4.74,5.9,5.81,7.32,52.9,82.2,6.5
4,8039,台虹,199.5,18.0,9.92,07/16,0.26,0.5,4.53,5.96,5.36,6.28,3.77,7.41,3.56,5.11,4.93,2.86
5,5351,鈺創,97.7,-6.8,-6.51,07/16,-1.79,0.07,-0.7,4.4,7.86,1.98,9.07,7.32,17.8,18.6,11.1,12.5
6,00681R,元大美債20反1,21.39,-0.1,-0.47,07/16,0.0,0.36,0.37,3.49,0.91,-0.14,3.0,7.33,10.4,68.4,,7.66
7,3006,晶豪科,220.0,-19.0,-7.95,07/16,-1.13,0.89,0.82,3.26,2.58,2.69,9.92,5.93,25.3,27.3,26.6,9.88
8,2618,長榮航,41.9,-0.25,-0.59,07/16,0.15,0.59,1.43,3.14,4.28,6.54,1.42,4.66,3.55,-2.24,3.34,5.47
9,8383,千附,87.1,-2.7,-3.01,07/16,0.98,0.91,2.05,3.06,3.66,3.83,4.37,6.44,6.15,5.8,2.98,6.83
10,6175,立敦,110.0,7.0,6.8,07/16,2.83,2.3,2.61,2.75,0.97,0.11,1.07,2.79,1.79,3.18,3.71,3.5
11,5388,中磊,86.6,-2.8,-3.13,07/16,-0.25,1.41,1.53,2.73,3.44,1.93,6.06,-0.51,-6.66,-12.5,-5.44,-4.29
12,2359,所羅門,147.0,3.0,2.08,07/16,-0.42,-1.01,-1.14,2.62,3.41,3.95,4.37,5.09,3.85,-1.55,3.03,5.53
13,8150,南茂,122.5,8.5,7.46,07/16,4.07,5.33,2.43,2.6,1.24,5.46,-1.48,3.97,1.87,1.99,1.85,4.61
14,3090,日電貿,209.0,-16.0,-7.11,07/16,0.88,1.01,2.48,2.6,3.1,2.62,2.6,7.14,3.73,6.2,9.87,7.2
15,6173,信昌電,215.5,-16.0,-6.91,07/16,1.55,1.01,3.49,2.51,0.19,1.4,7.67,12.3,12.8,12.9,14.4,15.1
16,5386,青雲,383.0,9.5,2.54,07/16,0.33,0.22,0.49,2.37,3.52,4.2,0.23,4.92,1.3,-2.05,1.03,3.47
17,5289,宜鼎,1395.0,-75.0,-5.1,07/16,0.76,0.53,1.44,2.33,1.76,-0.63,-2.49,-11.4,-3.17,-8.61,11.2,-10.2
18,4991,環宇-KY,400.0,-26.0,-6.1,07/16,0.7,0.46,1.58,2.31,0.65,1.23,4.07,8.26,4.54,11.4,-0.47,3.44
19,8028,昇陽半導體,350.0,31.5,9.89,07/16,2.33,2.97,2.78,2.29,4.17,3.64,12.2,5.57,7.43,10.6,,8.26
20,3033,威健,54.2,-1.4,-2.52,07/16,-0.31,1.16,0.57,2.28,2.58,4.18,15.6,20.2,15.8,13.2,20.5,19.1
21,009824,群益美國科技巨頭,10.28,-0.06,-0.58,07/16,0.02,0.59,1.65,2.19,2.2,,,,,,,
22,5475,德宏,175.5,-2.5,-1.4,07/16,0.37,0.12,0.31,2.09,3.33,2.0,5.28,5.44,7.92,11.6,11.6,4.29
23,2493,揚博,234.5,-16.0,-6.39,07/16,0.39,0.1,1.77,2.02,0.53,2.14,2.85,3.8,1.62,-0.51,0.02,5.05
24,1568,倉佑,31.75,0.1,0.32,07/16,-0.05,-0.08,1.67,1.97,1.88,1.14,2.14,2.33,2.15,1.19,2.61,2.28
25,4979,華星光,392.0,-18.0,-4.39,07/16,1.0,1.07,2.07,1.95,1.61,1.89,-0.17,-0.88,4.37,3.42,6.66,-9.02
26,3576,聯合再生,17.7,0.0,0.0,07/16,0.4,0.9,1.58,1.95,1.25,-0.95,1.47,2.64,2.97,0.68,8.67,3.45
27,00714,群益道瓊美國地產,22.19,0.12,0.54,07/16,1.93,1.93,1.93,1.94,1.86,2.58,14.7,21.5,25.0,23.7,,22.7
28,3413,京鼎,382.0,34.0,9.77,07/16,1.44,1.81,2.09,1.93,2.31,7.18,13.5,15.5,2.58,9.23,22.2,13.1
29,8261,富鼎,278.5,-25.5,-8.39,07/16,-0.13,-0.83,0.94,1.89,0.13,6.53,-1.57,1.69,2.39,0.91,1.13,1.8
30,2486,一詮,261.5,4.5,1.75,07/16,0.41,2.16,0.7,1.88,1.89,1.31,-6.13,11.5,9.02,6.31,5.54,9.32
31,6147,頎邦,198.0,-6.5,-3.18,07/16,-0.02,0.49,1.6,1.87,1.28,0.91,-1.58,-2.71,-0.58,-5.2,-19.6,-2.34
32,6141,柏承,43.75,3.95,9.92,07/16,2.24,2.37,2.25,1.75,1.69,2.06,2.12,2.89,3.25,1.17,3.65,2.8
33,4908,前鼎,151.5,-4.0,-2.57,07/16,0.35,0.56,1.14,1.7,1.48,0.1,0.2,4.01,0.95,0.9,2.99,3.35
34,2375,凱美,164.5,-5.5,-3.24,07/16,0.43,-1.08,1.24,1.69,-0.68,-0.43,1.58,1.01,4.01,5.98,6.45,4.17
35,00864B,中信美國公債0-1,46.86,0.04,0.09,07/16,0.18,0.27,2.12,1.68,3.51,6.98,6.61,11.9,35.8,46.2,,13.6
36,6903,巨漢,395.0,-11.0,-2.71,07/16,0.08,1.43,0.81,1.68,1.58,1.19,1.24,0.51,2.34,,,1.3
