排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,006203,元大MSCI台灣,191.9,-0.15,-0.08,63,06/02,,,,-100.0,,,,,,
2,00717,富邦美國特別股,15.21,0.13,0.86,343,06/02,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,8444,綠河-KY,4.67,-0.33,-6.6,85,06/02,-98.9,-98.9,-98.9,-98.9,-98.9,-98.9,-99.1,-99.1,-99.4,-99.1
4,00942B,台新美A公司債20+,14.43,0.11,0.77,2877,06/02,0.0,0.0,-93.5,-93.5,-93.5,-91.7,-57.1,-96.4,-98.5,-96.3
5,4904,遠傳,99.5,2.4,2.47,14379,06/02,-11.8,-74.4,-93.9,-93.2,-93.0,-50.0,-62.2,-81.9,-96.3,-78.2
6,1315,達新,62.6,0.3,0.48,31,06/02,33.3,100.0,100.0,-79.5,-86.7,-88.4,-91.0,-86.9,-83.7,-88.4
7,0061,元大寶滬深,25.28,0.3,1.2,407,06/02,9.38,9.38,-73.5,-73.9,-74.5,-72.4,-82.1,-89.0,-95.9,-87.3
8,1203,味王,44.15,0.5,1.15,19,06/02,0.0,0.0,-60.0,-66.7,-66.7,-75.0,-84.6,-81.8,-89.5,-81.8
9,00915,凱基優選高股息30,30.15,0.43,1.45,13432,06/02,-55.7,-21.7,-71.0,-65.7,-61.2,-59.8,-78.5,-92.6,-97.4,-88.8
10,8354,冠好,16.7,-0.1,-0.6,106,06/02,4.3,23.4,15.8,-65.4,-80.9,-81.1,-81.8,-77.8,12.0,-79.4
11,009814,富邦標普500,11.11,0.01,0.09,1457,06/02,0.0,0.0,-68.2,-64.1,-71.4,-46.2,-44.0,,,-41.7
12,00930,永豐ESG低碳高息,25.56,0.36,1.43,3192,06/02,-10.7,-7.41,38.9,-63.2,8.7,19.0,-89.1,-92.5,-97.0,-90.8
13,00857B,永豐20年美公債,23.27,0.22,0.95,4051,06/02,-45.9,-45.7,-59.0,-61.7,-49.4,-47.8,37.2,-39.9,-56.2,-40.9
14,2910,統領,22.0,0.0,0.0,10,06/02,-50.0,-50.0,-60.0,-60.0,-60.0,-33.3,-50.0,-95.5,-96.9,-92.6
15,2114,鑫永銓,92.9,-1.5,-1.59,124,06/02,-32.0,-34.6,-37.0,-59.5,-71.2,-73.0,-74.2,-37.0,-26.1,-58.5
16,8487,愛爾達-創,78.5,1.3,1.68,79,06/02,-47.4,-9.09,-33.3,-58.3,-56.5,-37.5,-37.5,900.0,400.0,900.0
17,00928,中信上櫃ESG30,38.9,-1.08,-2.7,1867,06/02,6.34,30.2,48.0,-52.2,38.5,110.0,196.0,979.0,23.8,788.0
18,00876,元大全球5G,91.75,-0.95,-1.02,463,06/02,-33.3,-33.3,-60.0,-50.0,-75.0,-83.3,-97.7,-97.3,-33.3,-97.8
19,8481,政伸,41.35,0.4,0.98,28,06/02,0.0,0.0,0.0,-50.0,-57.1,-50.0,-70.0,-70.0,-75.0,-25.0
20,6281,全國電,51.5,0.6,1.18,120,06/02,20.8,20.8,16.4,-49.6,-37.9,-17.9,433.0,967.0,1180.0,540.0
21,6806,森崴能源,7.72,0.34,4.61,8398,06/02,-16.4,-21.7,-43.9,-48.7,-67.8,-80.8,-89.7,-91.3,-91.4,-91.1
22,00957B,兆豐US優選投等債,13.56,0.1,0.74,3353,06/02,0.0,0.0,-48.4,-48.4,0.0,-38.5,-93.5,-93.8,-93.0,-93.8
23,4153,鈺緯,31.4,-0.45,-1.41,36,06/02,2.11,-49.6,-49.3,-48.3,-43.7,-24.1,-26.7,-93.4,-92.2,-93.1
24,00850,元大臺灣ESG永續,91.05,0.3,0.33,973,06/02,-14.3,-40.0,-33.3,-45.5,-85.0,-14.3,-25.0,-68.4,-90.0,-45.5
25,00951,台新日本半導體,16.94,-0.03,-0.18,4301,06/02,-15.3,-15.3,-37.3,-44.9,-47.2,-41.7,-66.5,-46.2,-51.4,-38.2
26,00954,中信日本半導體,18.07,-0.04,-0.22,3312,06/02,-4.99,-5.6,-31.9,-44.1,-50.5,-43.3,-64.8,-38.4,260.0,-23.4
27,2880,華南金,34.05,1.2,3.65,115623,06/02,-14.2,-30.2,-32.6,-42.4,-73.7,-10.5,239.0,103.0,-11.3,124.0
28,009802,富邦旗艦50,20.57,-0.07,-0.34,8172,06/02,-32.8,-41.4,-41.0,-41.9,-28.1,25.7,375.0,-0.75,-38.7,336.0
29,2597,潤弘,173.5,7.0,4.2,3924,06/02,-44.5,-42.7,-42.7,-41.7,-26.3,-26.0,262.0,289.0,85.8,150.0
30,00981T,平衡凱基雙核收息,12.18,0.06,0.5,5035,06/02,276.0,295.0,163.0,-41.5,216.0,276.0,-2.47,-41.9,,126.0
31,009816,凱基台灣TOP50,15.43,0.03,0.19,203206,06/02,0.3,-1.59,-2.72,-40.4,11.0,7.17,29.2,,,
32,3226,龍鋒,46.1,0.85,1.88,33,06/02,0.0,0.0,0.0,-40.0,-50.0,-50.0,-66.7,-83.3,-89.3,-82.4
33,4305,世坤,43.95,0.0,0.0,0,06/02,0.0,0.0,0.0,-40.0,-40.0,-25.0,-25.0,-81.2,-25.0,-72.7
34,6561,是方,366.0,5.0,1.39,322,06/02,-37.3,-38.8,-39.9,-39.9,-39.5,-71.0,-68.3,-60.4,-48.4,-66.6
35,2302,麗正,37.0,-1.25,-3.27,4372,06/02,-2.36,-1.37,9.58,-39.7,15.3,66.4,51.9,39.5,19.4,43.3
36,4571,鈞興-KY,198.0,-19.5,-8.97,2199,06/02,-16.4,-18.2,-14.9,-38.8,-37.9,-9.33,-5.47,-8.65,-23.2,-11.2
37,00852L,國泰美國道瓊正2,32.93,-0.17,-0.51,368,06/02,-72.9,-74.8,-81.0,-38.5,-52.2,-66.3,-89.2,-52.6,-90.2,-23.8
38,1726,永記,78.0,0.2,0.26,27,06/02,0.0,0.0,0.0,-38.5,0.0,14.3,,,,
39,4104,佳醫,70.4,0.3,0.43,395,06/02,-37.2,-37.2,-37.6,-38.4,-39.2,-25.0,-21.8,19.2,-33.6,-4.12
40,00891,中信關鍵半導體,36.41,-0.01,-0.03,36108,06/02,-8.86,-23.2,-25.5,-38.1,-67.3,51.0,60.6,111.0,177.0,376.0
41,009811,統一美國50,13.1,-0.01,-0.08,1899,06/02,0.0,-36.9,-38.1,-38.1,-44.4,-40.2,-77.7,-87.6,,-82.8
42,4107,邦特,114.0,0.0,0.0,142,06/02,-0.48,-0.48,-2.37,-37.0,-39.2,-31.6,-40.1,-22.0,-52.9,-9.25
43,5299,杰力,110.5,-4.5,-3.91,1011,06/02,-9.18,-17.5,-22.4,-35.9,66.0,146.0,168.0,156.0,256.0,159.0
44,3168,眾福科,48.25,-0.7,-1.43,113,06/02,-11.0,-13.1,-18.0,-34.8,109.0,92.1,62.2,97.3,265.0,97.3
45,2912,統一超,233.0,5.5,2.42,13702,06/02,-15.6,-33.9,-36.6,-34.7,5.81,-19.6,-17.6,25.3,-8.77,-24.8
46,1233,天仁,27.6,-0.2,-0.72,51,06/02,-23.4,-32.1,-32.1,-34.5,-36.8,-40.0,-41.0,-42.9,-60.4,-42.9
47,00904,新光臺灣半導體30,42.68,-0.29,-0.67,2088,06/02,-3.68,-9.31,-16.7,-34.1,-2.97,-7.47,130.0,261.0,670.0,238.0
48,8261,富鼎,167.5,-6.5,-3.74,8982,06/02,-14.8,-25.4,-19.5,-33.8,5.43,27.5,71.1,50.0,161.0,56.6
49,3541,西柏,21.3,-0.6,-2.74,340,06/02,-23.6,-34.4,-34.2,-33.7,-35.9,-43.6,-45.8,-59.8,-48.4,-52.3
50,6161,捷波,56.7,-1.7,-2.91,745,06/02,-4.58,-6.48,-10.2,-33.5,9.32,56.6,76.0,22.0,5.04,22.9
51,1597,直得,169.5,-11.0,-6.09,4982,06/02,-10.5,-5.8,-9.69,-33.4,-24.7,-34.4,93.8,75.9,70.0,79.3
52,2751,王座,52.5,0.0,0.0,9,06/02,0.0,-33.3,-33.3,-33.3,-33.3,-66.7,-33.3,,,100.0
53,4506,崇友,117.5,0.5,0.43,97,06/02,-50.0,-50.0,-50.0,-33.3,0.0,100.0,-60.0,-60.0,-99.1,-50.0
