代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.47,0.24,0.82,26W25,06/18,57,643277,43.0,97.7,0,0,0.0,0.0,-1,-2570,-34.2,-0.39,23,289102,44.0,43.9
00717,富邦美國特別股,15.07,0.02,0.13,26W25,06/18,51,25369,60.6,20.0,0,0,0.0,0.0,-2,-176,-9.67,-0.14,16,14798,76.7,11.7
00857B,永豐20年美公債,23.62,0.18,0.77,26W25,06/18,32,171830,42.8,30.5,0,0,0.0,0.0,5,12237,20.9,2.17,32,181937,45.3,32.3
00931B,統一美債20年,13.67,0.11,0.81,26W25,06/18,22,303776,53.4,14.2,0,0,0.0,0.0,5,17406,13.9,0.81,22,355412,62.5,16.6
9933,中鼎,42.65,-0.4,-0.93,26W25,06/18,15,82826,16.3,9.2,3,651,0.62,0.07,-4,-2221,-1.68,-0.25,15,82628,16.3,9.18
00984B,大華優利美A債15,16.54,0.09,0.55,26W25,06/18,14,97433,43.4,65.6,0,0,0.0,0.0,3,6369,24.3,4.29,7,48754,59.4,32.8
00915,凱基優選高股息30,32.28,0.56,1.77,26W25,06/18,13,80273,15.3,14.7,0,0,0.0,0.0,67,1001661,44.0,183.0,67,1175043,51.6,215.0
00740B,富邦全球投等債,38.93,0.19,0.49,26W25,06/18,12,72797,46.7,3.37,0,0,0.0,0.0,-16,-105542,-38.1,-4.89,5,5022,8.59,0.23
00772B,中信高評級公司債,33.93,0.17,0.5,26W25,06/18,12,96406,50.8,2.83,0,0,0.0,0.0,3,4611,9.54,0.14,43,229369,40.3,6.74
00773B,中信優先金融債,36.14,0.16,0.44,26W25,06/18,12,23018,34.3,0.9,0,0,0.0,0.0,-1,-279,-8.25,-0.01,33,46706,24.1,1.83
00862B,中信投資級公司債,31.95,0.18,0.57,26W25,06/18,12,7721,27.0,0.87,0,0,0.0,0.0,-1,-257,-16.9,-0.03,26,4380,7.49,0.49
