"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"301","3416","融程電","市","05/14","","168.5","+1.5","+0.9","372","62.8","167","169.5","171","167","2.4","23.1","4.18","","","","",""
"302","6933","AMAX-KY","市","05/14","","168.5","-15","-8.17","757","131","183.5","183.5","183.5","167","8.99","33.4","3.12","","","","",""
"303","7740","熙特爾-創","市","05/14","","168.5","-0.5","-0.3","165","28","169","176","176","166.5","5.62","34.4","7.09","","","","",""
"304","3289","宜特","櫃","05/14","","168","-7.5","-4.27","6,258","1,059","175.5","176.5","178","164","7.98","34.9","3.11","","","","",""
"305","6762","達亞","櫃","05/14","","168","+11.5","+7.35","12","2.06","156.5","161","172","161","7.03","","4.61","","","","",""
"306","7712","博盛半導體","櫃","05/14","","168","+15","+9.8","2,293","372","153","157","168","150","11.8","30.4","2.81","","","","",""
"307","6438","迅得","市","05/14","","167.5","-1","-0.59","972","163","168.5","170.5","171.5","166","3.26","32","2.56","","","","",""
"308","6690","安碁資訊","櫃","05/14","","167","-0.5","-0.3","56","9.33","167.5","167.5","167.5","166.5","0.6","15.7","1.71","","","","",""
"309","2640","大車隊","櫃","05/14","","165","+5","+3.12","28","4.55","160","160","166","160","3.75","18.3","4.46","","","","",""
"310","5209","新鼎","櫃","05/14","","165","0","0","29","4.71","165","166","166","163.5","1.52","9.22","5.38","","","","",""
"311","2729","瓦城","櫃","05/14","","164","0","0","36","5.9","164","165.5","167","164","1.83","24.3","2.86","","","","",""
"312","5236","凌陽創新","櫃","05/14","","164","+1.5","+0.92","339","55.3","162.5","162","164.5","162","1.54","17.2","4.28","","","","",""
"313","6706","惠特","市","05/14","","164","0","0","4,758","774","164","165","166.5","160","3.96","","3.36","","","","",""
"314","6862","三集瑞-KY","市","05/14","","162","+1","+0.62","853","141","161","163.5","173","161.5","7.14","26.6","2.59","","","","",""
"315","6720","久昌","櫃","05/14","","161.5","-2.5","-1.52","84","13.7","164","166.5","166.5","161","3.35","58.9","5.57","","","","",""
"316","6890","來億-KY","市","05/14","","161.5","-2","-1.22","342","55.8","163.5","163.5","167","161","3.67","16.1","1.63","","","","",""
"317","2731","雄獅","市","05/14","","161","+1","+0.62","914","146","160","160","161.5","158.5","1.88","9.21","3.03","","","","",""
"318","8478","東哥遊艇","市","05/14","","160.5","-4.5","-2.73","228","36.9","165","164","166","160.5","3.33","9.77","1.58","","","","",""
"319","4919","新唐","市","05/14","","160","-6","-3.61","24,176","3,990","166","167","171.5","159.5","7.23","","5.08","","","","",""
"320","1268","漢來美食","櫃","05/14","","159","0","0","19","3.02","159","159","159","158.5","0.31","13.7","2.63","","","","",""
"321","6957","裕慶-KY","市","05/14","","159","0","0","207","32.2","159","156.5","159","153.5","3.46","15.6","3.3","","","","",""
"322","2597","潤弘","市","05/14","","158","-3","-1.86","416","66.1","161","159.5","160.5","158","1.55","13.9","5.27","","","","",""
"323","6877","鏵友益","櫃","05/14","","158","-5","-3.07","352","56.5","163","164.5","167","158","5.52","","8.65","","","","",""
"324","6895","宏碩系統","櫃","05/14","","156","-1.5","-0.95","91","14.2","157.5","157","160","155","3.17","","5.51","","","","",""
