排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00689R,國泰20年美債反1,21.89,-0.13,-0.59,06/02,2.31,3.05,7.74,12.8,13.0,19.6,23.0,32.7,37.7,37.7,,32.7
2,3689,湧德,136.0,-1.5,-1.09,06/02,0.48,1.24,1.81,5.75,6.16,-2.33,0.02,7.95,-8.28,-0.16,-1.47,-0.82
3,00984B,大華優利美A債15,16.52,0.14,0.85,06/02,1.18,1.95,3.03,5.43,9.53,21.8,43.6,36.7,43.0,,,40.2
4,3234,光環,130.0,11.5,9.7,06/02,5.04,5.06,5.35,5.04,6.23,5.95,4.15,5.28,5.36,8.28,4.35,5.98
5,4967,十銓,304.5,15.5,5.36,06/02,2.24,4.45,3.7,4.46,2.57,-1.37,-4.82,-4.45,9.12,4.23,,-10.5
6,3231,緯創,191.0,17.0,9.77,06/02,2.89,3.67,4.2,4.36,6.38,5.76,9.59,3.13,4.97,-8.06,-5.58,2.92
7,2337,旺宏,175.5,8.0,4.78,06/02,1.39,2.12,2.53,4.34,6.4,3.67,9.3,15.4,19.6,14.1,41.9,13.1
8,2408,南亞科,419.5,38.0,9.96,06/02,0.59,1.46,2.09,4.28,4.39,6.49,3.26,1.43,6.67,-1.25,-3.65,2.02
9,00930,永豐ESG低碳高息,25.56,0.36,1.43,06/02,0.78,1.39,2.2,4.08,4.46,9.17,21.2,30.2,37.2,,,29.2
10,6805,富世達,2190.0,70.0,3.3,06/02,0.48,1.53,3.45,4.04,4.6,5.37,4.36,3.59,7.56,,,5.41
11,00678,群益那斯達克生技,35.49,-0.64,-1.77,06/02,0.0,0.97,1.08,3.91,-0.1,3.5,6.6,2.53,19.2,19.6,,3.25
