排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
601,1708,東鹼,50.3,4.55,9.95,26W25,06/18,43.6,-1.25,40.8,-1.03,39.7,0.08
602,00967B,元大優息美債,9.23,0.06,0.65,26W25,06/18,67.5,-0.12,66.0,-0.47,61.9,0.08
603,911868,同方友友-DR,1.27,0.0,0.0,26W25,06/18,30.1,0.11,25.8,0.68,22.0,0.08
604,1310,台苯,9.26,0.55,6.31,26W25,06/18,26.6,0.07,24.6,0.09,23.6,0.08
605,6598,ABC-KY,24.15,-0.25,-1.02,26W25,06/18,46.2,0.06,43.4,0.06,40.0,0.08
606,1217,愛之味,9.88,-0.01,-0.1,26W25,06/18,57.6,-0.04,56.0,0.25,53.1,0.07
607,4966,譜瑞-KY,693.0,18.0,2.67,26W25,06/18,33.6,-1.6,28.2,-0.02,23.7,0.07
608,1233,天仁,28.0,0.05,0.18,26W25,06/18,70.2,0.07,68.7,0.07,67.6,0.07
609,2235,謚源,30.0,0.0,0.0,26W25,06/18,81.0,0.07,81.0,0.07,76.0,0.07
610,2701,萬企,10.55,0.0,0.0,26W25,06/18,85.3,0.07,84.8,0.07,84.4,0.07
611,8081,致新,319.0,25.5,8.69,26W25,06/18,34.7,0.02,31.5,-0.91,25.4,0.07
612,6526,達發,696.0,30.0,4.5,26W25,06/18,77.4,0.11,76.1,0.07,75.5,0.07
613,6509,聚和,47.95,0.65,1.37,26W25,06/18,34.6,0.01,31.6,0.06,28.8,0.07
614,00924,復華S&P500成長,32.3,-0.13,-0.4,26W25,06/18,22.2,-0.12,21.2,0.05,20.4,0.07
615,2302,麗正,47.0,2.0,4.44,26W25,06/18,62.0,0.21,61.2,0.21,58.9,0.07
616,4127,天良,67.1,-4.1,-5.76,26W25,06/18,70.2,-0.33,62.9,-0.26,57.4,0.07
617,3313,斐成,12.15,0.5,4.29,26W25,06/18,75.5,0.07,74.2,0.07,74.2,0.07
618,1447,力鵬,6.03,-0.07,-1.15,26W25,06/18,69.4,0.06,67.7,0.07,66.5,0.07
619,6603,富強鑫,24.2,2.2,10.0,26W25,06/18,44.6,0.09,42.5,0.1,38.8,0.07
620,3073,天方能源,21.2,0.55,2.66,26W25,06/18,52.5,0.07,47.5,0.07,37.5,0.07
621,6276,安鈦克,25.0,-0.3,-1.19,26W25,06/18,52.5,0.05,48.9,0.07,48.9,0.07
622,6680,鑫創電子,51.5,-2.0,-3.74,26W25,06/18,70.7,0.04,67.9,0.07,64.5,0.07
623,1472,三洋實業,91.0,0.0,0.0,26W25,06/18,74.5,0.07,71.6,0.07,69.6,0.07
624,4142,國光生,17.4,-0.1,-0.57,26W25,06/18,36.7,-0.08,34.5,-0.12,32.9,0.07
625,6741,91APP*-KY,62.0,1.4,2.31,26W25,06/18,67.0,0.09,64.5,0.07,59.2,0.07
626,2485,兆赫,61.7,-1.3,-2.06,26W25,06/18,18.3,-0.18,17.4,-0.17,17.1,0.07
627,9946,三發地產,20.6,0.1,0.49,26W25,06/18,79.4,0.4,78.7,0.59,77.3,0.06
