排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,6890,來億-KY,274.0,24.5,9.82,06/09,0.61,1.28,2.52,3.69,3.98,3.98,3.98,3.95,4.36,,,3.63
2,9941,裕融,84.1,1.1,1.33,06/09,0.62,1.25,1.92,3.28,3.92,3.88,1.89,4.69,4.01,4.3,4.29,3.7
3,2883,凱基金,29.05,2.3,8.6,06/09,0.55,1.11,1.72,3.02,3.47,3.28,2.96,3.31,6.42,4.19,7.88,3.07
4,2382,廣達,375.0,-1.5,-0.4,06/09,0.25,0.71,1.22,2.96,5.17,6.22,6.09,6.08,5.01,3.76,7.63,6.0
5,1210,大成,54.5,0.5,0.93,06/09,0.56,1.11,1.71,2.9,3.5,3.43,1.98,1.54,0.73,4.81,4.48,1.49
6,2597,潤弘,191.0,6.5,3.52,06/09,0.55,1.1,1.7,2.89,3.48,3.48,3.46,3.43,0.8,3.25,3.53,3.44
7,2855,統一證,54.0,0.8,1.5,06/09,0.55,1.1,1.69,2.87,3.42,3.48,3.76,3.54,3.13,3.94,3.84,3.61
8,1319,東陽,105.0,7.2,7.36,06/09,0.5,1.07,1.67,2.85,3.21,3.08,2.35,0.98,-1.36,10.3,7.68,1.45
9,2379,瑞昱,651.0,55.0,9.23,06/09,0.51,1.03,1.57,2.79,4.14,4.07,0.98,0.39,-1.29,4.37,10.8,-0.2
10,3293,鈊象,800.0,20.0,2.56,06/09,0.49,0.99,1.53,2.63,3.87,4.51,4.12,3.23,7.51,5.94,2.48,3.24
11,4938,和碩,95.1,3.0,3.26,06/09,0.5,1.0,1.55,2.62,3.2,3.38,3.37,-0.71,-3.38,3.47,3.14,1.29
12,5871,中租-KY,119.5,4.0,3.46,06/09,0.48,0.97,1.5,2.59,3.64,4.04,2.94,-3.26,-4.07,5.54,6.05,1.1
13,2347,聯強,91.0,5.7,6.68,06/09,0.57,1.03,1.54,2.54,3.19,2.89,3.05,-2.1,-2.53,-2.23,4.38,1.5
14,8454,富邦媒,426.5,38.5,9.92,06/09,0.47,0.77,1.43,2.34,2.84,2.85,2.89,3.17,2.85,2.83,2.9,3.16
15,2105,正新,34.2,0.7,2.09,06/09,0.43,0.87,1.34,2.31,2.77,2.64,2.89,-2.52,-5.15,4.42,3.65,-2.19
16,2542,興富發,43.2,1.3,3.1,06/09,0.42,0.83,1.29,2.23,2.85,2.88,2.13,1.25,2.5,-0.66,-1.19,1.71
17,1402,遠東新,27.7,0.95,3.55,06/09,0.47,0.94,1.43,1.98,-0.45,-1.31,-1.36,-2.56,-3.08,-5.05,1.11,-2.44
18,6187,萬潤,1130.0,50.0,4.63,06/09,0.59,0.71,1.17,1.9,0.72,0.71,7.96,7.93,6.47,9.2,2.28,8.54
19,9910,豐泰,86.3,7.8,9.94,06/09,0.23,0.62,1.03,1.89,2.3,2.3,2.93,3.23,2.94,3.0,2.99,2.84
20,2912,統一超,224.0,2.0,0.9,06/09,0.0,0.0,0.0,1.42,4.24,4.93,3.33,2.15,3.23,6.68,6.55,2.34
21,8996,高力,1330.0,120.0,9.92,06/09,0.53,0.87,1.28,1.34,0.56,2.57,3.62,4.19,4.9,3.09,3.05,3.86
22,6584,南俊國際,667.0,43.0,6.89,06/09,0.0,0.0,0.0,1.24,1.38,0.76,3.48,2.0,3.56,4.69,,1.77
23,00997A,主動群益美國增長,13.08,0.46,3.65,06/09,0.0,-0.28,-0.28,1.04,1.04,3.17,,,,,,
24,006201,元大富櫃50,47.54,1.05,2.26,06/09,0.51,1.03,0.9,0.87,1.13,1.36,1.25,-1.88,-6.65,-9.07,-82.7,-1.05
25,5243,乙盛-KY,115.5,8.0,7.44,06/09,0.0,0.0,0.0,0.85,0.85,1.12,0.94,0.84,1.15,-0.83,1.46,0.99
26,6831,邁科,776.0,61.0,8.53,06/09,0.25,0.29,0.65,0.8,1.39,2.67,3.62,3.72,,,,1.72
