"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔發行張數","2日買賣超佔發行張數","3日買賣超佔發行張數","5日買賣超佔發行張數","10日買賣超佔發行張數","1個月買賣超佔發行張數","3個月買賣超佔發行張數","半年買賣超佔發行張數","1年買賣超佔發行張數","3年買賣超佔發行張數","10年買賣超佔發行張數","今年買賣超佔發行張數"
"18","2731","雄獅","159.5","-4","-2.45","05/08","+0.15","+0.32","+0.47","+0.98","+1.29","+1.29","+1.73","+2.19","-1.3","-13.1","+0.78","+2.15"
"19","4979","華星光","660","-40","-5.71","05/08","+0.13","+0.29","+0.99","+0.96","+0.59","-0.3","-0.41","+8.35","+4","+10.2","+12.2","+5.54"
"20","9938","百和","44.8","-0.8","-1.75","05/08","+0.09","+0.21","+0.33","+0.94","+1.39","+1.21","-0.09","-0.99","-0.96","+1.65","-4.25","-1.02"
"21","2408","南亞科","274","-13","-4.53","05/08","+0.06","+0.4","+0.59","+0.89","+0.98","+0.65","-1.29","+0.53","+2.34","-1.41","+2.49","-0.87"
"22","4746","台耀","54.3","-0.5","-0.91","05/08","+0.13","+0.32","+0.49","+0.87","+1.39","+1.39","+1.39","+1.39","+1.39","+0.79","-4","+1.39"
"23","3264","欣銓","224","-24.5","-9.86","05/08","+0.04","+0.17","+0.52","+0.84","+0.59","+0.97","+2.07","+9.89","+0.99","+19.6","+18.8","+7.84"
"24","4966","譜瑞-KY","669","+60","+9.85","05/08","+0.58","+0.7","+0.78","+0.79","+1.13","+0.07","-0.24","+2.91","+4.61","-0.94","-5.62","+1.21"
"25","6669","緯穎","5200","+320","+6.56","05/08","+0.41","+0.51","+0.64","+0.77","+1.99","+3.05","+2.16","+1.2","+1.37","+3.35","","+0.55"
"26","8299","群聯","2430","+40","+1.67","05/08","+0.13","+0.26","+0.65","+0.71","+1.47","-0.49","-4.38","-10","-11","+1.05","+1.38","-4.05"
"27","1477","聚陽","221.5","+1","+0.45","05/08","+0.28","+0.43","+0.47","+0.66","+0.47","-0.51","+0.01","-5.67","-1.2","+5.71","+6.39","-1"
"28","9802","鈺齊-KY","80.4","-0.6","-0.74","05/08","+0.09","+0.21","+0.32","+0.66","+0.92","+0.92","-0.31","-0.71","-3.44","-2.25","+0.34","-1.47"
"29","3324","雙鴻","1065","-5","-0.47","05/08","0","+0.05","+0.06","+0.62","+0.42","-0.02","-0.99","-2.45","-0.28","-4.26","-5.83","-1.56"
"30","6488","環球晶","802","+9","+1.13","05/08","0","+0.06","+0.29","+0.6","+0.67","+2.21","+1.57","+5.17","+3.03","+5.57","+5.69","+4.9"
"31","6223","旺矽","5025","-5","-0.1","05/08","+0.32","+0.4","+0.43","+0.55","+0.44","+0.39","+1","-0.87","+7.86","+16.6","+13.3","-0.31"
"32","2059","川湖","5320","+480","+9.92","05/08","+0.25","+0.25","+0.43","+0.54","+1.24","+1.59","+2.27","-2.93","-1.92","+4.12","+5.86","-1.04"
"33","2548","華固","123.5","-1","-0.8","05/08","+0.13","+0.2","+0.31","+0.54","+0.62","+0.64","+0.94","+1.06","-0.74","+0.04","-0.37","+0.94"
"34","6526","達發","753","+33","+4.58","05/08","+0.21","+0.49","+0.51","+0.53","+0.48","+0.47","+0.76","+0.52","+0.03","","","+0.74"
"35","8028","昇陽半導體","226","-3","-1.31","05/08","0","+0.25","+0.53","+0.53","+1.01","+0.89","-0.86","-0.93","-2.27","-0.79","","-1.28"
"36","2393","億光","73.7","+1.2","+1.66","05/08","+0.14","+0.19","+0.32","+0.52","+0.4","+0.27","-0.87","-13.4","-17.7","+5.48","+5.21","-1.24"
"37","6768","志強-KY","87.5","+3.1","+3.67","05/08","+0.06","+0.14","+0.22","+0.5","+0.8","+0.74","+0.4","-1.21","-1.06","+1.14","","-0.62"
"38","2327","國巨*","389","+17.5","+4.71","05/08","+0.29","+0.4","+0.45","+0.46","+0.38","+0.58","+0.18","+2.12","+2.27","+1.89","+2.47","+1.78"
"39","2344","華邦電","107","-7","-6.14","05/08","+0.04","+0.33","+0.4","+0.45","+0.64","-0.74","+0.85","+1.41","+5.25","+4.35","+5.3","+1.81"
"40","006201","元大富櫃50","45.92","-0.91","-1.94","05/08","+0.16","+0.38","+0.43","+0.43","+0.33","+0.33","-0.5","-3.11","-7.08","-11.8","-81.9","-2.35"
"41","3532","台勝科","257.5","-5.5","-2.09","05/08","+0.22","+0.23","+0.43","+0.43","+0.43","+0.92","+0.5","+1.54","+1.9","+0.29","-1.29","+1.59"
"42","4105","東洋","75.4","+0.9","+1.21","05/08","+0.05","+0.13","+0.21","+0.4","+0.72","+0.72","+0.71","+0.62","+0.58","+0.47","-7.24","+0.7"
"43","6285","啟碁","247.5","-8.5","-3.32","05/08","+0.06","+0.55","+0.47","+0.4","+0.18","+0.58","+1.41","+2.55","-4.2","+7.68","+4.02","+2.34"
"44","3529","力旺","4335","-370","-7.86","05/08","+0.17","+0.48","+0.45","+0.39","-0.38","+1.04","+1.86","+1.47","+0.01","-1.18","+6.18","+2.34"
"45","9941","裕融","75.7","-0.5","-0.66","05/08","+0.08","+0.12","+0.15","+0.38","+0.49","+0.42","-2.26","-2.8","-4.94","-1.38","-1.67","-2.93"
"46","6525","捷敏-KY","106.5","-3","-2.74","05/08","-0.01","-0.03","+0.09","+0.37","+0.48","+0.48","+0.48","+0.48","+0.46","+0.17","-0.15","+0.48"
"47","5534","長虹","78.4","-0.2","-0.25","05/08","+0.05","+0.12","+0.18","+0.35","+0.52","+0.52","+0.49","+0.5","-0.38","+0.49","-0.42","+0.5"
"48","4908","前鼎","229.5","-9","-3.77","05/08","0","0","+0.32","+0.32","+0.32","+0.32","+0.32","+0.32","+0.32","+0.32","+0.32","+0.32"
"49","6279","胡連","124","0","0","05/08","-0.01","-0.02","+0.08","+0.32","+0.43","+0.09","+0.01","-0.28","-5.2","-0.35","-3.75","-0.43"
"50","1319","東陽","80.2","+0.2","+0.25","05/08","+0.12","+0.16","+0.21","+0.31","+0.26","-0.55","-1.47","-1.57","-6.48","+7.1","+3.59","-1.63"
"51","3455","由田","260","-23","-8.13","05/08","0","+0.3","+0.3","+0.3","+0.3","+0.3","+0.29","+1.05","-1.11","+0.98","+1.05","+0.85"
"52","5371","中光電","74.3","+1.1","+1.5","05/08","0","+0.1","+0.23","+0.3","+0.3","+0.47","+0.61","+1.7","+3.05","+2.38","+3.21","+1.64"
"53","8936","國統","52","-0.8","-1.52","05/08","-0.01","-0.02","-0.02","+0.28","+0.43","+0.43","+0.43","+0.4","-0.1","+0.43","-0.31","+0.43"
"54","1612","宏泰","36.7","-0.5","-1.34","05/08","+0.05","+0.04","+0.1","+0.27","+0.48","+0.48","+0.48","+0.48","+0.48","+0.5","+0.46","+0.48"
"55","4915","致伸","72.5","-1.1","-1.49","05/08","+0.08","+0.07","+0.1","+0.27","+0.1","-1.09","-1.66","-1.81","-7.8","+13.3","+14.2","-0.99"
"56","1307","三芳","32.2","+0.7","+2.22","05/08","+0.04","+0.03","+0.09","+0.27","+0.42","+0.39","+0.38","+0.34","-0.05","+0.58","+0.48","+0.34"
"57","2204","中華","54.4","-0.6","-1.09","05/08","+0.03","+0.08","+0.12","+0.24","+0.37","+0.31","+0.23","-0.17","-1.31","-4.92","+1.3","-0.09"
"58","6670","復盛應用","254","-4.5","-1.74","05/08","+0.04","+0.04","+0.08","+0.24","+0.18","-0.54","-0.35","-4.44","+0.38","+7.17","","-0.66"
"59","2753","八方雲集","180.5","0","0","05/08","-0.01","-0.02","-0.02","+0.23","+0.44","+0.47","+0.47","+0.26","-0.46","-1.23","","+0.27"
"60","2303","聯電","91.3","-5.2","-5.39","05/08","+0.02","+0.17","+0.2","+0.22","+0.08","+0.69","+0.6","-2.23","-3.01","+13.2","+16.4","-0.29"
"61","8454","富邦媒","196","+7","+3.7","05/08","+0.06","+0.09","+0.12","+0.21","+0.03","+0.03","+0.03","+0.6","+0.34","-0.33","+0.35","+0.32"
"62","3029","零壹","98.3","-1.7","-1.7","05/08","-0.01","-0.02","-0.02","+0.21","+0.45","+0.44","+0.38","+0.43","-0.03","+0.16","+0.52","+0.3"
"63","9910","豐泰","73.8","+3.7","+5.28","05/08","+0.06","+0.09","+0.14","+0.21","+0.32","+0.63","+0.64","+0.79","+0.76","+0.09","+0.5","+0.53"
"64","3033","威健","43.85","+0.95","+2.21","05/08","-0.01","-0.01","-0.02","+0.2","+0.31","+0.28","+0.26","-0.1","-1.59","+0.53","+0.59","+0.12"
"65","5347","世界","167.5","-18","-9.7","05/08","0","+0.08","+0.2","+0.2","-0.6","-1.71","-2.26","-7.44","-12.6","+8.11","+9.17","-5.69"
"66","2031","新光鋼","39.65","-0.1","-0.25","05/08","0","-0.02","-0.02","+0.2","+0.4","+0.39","+0.39","+0.44","+0.09","-5.23","+0.48","+0.44"
"67","5009","榮剛","36.5","+0.4","+1.11","05/08","+0.05","+0.12","+0.2","+0.2","+0.05","+0.03","0","+0.46","-5.37","-7.48","+0.43","+0.09"
"68","5274","信驊","16955","-935","-5.23","05/08","0","+0.04","+0.11","+0.2","+0.39","+0.67","+1.73","+5.58","+5.63","+1.67","-1.63","+2.95"
"69","1560","中砂","572","-5","-0.87","05/08","+0.04","+0.04","+0.04","+0.19","-0.17","-0.71","-2.93","-2.74","-2.7","+2.05","+2.88","-3.54"
"70","3218","大學光","132.5","-1.5","-1.12","05/08","-0.01","-0.02","-0.02","+0.19","+0.49","+0.49","+0.49","+0.49","+0.53","-2.72","+0.45","+0.49"
"71","6189","豐藝","49","+0.65","+1.34","05/08","-0.01","-0.02","-0.02","+0.18","+0.42","+0.39","+0.38","+0.6","-2.16","+0.6","+0.59","+0.41"
"72","2480","敦陽科","148","+1","+0.68","05/08","0","-0.01","-0.02","+0.17","+0.36","+0.34","+0.33","+0.12","+0.51","+0.54","+0.48","+0.27"
"73","3044","健鼎","481","-19","-3.8","05/08","+0.02","+0.06","+0.1","+0.17","+0.01","-0.42","-1.25","-6.51","-9.39","+1.32","+3.04","-2.52"
"74","1608","華榮","34","-0.3","-0.87","05/08","0","-0.01","-0.01","+0.17","+0.25","+0.21","+0.2","+0.32","+0.42","+0.43","+0.42","+0.11"
"75","6831","邁科","540","-19","-3.4","05/08","+0.01","+0.07","+0.07","+0.16","-0.21","-0.27","+0.22","","","","","-0.22"
"76","9907","統一實","17.1","-0.15","-0.87","05/08","0","+0.03","+0.05","+0.16","+0.21","+0.05","-0.2","+2.48","+2.84","+2.77","+2.79","-0.12"
"77","7769","鴻勁","5800","-35","-0.6","05/08","-0.01","+0.05","+0.14","+0.16","+0.26","-0.18","+0.65","","","","","+1.24"
"78","2383","台光電","4750","-210","-4.23","05/08","0","+0.01","+0.1","+0.16","+0.21","+0.33","+1.68","+1.91","-3.14","+0.28","+5.45","+0.74"
"79","1785","光洋科","167","-18","-9.73","05/08","+0.02","+0.03","+0.05","+0.15","+0.16","+0.19","+0.16","+1.43","+1.35","+1.48","+1.42","+0.17"
"80","3711","日月光投控","516","-24","-4.44","05/08","+0.01","+0.1","+0.12","+0.15","+0.3","+0.3","+0.5","-1.48","-3.73","+1","","+0.48"
"81","00935","野村臺灣新科技50","54.2","-0.65","-1.19","05/08","+0.04","+0.04","+0.06","+0.14","+0.08","-0.61","-3.86","+2.93","+2.93","","","+2.93"
"82","3661","世芯-KY","4890","+95","+1.98","05/08","+0.14","+0.46","+0.61","+0.14","+0.11","+1.84","+0.74","+0.04","+0.85","-7.71","+7.34","+1.11"
"83","6257","矽格","211","-2","-0.94","05/08","-0.02","+0.22","+0.25","+0.13","-0.47","-2.19","-2.46","-6","-1.24","+6.81","+6.74","-2.1"
"84","4958","臻鼎-KY","401","-26","-6.09","05/08","+0.02","+0.07","+0.04","+0.13","+1.29","+1.74","+1.88","+1.5","+0.32","-0.36","+2.92","+1.47"
"85","2727","王品","234.5","+3.5","+1.52","05/08","-0.08","-0.11","-0.04","+0.12","+0.32","+0.17","+0.37","+0.26","-2.14","-3.45","+0.4","+0.33"
"86","3034","聯詠","498","+45","+9.93","05/08","+0.11","+0.11","+0.11","+0.12","-0.05","-0.09","-2.6","-6.23","-16.3","+6.88","+12.9","-4.54"
"87","6139","亞翔","714","-7","-0.97","05/08","+0.02","+0.04","+0.06","+0.11","0","-1.33","-1.12","-1.3","-0.26","+2.63","+2.72","-0.26"
"88","6830","汎銓","787","-87","-9.95","05/08","0","-0.01","+0.01","+0.1","+0.5","+0.5","+2.2","+2.4","+2.4","+1.73","","+2.4"
"89","2360","致茂","2230","-95","-4.09","05/08","+0.01","-0.01","0","+0.1","-0.19","+0.2","+1.24","+2.08","+5.66","+5.73","+5.78","+0.92"
"90","3533","嘉澤","2700","-150","-5.26","05/08","+0.08","+0.28","+0.38","+0.09","+0.19","+0.55","+3.63","+3.18","-0.3","-7.94","+3.82","+5.22"
"91","00997A","主動群益美國增長","12.1","-0.35","-2.81","05/08","+0.02","+0.02","+0.08","+0.08","+0.33","","","","","","",""
"92","2385","群光","134","+3","+2.29","05/08","+0.1","+0.13","+0.13","+0.08","-0.12","+0.09","+0.84","-4.07","-2.29","+8.08","+4.95","-1.75"
"93","2855","統一證","40","+0.3","+0.76","05/08","0","0","0","+0.08","+0.11","+0.11","+0.32","+0.12","-0.47","+0.46","+0.36","+0.13"
"94","2618","長榮航","35.65","+0.25","+0.71","05/08","+0.03","+0.06","+0.06","+0.08","+0.22","+0.32","-0.07","-2.14","-11.8","+13.8","+13.8","-1.84"
"95","8070","長華*","48.2","-0.25","-0.52","05/08","0","-0.01","-0.01","+0.08","+0.13","-0.21","-0.74","-2.89","+7.14","+7.25","+7.23","-1.91"
"96","6789","采鈺","603","+22","+3.79","05/08","0","+0.04","+0.05","+0.07","+0.05","+0.06","+0.22","+0.36","+0.53","+0.6","","+0.32"
"97","2308","台達電","2200","-80","-3.51","05/08","+0.01","+0.04","+0.06","+0.07","+0.08","+0.13","+0.4","+0.49","+0.95","+0.89","+2.14","+0.5"
"98","2472","立隆電","221.5","+20","+9.93","05/08","0","+0.01","+0.03","+0.07","+0.13","+0.51","+0.02","+0.45","-0.14","+0.98","+1.54","-1.38"
"99","009803","玉山市值動能50","20.42","-0.21","-1.02","05/08","0","0","0","+0.06","+0.34","+0.53","+0.53","+0.53","+0.53","","","+0.53"
"100","0050","元大台灣50","97","-0.7","-0.72","05/08","0","0","+0.01","+0.06","+0.08","+0.09","+0.51","+0.81","+0.77","+1.13","+1.52","+0.66"
"101","2317","鴻海","250","-3.5","-1.38","05/08","0","+0.01","+0.03","+0.06","+0.08","+0.07","+0.17","-0.48","+0.16","+0.22","+1.25","-0.1"
"102","6788","華景電","454.5","-6","-1.3","05/08","+0.01","+0.05","+0.05","+0.06","+0.36","+0.53","-0.15","+0.66","+0.66","-0.23","","+0.06"
"103","3030","德律","389.5","-28","-6.71","05/08","+0.01","+0.03","+0.05","+0.05","-0.01","-0.23","+0.26","-6.43","+0.54","+0.53","+0.58","+0.42"
"104","5434","崇越","423","+4.5","+1.08","05/08","+0.04","+0.03","+0.04","+0.05","-0.09","-0.12","-0.79","-2.25","-2.15","+1.39","+3.24","-0.87"
"105","3551","世禾","210","-5","-2.33","05/08","+0.14","+0.14","+0.14","+0.05","+0.18","-0.09","-0.55","+1.16","+1.64","+1.34","+1.64","+0.08"
"106","2072","世紀風電","180.5","+1.5","+0.84","05/08","+0.02","+0.02","+0.02","+0.05","+0.09","+0.39","","","","","",""
"107","6121","新普","390","+19","+5.12","05/08","-0.12","-0.09","-0.04","+0.05","+0.04","-0.41","-1.16","-5.51","-7.32","+12.4","+13.3","-4.33"
"108","5443","均豪","121.5","-3.5","-2.8","05/08","0","0","+0.05","+0.05","+0.05","+0.32","+0.47","+0.47","+0.47","+0.47","+0.47","+0.47"
"109","00881","國泰台灣科技龍頭","50.45","-0.5","-0.98","05/08","0","0","0","+0.04","+0.07","+0.01","-0.06","-0.13","-0.02","-0.25","","-0.35"
"110","00646","元大S&P500","72.55","-0.45","-0.62","05/08","0","+0.01","+0.03","+0.04","+0.03","+0.05","+0.41","+0.52","+0.22","+0.22","+0.22","+0.57"
"111","2357","華碩","650","+11","+1.72","05/08","-0.13","+0.02","+0.13","+0.04","-0.05","-0.01","+0.73","+4.54","+4.73","+9.03","+13.5","-0.38"
"112","3374","精材","226.5","+20.5","+9.95","05/08","0","0","0","+0.04","-0.11","-0.33","-1.16","+0.47","+0.26","-1.55","-1.34","+0.48"
"113","6531","愛普*","875","-50","-5.41","05/08","-0.01","0","+0.01","+0.04","+0.07","+0.7","+0.88","+0.77","+1.01","-1.45","","-0.53"
"114","3217","優群","176","+1","+0.57","05/08","0","0","+0.03","+0.04","+0.09","+0.36","+0.38","-0.72","-2.02","-7.64","+2.13","+0.87"
"115","2454","聯發科","3630","+210","+6.14","05/08","+0.01","+0.01","+0.04","+0.04","+0.35","+0.75","+0.6","+1.47","-2.26","+1.79","+4.06","+0.82"
"116","9939","宏全","111.5","+1","+0.9","05/08","-0.02","-0.04","-0.05","+0.04","-0.04","-0.19","-0.46","-0.88","-4.94","-0.58","+3.21","-0.71"
"117","5904","寶雅","589","+2","+0.34","05/08","0","0","0","+0.03","-0.28","-0.19","+0.1","+0.46","-10.2","-1.03","-0.43","+0.36"
"118","6679","鈺太","331","+19","+6.09","05/08","0","+0.03","+0.03","+0.03","+0.04","+0.19","+0.51","+0.9","+0.87","-11.9","","+0.53"
"119","5269","祥碩","1410","+40","+2.92","05/08","+0.01","+0.01","+0.03","+0.03","+0.02","-0.04","-0.26","+0.28","-8.7","-4.46","-0.12","+0.21"
"120","3481","群創","29.4","-0.35","-1.18","05/08","+0.05","+0.05","+0.05","+0.03","-0.08","-0.39","-0.37","+0.23","-0.47","-0.42","-2.03","+0.1"
"121","2891C","中信金丙特","62.1","0","0","05/08","0","0","+0.03","+0.03","+0.03","+0.15","+0.13","+0.06","-0.07","-0.31","","+0.13"
"122","3715","定穎投控","180.5","-8.5","-4.5","05/08","0","0","+0.02","+0.03","-0.22","-1.18","-1.43","-1.68","-0.14","-3.29","","-3.79"
"123","2330","台積電","2290","-20","-0.87","05/08","0","+0.01","+0.02","+0.03","+0.06","+0.04","+0.13","+0.24","+0.23","+0.46","+0.78","+0.18"
"124","6206","飛捷","119","+2","+1.71","05/08","0","-0.01","-0.02","+0.03","+0.16","-0.03","+0.07","-3.82","+0.06","+0.47","-0.37","-0.92"
"125","3706","神達","86.2","-1.2","-1.37","05/08","0","0","0","+0.02","+0.02","+0.02","+0.02","-1.12","-0.27","+0.05","-1.34","-0.12"
"126","1503","士電","202.5","+3","+1.5","05/08","0","+0.01","+0.02","+0.02","+0.02","+0.02","-0.08","-0.09","-0.15","-1.84","+0.08","-0.09"
"127","2449","京元電子","311","-28","-8.26","05/08","-0.12","-0.1","-0.09","+0.02","-0.85","-2.06","+0.03","+1.8","+2.72","+4.77","-2.72","-0.49"
"128","4953","緯軟","121","-1.5","-1.22","05/08","+0.01","+0.01","+0.02","+0.02","+0.02","+0.02","0","-0.16","+0.05","-1.06","-1.06","-0.22"
"129","1590","亞德客-KY","1505","+15","+1.01","05/08","0","0","+0.01","+0.02","+0.58","+0.7","+0.61","+0.81","+0.67","-1.06","-1.25","+0.78"
"130","6177","達麗","46.8","+0.85","+1.85","05/08","0","0","0","+0.02","-0.03","-0.31","-0.3","-1.51","-0.9","+0.7","+0.7","-0.61"
"131","2313","華通","253.5","+4","+1.6","05/08","+0.07","0","-0.18","+0.02","-0.41","-2.06","-0.26","+2.11","+1.26","+1.08","+2.1","+1.81"
"132","1504","東元","72.8","-1.2","-1.62","05/08","+0.02","+0.02","+0.02","+0.02","+0.01","-0.03","-0.45","-7.24","-9.82","-2.39","-1.13","-0.7"
"133","2395","研華","476.5","+32.5","+7.32","05/08","+0.01","+0.01","+0.01","+0.02","-0.03","-0.3","-0.04","+0.02","-0.72","+0.07","+0.38","+0.11"
"134","3014","聯陽","135.5","+4","+3.04","05/08","0","-0.01","-0.01","+0.01","+0.06","-0.09","-0.09","-1.97","-6.55","+2.13","+2.19","-0.8"
"135","6640","均華","1395","+5","+0.36","05/08","+0.02","+0.01","+0.01","+0.01","+0.7","+2.02","+2.03","+2.71","+2.83","+2.83","","+2.24"
"136","4532","瑞智","22.95","0","0","05/08","-0.01","-0.02","-0.02","+0.01","+0.02","-0.03","-0.08","-0.17","-0.87","+0.35","-0.12","-0.13"
"137","1227","佳格","29.05","+0.2","+0.69","05/08","0","0","0","+0.01","+0.01","+0.02","+0.03","+0.07","+0.06","+0.06","-0.07","+0.04"
"138","2851","中再保","31.15","-0.2","-0.64","05/08","0","0","0","+0.01","+0.01","+0.02","+0.03","+0.11","+0.11","+0.11","+0.06","+0.06"
"139","1434","福懋","15.85","-0.1","-0.63","05/08","0","0","0","+0.01","+0.01","+0.02","+0.03","-0.25","+0.02","+0.02","-2.39","-0.2"
"140","8054","安國","106.5","-0.5","-0.47","05/08","0","0","+0.01","+0.01","+0.01","0","-0.01","+0.03","+0.07","-0.26","-0.26","+0.04"
"141","3293","鈊象","735","+15","+2.08","05/08","+0.07","+0.06","+0.05","+0.01","-0.06","-0.62","-0.79","+3.87","+2.17","+1.65","-2.26","-1.27"
"142","6472","保瑞","419","+5","+1.21","05/08","0","0","0","+0.01","+0.01","-0.12","-1.12","-0.79","-1.59","-3.94","","-0.84"
"143","6138","茂達","260.5","-1.5","-0.57","05/08","0","0","+0.01","+0.01","+0.03","-0.42","-0.56","-0.52","-2.13","-12.1","+0.69","-0.32"
"144","8016","矽創","273","+7.5","+2.82","05/08","0","-0.01","-0.01","+0.01","-0.37","-1.16","-1.71","-4.56","-2.06","+2.32","-8.4","-3.54"
"145","5351","鈺創","75.1","-2.2","-2.85","05/08","0","0","+0.01","+0.01","+0.01","0","-0.11","+0.11","+0.09","+0.1","+0.12","+0.04"
"146","2890","永豐金","31","+0.1","+0.32","05/08","0","+0.01","+0.01","+0.01","-0.08","-0.5","-0.22","+0.3","-3.08","-0.7","+3.52","-0.31"
"147","6643","M31","621","-25","-3.87","05/08","0","0","0","+0.01","+0.01","+0.33","-0.64","+0.91","+0.62","-6.09","","+0.91"
"148","4916","事欣科","62","-1.1","-1.74","05/08","0","+0.01","+0.01","+0.01","-0.04","-0.31","-0.38","+0.58","+0.58","+0.58","+0.48","-0.04"
"149","2363","矽統","59.4","+1.5","+2.59","05/08","0","0","+0.01","+0.01","+0.01","0","-0.03","+0.04","-0.02","+0.09","+0.16","+0.04"
"150","4968","立積","119.5","0","0","05/08","0","0","+0.01","+0.01","+0.01","0","-0.06","+0.05","-0.18","-3.44","-7.96","-0.01"
"151","2897","王道銀行","10.15","+0.05","+0.5","05/08","0","0","0","+0.01","+0.01","+0.02","+0.01","-0.01","-0.08","+0.09","","+0.01"
"152","0056","元大高股息","44.85","+0.13","+0.29","05/08","0","+0.01","+0.01","+0.01","-0.23","+0.03","+0.04","+0.05","+0.03","+0.07","+0.76","+0.04"
"153","2501","國建","23","-0.5","-2.13","05/08","0","0","0","+0.01","+0.01","+0.02","+0.02","-0.19","+0.01","+0.06","+0.07","-0.16"
"154","4739","康普","86.9","-6.2","-6.66","05/08","0","+0.01","+0.01","+0.01","0","-0.02","+0.01","-0.08","-0.01","+0.19","-0.04","-0.09"
"155","2412","中華電","136.5","+1","+0.74","05/08","0","0","+0.01","+0.01","-0.02","-0.09","-0.13","-0.11","-0.62","+0.44","+1.14","-0.04"
"156","2486","一詮","281.5","+3.5","+1.26","05/08","0","0","0","+0.01","-0.15","+0.17","+0.61","+1.92","+1.92","+1.82","+1.82","+1.92"
"157","2436","偉詮電","72","-2","-2.7","05/08","0","0","+0.01","+0.01","+0.01","+0.04","+0.1","+0.17","-0.07","-0.13","-0.12","+0.18"
"158","5236","凌陽創新","168.5","+8.5","+5.31","05/08","0","0","0","+0.01","+0.01","0","+0.02","+0.04","+0.05","+0.05","","+0.03"
"159","6104","創惟","102","0","0","05/08","0","0","0","+0.01","+0.01","0","-0.09","-0.02","-2.63","-0.33","-2.7","-0.02"
"160","7749","意騰-KY","514","+9","+1.78","05/08","0","0","+0.01","+0.01","+0.01","0","-0.05","-0.18","","","","0"
"161","6732","昇佳電子","164","+0.5","+0.31","05/08","0","0","0","+0.01","+0.01","0","+0.02","+0.02","-0.16","-5.8","","+0.03"
"162","6202","盛群","55.2","-2.3","-4","05/08","0","0","0","+0.01","+0.01","0","-0.01","+0.04","-0.06","-0.31","-0.02","+0.03"
