"代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","外資連續買賣日數","外資連續買賣張數","外資連續買賣佔成交(%)","外資連續買賣佔發行量(%)","投信連續買賣日數","投信連續買賣張數","投信連續買賣佔成交(%)","投信連續買賣佔發行量(%)","自營商連續買賣日數","自營商連續買賣張數","自營商連續買賣佔成交(%)","自營商連續買賣佔發行量(%)","三大法人連續買賣日數","三大法人連續買賣張數","三大法人連續買賣佔成交(%)","三大法人連續買賣佔發行量(%)"
"5534","長虹","78.4","-0.2","-0.25","05/08","-20","-5,939","-31.7","-1.88","+9","+1,640","24.9","0.52","+1","+1","0.13","0","-2","-190","-9.23","-0.06"
"6768","志強-KY","87.5","+3.1","+3.67","05/08","+2","+387","14.5","0.19","+9","+1,600","19.6","0.8","+2","+31","1.15","0.02","+8","+1,093","16.1","0.55"
"8155","博智","444","-5","-1.11","05/08","-3","-1,095","-6.97","-1.8","+9","+2,208","4.61","3.64","+1","+26","0.78","0.04","+1","+116","3.49","0.19"
"8299","群聯","2430","+40","+1.67","05/08","+1","+1,070","8.03","0.48","+9","+3,481","3.16","1.57","-1","-67","-0.5","-0.03","+5","+6,994","12.3","3.16"
"9802","鈺齊-KY","80.4","-0.6","-0.74","05/08","-4","-976","-23.7","-0.49","+9","+1,851","19.3","0.92","-1","0","-0.01","0","-1","-10","-1.21","0"
"9938","百和","44.8","-0.8","-1.75","05/08","-30","-19,291","-37.4","-6.47","+9","+4,139","23.1","1.39","+2","+16","0.39","0.01","-3","-781","-12.6","-0.26"
"9941","裕融","75.7","-0.5","-0.66","05/08","-7","-4,563","-30.8","-0.79","+9","+2,844","15.3","0.49","-1","-1","-0.04","0","-1","-772","-24.8","-0.13"
"2308","台達電","2200","-80","-3.51","05/08","-1","-4,461","-37.8","-0.17","+8","+2,423","2.25","0.09","+1","+31","0.26","0","-1","-4,281","-36.3","-0.16"
"3583","辛耘","788","-9","-1.13","05/08","-2","-596","-13.5","-0.74","+7","+1,859","7.88","2.31","+2","+97","2.21","0.12","-1","-4","-0.24","-0.01"
"1319","東陽","80.2","+0.2","+0.25","05/08","-7","-9,185","-31.1","-1.55","+6","+1,952","7.44","0.33","-1","-99","-2.02","-0.02","-7","-7,583","-25.7","-1.28"
"2383","台光電","4750","-210","-4.23","05/08","-2","-173","-3.18","-0.05","+6","+618","3.49","0.17","-1","-43","-1.51","-0.01","-1","-177","-6.3","-0.05"
"3026","禾伸堂","330","+30","+10","05/08","+3","+2,042","3.8","1.23","+6","+8,498","8.49","5.12","+1","+257","1.13","0.16","+5","+9,519","11.5","5.74"
"3443","創意","5210","-240","-4.4","05/08","-5","-2,178","-13.8","-1.62","+6","+1,673","9.97","1.25","-1","-116","-4.01","-0.09","+2","+359","7.07","0.27"
"4966","譜瑞-KY","669","+60","+9.85","05/08","+1","+1,559","26.6","1.97","+6","+746","5.16","0.95","+3","+400","3.97","0.51","+2","+2,341","27.3","2.97"
"6488","環球晶","802","+9","+1.13","05/08","+6","+13,019","13.6","2.72","+6","+3,698","3.86","0.77","-1","-425","-2.21","-0.09","+6","+17,450","18.2","3.65"
"8454","富邦媒","196","+7","+3.7","05/08","+5","+1,351","24.8","0.51","+6","+619","10.6","0.23","+1","0","0","0","+9","+1,988","26.6","0.75"
"1785","光洋科","167","-18","-9.73","05/08","-2","-19,698","-12.7","-3.31","+5","+904","0.32","0.15","-1","-270","-0.48","-0.05","-2","-19,696","-12.7","-3.3"
"2317","鴻海","250","-3.5","-1.38","05/08","+9","+298,633","29.2","2.14","+5","+7,963","1.15","0.06","-1","-1,500","-1.47","-0.01","+9","+312,910","30.6","2.24"
"2327","國巨*","389","+17.5","+4.71","05/08","+2","+7,350","4.91","0.35","+5","+9,596","3.32","0.46","+2","+1,281","0.86","0.06","+2","+16,909","11.3","0.82"
"2344","華邦電","107","-7","-6.14","05/08","-1","-15,613","-8.97","-0.35","+5","+20,199","1.76","0.45","-1","-623","-0.36","-0.01","-1","-14,455","-8.3","-0.32"
"2393","億光","73.7","+1.2","+1.66","05/08","+1","+1,334","26.5","0.3","+5","+2,291","12.5","0.52","+1","+31","0.62","0.01","+1","+1,974","39.2","0.45"
"2408","南亞科","274","-13","-4.53","05/08","-1","-4,298","-3.28","-0.14","+5","+27,449","3.31","0.89","-1","-675","-0.52","-0.02","-1","-3,176","-2.43","-0.1"
"3044","健鼎","481","-19","-3.8","05/08","-1","-569","-12.3","-0.11","+5","+890","3.46","0.17","-1","-188","-4.06","-0.04","-1","-629","-13.6","-0.12"
"3324","雙鴻","1065","-5","-0.47","05/08","-5","-2,445","-10.6","-2.63","+5","+575","2.5","0.62","-4","-333","-1.78","-0.36","-4","-2,514","-13.5","-2.7"
"5483","中美晶","149","-3","-1.97","05/08","-3","-5,909","-6.61","-0.92","+5","+10,565","7.43","1.65","-1","-484","-2.17","-0.08","-1","-907","-4.07","-0.14"
"6139","亞翔","714","-7","-0.97","05/08","-2","-96","-1.51","-0.04","+5","+268","1.72","0.11","+1","+16","0.5","0.01","-1","-29","-0.95","-0.01"
"6526","達發","753","+33","+4.58","05/08","+3","+1,358","7.47","0.81","+5","+895","3.97","0.53","-1","-50","-0.74","-0.03","+3","+2,278","12.5","1.36"
"6789","采鈺","603","+22","+3.79","05/08","+2","+1,393","7.78","0.44","+5","+234","0.41","0.07","-1","-6","-0.06","0","+2","+1,526","8.53","0.48"
"8210","勤誠","1415","+125","+9.69","05/08","+1","+766","12.5","0.61","+5","+2,794","11.9","2.23","-2","-54","-0.38","-0.04","+1","+1,802","29.3","1.44"
"1590","亞德客-KY","1505","+15","+1.01","05/08","+3","+572","14.2","0.29","+4","+34","0.66","0.02","-2","-38","-1.27","-0.02","+3","+568","14.1","0.28"
"2303","聯電","91.3","-5.2","-5.39","05/08","-2","-36,541","-6.7","-0.29","+4","+33,422","3.43","0.27","-1","-3,297","-1.5","-0.03","-2","-16,982","-3.11","-0.14"
"2395","研華","476.5","+32.5","+7.32","05/08","+23","+24,401","26.3","2.82","+4","+126","0.39","0.01","-1","-17","-0.16","0","+19","+20,039","24.3","2.32"
"2618","長榮航","35.65","+0.25","+0.71","05/08","-1","-4,079","-11.9","-0.08","+4","+4,334","3.2","0.08","-1","-149","-0.43","0","-1","-2,527","-7.34","-0.05"
"3034","聯詠","498","+45","+9.93","05/08","+3","+4,828","13.6","0.79","+4","+782","2.02","0.13","+5","+1,073","2.54","0.18","+5","+6,740","16","1.11"
"3264","欣銓","224","-24.5","-9.86","05/08","-4","-10,818","-13.1","-2.21","+4","+4,616","5.59","0.94","-1","-364","-1.72","-0.07","-3","-7,684","-12","-1.57"
"5289","宜鼎","1600","+25","+1.59","05/08","+1","+83","1.17","0.09","+4","+1,500","5.22","1.56","-3","-44","-0.18","-0.05","+2","+1,059","6.65","1.1"
"6138","茂達","260.5","-1.5","-0.57","05/08","-1","-24","-1.42","-0.03","+4","+8","0.12","0.01","-1","-13","-0.8","-0.02","-1","-36","-2.16","-0.05"
"6274","台燿","1370","-75","-5.19","05/08","-4","-5,029","-10.2","-1.74","+4","+4,284","8.67","1.48","-1","-113","-0.77","-0.04","-1","-376","-2.58","-0.13"
"006201","元大富櫃50","45.92","-0.91","-1.94","05/08","+1","+2","0.55","0.01","+3","+86","5.78","0.43","+3","+307","20.6","1.54","+3","+373","25.1","1.87"
"2371","大同","30.55","-0.3","-0.97","05/08","-1","-1,970","-7.38","-0.09","+3","+97","0.17","0","+3","+417","0.72","0.02","-1","-1,592","-5.97","-0.07"
"2493","揚博","131.5","-9.5","-6.74","05/08","-5","-2,465","-10.4","-1.94","+3","+4","0.02","0","-2","-166","-1.58","-0.13","-6","-2,468","-9.91","-1.95"
"2885","元大金","56.5","+0.4","+0.71","05/08","+1","+4,501","17.2","0.03","+3","+633","0.76","0","+2","+359","0.63","0","+1","+4,901","18.8","0.04"
"2886","兆豐金","40.2","+0.55","+1.39","05/08","+3","+20,309","34.4","0.14","+3","+632","1.07","0","-1","-154","-0.72","0","+3","+20,977","35.6","0.14"
"2890","永豐金","31","+0.1","+0.32","05/08","+4","+35,636","28.8","0.25","+3","+1,924","1.91","0.01","-1","-454","-1.27","0","+4","+36,345","29.3","0.25"
"3030","德律","389.5","-28","-6.71","05/08","-2","-511","-5.31","-0.22","+3","+122","0.53","0.05","-1","-82","-2.44","-0.03","-2","-468","-4.86","-0.2"
"3481","群創","29.4","-0.35","-1.18","05/08","+6","+529,825","16.4","6.63","+3","+3,910","0.16","0.05","+5","+54,934","1.75","0.69","+6","+587,027","18.2","7.35"
"3532","台勝科","257.5","-5.5","-2.09","05/08","+1","+536","3.87","0.14","+3","+1,670","3.52","0.43","-3","-527","-1.11","-0.14","+1","+1,064","7.69","0.27"
"3533","嘉澤","2700","-150","-5.26","05/08","+12","+2,973","13.6","2.64","+3","+429","6.78","0.38","-2","-90","-2.24","-0.08","+4","+1,864","21.9","1.66"
"3661","世芯-KY","4890","+95","+1.98","05/08","+1","+191","5.88","0.23","+3","+495","5.15","0.61","+1","+10","0.32","0.01","+1","+318","9.81","0.39"
"4979","華星光","660","-40","-5.71","05/08","-5","-4,867","-9.19","-3.42","+3","+1,411","2.85","0.99","-4","-279","-0.55","-0.2","-5","-3,753","-7.09","-2.64"
"5009","榮剛","36.5","+0.4","+1.11","05/08","-1","-767","-6.86","-0.13","+3","+1,193","4.33","0.2","+5","+1,483","3.79","0.25","-1","-318","-2.84","-0.05"
"5269","祥碩","1410","+40","+2.92","05/08","+1","+2","0.06","0","+3","+19","0.29","0.03","+4","+166","1.96","0.22","+1","+111","3.18","0.15"
"5347","世界","167.5","-18","-9.7","05/08","-2","-6,325","-6.15","-0.34","+3","+3,735","2.36","0.2","-2","-1,638","-1.59","-0.09","-2","-6,441","-6.26","-0.34"
"5880","合庫金","23.05","+0.05","+0.22","05/08","-1","-1,684","-10.8","-0.01","+3","+638","1.2","0","+3","+915","1.72","0.01","-1","-1,357","-8.69","-0.01"
"6223","旺矽","5025","-5","-0.1","05/08","-1","-114","-6.63","-0.12","+3","+418","10.5","0.43","+2","+17","0.65","0.02","+3","+648","16.3","0.66"
"6291","沛亨","468","-14","-2.9","05/08","+2","+411","8.08","0.98","+3","+727","10.5","1.73","+2","+32","0.63","0.08","+5","+1,305","11.5","3.11"
"6415","矽力*-KY","425.5","+1","+0.24","05/08","-1","-9","-0.38","0","+3","+130","1.68","0.03","-4","-71","-0.69","-0.02","+6","+3,156","18.7","0.81"
"6781","AES-KY","1230","+75","+6.49","05/08","+3","+855","10.3","1","+3","+2","0.02","0","+3","+111","1.33","0.13","+3","+967","11.6","1.13"
"1560","中砂","572","-5","-0.87","05/08","-1","-107","-3.28","-0.07","+2","+63","1.02","0.04","-3","-198","-1.99","-0.14","-1","-128","-3.95","-0.09"
"2002","中鋼","18.75","-0.1","-0.53","05/08","-1","-13,108","-35.2","-0.08","+2","+29","0.03","0","+3","+674","0.46","0","-1","-12,884","-34.6","-0.08"
"2377","微星","100","-1","-0.99","05/08","+1","+2,560","19.7","0.3","+2","+20","0.07","0","-1","-90","-0.69","-0.01","+1","+2,476","19","0.29"
"2382","廣達","340.5","-3.5","-1.02","05/08","+1","+1,384","7.95","0.04","+2","+363","0.89","0.01","-1","-47","-0.27","0","+1","+1,472","8.46","0.04"
"2385","群光","134","+3","+2.29","05/08","-3","-1,797","-12.5","-0.24","+2","+983","10.5","0.13","-1","-48","-0.97","-0.01","+2","+669","7.16","0.09"
"2467","志聖","537","-17","-3.07","05/08","+1","+107","5.52","0.07","+2","+48","1.17","0.03","-8","-545","-1.78","-0.35","+1","+83","4.25","0.05"
"2542","興富發","40","+0.6","+1.52","05/08","+3","+7,106","24.2","0.33","+2","+38","0.19","0","-6","-162","-0.27","-0.01","+3","+7,116","24.2","0.33"
"2609","陽明","49.9","-0.8","-1.58","05/08","-1","-8,773","-50.9","-0.25","+2","+59","0.18","0","+4","+545","0.83","0.02","-1","-8,726","-50.7","-0.25"
"2883","凱基金","22.9","+0.45","+2","05/08","+10","+263,903","42.4","1.55","+2","+712","0.52","0","-1","-134","-0.22","0","+9","+209,231","35.7","1.23"
"3211","順達","381.5","-2.5","-0.65","05/08","-2","-2,079","-7.02","-1.35","+2","+347","1.17","0.23","-1","-124","-0.79","-0.08","-2","-1,570","-5.3","-1.02"
"3529","力旺","4335","-370","-7.86","05/08","-3","-487","-12.1","-0.65","+2","+359","11.9","0.48","-1","-10","-0.8","-0.01","-1","-111","-8.52","-0.15"
"4958","臻鼎-KY","401","-26","-6.09","05/08","-1","-2,789","-6.37","-0.29","+2","+695","0.76","0.07","-1","-643","-1.47","-0.07","-1","-3,233","-7.39","-0.34"
"6285","啟碁","247.5","-8.5","-3.32","05/08","+4","+15,532","10.2","3.21","+2","+2,646","2.75","0.55","-1","-255","-0.51","-0.05","+4","+17,270","11.4","3.57"
"6788","華景電","454.5","-6","-1.3","05/08","-10","-2,509","-13.6","-6.48","+2","+21","0.43","0.05","-1","-22","-0.91","-0.06","-10","-2,409","-13.1","-6.22"
"6805","富世達","1980","+60","+3.12","05/08","+1","+241","8.66","0.35","+2","+273","6","0.4","+3","+61","0.63","0.09","+1","+440","15.8","0.64"
"6831","邁科","540","-19","-3.4","05/08","-8","-1,849","-12.2","-2.74","+2","+48","0.95","0.07","+1","+22","0.84","0.03","-8","-1,687","-11.1","-2.5"
