代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
6414,樺漢,395.0,-5.0,-1.25,07/17,22,13502,36.0,9.25,3,165,2.76,0.11,-15,-1443,-5.66,-0.99,16,5880,21.8,4.03
8462,柏文,156.5,-3.5,-2.19,07/17,17,1434,31.6,1.78,1,3,1.1,0.0,1,3,1.1,0.0,17,1436,31.7,1.79
1454,台富,12.55,-0.45,-3.46,07/17,14,87,19.3,0.07,0,0,0.0,0.0,0,0,0.0,0.0,4,39,26.6,0.03
1468,昶和,13.6,0.95,7.51,07/17,14,72,9.9,0.04,0,0,0.0,0.0,5,14,4.9,0.01,5,41,14.4,0.03
00898,國泰基因免疫革命,9.22,-0.24,-2.54,07/17,13,5760,39.4,4.1,0,0,0.0,0.0,2,442,25.4,0.31,13,8096,55.4,5.76
2105,正新,33.6,0.05,0.15,07/17,12,83149,46.8,2.57,-2,-6674,-13.9,-0.21,-3,-906,-1.62,-0.03,12,80468,45.3,2.48
2357,華碩,700.0,-15.0,-2.1,07/17,12,18561,29.6,2.5,-3,-567,-5.04,-0.08,7,1144,3.51,0.15,12,16194,25.8,2.18
4104,佳醫,70.7,-1.3,-1.81,07/17,12,1238,38.2,0.66,0,0,0.0,0.0,-1,-16,-5.57,-0.01,12,1234,38.0,0.66
1903,士紙,48.65,0.1,0.21,07/17,11,462,20.3,0.18,0,0,0.0,0.0,0,0,0.0,0.0,11,456,20.0,0.18
2106,建大,18.1,-0.2,-1.09,07/17,11,2654,20.4,0.28,0,0,0.0,0.0,-1,-8,-0.48,0.0,11,2661,20.5,0.28
2867,三商壽,8.98,0.07,0.79,07/17,11,80246,46.4,1.36,0,0,0.0,0.0,5,4000,4.44,0.07,11,86637,50.1,1.47
