排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
301,3011,今皓,14.1,-0.2,-1.4,26W27,07/03,33.3,0.84,29.5,0.42,28.7,0.42
302,6412,群電,98.0,1.0,1.03,26W27,07/03,78.1,0.02,76.9,-0.03,75.6,0.41
303,2419,仲琦,29.7,1.7,6.07,26W27,07/03,63.4,-0.13,63.0,-0.15,63.0,0.41
304,5871,中租-KY,116.5,1.0,0.87,26W27,07/03,66.9,0.16,65.0,0.2,63.7,0.41
305,00403A,主動統一升級50,11.14,0.0,0.0,26W27,07/03,14.8,0.43,13.6,0.45,12.2,0.41
306,2515,中工,14.3,0.65,4.76,26W27,07/03,58.0,0.25,56.0,0.51,53.8,0.4
307,006205,富邦上証,41.44,0.16,0.39,26W27,07/03,39.7,0.43,35.4,0.41,34.5,0.4
308,2022,聚亨,8.2,0.12,1.49,26W27,07/03,38.8,0.26,37.1,-0.15,36.8,0.4
309,8182,加高,59.0,3.7,6.69,26W27,07/03,65.9,-0.86,65.2,0.39,65.2,0.39
310,3311,閎暉,38.6,0.7,1.85,26W27,07/03,53.3,0.51,51.9,1.2,50.3,0.39
311,2497,怡利電,60.8,3.8,6.67,26W27,07/03,66.4,0.53,61.7,1.11,57.4,0.39
312,1210,大成,58.0,0.4,0.69,26W27,07/03,63.4,0.72,62.0,0.71,61.0,0.39
313,8097,常珵,58.0,0.0,0.0,26W27,07/03,68.3,0.4,66.1,0.4,60.4,0.38
314,3015,全漢,68.0,0.5,0.74,26W27,07/03,60.0,0.37,58.2,0.38,55.7,0.38
315,0055,元大MSCI金融,41.54,0.36,0.87,26W27,07/03,41.5,0.35,38.5,0.38,38.5,0.38
316,9941,裕融,82.4,1.5,1.85,26W27,07/03,69.3,-0.04,67.7,0.06,67.1,0.38
317,8081,致新,319.5,3.5,1.11,26W27,07/03,32.3,-2.48,30.0,-1.56,25.9,0.38
318,2206,三陽工業,64.0,2.0,3.23,26W27,07/03,83.3,0.2,81.9,0.01,80.6,0.38
319,6136,富爾特,24.4,0.15,0.62,26W27,07/03,40.5,0.37,36.0,0.37,33.8,0.37
320,4576,大銀微系統,222.5,-12.5,-5.32,26W27,07/03,65.2,0.77,63.6,-0.33,61.2,0.37
321,5533,皇鼎,14.2,0.2,1.43,26W27,07/03,77.3,0.93,73.1,0.01,71.2,0.36
322,3596,智易,197.5,6.0,3.13,26W27,07/03,68.1,0.42,65.8,0.69,61.4,0.36
323,3339,泰谷,42.35,0.25,0.59,26W27,07/03,23.4,1.53,17.0,0.36,17.0,0.36
324,4155,訊映,15.5,0.2,1.31,26W27,07/03,40.1,0.35,35.7,0.35,34.4,0.35
325,3665,貿聯-KY,1995.0,-45.0,-2.21,26W27,07/03,52.1,-0.93,47.0,0.38,41.9,0.35
326,9905,大華,21.35,0.1,0.47,26W27,07/03,72.7,0.05,72.5,0.05,72.3,0.35
327,00952,凱基台灣AI50,18.88,0.13,0.69,26W27,07/03,10.2,0.26,9.71,-0.03,7.02,0.35
328,2461,光群雷,17.95,0.2,1.13,26W27,07/03,42.2,0.13,38.3,-0.21,36.8,0.35
329,00920,富邦ESG綠色電力,26.13,-0.2,-0.76,26W27,07/03,20.1,0.24,20.1,0.24,11.3,0.35
330,00892,富邦台灣半導體,46.26,-0.58,-1.24,26W27,07/03,15.5,0.26,15.0,0.27,14.0,0.34
331,8916,光隆,43.8,0.4,0.92,26W27,07/03,64.4,-0.07,62.0,0.34,60.8,0.34
