排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
901,3024,憶聲,14.4,-0.15,-1.03,26W37,09/11,34.9,-0.42,42.1,-0.47,48.7,-0.35,52.7,-0.8
902,8942,森鉅,41.7,-0.1,-0.24,26W37,09/11,35.5,-0.02,42.6,-0.03,48.7,-0.01,53.3,-0.01
903,4590,富田-創,89.9,-2.1,-2.28,26W37,09/11,37.4,-0.58,43.8,-1.12,48.7,-1.52,52.5,-1.37
904,6861,睿生光電,214.5,10.5,5.15,26W37,09/11,36.9,0.87,41.6,2.54,48.7,1.75,49.8,0.78
905,2250,IKKA-KY,55.8,-0.1,-0.18,26W37,09/11,41.4,0.0,46.4,0.54,48.6,0.0,48.6,0.0
906,3485,敘豐,193.0,-6.5,-3.26,26W37,09/11,31.4,-0.02,39.7,-0.04,48.6,-0.03,53.3,0.0
907,4138,曜亞,53.6,0.7,1.32,26W37,09/11,44.4,-0.22,47.0,-0.57,48.6,0.0,48.6,0.0
908,3050,鈺德,11.1,-0.1,-0.89,26W37,09/11,39.7,-0.06,43.9,-0.11,48.5,-0.61,51.9,0.34
909,6186,新潤,30.05,-0.65,-2.12,26W37,09/11,37.9,0.03,44.0,0.17,48.5,0.18,50.7,-0.37
910,6180,橘子,41.15,-0.35,-0.84,26W37,09/11,44.1,-0.32,46.4,-0.31,48.5,-0.6,50.7,-0.15
911,6615,慧智,33.9,0.0,0.0,26W37,09/11,41.6,0.0,46.2,0.0,48.5,0.0,61.3,0.0
912,8255,朋程,133.5,-3.5,-2.55,26W37,09/11,39.5,0.32,43.7,0.15,48.4,0.06,51.4,0.0
913,2468,華經,35.8,3.25,9.98,26W37,09/11,43.3,0.15,47.0,0.44,48.4,0.12,50.0,0.9
914,6435,大中,233.5,-6.5,-2.71,26W37,09/11,41.1,-0.03,46.1,-0.03,48.4,-0.02,49.6,-0.02
915,6782,視陽,223.5,-4.0,-1.76,26W37,09/11,25.1,0.17,34.6,0.25,48.4,0.96,51.6,0.22
916,1305,華夏,12.15,-0.1,-0.82,26W37,09/11,39.5,0.08,44.1,0.01,48.3,0.07,50.5,-0.04
917,3294,英濟,28.85,-0.5,-1.7,26W37,09/11,40.9,0.12,44.3,0.01,48.2,0.03,49.9,0.03
918,6651,全宇昕,136.5,-3.5,-2.5,26W37,09/11,27.3,0.29,34.3,0.01,48.2,-0.03,63.3,0.0
919,1336,台翰,16.35,-0.2,-1.21,26W37,09/11,32.2,0.1,40.1,-0.35,48.2,0.02,54.6,0.02
920,1718,中纖,10.4,-0.2,-1.89,26W37,09/11,39.4,-0.23,44.6,-0.32,48.1,-0.41,50.1,-0.61
921,0053,元大電子,241.15,-4.85,-1.97,26W37,09/11,38.6,0.4,39.7,0.39,48.1,3.75,57.4,-1.02
922,3032,偉訓,73.0,-4.6,-5.93,26W37,09/11,36.5,-0.08,42.4,0.18,48.1,0.16,52.8,0.11
923,4744,皇將,26.7,0.2,0.75,26W37,09/11,30.2,-0.12,39.2,-0.08,48.1,-0.13,54.3,-0.13
924,3609,三一東林,18.05,-1.15,-5.99,26W37,09/11,29.0,-0.41,38.9,0.02,48.1,-0.93,60.6,0.11
925,2409,友達,30.2,-1.0,-3.21,26W37,09/11,38.5,-3.85,43.9,-4.24,48.1,-4.55,50.2,-4.61
926,3114,好德,29.85,-0.45,-1.49,26W37,09/11,35.4,-0.33,40.7,0.45,48.0,-0.16,51.6,-0.16
927,2065,世豐,35.05,-0.8,-2.23,26W37,09/11,40.8,0.03,44.4,0.2,48.0,0.26,50.5,0.27
928,5015,華祺,21.85,0.0,0.0,26W37,09/11,39.4,-0.06,43.2,-0.04,47.9,-0.04,52.9,0.0
929,6708,天擎,37.1,-0.7,-1.85,26W37,09/11,34.5,-0.46,45.0,-0.06,47.9,0.0,52.5,0.0
930,5457,宣德,25.8,-0.9,-3.37,26W37,09/11,38.5,0.12,42.8,0.03,47.9,-0.18,49.8,0.05
931,3623,富晶通,27.15,0.05,0.18,26W37,09/11,39.4,-0.26,43.1,-0.27,47.9,0.0,51.8,0.0
932,6141,柏承,51.0,-4.4,-7.94,26W37,09/11,36.8,1.81,42.2,1.44,47.9,0.27,50.2,0.67
933,4562,穎漢,29.3,-0.35,-1.18,26W37,09/11,42.8,-0.12,44.6,-0.14,47.8,-0.05,49.1,-0.05
934,4554,橙的,28.05,-0.6,-2.09,26W37,09/11,35.9,-0.01,41.7,0.0,47.8,0.0,49.4,0.0
935,4912,聯德控股-KY,90.0,0.0,0.0,26W37,09/11,33.2,0.13,40.2,-0.12,47.7,-0.71,55.1,-1.93
936,911622,泰聚亨-DR,3.59,-0.01,-0.28,26W37,09/11,36.0,-0.01,42.6,-0.01,47.7,-0.01,53.3,-0.01
937,6962,奕力-KY,30.4,-0.4,-1.3,26W37,09/11,36.4,0.09,43.4,0.17,47.7,0.08,50.2,0.28
938,4952,凌通,47.25,-0.85,-1.77,26W37,09/11,41.1,-0.05,45.2,0.14,47.6,0.14,49.0,0.66
939,9942,茂順,113.5,0.0,0.0,26W37,09/11,35.0,0.02,40.7,0.01,47.6,0.01,50.3,0.0
940,6405,悅城,38.35,-0.85,-2.17,26W37,09/11,34.4,0.34,39.8,-0.04,47.6,0.05,54.8,-0.06
941,4949,有成精密,76.5,-0.2,-0.26,26W37,09/11,35.9,0.15,40.2,-0.25,47.6,-0.16,56.3,-0.03
942,6538,倉和,368.0,29.5,8.71,26W37,09/11,28.7,-3.63,37.0,-4.65,47.6,-5.32,60.1,-2.66
943,4147,中裕,59.8,-1.8,-2.92,26W37,09/11,34.3,0.07,41.1,0.03,47.5,-0.09,50.6,-0.12
944,1723,中碳,81.7,-0.6,-0.73,26W37,09/11,41.4,0.56,44.1,0.51,47.5,0.36,50.1,0.12
945,8383,千附,64.6,-1.2,-1.82,26W37,09/11,40.8,-0.23,43.8,-0.15,47.4,-0.05,50.8,0.01
946,1707,葡萄王,89.0,-2.4,-2.63,26W37,09/11,37.5,-0.08,41.7,-0.34,47.4,0.09,51.8,0.84
947,5609,中菲行,78.8,0.1,0.13,26W37,09/11,38.7,-0.13,42.2,-0.06,47.3,-0.04,49.8,-0.04
948,2488,漢平,48.55,0.4,0.83,26W37,09/11,33.9,0.03,38.6,-0.09,47.3,-0.17,53.0,-0.17
949,2063,世鎧,24.05,0.1,0.42,26W37,09/11,30.3,0.02,36.4,-0.02,47.3,0.02,54.4,0.0
950,6516,勤崴國際,56.8,-0.1,-0.18,26W37,09/11,31.4,-0.03,38.4,-0.01,47.3,0.0,49.8,0.0
951,1714,和桐,15.35,-1.15,-6.97,26W37,09/11,37.1,0.05,42.4,-0.05,47.2,0.09,49.5,0.15
952,3716,中化控股,33.85,-0.1,-0.29,26W37,09/11,40.0,0.09,44.7,0.14,47.1,0.06,50.8,0.39
953,00638R,元大滬深300反1,6.71,0.06,0.9,26W37,09/11,23.7,-0.25,38.1,-0.25,47.1,-0.2,55.2,-0.2
954,2743,山富,52.0,-0.7,-1.33,26W37,09/11,42.4,0.69,44.9,0.13,47.1,0.88,48.2,0.0
955,1611,中電,11.55,-0.1,-0.86,26W37,09/11,39.3,0.16,43.0,0.22,47.1,0.09,51.2,0.27
956,3105,穩懋,437.5,-24.0,-5.2,26W37,09/11,39.4,-0.27,42.7,-0.23,47.1,-0.14,49.9,0.22
957,1308,亞聚,14.3,-0.15,-1.04,26W37,09/11,38.6,-0.02,43.1,-0.09,47.1,-0.1,49.0,-0.08
958,8933,愛地雅,4.45,-0.13,-2.84,26W37,09/11,36.8,0.03,42.5,0.07,47.0,0.01,49.5,0.01
959,00953B,群益優選非投等債,9.51,0.02,0.21,26W37,09/11,22.1,0.01,34.5,0.05,47.0,0.06,54.3,0.05
960,6679,鈺太,194.5,-1.5,-0.77,26W37,09/11,33.0,2.32,37.2,1.66,46.9,1.87,49.6,0.84
961,6155,鈞寶,55.3,-1.8,-3.15,26W37,09/11,40.9,-0.65,44.1,-0.21,46.9,-0.92,49.5,0.04
962,5348,正能量智能,16.45,-0.05,-0.3,26W37,09/11,29.8,0.0,38.2,0.0,46.9,0.0,50.3,0.0
963,8215,明基材,25.05,0.0,0.0,26W37,09/11,39.6,-0.06,43.4,0.06,46.9,-0.07,48.7,-0.08
964,2002,中鋼,18.9,-0.2,-1.05,26W37,09/11,37.5,-0.13,42.2,-0.12,46.8,-0.11,48.8,-0.12
965,6113,亞矽,21.8,-0.6,-2.68,26W37,09/11,36.7,-0.06,39.9,-0.65,46.7,-0.02,47.8,0.0
966,6195,詩肯,27.65,0.0,0.0,26W37,09/11,40.3,-0.21,43.1,-0.16,46.7,0.0,47.6,0.0
967,7717,萊德光電-KY,517.0,30.5,6.27,26W37,09/11,36.0,1.35,41.6,2.3,46.7,1.12,54.4,2.85
968,00763U,期街口道瓊銅,34.23,-1.53,-4.28,26W37,09/11,37.0,-2.57,41.2,-2.37,46.7,-2.46,48.0,-2.25
969,2459,敦吉,65.5,-0.3,-0.46,26W37,09/11,33.1,0.02,40.1,-0.18,46.7,0.01,53.9,0.02
970,5215,科嘉-KY,38.45,-0.05,-0.13,26W37,09/11,35.5,-0.19,41.8,-0.24,46.6,0.0,50.6,0.0
971,4735,豪展,36.55,0.9,2.52,26W37,09/11,38.7,-0.03,42.5,0.0,46.6,0.0,51.0,0.0
972,2404,漢唐,1005.0,-55.0,-5.19,26W37,09/11,32.4,0.19,38.2,-0.11,46.6,-0.18,52.1,-0.46
973,9938,百和,38.15,-0.95,-2.43,26W37,09/11,35.7,0.61,41.6,0.76,46.6,0.68,48.9,0.34
974,6603,富強鑫,24.35,-0.45,-1.81,26W37,09/11,33.8,0.47,39.4,0.77,46.6,1.05,53.2,0.73
975,6649,台生材,35.75,0.0,0.0,26W37,09/11,25.6,-0.17,34.5,-0.6,46.5,-1.11,57.4,-0.09
976,4566,時碩工業,64.9,0.7,1.09,26W37,09/11,40.2,0.47,43.3,0.62,46.5,0.36,49.1,0.85
977,3594,磐儀,45.95,-0.4,-0.86,26W37,09/11,33.8,0.32,38.5,0.27,46.4,0.51,49.3,0.02
978,00980T,平衡凱基美國TOP,11.72,-0.01,-0.09,26W37,09/11,37.0,-0.5,42.3,-0.11,46.4,0.23,49.2,-1.66
979,00634R,富邦上証反1,3.15,0.02,0.64,26W37,09/11,23.1,-0.07,33.5,-0.07,46.4,-0.03,49.0,-0.03
980,5603,陸海,13.6,-0.15,-1.09,26W37,09/11,36.4,0.07,42.3,-0.01,46.4,0.49,48.1,0.06
981,6874,倍力,67.9,-0.6,-0.88,26W37,09/11,34.7,-0.01,38.3,0.03,46.4,0.0,53.1,0.0
982,3372,典範,14.3,-0.1,-0.69,26W37,09/11,38.9,-0.05,42.9,0.05,46.4,-0.03,47.9,0.0
983,6187,萬潤,1250.0,-30.0,-2.34,26W37,09/11,28.9,0.44,36.3,0.09,46.4,0.49,56.4,2.86
984,7712,博盛半導體,145.0,-7.0,-4.61,26W37,09/11,30.5,0.06,37.5,-0.32,46.3,-0.04,53.7,0.0
985,3042,晶技,176.0,-4.5,-2.49,26W37,09/11,37.9,-0.27,40.5,-0.46,46.3,0.07,48.9,-0.88
986,00680L,元大美債20正2,6.19,-0.12,-1.9,26W37,09/11,23.0,0.09,34.1,0.01,46.3,0.22,53.3,0.3
987,2427,三商電,22.4,-0.1,-0.44,26W37,09/11,39.0,-0.2,42.3,-0.22,46.3,-0.11,47.0,-0.35
988,6598,ABC-KY,28.2,-1.05,-3.59,26W37,09/11,29.2,-0.34,37.0,-0.55,46.2,-0.98,54.4,-0.61
989,3511,矽瑪,18.7,-0.45,-2.35,26W37,09/11,40.5,-0.34,43.6,0.01,46.2,0.04,46.8,0.03
990,5209,新鼎,172.5,6.0,3.6,26W37,09/11,36.5,0.01,44.4,0.42,46.2,0.41,48.2,0.39
991,8107,大億金茂,12.35,-0.05,-0.4,26W37,09/11,35.9,-0.01,40.5,-0.02,46.2,0.0,48.2,0.0
992,3230,錦明,42.0,-0.25,-0.59,26W37,09/11,37.9,0.02,43.2,-0.1,46.1,-0.07,47.0,-0.06
993,6792,詠業,57.6,-1.0,-1.71,26W37,09/11,33.8,0.17,39.3,-0.03,46.1,0.0,48.4,0.0
994,5202,力新,11.75,0.05,0.43,26W37,09/11,36.4,-0.13,42.0,-0.32,46.1,-0.47,48.3,0.01
995,6234,高僑,33.45,-1.75,-4.97,26W37,09/11,39.7,-0.09,43.6,0.14,46.1,0.39,46.6,-0.03
996,3150,鈺寶-創,15.8,-0.4,-2.47,26W37,09/11,30.2,-0.47,37.4,-0.01,46.0,0.9,51.8,0.0
997,2030,彰源,23.5,-0.15,-0.63,26W37,09/11,38.5,-0.63,43.0,-0.12,46.0,-0.03,48.0,0.09
998,3570,大塚,166.5,3.5,2.15,26W37,09/11,39.3,0.0,43.4,0.0,46.0,0.0,46.0,0.0
999,2038,海光,12.1,-0.15,-1.22,26W37,09/11,38.5,-0.06,42.2,0.0,46.0,0.25,47.9,0.03
1000,8240,華宏,50.5,-1.5,-2.88,26W37,09/11,36.7,-0.29,41.7,-0.07,46.0,-0.54,49.1,-0.62
1001,6969,成信實業*-創,33.65,-0.6,-1.75,26W37,09/11,26.3,-0.16,34.8,-0.43,46.0,0.13,53.0,1.53
1002,8109,博大,127.0,-0.5,-0.39,26W37,09/11,32.2,0.31,38.2,-0.19,46.0,-0.52,52.7,0.0
1003,1512,瑞利,6.19,-0.06,-0.96,26W37,09/11,32.9,-0.12,39.6,0.01,46.0,0.0,49.9,0.0
1004,6668,中揚光,39.3,-1.75,-4.26,26W37,09/11,37.2,0.07,42.0,0.11,45.9,0.03,46.7,0.03
1005,5432,新門,149.0,-4.0,-2.61,26W37,09/11,44.0,-0.54,45.9,0.0,45.9,0.0,48.6,0.0
1006,3630,新鉅科,26.1,-0.4,-1.51,26W37,09/11,38.1,0.17,42.7,0.17,45.9,0.34,47.0,0.58
1007,6210,慶生,17.85,0.1,0.56,26W37,09/11,33.9,0.0,38.5,0.0,45.9,0.0,49.6,0.0
1008,5701,劍湖山,4.08,-0.13,-3.09,26W37,09/11,34.5,0.08,41.0,-0.02,45.8,-0.02,48.1,-0.02
1009,2605,新興,36.5,0.25,0.69,26W37,09/11,37.4,-0.03,41.8,-0.1,45.8,-0.05,48.5,0.08
1010,3693,營邦,663.0,-28.0,-4.05,26W37,09/11,35.5,-2.87,40.9,-2.3,45.8,-5.53,49.8,-2.58
1011,4563,百德,44.5,0.35,0.79,26W37,09/11,38.2,0.07,43.0,0.01,45.7,0.0,47.5,0.0
1012,2904,匯僑,12.55,-0.1,-0.79,26W37,09/11,38.3,-0.14,42.5,-0.01,45.7,-0.01,47.2,-0.77
1013,4188,安克,14.75,-0.7,-4.53,26W37,09/11,32.4,0.06,38.6,-0.39,45.7,-0.41,50.7,-0.4
1014,00987B,野村10+澳洲公債,15.55,-0.2,-1.27,26W37,09/11,28.0,0.39,38.2,0.03,45.7,0.17,53.1,0.23
1015,4169,泰宗,145.0,-2.0,-1.36,26W37,09/11,28.4,0.05,35.3,-0.23,45.7,-0.16,50.1,-0.16
1016,3191,雲嘉南,16.75,0.15,0.9,26W37,09/11,33.4,-0.59,41.3,-0.08,45.6,-0.04,49.1,-0.04
1017,3095,及成,35.55,0.4,1.14,26W37,09/11,33.8,0.0,40.1,0.0,45.6,0.0,52.3,0.0
1018,1312A,國喬特,22.8,0.0,0.0,26W37,09/11,32.8,0.01,37.9,0.01,45.5,0.01,53.0,0.0
1019,1432,大魯閣,15.0,0.0,0.0,26W37,09/11,41.2,-0.11,42.5,0.02,45.5,0.0,45.9,0.0
1020,2442,新美齊,15.1,-0.55,-3.51,26W37,09/11,34.9,0.67,40.8,0.73,45.5,0.89,47.5,0.37
1021,6510,精測,3480.0,-190.0,-5.18,26W37,09/11,27.2,0.11,36.0,-0.59,45.4,-0.01,51.2,-1.71
1022,6944,兆聯實業,690.0,-19.0,-2.68,26W37,09/11,26.2,-0.22,35.9,-0.43,45.3,-0.06,52.0,-0.56
1023,3046,建碁,52.3,-0.7,-1.32,26W37,09/11,37.9,0.61,41.7,0.23,45.3,0.9,47.9,0.97
1024,6206,飛捷,138.0,3.0,2.22,26W37,09/11,34.6,0.1,39.0,-0.01,45.3,-0.01,49.9,-0.11
1025,3290,東浦,45.55,-0.8,-1.73,26W37,09/11,30.9,0.06,38.9,0.02,45.2,0.0,48.5,-0.64
1026,6869,雲豹能源,63.5,0.0,0.0,26W37,09/11,37.4,-0.07,41.7,-0.1,45.2,0.2,49.3,0.92
1027,6146,耕興,179.0,-2.0,-1.1,26W37,09/11,29.8,0.15,35.3,0.48,45.2,0.77,50.0,-0.03
1028,2208,台船,19.1,0.4,2.14,26W37,09/11,36.1,0.0,41.3,0.0,45.2,0.02,47.1,-0.09
1029,6664,群翊,336.0,-10.5,-3.03,26W37,09/11,35.9,0.12,39.6,-0.24,45.2,0.08,45.8,0.0
1030,6913,鴻呈,128.5,-0.5,-0.39,26W37,09/11,24.2,1.34,33.2,2.4,45.0,1.9,49.9,2.88
1031,4116,明基醫,39.6,-0.3,-0.75,26W37,09/11,34.5,-0.34,41.1,-0.09,45.0,0.0,45.0,0.0
1032,6840,東研信超,89.0,-2.2,-2.41,26W37,09/11,30.1,2.04,37.0,1.72,45.0,-1.44,52.7,0.13
1033,5434,崇越,527.0,0.0,0.0,26W37,09/11,31.1,0.2,37.5,-0.11,45.0,-0.46,52.1,0.0
1034,5263,智崴,93.0,-8.5,-8.37,26W37,09/11,30.8,0.1,37.7,-0.59,45.0,0.3,53.1,0.32
1035,2753,八方雲集,178.0,0.0,0.0,26W37,09/11,33.8,0.09,39.6,0.58,45.0,-0.39,48.9,-0.34
1036,4582,聚恆-創,22.7,-0.2,-0.87,26W37,09/11,26.2,-0.18,35.2,-0.03,44.9,-0.05,49.3,-0.03
1037,00702,國泰標普低波高息,24.28,-0.07,-0.29,26W37,09/11,37.2,0.27,44.9,0.24,44.9,0.24,59.7,0.24
1038,8234,新漢,63.5,-0.3,-0.47,26W37,09/11,36.1,0.41,41.7,0.1,44.9,0.06,47.6,-0.72
1039,6134,萬旭,28.2,-0.15,-0.53,26W37,09/11,37.4,-0.23,42.4,0.28,44.8,0.0,49.5,0.03
