排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1501,6496,科懋,24.45,0.0,0.0,26W36,09/04,29.8,0.0,31.3,0.0,34.0,0.0,34.0,0.0
1502,5016,松和,24.8,0.0,0.0,26W36,09/04,23.2,-0.09,26.4,-0.07,34.0,0.0,37.2,0.0
1503,4402,郡都開發,14.85,0.0,0.0,26W36,09/04,23.2,-0.04,29.3,-0.31,34.0,0.0,37.8,-0.01
1504,6451,訊芯-KY,449.0,-1.0,-0.22,26W36,09/04,28.8,2.51,32.1,2.59,34.0,2.26,37.2,3.16
1505,6934,心誠鎂,72.6,-1.4,-1.89,26W36,09/04,20.2,0.06,25.3,-0.51,34.0,0.08,35.3,0.07
1506,6661,威健生技,16.3,-0.2,-1.21,26W36,09/04,21.8,-0.04,26.8,-0.04,34.0,-0.04,38.2,-0.04
1507,9945,潤泰新,28.45,0.2,0.71,26W36,09/04,25.0,0.05,29.8,0.09,33.9,0.11,36.1,0.22
1508,3704,合勤控,40.1,0.1,0.25,26W36,09/04,26.9,0.33,30.4,0.2,33.9,0.23,37.4,0.43
1509,2059,川湖,13860.0,410.0,3.05,26W36,09/04,17.9,-0.06,26.7,-0.21,33.9,1.0,39.7,0.73
1510,4571,鈞興-KY,161.5,7.0,4.53,26W36,09/04,27.1,0.24,30.5,0.08,33.9,0.12,38.9,0.12
1511,8462,柏文,165.5,0.0,0.0,26W36,09/04,23.3,0.17,28.0,0.18,33.8,0.18,37.3,0.16
1512,4569,六方科-KY,180.0,7.5,4.35,26W36,09/04,15.6,-0.4,19.1,0.0,33.8,0.0,37.5,0.0
1513,2883B,凱基金乙特,8.22,0.01,0.12,26W36,09/04,21.1,-0.03,27.0,-0.06,33.8,-0.07,38.0,-0.02
1514,6465,威潤,46.0,0.0,0.0,26W36,09/04,22.8,-0.46,29.8,-0.4,33.8,-0.01,36.3,-0.02
1515,6951,青新-創,71.0,-0.8,-1.11,26W36,09/04,24.4,-0.55,28.9,-0.88,33.8,0.0,34.6,0.0
1516,1324,地球,10.1,-0.15,-1.46,26W36,09/04,29.2,-0.02,31.7,0.0,33.7,0.0,36.2,-0.01
1517,1799,易威,29.7,-0.05,-0.17,26W36,09/04,25.0,-0.03,30.3,-0.01,33.7,0.0,35.1,0.0
1518,8045,達運光電,50.2,-0.2,-0.4,26W36,09/04,20.3,0.11,26.7,-0.08,33.7,0.61,38.8,0.0
1519,1446,宏和,13.4,-0.05,-0.37,26W36,09/04,24.2,-0.07,29.8,-0.02,33.7,-0.29,36.5,0.0
1520,1608,華榮,36.5,0.15,0.41,26W36,09/04,28.4,0.15,31.4,0.23,33.7,0.38,34.8,0.31
1521,3205,佰研,46.2,-0.85,-1.81,26W36,09/04,23.2,-0.02,27.6,-0.02,33.7,0.0,35.9,0.0
1522,8916,光隆,40.95,0.0,0.0,26W36,09/04,23.4,0.05,28.5,-0.02,33.6,-0.04,36.1,0.32
1523,2542,興富發,48.55,-0.1,-0.21,26W36,09/04,26.6,-0.07,30.9,-0.13,33.6,-0.1,35.0,-0.16
1524,4205,中華食,69.8,0.1,0.14,26W36,09/04,23.5,0.01,27.4,0.01,33.6,0.0,37.1,0.0
1525,1532,勤美,23.0,-0.05,-0.22,26W36,09/04,23.3,-0.02,28.6,-0.11,33.5,-0.11,37.5,-0.09
1526,5468,凱鈺,24.7,0.25,1.02,26W36,09/04,26.0,0.1,29.0,-0.08,33.5,-0.08,35.1,-0.27
1527,3617,碩天,248.0,6.5,2.69,26W36,09/04,19.6,0.18,25.0,1.19,33.5,-0.15,40.6,0.97
1528,2941,米斯特,33.9,2.4,7.62,26W36,09/04,15.8,0.0,22.8,0.0,33.5,0.0,51.8,0.0
1529,3432,台端,14.55,0.0,0.0,26W36,09/04,26.7,0.0,32.1,0.0,33.5,0.0,35.9,0.0
1530,8481,政伸,41.0,0.4,0.99,26W36,09/04,16.4,-0.02,24.5,-0.02,33.5,-0.02,39.3,0.0
1531,2327,國巨*,562.0,51.0,9.98,26W36,09/04,28.1,1.82,30.5,1.76,33.4,1.67,35.3,1.66
1532,6933,AMAX-KY,317.0,15.0,4.97,26W36,09/04,21.5,-4.97,27.6,-4.58,33.4,-5.62,35.8,-3.27
1533,4190,佐登-KY,25.95,0.15,0.58,26W36,09/04,27.2,0.07,30.6,0.08,33.4,0.09,33.4,0.09
1534,9914,美利達,79.3,-0.3,-0.38,26W36,09/04,25.2,0.81,28.8,0.67,33.4,0.26,36.4,0.22
1535,6409,旭隼,965.0,-7.0,-0.72,26W36,09/04,20.3,0.21,26.5,0.23,33.4,-0.07,40.0,-0.1
1536,2705,六福,15.75,0.1,0.64,26W36,09/04,25.9,0.09,29.7,-0.06,33.4,-0.07,36.3,-0.06
1537,8182,加高,38.85,0.85,2.24,26W36,09/04,29.1,0.18,31.2,0.04,33.4,0.4,34.3,0.0
1538,7714,創泓科技,160.5,0.5,0.31,26W36,09/04,26.9,-0.14,31.3,0.02,33.4,0.0,41.1,0.0
1539,8210,勤誠,986.0,38.0,4.01,26W36,09/04,25.5,0.67,28.4,0.72,33.3,0.46,35.7,0.82
1540,6776,展碁國際,53.1,0.4,0.76,26W36,09/04,26.9,-0.01,29.7,0.02,33.3,0.02,36.1,0.0
1541,7769,鴻勁,5980.0,110.0,1.87,26W36,09/04,18.0,0.15,24.5,-0.31,33.3,-0.15,38.0,-0.36
1542,2755,揚秦,100.5,-2.0,-1.95,26W36,09/04,22.0,0.01,25.7,0.0,33.3,0.0,38.4,0.0
1543,3374,精材,430.0,30.0,7.5,26W36,09/04,27.0,-5.84,30.0,-6.08,33.2,-5.95,34.8,-6.58
1544,6846,綠茵,58.1,-0.2,-0.34,26W36,09/04,22.1,-0.02,25.8,-0.02,33.2,0.0,33.2,0.0
1545,6697,東捷資訊,40.6,-0.65,-1.58,26W36,09/04,29.1,-0.17,33.2,0.0,33.2,0.0,36.5,0.0
1546,3265,台星科,176.5,3.5,2.02,26W36,09/04,26.8,0.24,29.7,0.3,33.2,0.83,35.9,-0.22
1547,3504,揚明光,89.7,1.9,2.16,26W36,09/04,28.2,0.94,30.9,0.99,33.1,1.1,35.3,0.65
1548,2852,第一保,28.3,0.05,0.18,26W36,09/04,21.8,0.16,27.5,0.01,33.1,0.08,36.0,0.23
1549,7777,能率亞洲,38.3,0.25,0.66,26W36,09/04,28.4,1.14,30.9,1.16,33.1,1.37,34.7,1.37
1550,1455,集盛,9.96,-0.01,-0.1,26W36,09/04,26.5,-0.07,29.9,0.01,32.9,-0.01,35.1,0.1
