排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
2101,00948B,中信優息投資級債,9.0,-0.04,-0.44,26W37,09/11,21.6,-0.14,22.3,-0.14,77.7,0.14
2102,2105,正新,30.4,-0.2,-0.65,26W37,09/11,21.5,0.11,22.3,0.11,77.7,-0.11
2103,2023,燁輝,13.9,-0.2,-1.42,26W37,09/11,22.0,-0.2,22.3,-0.26,77.7,0.26
2104,6997,博弘,68.0,0.0,0.0,26W37,09/11,17.7,0.0,22.3,0.0,77.7,0.0
2105,3555,博士旺,182.0,-7.5,-3.96,26W37,09/11,22.3,0.0,22.3,0.0,77.7,0.0
2106,2433,互盛電,41.05,-0.15,-0.36,26W37,09/11,22.2,0.0,22.2,0.0,77.8,0.0
2107,2897B,王道銀乙特,11.8,0.0,0.0,26W37,09/11,20.3,-0.38,22.2,0.0,77.8,0.0
2108,1735,日勝化,19.95,-0.1,-0.5,26W37,09/11,22.2,-0.01,22.2,-0.01,77.8,0.01
2109,5278,尚凡*,23.9,-0.1,-0.42,26W37,09/11,21.0,0.01,22.2,0.01,77.8,-0.01
2110,9940,信義,20.1,-0.15,-0.74,26W37,09/11,21.6,0.02,22.1,0.02,77.9,-0.02
2111,4148,全宇生技-KY,33.8,1.4,4.32,26W37,09/11,22.1,0.1,22.1,0.1,77.9,-0.1
2112,6666,羅麗芬-KY,44.0,-0.85,-1.9,26W37,09/11,22.0,0.0,22.0,0.0,78.0,0.0
2113,2102,泰豐,17.95,0.05,0.28,26W37,09/11,20.7,-0.17,22.0,-0.2,78.0,0.2
2114,3332,幸康,60.9,-1.6,-2.56,26W37,09/11,20.2,0.0,22.0,0.0,78.0,0.0
2115,8464,億豐,371.0,2.5,0.68,26W37,09/11,19.6,-0.2,22.0,0.1,78.0,-0.1
2116,4198,欣大健康,48.3,-0.5,-1.02,26W37,09/11,17.9,-0.07,22.0,-0.07,78.0,0.07
2117,2890,永豐金,43.7,0.8,1.86,26W37,09/11,21.2,-0.03,22.0,-0.05,78.0,0.05
2118,2645,長榮航太,173.0,0.5,0.29,26W37,09/11,21.7,0.14,21.9,0.14,78.1,-0.14
2119,2597,潤弘,169.0,-3.0,-1.74,26W37,09/11,21.1,0.02,21.9,0.02,78.1,-0.02
2120,1459,聯發,15.5,-0.05,-0.32,26W37,09/11,20.8,-0.1,21.8,-0.1,78.2,0.1
2121,7713,威力德生醫,75.0,1.1,1.49,26W37,09/11,19.9,0.0,21.7,0.0,78.3,0.0
2122,7642,昶瑞機電,73.8,-0.7,-0.94,26W37,09/11,21.6,0.0,21.6,0.0,78.4,0.0
