排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
901,2745,五福,84.6,0.1,0.12,26W38,09/18,42.2,0.25,43.8,0.61,48.7,0.0,48.7,0.0
902,4912,聯德控股-KY,98.7,6.0,6.47,26W38,09/18,33.3,0.03,40.7,0.47,48.7,0.97,56.0,0.96
903,4736,泰博,133.0,0.5,0.38,26W38,09/18,38.6,-0.44,43.9,-0.33,48.7,-0.12,51.5,0.02
904,6015,宏遠證,17.6,0.25,1.44,26W38,09/18,35.0,-0.18,42.6,-0.21,48.7,-0.25,52.1,-0.51
905,8446,華研,84.7,-0.4,-0.47,26W38,09/18,43.1,-0.09,46.6,-0.12,48.7,-0.1,54.0,-0.1
906,6703,軒郁,101.0,0.5,0.5,26W38,09/18,41.2,-0.09,45.2,-0.04,48.7,-0.07,54.8,-0.07
907,1336,台翰,17.35,0.6,3.58,26W38,09/18,32.2,0.03,41.4,1.26,48.7,0.5,55.7,1.07
908,8942,森鉅,40.3,-1.05,-2.54,26W38,09/18,35.4,-0.02,42.5,-0.01,48.6,-0.05,53.2,-0.04
909,6016,康和證,23.0,0.1,0.44,26W38,09/18,34.3,-0.3,41.6,-0.39,48.6,-0.32,51.7,-0.45
910,2250,IKKA-KY,57.7,1.6,2.85,26W38,09/18,41.5,0.11,46.3,-0.11,48.6,0.0,48.6,0.0
911,3485,敘豐,198.5,2.5,1.28,26W38,09/18,31.7,0.27,39.7,-0.02,48.6,0.0,53.3,0.0
912,1815,富喬,119.5,7.5,6.7,26W38,09/18,42.8,5.67,45.5,5.64,48.6,5.58,50.1,5.59
913,7717,萊德光電-KY,600.0,21.0,3.63,26W38,09/18,36.4,0.42,42.6,1.02,48.6,1.89,54.5,0.16
914,4138,曜亞,53.9,0.0,0.0,26W38,09/18,44.3,-0.13,46.9,-0.14,48.6,0.0,48.6,0.0
915,6615,慧智,33.85,0.35,1.04,26W38,09/18,41.6,0.0,46.2,0.0,48.5,0.0,61.3,0.0
916,00673R,期元大S&P原油反1,10.26,0.11,1.08,26W38,09/18,24.5,-4.6,36.8,-5.91,48.5,-7.37,53.9,-8.33
917,6782,視陽,240.0,-9.0,-3.61,26W38,09/18,25.2,0.09,35.3,0.61,48.4,0.0,51.6,-0.04
918,3050,鈺德,11.4,0.1,0.88,26W38,09/18,39.6,-0.11,44.0,0.07,48.2,-0.33,51.3,-0.68
919,3024,憶聲,15.1,0.3,2.03,26W38,09/18,34.6,-0.3,41.7,-0.4,48.2,-0.51,52.1,-0.6
920,6651,全宇昕,146.5,-0.5,-0.34,26W38,09/18,26.7,-0.61,33.7,-0.68,48.2,-0.04,63.3,0.03
921,4744,皇將,29.6,-0.7,-2.31,26W38,09/18,30.3,0.11,39.8,0.56,48.1,0.01,54.3,0.01
922,8383,千附,68.5,2.3,3.47,26W38,09/18,40.8,0.02,44.0,0.12,48.1,0.67,51.6,0.8
923,3294,英濟,30.3,0.3,1.0,26W38,09/18,40.7,-0.18,44.3,0.01,48.1,-0.18,49.9,0.0
924,5457,宣德,23.3,-1.45,-5.86,26W38,09/18,38.7,0.2,43.0,0.19,48.0,0.14,49.9,0.11
925,6821,聯寶,40.6,-0.8,-1.93,26W38,09/18,37.0,-0.18,39.6,-0.23,48.0,-1.29,51.8,-0.16
926,3032,偉訓,75.1,-1.0,-1.31,26W38,09/18,36.6,0.09,42.4,0.04,48.0,-0.12,53.0,0.19
927,2065,世豐,35.15,-0.1,-0.28,26W38,09/18,40.9,0.03,44.9,0.46,48.0,-0.03,50.4,-0.03
928,4147,中裕,62.9,0.4,0.64,26W38,09/18,34.2,-0.08,41.4,0.34,47.9,0.44,51.3,0.7
929,1305,華夏,11.95,-0.35,-2.85,26W38,09/18,39.3,-0.22,44.0,-0.16,47.9,-0.4,50.3,-0.15
930,3623,富晶通,27.75,-0.65,-2.29,26W38,09/18,39.5,0.02,44.3,1.22,47.9,0.01,51.8,0.0
931,5015,華祺,21.7,0.1,0.46,26W38,09/18,39.3,-0.03,43.2,-0.03,47.9,-0.03,52.9,-0.03
932,1714,和桐,15.7,-0.35,-2.18,26W38,09/18,37.8,0.66,43.1,0.68,47.8,0.67,50.2,0.7
933,4554,橙的,28.45,0.05,0.18,26W38,09/18,35.9,-0.01,41.7,0.0,47.8,0.0,49.4,0.0
934,6168,宏齊,38.85,3.5,9.9,26W38,09/18,41.2,-6.26,45.3,-6.35,47.8,-6.62,49.2,-6.48
935,4562,穎漢,30.1,0.4,1.35,26W38,09/18,42.6,-0.12,44.8,0.13,47.8,-0.03,49.1,-0.03
936,6405,悅城,40.6,-0.75,-1.81,26W38,09/18,34.0,-0.45,40.2,0.39,47.8,0.19,55.0,0.17
937,3693,營邦,704.0,7.0,1.0,26W38,09/18,35.5,-0.05,41.1,0.16,47.7,1.98,50.9,1.12
938,4949,有成精密,74.6,1.0,1.36,26W38,09/18,35.4,-0.48,40.1,-0.03,47.7,0.11,56.5,0.14
939,9942,茂順,115.0,1.0,0.88,26W38,09/18,34.8,-0.15,40.7,0.0,47.7,0.03,50.3,0.01
940,6538,倉和,388.0,35.0,9.92,26W38,09/18,28.6,-0.06,36.4,-0.67,47.7,0.07,60.3,0.25
941,4952,凌通,47.9,0.45,0.95,26W38,09/18,41.2,0.09,44.8,-0.38,47.6,0.02,49.0,-0.05
942,911622,泰聚亨-DR,3.6,-0.06,-1.64,26W38,09/18,35.9,-0.1,42.4,-0.1,47.6,-0.1,51.2,-2.06
943,2493,揚博,192.5,-14.0,-6.78,26W38,09/18,40.4,-2.16,43.6,-2.1,47.6,-2.7,50.9,-3.11
944,1723,中碳,80.6,-0.4,-0.49,26W38,09/18,41.3,-0.12,44.1,0.02,47.4,-0.05,50.3,0.16
945,6155,鈞寶,56.8,1.3,2.34,26W38,09/18,40.9,-0.03,43.8,-0.29,47.4,0.5,49.6,0.02
