排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1501,3679,新至陞,108.5,1.0,0.93,26W38,09/18,23.6,-0.13,29.1,0.0,34.1,0.0,39.2,0.0
1502,2348A,海悅甲特,38.8,0.05,0.13,26W38,09/18,23.2,-0.19,30.4,-0.01,34.1,-0.01,34.1,-0.01
1503,7828,創新服務,2125.0,190.0,9.82,26W38,09/18,25.3,0.11,29.5,-0.13,34.1,-0.13,39.7,-0.17
1504,6496,科懋,24.65,0.2,0.82,26W38,09/18,29.8,0.0,31.3,0.0,34.0,0.0,34.0,0.0
1505,2542,興富發,47.8,0.95,2.03,26W38,09/18,27.0,0.2,31.4,0.28,34.0,0.19,35.3,0.08
1506,5016,松和,24.65,-0.05,-0.2,26W38,09/18,23.2,-0.03,26.3,-0.03,34.0,0.0,37.2,0.0
1507,8473,山林水,38.75,0.6,1.57,26W38,09/18,26.2,0.6,29.4,0.62,34.0,1.01,34.5,0.79
1508,8210,勤誠,902.0,11.0,1.23,26W38,09/18,27.3,0.54,29.6,0.56,34.0,-0.17,37.0,0.1
1509,4402,郡都開發,14.05,-0.4,-2.77,26W38,09/18,23.2,0.09,29.2,0.09,34.0,0.09,37.8,0.1
1510,1560,中砂,896.0,81.0,9.94,26W38,09/18,20.5,-1.17,26.5,-1.18,34.0,-1.34,39.5,-1.11
1511,8045,達運光電,54.6,0.0,0.0,26W38,09/18,20.4,0.02,27.3,0.59,33.9,0.27,38.5,-0.29
1512,4571,鈞興-KY,151.5,2.0,1.34,26W38,09/18,27.2,0.1,30.5,-0.01,33.9,0.02,39.0,0.02
1513,6661,威健生技,16.65,0.6,3.74,26W38,09/18,21.8,-0.04,26.7,-0.04,33.9,-0.04,38.1,-0.04
1514,1229,聯華,40.85,0.5,1.24,26W38,09/18,27.0,0.06,30.9,0.02,33.9,0.04,35.3,0.07
1515,6829,千附精密,224.5,13.0,6.15,26W38,09/18,26.3,1.67,30.1,2.01,33.9,1.64,34.7,0.0
1516,2820,華票,17.45,0.0,0.0,26W38,09/18,25.1,-0.15,29.8,-0.28,33.8,-0.35,35.8,-0.29
1517,1608,華榮,35.8,-0.3,-0.83,26W38,09/18,28.4,-0.01,31.4,-0.05,33.8,0.11,35.2,0.16
1518,6951,青新-創,69.9,-0.5,-0.71,26W38,09/18,24.4,-0.19,28.8,0.0,33.8,0.0,34.6,0.0
1519,9945,潤泰新,28.95,0.0,0.0,26W38,09/18,24.9,-0.09,29.7,-0.12,33.7,-0.17,36.0,-0.11
1520,1324,地球,9.99,0.0,0.0,26W38,09/18,29.2,0.01,31.7,-0.01,33.7,0.0,36.1,-0.01
1521,1799,易威,28.85,0.35,1.23,26W38,09/18,25.0,-0.02,30.2,-0.09,33.7,0.0,35.0,-0.01
1522,3205,佰研,47.0,0.35,0.75,26W38,09/18,23.2,-0.05,27.5,-0.05,33.7,0.0,35.9,0.0
1523,2755,揚秦,98.4,0.1,0.1,26W38,09/18,22.4,0.13,26.1,0.12,33.6,0.11,38.8,0.1
1524,2883B,凱基金乙特,8.47,0.12,1.44,26W38,09/18,20.9,-0.09,26.6,-0.19,33.6,-0.09,37.9,-0.07
