排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1501,5464,霖宏,89.1,-0.5,-0.56,26W37,09/11,35.8,1.9,41.9,0.41,58.1,-0.41
1502,6756,威鋒電子,96.0,-1.9,-1.94,26W37,09/11,41.9,-0.01,41.9,-0.01,58.1,0.01
1503,3465,進泰電子,29.2,0.0,0.0,26W37,09/11,37.8,0.0,41.8,0.0,58.2,0.0
1504,6741,91APP*-KY,58.4,-1.5,-2.5,26W37,09/11,36.4,-0.08,41.7,-0.08,58.3,0.08
1505,2640,大車隊,153.5,-1.5,-0.97,26W37,09/11,40.0,0.01,41.7,0.01,58.3,-0.01
1506,5548,安倉,20.25,-0.2,-0.98,26W37,09/11,40.2,0.25,41.7,0.26,58.3,-0.26
1507,1817,凱撒衛,40.45,-0.05,-0.12,26W37,09/11,41.6,0.01,41.6,0.01,58.4,-0.01
1508,1441,大東,8.69,-0.07,-0.8,26W37,09/11,39.1,0.0,41.6,0.0,58.4,0.0
1509,2755,揚秦,98.2,-0.5,-0.51,26W37,09/11,41.5,0.24,41.5,0.24,58.5,-0.24
1510,3432,台端,14.45,0.1,0.7,26W37,09/11,37.4,0.0,41.5,0.0,58.5,0.0
1511,2415,錩新,27.05,-0.75,-2.7,26W37,09/11,41.5,0.0,41.5,0.0,58.5,0.0
1512,2101,南港,30.25,-0.15,-0.49,26W37,09/11,39.6,0.01,41.5,0.48,58.5,-0.48
1513,5234,達興材料,287.0,-3.0,-1.03,26W37,09/11,41.4,0.0,41.4,0.0,58.6,0.0
1514,4441,振大環球,173.5,0.5,0.29,26W37,09/11,39.9,0.06,41.4,0.06,58.6,-0.06
1515,1722,台肥,43.25,-0.5,-1.14,26W37,09/11,39.9,0.28,41.4,0.2,58.6,-0.2
1516,4163,鐿鈦,128.5,-0.5,-0.39,26W37,09/11,37.6,-0.63,41.3,1.23,58.7,-1.23
1517,2467,志聖,552.0,-23.0,-4.0,26W37,09/11,38.0,1.46,41.3,0.83,58.7,-0.83
1518,6147,頎邦,181.0,-9.5,-4.99,26W37,09/11,39.9,0.91,41.3,1.24,58.7,-1.25
1519,6725,矽科宏晟,213.0,-9.0,-4.05,26W37,09/11,38.6,0.0,41.3,0.0,58.7,0.0
1520,4528,江興鍛,14.9,0.0,0.0,26W37,09/11,40.2,0.0,41.3,0.0,58.7,0.0
1521,1516,川飛,13.95,-0.55,-3.79,26W37,09/11,41.3,0.0,41.3,0.0,58.7,0.0
1522,4930,燦星網,15.85,-0.1,-0.63,26W37,09/11,39.2,0.0,41.3,0.0,58.7,0.0
1523,8421,旭源,12.5,-0.15,-1.19,26W37,09/11,38.5,4.05,41.3,6.81,58.7,-6.82
1524,3022,威強電,83.2,-1.2,-1.42,26W37,09/11,39.3,0.16,41.3,0.63,58.7,-0.63
1525,4549,桓達,94.2,-2.1,-2.18,26W37,09/11,41.3,0.0,41.3,0.0,58.7,0.0
1526,2115,六暉-KY,23.75,-0.3,-1.25,26W37,09/11,36.9,-0.02,41.2,-0.02,58.8,0.02
1527,8068,全達,16.2,-0.2,-1.22,26W37,09/11,41.2,0.06,41.2,0.06,58.8,-0.06
1528,2643,捷迅,62.9,0.0,0.0,26W37,09/11,36.0,0.01,41.2,0.01,58.8,-0.01
1529,1532,勤美,22.6,-0.15,-0.66,26W37,09/11,40.1,0.26,41.2,0.05,58.8,-0.05
1530,5547,久舜,19.95,0.1,0.5,26W37,09/11,37.4,0.0,41.2,-4.13,58.8,4.13
1531,6605,帝寶,137.5,2.0,1.48,26W37,09/11,38.9,0.0,41.1,0.0,58.9,0.0
1532,1752,南光,31.35,0.0,0.0,26W37,09/11,39.4,0.66,41.1,0.67,58.9,-0.67
1533,5511,德昌,69.3,-0.5,-0.72,26W37,09/11,38.4,-0.69,41.1,-0.08,58.9,0.08
1534,5534,長虹,74.0,-0.5,-0.67,26W37,09/11,37.0,0.66,41.1,0.37,58.9,-0.37
1535,6902,GOGOLOOK,121.0,-5.5,-4.35,26W37,09/11,38.4,0.11,41.1,0.11,58.9,-0.11
1536,6525,捷敏-KY,124.5,-5.0,-3.86,26W37,09/11,38.9,-0.71,41.1,-0.02,58.9,0.02
1537,4205,中華食,69.2,0.3,0.44,26W37,09/11,38.4,0.0,41.1,0.0,58.9,0.0
1538,1418,東華,17.5,-0.1,-0.57,26W37,09/11,37.9,0.01,41.0,-0.01,59.0,0.01
1539,8462,柏文,159.5,-5.0,-3.04,26W37,09/11,38.9,-0.03,41.0,-0.07,59.0,0.07
1540,9921,巨大,87.6,-9.7,-9.97,26W37,09/11,37.6,-0.31,41.0,0.33,59.0,-0.33
1541,2546,根基,101.0,-2.5,-2.42,26W37,09/11,40.3,-0.06,41.0,-0.06,59.0,0.06
1542,6728,上洋,107.5,0.0,0.0,26W37,09/11,41.0,0.0,41.0,0.0,59.0,0.0
1543,3308,聯德,21.5,-0.05,-0.23,26W37,09/11,39.4,-0.01,41.0,-0.01,59.0,0.01
1544,2617,台航,33.65,0.2,0.6,26W37,09/11,39.6,-0.35,41.0,-0.29,59.0,0.29
1545,2107,厚生,26.75,-0.3,-1.11,26W37,09/11,40.0,-0.12,40.9,-0.12,59.1,0.12
1546,3564,其陽,47.3,0.0,0.0,26W37,09/11,39.3,-0.69,40.9,0.89,59.1,-0.89
1547,1219,福壽,11.4,-0.15,-1.3,26W37,09/11,38.9,0.1,40.9,0.35,59.1,-0.35
1548,2609,陽明,59.4,1.4,2.41,26W37,09/11,40.1,-0.09,40.9,-0.02,59.1,0.02
1549,2114,鑫永銓,89.2,0.1,0.11,26W37,09/11,40.8,-0.04,40.8,-0.04,59.2,0.04
