排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1501,3679,新至陞,108.5,1.5,1.4,26W37,09/11,23.7,0.15,29.1,0.0,34.1,0.0,39.2,0.0
1502,3577,泓格,111.5,2.5,2.29,26W37,09/11,22.8,-0.05,28.1,-0.37,34.1,-0.05,37.9,-0.05
1503,6907,雅特力-KY,180.0,-10.0,-5.26,26W37,09/11,27.7,-0.3,31.6,-0.86,34.0,-0.39,37.7,1.02
1504,6496,科懋,24.65,0.0,0.0,26W37,09/11,29.8,0.0,31.3,0.0,34.0,0.0,34.0,0.0
1505,5016,松和,24.45,-0.1,-0.41,26W37,09/11,23.2,-0.01,26.4,-0.01,34.0,0.0,37.2,0.0
1506,6934,心誠鎂,75.1,-1.3,-1.7,26W37,09/11,20.2,-0.02,25.3,0.0,34.0,0.03,35.3,0.01
1507,6661,威健生技,16.15,0.0,0.0,26W37,09/11,21.8,0.02,26.8,-0.02,33.9,-0.02,38.1,-0.02
1508,4571,鈞興-KY,150.5,0.0,0.0,26W37,09/11,27.1,-0.06,30.5,0.04,33.9,0.04,38.9,0.05
1509,9945,潤泰新,28.1,0.35,1.26,26W37,09/11,25.0,-0.03,29.8,-0.02,33.9,-0.05,36.1,0.0
1510,2492,華新科,311.5,-22.5,-6.74,26W37,09/11,29.6,-3.55,31.4,-3.7,33.9,-3.56,35.3,-3.75
1511,4402,郡都開發,14.3,0.0,0.0,26W37,09/11,23.1,-0.14,29.1,-0.13,33.9,-0.11,37.7,-0.11
1512,1229,聯華,40.7,-1.05,-2.51,26W37,09/11,27.0,-0.1,30.9,-0.16,33.9,-0.2,35.2,-0.21
1513,2542,興富發,46.5,0.0,0.0,26W37,09/11,26.8,0.21,31.1,0.16,33.8,0.23,35.2,0.29
1514,6951,青新-創,70.2,-0.3,-0.43,26W37,09/11,24.5,0.09,28.8,-0.02,33.8,0.0,34.6,0.0
1515,6173,信昌電,290.0,-5.0,-1.69,26W37,09/11,29.8,-1.96,31.5,-1.62,33.8,-2.22,37.3,-0.49
1516,9914,美利達,69.7,-7.7,-9.95,26W37,09/11,25.6,0.44,29.2,0.43,33.7,0.34,36.7,0.32
1517,3265,台星科,165.0,-6.0,-3.51,26W37,09/11,27.0,0.16,29.7,0.0,33.7,0.54,36.2,0.26
1518,1324,地球,10.05,0.06,0.6,26W37,09/11,29.2,0.0,31.7,-0.03,33.7,-0.03,36.1,-0.05
1519,1799,易威,29.35,-0.45,-1.51,26W37,09/11,25.0,-0.01,30.3,-0.01,33.7,-0.01,35.1,-0.01
1520,6409,旭隼,861.0,-15.0,-1.71,26W37,09/11,20.5,0.13,26.7,0.24,33.7,0.34,40.3,0.33
1521,2883B,凱基金乙特,8.23,0.02,0.24,26W37,09/11,21.0,-0.08,26.8,-0.13,33.7,-0.07,37.9,-0.09
1522,7777,能率亞洲,36.8,-0.8,-2.13,26W37,09/11,29.3,0.92,31.6,0.73,33.7,0.61,35.0,0.29
1523,1446,宏和,13.3,0.0,0.0,26W37,09/11,24.0,-0.16,29.7,-0.03,33.7,0.0,36.5,0.0
1524,3617,碩天,242.5,3.5,1.46,26W37,09/11,19.8,0.15,24.8,-0.13,33.7,0.18,40.6,0.01
1525,8045,達運光電,47.2,-0.8,-1.67,26W37,09/11,20.4,0.07,26.7,0.09,33.7,-0.05,38.8,-0.02
