"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"1501","2497","怡利電","45.65","-0.2","-0.44","26W30","07/24","24.5","+0.65","27.7","+0.4","30.7","+0.48","34","+0.96"
"1502","2883B","凱基金乙特","8.18","-0.01","-0.12","26W30","07/24","21.3","-0.09","27.4","-0.05","34.4","-0.1","38.7","-0.16"
"1503","6934","心誠鎂","74.1","+1.7","+2.35","26W30","07/24","20.4","-0.12","25.9","-0.04","33.9","-0.04","35.2","-0.01"
"1504","3443","創意","6015","+95","+1.6","26W30","07/24","21.8","+0.16","27","+0.33","35.8","+0.1","41.5","-0.18"
"1505","2221","大甲","79.7","+5.1","+6.84","26W30","07/24","28.9","+1.19","32.3","+1.73","34.3","+0.17","35.3","0"
"1506","4569","六方科-KY","165.5","-3","-1.78","26W30","07/24","16.1","-0.34","19.6","0","33.6","0","35.4","0"
"1507","9945","潤泰新","28","-0.6","-2.1","26W30","07/24","25.8","-0.11","30.8","-0.08","35","-0.13","37.1","-0.12"
"1508","1324","地球","10.25","+0.05","+0.49","26W30","07/24","29.2","+0.12","31.9","+0.12","33.9","+0.6","36.3","0"
"1509","6409","旭隼","1030","-15","-1.44","26W30","07/24","20.5","+0.48","27","+0.34","32.6","-1.24","40.8","-0.19"
"1510","6951","青新-創","72","+0.4","+0.56","26W30","07/24","24.7","-0.32","29.3","-0.5","33.8","-0.02","34.6","-0.02"
"1511","1799","易威","29.95","-0.1","-0.33","26W30","07/24","22.1","+0.11","27.2","-0.19","31.8","-0.01","32.9","0"
"1512","8916","光隆","41.1","+0.1","+0.24","26W30","07/24","23.3","+0.32","28.6","+0.3","33.4","+0.3","36.3","+0.67"
"1513","4571","鈞興-KY","160.5","-0.5","-0.31","26W30","07/24","26.5","+0.2","30.1","-0.06","33.7","-0.02","38.7","-0.02"
"1514","5468","凱鈺","25.35","-0.2","-0.78","26W30","07/24","25.2","-0.47","28.3","-0.23","33.9","-0.22","35.6","-0.22"
"1515","3022","威強電","90.3","-1.2","-1.31","26W30","07/24","28.4","-1.64","31.8","-1.95","35.8","-1.54","39.2","-1.63"
