排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1,00793B,群益AAA-A醫療債,29.85,-0.22,-0.73,26W34,08/21,66.5,1.48,66.5,-11.1,100.0,0.0,100.0,0.0
2,00643K,群益深証中小+R,3.92,0.0,0.0,26W34,08/21,100.0,56.9,100.0,0.0,100.0,0.0,100.0,0.0
3,00657K,國泰日經225+U,24.5,0.06,0.25,26W34,08/21,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
4,00668K,國泰美國道瓊+U,19.3,-0.26,-1.33,26W34,08/21,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
5,00636K,國泰中國A50+U,8.82,0.07,0.8,26W34,08/21,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
6,006204,永豐臺灣加權,225.0,1.8,0.81,26W34,08/21,67.8,0.02,86.4,0.02,100.0,0.0,100.0,0.0
7,0057,富邦摩台,312.0,2.25,0.73,26W34,08/21,70.7,5.44,100.0,0.0,100.0,0.0,100.0,0.0
8,00625K,富邦上証+R,8.68,0.0,0.0,26W34,08/21,65.5,0.0,100.0,0.0,100.0,0.0,100.0,0.0
9,00860B,群益1-5Y投資級債,38.08,-0.05,-0.13,26W34,08/21,85.9,-0.65,90.3,3.82,100.0,0.0,100.0,0.0
10,00728,第一金工業30,66.45,-0.15,-0.23,26W34,08/21,87.5,1.66,92.2,1.72,98.3,2.16,98.3,0.81
11,009818,華南永昌NASDAQxT,19.73,-0.14,-0.7,26W34,08/21,81.6,5.46,90.2,6.35,95.9,6.79,97.0,7.96
12,00899,FT潔淨能源,23.47,-0.28,-1.18,26W34,08/21,82.7,0.0,89.2,-0.17,94.3,-0.01,94.3,-0.01
13,00701,國泰股利精選30,37.34,0.7,1.91,26W34,08/21,90.6,0.81,92.6,1.11,94.2,0.94,96.0,0.68
14,00861,元大全球未來通訊,86.05,0.1,0.12,26W34,08/21,89.0,-0.03,91.2,-0.01,94.0,0.03,94.0,0.03
15,00939,統一台灣高息動能,22.54,0.33,1.49,26W34,08/21,81.7,0.05,89.9,0.06,93.1,0.06,94.0,0.03
16,00905,FT臺灣Smart,25.81,0.06,0.23,26W34,08/21,82.5,0.18,89.1,0.51,92.0,0.4,93.2,0.4
17,00893,國泰智能電動車,42.66,-0.2,-0.47,26W34,08/21,83.7,0.27,88.7,0.26,91.5,0.34,92.6,0.34
18,00930,永豐ESG低碳高息,23.75,0.0,0.0,26W34,08/21,85.8,0.09,89.1,-0.16,91.1,-0.33,91.6,-0.32
19,00896,中信綠能及電動車,27.01,0.02,0.07,26W34,08/21,82.7,1.28,89.1,1.02,91.0,1.05,91.6,0.94
20,009822,華南永昌未來金融,9.67,0.1,1.04,26W34,08/21,76.2,0.6,84.5,0.83,90.9,0.62,94.2,0.74
21,00936,台新永續高息中小,21.49,0.42,1.99,26W34,08/21,83.2,-0.25,88.8,-0.24,90.5,-0.52,90.8,-0.52
22,00944,野村趨勢動能高息,20.63,0.09,0.44,26W34,08/21,83.6,0.01,87.7,0.02,90.5,-0.2,93.1,-0.48
23,00929,復華台灣科技優息,28.33,-0.11,-0.39,26W34,08/21,76.4,-0.34,86.4,-0.23,90.3,-0.16,91.4,-0.15
24,009808,華南永昌優選50,29.85,0.22,0.74,26W34,08/21,74.9,0.54,81.3,0.19,90.2,0.21,90.2,0.21
25,00895,富邦未來車,49.68,-0.05,-0.1,26W34,08/21,83.9,-0.09,87.9,-0.17,90.0,-0.16,90.7,-0.56
26,006208,富邦台50,239.3,1.45,0.61,26W34,08/21,86.6,0.15,88.9,0.15,89.8,0.13,90.2,0.14
27,00934,中信成長高股息,28.55,0.19,0.67,26W34,08/21,82.5,0.34,87.8,0.33,89.8,0.38,90.8,0.51
28,8349A,恒耀甲特,45.6,0.0,0.0,26W34,08/21,55.7,-0.02,66.3,0.0,89.8,0.0,100.0,0.0
29,00961,FT臺灣永續高息,13.14,0.04,0.31,26W34,08/21,69.0,-5.35,81.9,-5.04,89.7,-4.49,92.4,-4.18
30,009804,聯邦台精彩50,21.93,0.1,0.46,26W34,08/21,74.9,-0.03,84.1,-0.32,89.7,-0.15,91.7,-0.25
31,00878,國泰永續高股息,32.38,0.23,0.72,26W34,08/21,75.4,0.18,84.8,0.18,89.2,0.19,90.6,0.21
32,00907,永豐優息存股,17.5,0.33,1.92,26W34,08/21,79.6,-0.99,85.9,-0.83,89.0,-0.59,89.4,-0.86
33,00919,群益台灣精選高息,30.8,0.49,1.62,26W34,08/21,72.9,0.11,83.6,0.14,89.0,0.15,90.6,0.14
34,0051,元大中型100,142.0,0.2,0.14,26W34,08/21,82.1,0.04,85.0,0.12,89.0,1.7,93.7,0.0
35,00932,兆豐永續高息等權,17.54,0.05,0.29,26W34,08/21,80.7,0.24,86.7,0.17,88.9,0.19,89.3,0.2
36,2314,台揚,10.85,-0.25,-2.25,26W34,08/21,77.9,-0.04,84.0,-0.02,88.5,-0.01,91.1,0.0
37,00875,國泰網路資安,53.7,-0.7,-1.29,26W34,08/21,79.4,3.43,85.0,3.86,88.5,4.17,92.9,4.17
38,0056,元大高股息,52.4,0.35,0.67,26W34,08/21,76.0,0.52,84.3,0.59,88.4,0.63,89.7,0.66
39,00888,永豐台灣ESG,32.18,0.09,0.28,26W34,08/21,80.9,1.38,85.8,1.36,88.4,1.36,89.2,1.14
40,00918,大華優利高填息30,33.87,0.23,0.68,26W34,08/21,75.1,0.47,84.2,0.58,88.3,0.62,89.7,0.6
41,00690,兆豐藍籌30,75.05,-0.25,-0.33,26W34,08/21,80.7,0.35,86.0,0.51,88.2,0.47,90.3,-0.26
42,00927,群益半導體收益,35.45,0.15,0.42,26W34,08/21,76.8,0.88,84.0,0.96,88.0,0.93,89.2,0.92
43,009819,中信數據及電力,9.96,-0.06,-0.6,26W34,08/21,76.8,2.69,84.0,2.91,87.9,3.19,89.5,3.36
44,00891,中信關鍵半導體,33.65,0.2,0.6,26W34,08/21,75.9,0.35,83.6,0.44,87.9,0.58,89.0,0.5
45,00783,富邦中証500,28.3,-0.18,-0.63,26W34,08/21,62.1,0.53,74.0,-1.61,87.9,-1.77,87.9,-1.77
46,3580,友威科,78.2,-0.1,-0.13,26W34,08/21,67.6,0.68,75.1,0.01,87.8,-0.15,91.2,-0.06
47,00894,中信小資高價30,45.41,-0.21,-0.46,26W34,08/21,80.2,0.85,84.4,1.06,87.8,1.23,88.8,1.55
48,00921,兆豐龍頭等權重,24.05,0.15,0.63,26W34,08/21,81.8,0.55,85.3,0.55,87.8,1.01,87.8,1.01
49,9103,美德醫療-DR,5.25,0.04,0.77,26W34,08/21,69.2,-0.2,79.4,-0.2,87.7,-0.27,91.7,-0.2
50,00940,元大台灣價值高息,12.48,0.08,0.65,26W34,08/21,70.1,0.13,81.5,0.17,87.7,0.14,89.7,0.11
