排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00731,復華富時高息低波,99.05,-0.25,-0.25,26W38,09/18,96.0,-3.99,100.0,0.0,0.0,0.0
2,00678,群益那斯達克生技,43.19,0.81,1.91,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
3,00899,FT潔淨能源,23.08,0.45,1.99,26W38,09/18,94.4,0.07,100.0,0.0,0.0,0.0
4,00886,永豐美國科技,48.28,0.41,0.86,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
5,00783,富邦中証500,28.05,0.47,1.7,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
6,00640L,富邦日本正2,107.55,0.9,0.84,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
7,00660,元大歐洲50,45.77,-0.06,-0.13,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
8,006204,永豐臺灣加權,234.85,2.2,0.95,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
9,8349A,恒耀甲特,45.55,0.25,0.55,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
10,0051,元大中型100,145.7,1.85,1.29,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
11,00657K,國泰日經225+U,24.37,0.47,1.97,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
12,00668K,國泰美國道瓊+U,18.95,0.11,0.58,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
13,006207,復華滬深,32.1,0.32,1.01,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
14,00636K,國泰中國A50+U,8.59,0.05,0.59,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
15,00653L,富邦印度正2,43.13,0.11,0.26,26W38,09/18,93.2,3.66,100.0,10.4,0.0,-10.4
16,00703,台新MSCI中國,18.88,0.16,0.85,26W38,09/18,91.3,0.01,100.0,0.0,0.0,0.0
17,0057,富邦摩台,325.65,1.55,0.48,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
18,00643K,群益深証中小+R,3.82,0.05,1.33,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
19,00657,國泰日經225,77.2,1.35,1.78,26W38,09/18,84.9,-15.1,100.0,0.0,0.0,0.0
20,00860B,群益1-5Y投資級債,37.73,-0.11,-0.29,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
21,00625K,富邦上証+R,8.33,0.0,0.0,26W38,09/18,100.0,0.0,100.0,0.0,0.0,0.0
22,00847B,中信美國市政債,24.33,0.13,0.54,26W38,09/18,100.0,24.2,100.0,0.0,0.0,0.0
23,00921,兆豐龍頭等權重,23.65,0.33,1.42,26W38,09/18,94.9,0.56,97.8,0.3,2.16,-0.3
24,00728,第一金工業30,69.65,1.9,2.8,26W38,09/18,97.1,-0.14,97.1,-0.14,2.92,0.14
25,00861,元大全球未來通訊,84.5,0.8,0.96,26W38,09/18,94.9,-0.07,96.2,0.0,3.81,0.0
26,9103,美德醫療-DR,4.99,0.03,0.6,26W38,09/18,94.6,0.99,95.9,0.15,4.06,-0.15
27,00930,永豐ESG低碳高息,24.39,0.29,1.2,26W38,09/18,95.8,0.26,95.8,-0.46,4.22,0.46
28,00406A,主動中信台灣收益,9.59,0.28,3.01,26W38,09/18,93.1,6.14,95.6,5.92,10.0,-1.24
29,4951,精拓科,90.7,8.2,9.94,26W38,09/18,87.1,2.36,95.5,0.0,4.48,0.0
30,009825,聯邦美國金融創新,9.95,-0.02,-0.2,26W38,09/18,93.1,0.85,95.4,0.14,4.57,-0.14
31,6727,亞泰金屬,487.0,16.5,3.51,26W38,09/18,88.8,-1.97,95.3,1.18,4.81,-1.09
32,00910,第一金太空衛星,58.7,1.5,2.62,26W38,09/18,92.9,-0.5,95.1,-0.53,4.89,0.53
33,00661,元大日經225,84.35,1.3,1.57,26W38,09/18,87.9,-1.76,95.1,1.69,4.93,-1.69
34,00944,野村趨勢動能高息,21.9,0.2,0.92,26W38,09/18,95.0,0.23,95.0,0.23,5.03,-0.23
35,00917,中信特選金融,23.22,-0.01,-0.04,26W38,09/18,93.7,-1.29,94.9,-1.64,5.05,1.64
36,00700,富邦恒生國企,16.92,0.17,1.01,26W38,09/18,94.8,-0.14,94.8,-0.14,5.17,0.14
37,6494,九齊,51.5,1.9,3.83,26W38,09/18,94.8,0.0,94.8,0.0,5.23,0.0
38,00896,中信綠能及電動車,27.13,0.5,1.88,26W38,09/18,94.2,0.5,94.7,0.81,5.28,-0.89
39,00939,統一台灣高息動能,24.34,-0.07,-0.29,26W38,09/18,94.0,-0.1,94.7,-0.1,5.35,0.1
40,00701,國泰股利精選30,42.1,-0.05,-0.12,26W38,09/18,94.6,-0.81,94.6,-0.81,5.42,0.81
41,00893,國泰智能電動車,43.64,0.82,1.91,26W38,09/18,93.5,0.32,94.6,0.58,5.43,-0.58
42,2314,台揚,10.7,0.15,1.42,26W38,09/18,93.7,-0.01,94.5,0.0,5.51,0.0
43,00905,FT臺灣Smart,26.85,0.55,2.09,26W38,09/18,94.2,0.47,94.5,0.44,5.53,-0.44
44,009818,華南永昌NASDAQxT,20.36,0.28,1.39,26W38,09/18,94.4,-0.37,94.4,-0.37,5.61,0.37
45,009822,華南永昌未來金融,9.55,0.05,0.53,26W38,09/18,91.6,1.49,94.4,2.87,5.64,-2.87
46,00901,永豐智能車供應鏈,46.84,0.89,1.94,26W38,09/18,92.5,-0.95,94.1,-0.68,5.95,0.68
47,00918,大華優利高填息30,34.15,-0.35,-1.01,26W38,09/18,93.1,2.07,93.8,2.16,6.64,-1.78
48,00982T,平衡兆豐台美動能,15.23,0.31,2.08,26W38,09/18,93.7,6.48,93.7,6.48,6.27,-6.48
49,009804,聯邦台精彩50,23.4,0.4,1.74,26W38,09/18,91.2,-0.01,93.6,-0.03,6.35,0.03
50,00670L,富邦NASDAQ正2,199.25,5.1,2.63,26W38,09/18,90.1,1.24,93.5,1.27,6.49,-1.27
51,00909,國泰數位支付服務,47.17,1.13,2.45,26W38,09/18,92.5,2.5,93.5,3.47,6.5,-3.47
52,00904,台新臺灣半導體30,42.41,1.22,2.96,26W38,09/18,89.5,-0.36,93.5,0.17,6.51,-0.17
53,009821,野村稀土關鍵資源,14.15,0.2,1.43,26W38,09/18,92.8,1.69,93.4,1.33,6.59,-1.33
54,00999A,主動野村臺灣高息,11.2,0.24,2.19,26W38,09/18,92.1,-0.29,93.3,-0.41,6.71,0.41
55,2471,資通,53.1,0.8,1.53,26W38,09/18,89.5,0.0,93.3,0.0,6.74,0.0
56,00903,富邦元宇宙,21.48,0.35,1.66,26W38,09/18,93.2,-0.21,93.2,-2.27,6.76,2.27
57,00962,台新AI優息動能,15.05,0.15,1.01,26W38,09/18,91.0,2.96,92.8,2.55,7.16,-2.55
58,00770,國泰北美科技,63.0,0.8,1.29,26W38,09/18,90.7,1.66,92.8,2.71,7.19,-2.71
59,00952,凱基台灣AI50,18.19,0.25,1.39,26W38,09/18,90.1,1.01,92.8,1.0,7.19,-1.0
60,3580,友威科,96.8,2.2,2.33,26W38,09/18,92.8,0.0,92.8,0.0,7.21,0.0
61,00929,復華台灣科技優息,29.03,0.47,1.65,26W38,09/18,92.2,0.22,92.6,0.2,7.43,-0.2
62,00709,富邦歐洲,39.75,-0.13,-0.33,26W38,09/18,92.6,0.0,92.6,0.0,7.45,0.0
63,00961,FT臺灣永續高息,13.33,0.02,0.15,26W38,09/18,91.6,-3.54,92.5,-3.62,7.47,3.55
64,009808,華南永昌優選50,31.67,0.43,1.38,26W38,09/18,92.4,-1.07,92.4,-1.07,7.57,1.07
65,00920,富邦ESG綠色電力,24.82,0.33,1.35,26W38,09/18,87.5,3.64,92.4,4.44,7.58,-4.44
66,6207,雷科,115.5,2.0,1.76,26W38,09/18,91.1,0.88,92.1,1.08,7.86,-1.08
67,00895,富邦未來車,50.5,0.78,1.57,26W38,09/18,92.1,0.96,92.1,0.35,7.9,-0.35
68,00690,兆豐藍籌30,80.15,2.0,2.56,26W38,09/18,91.1,0.44,92.1,-0.65,7.91,0.65
69,3567,逸昌,25.3,0.15,0.6,26W38,09/18,89.3,0.0,92.1,0.0,7.94,0.0
70,1591,駿吉-KY,41.7,2.3,5.84,26W38,09/18,89.5,-0.02,92.0,0.0,8.04,0.0
71,00916,國泰全球品牌50,26.92,0.06,0.22,26W38,09/18,87.5,-0.5,91.8,0.38,8.18,-0.38
72,009819,中信數據及電力,9.67,0.12,1.26,26W38,09/18,90.1,0.42,91.8,0.75,8.19,-0.75
73,00919,群益台灣精選高息,31.96,-0.15,-0.47,26W38,09/18,91.1,-0.28,91.6,-0.31,8.37,0.3
74,2002A,中鋼特,37.15,-0.15,-0.4,26W38,09/18,87.0,0.02,91.6,0.0,8.38,0.0
75,1565,精華,98.0,1.5,1.55,26W38,09/18,89.6,0.14,91.6,2.08,8.41,-2.08
76,4977,眾達-KY,175.0,2.0,1.16,26W38,09/18,90.4,-0.09,91.6,0.0,8.44,0.0
77,00799B,國泰A級醫療債,28.46,0.16,0.57,26W38,09/18,84.1,0.33,91.5,3.94,8.47,-3.94
78,00934,中信成長高股息,29.82,0.35,1.19,26W38,09/18,91.1,1.25,91.5,1.63,8.49,-1.63
79,00932,兆豐永續高息等權,17.45,0.12,0.69,26W38,09/18,90.5,-0.22,91.4,-0.21,8.6,0.21
80,8034,榮群,20.0,0.15,0.76,26W38,09/18,89.6,0.0,91.3,0.0,8.73,0.0
81,4968,立積,92.0,0.4,0.44,26W38,09/18,91.1,0.0,91.1,0.0,8.86,0.0
