"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"901","00986D","主動復華金融債息","14.38","-0.09","-0.62","26W32","08/07","25.9","-0.2","37.3","-0.68","47.9","-0.58","51.3","-0.25"
"902","2493","揚博","181.5","-3.5","-1.89","26W32","08/07","40.6","+0.8","43.9","+1.17","47.7","+0.65","52.1","-0.14"
"903","6515","穎崴","6250","+145","+2.38","26W32","08/07","28.4","+0.21","38.2","+0.38","49.3","-0.1","54.8","+1.47"
"904","4164","承業醫","26.2","-0.1","-0.38","26W32","08/07","38.2","+0.24","44.6","+0.23","49.1","-0.05","52.7","+0.15"
"905","6703","軒郁","103","0","0","26W32","08/07","41.5","+0.61","45.5","+0.6","48.8","+0.37","55","-1.44"
"906","6272","驊陞","26.5","+2.4","+9.96","26W32","08/07","34.5","+0.01","42.7","-0.16","48.7","-0.08","53.3","-0.02"
"907","2745","五福","89.4","-0.1","-0.11","26W32","08/07","41.5","+0.76","43.2","+0.71","48.7","+1.35","48.7","0"
"908","2250","IKKA-KY","59.7","+0.4","+0.67","26W32","08/07","41.3","-0.12","46.4","-0.03","48.6","0","48.6","0"
"909","3485","敘豐","234","+3","+1.3","26W32","08/07","31.5","+0.06","39.6","+0.06","47.6","+0.03","53.3","0"
"910","1305","華夏","12.1","-0.3","-2.42","26W32","08/07","40.1","-0.13","44.7","-0.05","49","+0.08","51.2","-0.03"
"911","4912","聯德控股-KY","99.2","+1","+1.02","26W32","08/07","34","-1","42.3","-0.96","48.8","-0.27","57.7","-0.04"
"912","4138","曜亞","52.8","+0.5","+0.96","26W32","08/07","45","0","47.6","0","48.6","0","48.6","0"
"913","6265","方土昶","57.1","-1","-1.72","26W32","08/07","44.9","-1.76","50","-1.97","53.8","-1.84","55.9","-2.77"
"914","6615","慧智","34.5","+0.1","+0.29","26W32","08/07","41.5","0","46.1","+0.01","48.5","0","61.3","0"
"915","8255","朋程","152","+3","+2.01","26W32","08/07","39.4","-0.18","44","-0.31","49","-0.07","51.5","0"
"916","6185","幃翔","12.65","+0.05","+0.4","26W32","08/07","34.2","+0.21","39.6","-0.17","47.7","+0.01","52.4","+0.01"
"917","4744","皇將","27.5","-0.25","-0.9","26W32","08/07","30.6","-0.02","39.5","+0.06","48.4","+0.14","53.7","+0.14"
"918","5258","虹堡","47.3","-0.95","-1.97","26W32","08/07","34.5","-0.38","40.2","-0.55","47.9","+0.02","54.8","0"
"919","00650L","復華香港正2","17.29","+0.02","+0.12","26W32","08/07","28.7","+0.61","36.9","+0.19","48.5","+1.26","53.6","+1.08"
"920","1537","廣隆","119","-0.5","-0.42","26W32","08/07","40.3","+0.45","43.2","+0.41","48.2","0","49.9","0"
"921","3558","神準","125.5","-2","-1.57","26W32","08/07","44.5","-0.01","47.3","-0.05","49","-0.01","50.4","0"
"922","3114","好德","33.9","+0.1","+0.3","26W32","08/07","34.3","+0.47","40","+0.86","46.6","-0.66","50.8","-0.01"
"923","8040","九暘","72.3","+0.7","+0.98","26W32","08/07","38.6","-0.21","43.6","-0.09","48.5","-0.38","52.4","+0.13"
"924","3294","英濟","31","-0.25","-0.8","26W32","08/07","40.4","-0.16","44.2","-0.06","47.8","-0.31","49.7","0"
"925","5457","宣德","27.95","+0.25","+0.9","26W32","08/07","38.5","0","42.4","+0.08","47.5","-0.32","49.3","+0.36"
"926","6186","新潤","32.5","-0.45","-1.37","26W32","08/07","36.8","+1.33","43.4","+1.04","48","+0.2","49.9","+0.33"
"927","5015","華祺","22.1","+0.1","+0.45","26W32","08/07","39.4","-0.04","43.2","-0.03","48","-0.01","52.9","-0.01"
"928","2468","華經","33.9","-0.35","-1.02","26W32","08/07","43.5","-0.12","47.2","+0.16","49.2","-0.05","50","0"
"929","3623","富晶通","22.2","+0.25","+1.14","26W32","08/07","40.4","+0.34","44.5","-0.69","48.1","0","51.8","0"
"930","6708","天擎","37.1","-0.4","-1.07","26W32","08/07","35.4","+0.19","45.1","-0.48","47.9","0","52.5","0"
"931","00857B","永豐20年美公債","22.56","-0.17","-0.75","26W32","08/07","35.7","+0.12","42.8","+0.18","47.8","+0.16","50.7","+0.03"
"932","2065","世豐","36.65","-0.3","-0.81","26W32","08/07","41.2","+0.07","44.4","+0.07","47.9","+0.42","51","+0.38"
"933","911622","泰聚亨-DR","3.62","+0.02","+0.56","26W32","08/07","35.7","-0.67","42.1","-0.67","48","+0.08","53.4","-0.06"
"934","4562","穎漢","31.65","-0.6","-1.86","26W32","08/07","43.1","-0.13","45.3","-0.05","47.9","-0.05","49.2","-0.05"
"935","3032","偉訓","79.8","+0.1","+0.13","26W32","08/07","35.4","-0.9","41.5","-0.98","46.9","-0.54","52","-0.73"
"936","4554","橙的","29.8","+1","+3.47","26W32","08/07","35.1","+0.01","40.9","-0.01","47.8","0","49.4","0"
"937","2030","彰源","22.8","-0.2","-0.87","26W32","08/07","43.5","-0.1","47.8","-0.1","51.1","-0.51","53.2","-0.16"
"938","1597","直得","152","+4.5","+3.05","26W32","08/07","37","-0.28","39.2","-0.54","46.7","-0.01","52.2","-1.01"
"939","7712","博盛半導體","160","+4","+2.56","26W32","08/07","29.5","-0.39","36.7","-1.01","47.8","+0.01","53.7","+0.01"
"940","1308","亞聚","13.85","-0.25","-1.77","26W32","08/07","39.4","-0.16","44.2","0","48.3","+0.03","49.7","-0.21"
"941","4137","麗豐-KY","85.9","-2","-2.28","26W32","08/07","35.8","+0.11","42.2","+0.19","47.3","+0.67","50","+0.15"
"942","6649","台生材","35.1","-0.05","-0.14","26W32","08/07","25.8","+0.16","35.6","+0.14","47.6","+0.09","57.5","-0.02"
