排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
901,6245,立端,85.6,1.2,1.42,26W38,09/18,57.8,-0.93,58.4,-1.55,41.6,1.55
902,3357,臺慶科,207.5,7.5,3.75,26W38,09/18,56.1,-1.14,58.4,-0.47,41.6,0.47
903,3413,京鼎,285.0,4.0,1.42,26W38,09/18,58.3,0.51,58.3,-0.29,41.7,0.29
904,3167,大量,834.0,17.0,2.08,26W38,09/18,55.3,5.16,58.3,5.29,41.7,-5.29
905,6925,意藍,59.9,3.2,5.64,26W38,09/18,58.3,0.0,58.3,0.0,41.7,0.0
906,6855,數泓科,114.5,2.5,2.23,26W38,09/18,54.7,0.0,58.2,0.0,41.8,0.0
907,5245,智晶,20.7,0.0,0.0,26W38,09/18,48.4,0.45,58.2,0.45,41.8,-0.45
908,3048,益登,51.0,0.6,1.19,26W38,09/18,56.9,-0.34,58.2,-0.34,41.8,0.34
909,6146,耕興,178.5,2.5,1.42,26W38,09/18,54.5,0.84,58.2,-0.01,41.8,0.01
910,3499,環天科,13.3,-0.45,-3.27,26W38,09/18,58.2,-0.01,58.2,-0.01,41.8,0.01
911,6441,廣錠,22.9,-0.55,-2.35,26W38,09/18,58.1,0.0,58.1,0.0,41.9,0.0
912,3492,長盛,19.0,0.1,0.53,26W38,09/18,55.3,0.0,58.0,0.0,42.0,0.0
913,2459,敦吉,65.4,-0.1,-0.15,26W38,09/18,58.0,0.0,58.0,0.0,42.0,0.0
914,4543,萬在,28.6,0.35,1.24,26W38,09/18,56.3,0.0,58.0,0.0,42.0,0.0
915,4772,台特化,250.0,8.5,3.52,26W38,09/18,56.0,-0.23,58.0,-0.23,42.0,0.23
916,7704,明遠精密,62.1,1.4,2.31,26W38,09/18,52.3,0.0,57.9,0.0,42.1,0.0
917,3594,磐儀,46.75,0.65,1.41,26W38,09/18,53.1,0.06,57.8,0.02,42.2,-0.02
918,911622,泰聚亨-DR,3.6,-0.06,-1.64,26W38,09/18,57.8,0.0,57.8,0.0,42.2,0.0
919,6218,豪勉,61.6,5.6,10.0,26W38,09/18,55.0,-0.86,57.8,-2.26,42.2,2.26
920,3050,鈺德,11.4,0.1,0.88,26W38,09/18,53.8,0.18,57.8,0.7,42.2,-0.7
921,5015,華祺,21.7,0.1,0.46,26W38,09/18,56.1,-0.03,57.8,-0.03,42.2,0.03
922,6913,鴻呈,130.5,2.0,1.56,26W38,09/18,51.5,0.0,57.8,0.0,42.2,0.0
923,00637L,元大滬深300正2,19.54,0.29,1.51,26W38,09/18,54.2,-0.35,57.7,-0.43,42.3,0.43
924,3707,漢磊,62.9,1.0,1.62,26W38,09/18,56.5,-0.17,57.6,-0.16,42.4,0.16
925,3290,東浦,46.3,-0.45,-0.96,26W38,09/18,54.8,1.07,57.6,0.01,42.4,-0.01
926,00665L,富邦恒生國企正2,8.92,0.15,1.71,26W38,09/18,53.5,0.31,57.6,0.7,42.4,-0.7
927,3135,凌航,163.5,2.0,1.24,26W38,09/18,53.9,0.0,57.6,0.0,42.4,0.0
928,9919,康那香,14.0,0.05,0.36,26W38,09/18,56.7,0.47,57.6,0.01,42.4,-0.01
929,8183,精星,28.05,0.05,0.18,26W38,09/18,56.9,-0.02,57.6,-0.02,42.4,0.02
930,6446,藥華藥,1180.0,-15.0,-1.26,26W38,09/18,52.9,-0.9,57.6,-0.08,42.4,0.08
931,8935,邦泰,17.7,0.15,0.85,26W38,09/18,53.6,0.0,57.5,0.0,42.5,0.0
932,3312,弘憶股,51.1,2.35,4.82,26W38,09/18,57.5,0.03,57.5,0.03,42.5,-0.03
933,3501,維熹,38.4,0.3,0.79,26W38,09/18,56.8,0.0,57.5,0.0,42.5,0.0
934,4946,辣椒,90.1,0.3,0.33,26W38,09/18,57.4,0.0,57.4,0.0,42.6,0.0
