排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1201,1416,廣豐,11.5,0.2,1.77,26W38,09/18,47.9,-0.04,49.3,-0.03,50.7,0.03
1202,8424,惠普,69.3,0.4,0.58,26W38,09/18,44.3,0.0,49.3,0.0,50.7,0.0
1203,8410,森田,29.5,0.15,0.51,26W38,09/18,47.0,0.0,49.3,0.0,50.7,0.0
1204,1101,台泥,24.35,-0.1,-0.41,26W38,09/18,48.3,0.64,49.3,0.62,50.7,-0.62
1205,5209,新鼎,174.5,-1.5,-0.85,26W38,09/18,49.1,0.95,49.1,0.95,50.9,-0.95
1206,3030,德律,267.0,3.0,1.14,26W38,09/18,47.2,0.09,49.0,0.16,51.0,-0.16
1207,3372,典範,16.4,0.0,0.0,26W38,09/18,48.6,-0.19,49.0,-0.19,51.0,0.19
1208,6823,濾能,59.2,-0.2,-0.34,26W38,09/18,49.0,0.0,49.0,0.0,51.0,0.0
1209,6895,宏碩系統,143.0,-1.0,-0.69,26W38,09/18,49.0,0.0,49.0,0.0,51.0,0.0
1210,2916,滿心,40.55,-0.1,-0.25,26W38,09/18,43.4,0.0,48.9,0.0,51.1,0.0
1211,3630,新鉅科,25.85,0.0,0.0,26W38,09/18,48.5,0.0,48.9,0.0,51.1,0.0
1212,00686R,群益臺灣加權反1,0.95,-0.02,-2.06,26W38,09/18,44.1,-2.86,48.9,-2.55,51.1,2.55
1213,3511,矽瑪,19.0,0.4,2.15,26W38,09/18,47.7,0.0,48.9,0.0,51.1,0.0
1214,5519,隆大,26.35,1.1,4.36,26W38,09/18,47.4,0.38,48.8,0.0,51.2,0.0
1215,3447,展達,28.45,1.0,3.64,26W38,09/18,46.6,0.0,48.8,0.0,51.2,0.0
1216,1342,八貫,102.0,1.5,1.49,26W38,09/18,46.7,-0.72,48.7,0.33,51.3,-0.33
1217,6805,富世達,2295.0,205.0,9.81,26W38,09/18,47.5,-0.13,48.7,1.08,51.3,-1.08
1218,2745,五福,84.6,0.1,0.12,26W38,09/18,48.7,0.0,48.7,0.0,51.3,0.0
1219,9902,台火,13.4,0.15,1.13,26W38,09/18,48.7,-0.01,48.7,-1.03,51.3,1.03
1220,4915,致伸,65.5,1.6,2.5,26W38,09/18,44.4,-1.1,48.7,-0.6,51.3,0.6
1221,6753,龍德造船,134.5,1.5,1.13,26W38,09/18,44.9,0.05,48.7,0.01,51.3,-0.01
1222,2364,倫飛,64.6,-0.4,-0.62,26W38,09/18,48.6,0.0,48.6,0.0,51.4,0.0
1223,5432,新門,160.0,14.5,9.97,26W38,09/18,48.6,0.0,48.6,0.0,51.4,0.0
1224,4138,曜亞,53.9,0.0,0.0,26W38,09/18,48.6,0.0,48.6,0.0,51.4,0.0
1225,2481,強茂,168.5,5.5,3.37,26W38,09/18,46.8,-1.19,48.5,-0.65,51.5,0.65
1226,6142,友勁,8.84,0.01,0.11,26W38,09/18,46.8,0.18,48.4,-0.07,51.6,0.07
1227,00795B,中信美國公債20年,25.81,0.17,0.66,26W38,09/18,47.4,-0.22,48.4,-0.22,51.6,0.22
1228,2073,雄順,26.0,0.0,0.0,26W38,09/18,37.7,0.0,48.4,0.0,51.6,0.0
1229,3416,融程電,162.5,1.5,0.93,26W38,09/18,46.1,0.03,48.3,0.03,51.7,-0.03
1230,3010,華立,125.0,1.0,0.81,26W38,09/18,45.5,0.01,48.3,0.31,51.7,-0.31
1231,6118,建達,15.15,0.0,0.0,26W38,09/18,46.4,0.0,48.3,0.0,51.7,0.0
1232,6139,亞翔,733.0,37.0,5.32,26W38,09/18,44.0,0.54,48.3,0.14,51.7,-0.14
1233,3285,微端,40.75,1.4,3.56,26W38,09/18,43.6,-0.02,48.3,-0.02,51.7,0.02
1234,8926,台汽電,59.8,1.0,1.7,26W38,09/18,47.2,0.04,48.3,-0.07,51.7,0.07
1235,1731,美吾華,20.9,-0.05,-0.24,26W38,09/18,46.1,0.0,48.2,0.0,51.8,0.0
1236,2428,興勤,260.0,5.5,2.16,26W38,09/18,45.4,-0.72,48.2,0.0,51.8,0.0
1237,00937B,群益ESG投等債20+,14.31,0.1,0.7,26W38,09/18,46.4,-0.08,48.2,-0.08,51.8,0.08
1238,6531,愛普*,968.0,48.0,5.22,26W38,09/18,43.3,0.26,48.2,1.81,51.8,-1.81
1239,7584,樂意,28.8,0.85,3.04,26W38,09/18,42.7,4.56,48.2,4.56,51.8,-4.56
1240,6767,台微醫,24.1,-0.45,-1.83,26W38,09/18,48.1,0.0,48.1,0.0,51.9,0.0
1241,4107,邦特,112.0,0.5,0.45,26W38,09/18,46.7,-0.03,48.1,-0.03,51.9,0.03
1242,3443,創意,7150.0,650.0,10.0,26W38,09/18,44.3,-1.3,48.0,-0.17,52.0,0.17
1243,4523,永彰,24.75,1.05,4.43,26W38,09/18,45.3,-0.01,48.0,-0.01,52.0,0.01
1244,6208,日揚,75.4,1.8,2.45,26W38,09/18,43.1,-0.04,47.9,-0.03,52.1,0.03
1245,4558,寶緯,17.75,0.2,1.14,26W38,09/18,45.9,0.01,47.9,0.01,52.1,-0.01
1246,1533,車王電,30.55,-0.1,-0.33,26W38,09/18,45.2,0.0,47.9,0.0,52.1,0.0
1247,6278,台表科,196.0,12.0,6.52,26W38,09/18,43.0,-0.83,47.9,0.03,52.1,-0.03
1248,6113,亞矽,22.3,0.0,0.0,26W38,09/18,47.8,0.0,47.8,0.0,52.2,0.0
1249,4561,健椿,41.1,0.8,1.99,26W38,09/18,43.7,0.0,47.8,0.0,52.2,0.0
1250,4306,炎洲,14.8,0.2,1.37,26W38,09/18,46.8,0.12,47.8,0.14,52.2,-0.14
1251,6491,晶碩,396.0,-5.0,-1.25,26W38,09/18,45.3,0.69,47.8,-0.24,52.2,0.24
1252,6203,海韻電,59.6,0.0,0.0,26W38,09/18,47.8,0.0,47.8,0.0,52.2,0.0
1253,4433,興采,18.1,-0.05,-0.28,26W38,09/18,46.3,0.0,47.8,0.0,52.2,0.0
1254,00682U,期元大美元指數,20.65,0.0,0.0,26W38,09/18,22.1,0.0,47.7,0.01,52.3,-0.01
1255,1795,美時,180.0,0.0,0.0,26W38,09/18,46.3,0.56,47.7,0.22,52.3,-0.22
1256,5340,建榮,83.1,1.6,1.96,26W38,09/18,45.9,0.59,47.7,0.1,52.3,-0.1
1257,5283,禾聯碩,56.3,3.0,5.63,26W38,09/18,44.3,0.47,47.7,1.61,52.3,-1.61
1258,6945,圓祥生技,132.0,8.0,6.45,26W38,09/18,42.3,0.03,47.7,0.0,52.3,0.0
1259,6668,中揚光,49.25,4.45,9.93,26W38,09/18,47.7,-0.91,47.7,-0.91,52.3,0.91
1260,8171,天宇,20.05,-0.1,-0.5,26W38,09/18,45.2,-0.45,47.6,-1.23,52.4,1.23
1261,4569,六方科-KY,157.0,4.0,2.61,26W38,09/18,44.7,0.0,47.6,0.0,52.4,0.0
1262,6195,詩肯,27.7,0.0,0.0,26W38,09/18,47.6,0.0,47.6,0.0,52.4,0.0
1263,00926,凱基全球菁英55,26.46,0.2,0.76,26W38,09/18,46.7,0.43,47.5,0.44,52.5,-0.44
1264,8279,生展,78.9,-0.6,-0.75,26W38,09/18,44.2,0.0,47.5,0.0,52.5,0.0
