"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股800張以下(%)","800張以下增減","持股1千張以下(%)","1千張以下增減","持股超過1千張(%)","超過1千張增減"
"2274","00942B","台新美A公司債20+","14.03","-0.12","-0.85","26W28","07/09","11.3","-0.04","11.5","+0.01","88.5","-0.01"
"2275","2838","聯邦銀","20.6","+0.15","+0.73","26W28","07/09","10.4","-0.07","10.9","-0.07","89.1","+0.07"
"2276","8905","裕國","34.75","+0.75","+2.21","26W28","07/09","9.73","0","11.2","0","88.8","0"
"2277","7818","溢泰實業","61.6","-0.4","-0.65","26W28","07/09","11.8","-0.03","11.8","-0.51","88.2","+0.51"
"2278","5455","昇益","28.55","+0.05","+0.18","26W28","07/09","11","0","11","0","89","0"
"2279","5523","豐謙","30.35","0","0","26W28","07/09","10","-0.09","11.2","-0.09","88.8","+0.09"
"2280","3266","昇陽","13.9","+0.15","+1.09","26W28","07/09","10.6","-0.01","10.9","-0.01","89.1","+0.01"
"2281","00722B","群益投資級電信債","34.69","-0.31","-0.89","26W28","07/09","10.7","+0.07","10.8","+0.07","89.2","-0.07"
"2282","1583","程泰","49","-0.65","-1.31","26W28","07/09","9.69","0","10.5","0","89.5","0"
"2283","2719","燦星旅","21.65","0","0","26W28","07/09","10.5","0","10.5","0","89.5","0"
"2284","00853B","統一美債10年Aa-A","27.12","-0.3","-1.09","26W28","07/09","9.63","-0.04","9.63","-0.04","90.4","+0.04"
"2285","6144","得利影","13.2","0","0","26W28","07/09","10.4","0","10.4","0","89.6","0"
"2286","00950B","凱基A級公司債","13.92","-0.08","-0.57","26W28","07/09","10.5","+0.07","10.8","+0.04","89.2","-0.04"
"2287","2908","特力","21.5","-0.2","-0.92","26W28","07/09","9.58","+0.19","10.3","0","89.7","0"
"2288","2540","愛山林","54.9","+0.2","+0.37","26W28","07/09","10.3","-0.01","10.9","-0.11","89.1","+0.11"
"2289","01007T","兆豐國泰R2","11.84","-0.05","-0.42","26W28","07/09","9.43","+0.02","10.4","+0.14","89.6","-0.14"
"2290","8415","大國鋼","38.05","+0.2","+0.53","26W28","07/09","10.1","0","10.7","0","89.3","0"
"2291","3045","台灣大","111.5","+1","+0.9","26W28","07/09","8.9","+0.15","9.65","+0.14","90.4","-0.14"
"2292","01001T","土銀富邦R1","11.35","0","0","26W28","07/09","9.57","-0.01","9.91","-0.01","90.1","+0.01"
"2293","8482","商億-KY","48.8","-1.1","-2.2","26W28","07/09","7.19","0","9.73","0","90.3","0"
"2294","01004T","土銀富邦R2","10.21","0","0","26W28","07/09","8.54","-0.01","9.55","0","90.5","0"
"2295","00758B","復華能源債","51.25","-0.35","-0.68","26W28","07/09","9.5","0","9.5","0","90.5","0"
"2296","2891C","中信金丙特","61.9","0","0","26W28","07/09","6.68","+0.01","8.99","+0.01","91","-0.01"
"2297","4904","遠傳","103","+1","+0.98","26W28","07/09","8.58","+0.56","9.36","+0.46","90.6","-0.46"
"2298","6965","中傑-KY","77.3","+0.6","+0.78","26W28","07/09","9.14","-0.01","9.14","-0.01","90.9","+0.01"
"2299","2008","高興昌","30.7","-0.15","-0.49","26W28","07/09","8.4","-0.07","8.93","-0.07","91.1","+0.07"
"2300","01002T","土銀國泰R1","13.29","-0.09","-0.67","26W28","07/09","7.98","-0.01","8.78","-0.01","91.2","+0.01"
"2301","1101B","台泥乙特","43.4","0","0","26W28","07/09","8.2","-0.01","8.67","-0.01","91.3","+0.01"
"2302","2524","京城","34.15","+0.1","+0.29","26W28","07/09","8.03","0","8.27","0","91.7","0"
"2303","1110","東泥","15.9","+0.1","+0.63","26W28","07/09","7.63","-0.11","8.53","+0.04","91.5","-0.04"
"2304","6890","來億-KY","173","+2.5","+1.47","26W28","07/09","7.73","0","8.11","0","91.9","0"
"2305","2881B","富邦金乙特","60.6","0","0","26W28","07/09","7.16","0","8","0","92","0"
"2306","6124","業強","26.85","+0.05","+0.19","26W28","07/09","7.18","0","7.7","0","92.3","0"
"2307","2258","鴻華先進-創","29.85","-0.1","-0.33","26W28","07/09","6.9","-0.01","7.38","+0.04","92.6","-0.04"
"2308","2910","統領","24.25","-0.2","-0.82","26W28","07/09","5.75","+0.06","6.83","+0.06","93.2","-0.06"
"2309","6198","瑞築","19.6","+0.05","+0.26","26W28","07/09","7.1","0","7.1","0","92.9","0"
"2310","6958","日盛台駿","18.35","-0.1","-0.54","26W28","07/09","6.52","0","7.25","0","92.8","0"
