排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1801,2754,亞洲藏壽司,71.1,0.7,0.99,26W31,07/31,31.6,0.0,33.5,0.0,66.5,0.0
1802,2887I,台新新光辛特,9.51,0.0,0.0,26W31,07/31,31.7,-0.18,33.6,-0.42,66.4,0.42
1803,4192,杏國,19.2,0.05,0.26,26W31,07/31,33.4,0.0,33.4,0.0,66.6,0.0
1804,1713,國化,43.55,-0.25,-0.57,26W31,07/31,32.8,-0.58,33.4,0.0,66.6,0.0
1805,6914,阜爾運通,147.5,1.0,0.68,26W31,07/31,32.0,0.0,33.3,0.0,66.7,0.0
1806,6988,威力暘-創,12.65,0.0,0.0,26W31,07/31,29.5,0.0,33.3,0.0,66.7,0.0
1807,4958,臻鼎-KY,473.0,-9.0,-1.87,26W31,07/31,31.2,-0.49,33.3,-0.72,66.7,0.72
1808,2109,華豐,14.45,0.0,0.0,26W31,07/31,30.7,0.01,33.3,0.01,66.7,-0.01
1809,3664,安瑞-KY,7.28,0.58,8.66,26W31,07/31,33.2,0.13,33.2,0.13,66.8,-0.13
1810,6177,達麗,48.8,1.0,2.09,26W31,07/31,29.9,-0.07,33.0,0.28,67.0,-0.28
1811,1504,東元,66.0,-0.7,-1.05,26W31,07/31,32.8,0.2,33.4,0.24,66.6,-0.24
1812,3284,太普高,21.2,-0.6,-2.75,26W31,07/31,32.4,-0.19,33.2,-0.29,66.8,0.29
1813,3168,眾福科,42.45,-0.4,-0.93,26W31,07/31,29.4,0.0,33.2,0.0,66.8,0.0
1814,2603,長榮,207.5,3.5,1.72,26W31,07/31,31.3,-0.49,33.1,-0.39,66.9,0.39
1815,5212,凌網,47.45,0.45,0.96,26W31,07/31,30.3,0.03,33.0,0.03,67.0,-0.03
1816,6196,帆宣,493.5,-14.5,-2.85,26W31,07/31,31.8,-0.72,32.5,-0.79,67.5,0.79
1817,4707,磐亞,31.9,-1.95,-5.76,26W31,07/31,32.2,0.39,33.8,-0.27,66.2,0.27
1818,8349,恒耀,39.7,0.0,0.0,26W31,07/31,31.9,-0.03,33.0,-0.03,67.0,0.03
1819,2477,美隆電,22.35,0.65,3.0,26W31,07/31,30.9,0.0,33.0,0.0,67.0,0.0
1820,2317,鴻海,260.0,-4.5,-1.7,26W31,07/31,33.0,0.34,33.8,0.33,66.2,-0.33
1821,9941,裕融,84.3,2.4,2.93,26W31,07/31,32.2,0.25,33.0,-0.08,67.0,0.08
1822,4154,樂威科-KY,11.3,-0.05,-0.44,26W31,07/31,32.9,0.0,32.9,0.0,67.1,0.0
1823,3016,嘉晶,98.0,-5.5,-5.31,26W31,07/31,31.0,-0.24,32.5,-0.29,67.5,0.29
1824,2344,華邦電,163.5,-7.5,-4.39,26W31,07/31,33.7,0.82,34.4,0.76,65.6,-0.76
1825,9928,中視,18.2,0.05,0.28,26W31,07/31,28.9,0.0,32.8,0.0,67.2,0.0
1826,1437,勤益控,29.7,0.25,0.85,26W31,07/31,29.1,-0.35,33.8,0.06,66.2,-0.06
1827,6592B,和潤企業乙特,94.8,0.1,0.11,26W31,07/31,24.8,0.0,32.8,0.0,67.2,0.0
1828,1104,環泥,26.6,0.15,0.57,26W31,07/31,31.5,-0.3,32.5,-0.31,67.5,0.31
1829,5469,瀚宇博,71.4,0.9,1.28,26W31,07/31,32.2,-0.41,34.1,0.31,65.9,-0.31
1830,2543,皇昌,39.25,1.55,4.11,26W31,07/31,31.6,0.04,32.4,-0.17,67.6,0.17
1831,4764,雙鍵,236.5,-26.0,-9.9,26W31,07/31,30.0,-1.32,31.1,-2.31,68.9,2.31
1832,7734,印能科技,3375.0,-15.0,-0.44,26W31,07/31,26.6,-0.2,32.7,-0.2,67.3,0.2
1833,3709,鑫聯大投控,79.4,-0.1,-0.13,26W31,07/31,31.0,-0.27,32.7,0.31,67.3,-0.31
1834,6264,富裔,6.06,0.0,0.0,26W31,07/31,31.3,0.0,32.7,0.0,67.3,0.0
1835,6219,富旺,12.55,0.15,1.21,26W31,07/31,33.0,-0.19,33.0,-0.19,67.0,0.19
1836,6556,勝品,68.5,0.2,0.29,26W31,07/31,29.4,-0.01,32.5,-0.01,67.5,0.01
1837,2440,太空梭,15.25,0.1,0.66,26W31,07/31,32.5,-0.24,32.5,-0.24,67.5,0.24
1838,6227,茂綸,123.0,-2.0,-1.6,26W31,07/31,31.1,0.08,32.4,1.33,67.6,-1.33
1839,8466,美吉吉-KY,16.65,-0.2,-1.19,26W31,07/31,31.4,-0.11,32.4,-0.12,67.6,0.12
1840,6781,AES-KY,1145.0,55.0,5.05,26W31,07/31,32.4,0.0,32.4,0.0,67.6,0.0
1841,6005,群益證,33.85,-0.7,-2.03,26W31,07/31,30.9,0.38,32.1,0.52,67.9,-0.52
1842,3066,李洲,23.95,1.75,7.88,26W31,07/31,31.2,0.02,32.3,0.0,67.7,0.0
1843,6919,康霈*,105.0,-2.5,-2.33,26W31,07/31,30.3,-0.38,32.3,-0.21,67.7,0.21
1844,5529,鉅陞,21.25,0.05,0.24,26W31,07/31,30.6,0.0,32.2,0.0,67.8,0.0
1845,3652,精聯,33.9,-0.3,-0.88,26W31,07/31,32.2,-0.11,32.2,-0.11,67.8,0.11
1846,6184,大豐電,42.1,-0.2,-0.47,26W31,07/31,31.1,0.0,32.2,0.0,67.8,0.0
1847,3005,神基,115.0,-0.5,-0.43,26W31,07/31,31.0,0.0,32.2,-0.29,67.8,0.29
1848,2739,寒舍,34.2,0.1,0.29,26W31,07/31,30.0,-0.05,32.0,0.0,68.0,0.0
1849,7718,友鋮,47.25,0.0,0.0,26W31,07/31,28.4,-0.04,32.0,-0.04,68.0,0.04
1850,1233,天仁,28.8,0.05,0.17,26W31,07/31,30.9,-0.04,32.0,-0.04,68.0,0.04
1851,2892,第一金,35.55,0.05,0.14,26W31,07/31,31.2,-0.29,32.1,-0.28,67.9,0.28
1852,2385,群光,101.5,-2.0,-1.93,26W31,07/31,30.6,0.12,31.9,0.11,68.1,-0.11
1853,4950,金耘國際,15.7,0.05,0.32,26W31,07/31,29.1,0.0,31.9,0.0,68.1,0.0
1854,3037,欣興,955.0,-18.0,-1.85,26W31,07/31,30.9,0.58,33.1,0.41,66.9,-0.41
1855,3252,海灣,15.85,0.05,0.32,26W31,07/31,30.1,-0.11,31.9,-0.11,68.1,0.11
1856,1410,南染,26.35,0.9,3.54,26W31,07/31,28.9,0.06,31.8,0.06,68.2,-0.06
1857,00695B,富邦美債7-10,35.23,-0.17,-0.48,26W31,07/31,29.4,0.47,31.8,0.47,68.2,-0.47
